osmid,ref,name,highway,oneway,reversed,length,junction,geometry
46891618,CV-873,Carretera Albatera - Hondón de los Frailes,secondary,False,False,48.574,,"LINESTRING (-0.870489 38.182151, -0.8707282 38.1825453)"
22721473,CV-873,,secondary,True,False,15.844,roundabout,"LINESTRING (-0.870489 38.182151, -0.8705143 38.182138, -0.8705335 38.1821197, -0.8705448 38.1820977, -0.8705471 38.182074, -0.8705403 38.1820509, -0.8705249 38.1820304)"
180026424,,Avenida Juan Carlos I,residential,False,True,84.068,,"LINESTRING (-0.8705249 38.1820304, -0.8713266 38.1816127)"
22721473,CV-873,,secondary,True,False,10.453,roundabout,"LINESTRING (-0.8705249 38.1820304, -0.8705027 38.1820147, -0.8704755 38.1820049, -0.8704459 38.1820018, -0.8704164 38.1820059)"
22721474,CV-873,Carretera Albatera - Hondón de los Frailes,secondary,False,True,36.549,,"LINESTRING (-0.8704164 38.1820059, -0.8702346 38.1817099)"
22721473,CV-873,,secondary,True,False,15.938,roundabout,"LINESTRING (-0.8704164 38.1820059, -0.8703894 38.1820169, -0.8703679 38.1820338, -0.870354 38.182055, -0.8703488 38.1820786, -0.870353 38.1821022, -0.870366 38.1821238)"
22721473,CV-873,,secondary,True,False,8.422,roundabout,"LINESTRING (-0.8703962 38.1821464, -0.8704259 38.182156, -0.870458 38.1821575, -0.870489 38.182151)"
180024001,,Calle Alcalde Antonio Martínez,residential,False,True,97.828,,"LINESTRING (-0.8703962 38.1821464, -0.8703105 38.1822761, -0.8701559 38.1828794, -0.8701262 38.1829953)"
22721474,CV-873,Carretera Albatera - Hondón de los Frailes,secondary,False,False,40.708,,"LINESTRING (-0.869829 38.1810058, -0.8700211 38.1813393)"
22721474,CV-873,Carretera Albatera - Hondón de los Frailes,secondary,False,True,0.797,,"LINESTRING (-0.869829 38.1810058, -0.8698249 38.1809994)"
180024007,,Calle Doctor Marañón,residential,False,True,152.002,,"LINESTRING (-0.869829 38.1810058, -0.8683813 38.1817632)"
22721474,CV-873,Carretera Albatera - Hondón de los Frailes,secondary,False,False,48.542,,"LINESTRING (-0.8695529 38.1806188, -0.8698249 38.1809994)"
727312671,N-340,Avenida del País Valenciano,trunk,False,False,66.8,,"LINESTRING (-0.8695529 38.1806188, -0.8689277 38.1809643)"
727312671,N-340,Avenida del País Valenciano,trunk,False,True,110.931,,"LINESTRING (-0.8695529 38.1806188, -0.8706092 38.1800658)"
727312671,N-340,Avenida del País Valenciano,trunk,False,False,45.424,,"LINESTRING (-0.8749663 38.1772629, -0.8745593 38.1775169)"
727312671,N-340,Avenida del País Valenciano,trunk,False,False,159.372,,"LINESTRING (-0.8731672 38.1783857, -0.871752 38.1792894)"
727312671,N-340,Avenida del País Valenciano,trunk,False,True,39.232,,"LINESTRING (-0.8731672 38.1783857, -0.8735187 38.1781663)"
102268503,,Calle José Tafur,residential,False,True,108.557,,"LINESTRING (-0.8731672 38.1783857, -0.8725986 38.1777072, -0.8724799 38.1775726)"
