osmid,lanes,ref,name,highway,oneway,reversed,length,access,geometry,junction,maxspeed,bridge
393615150,1,GC-70,Lugar Albercón De La Virgen,primary,False,False,37.944,,"LINESTRING (-15.6272128 28.1434217, -15.6268297 28.14347)",,,
82234580,,GC-292,Calle Sancho de Vargas,tertiary,False,False,189.167,yes,"LINESTRING (-15.6272128 28.1434217, -15.6275805 28.1430645, -15.6277598 28.1428123, -15.6279731 28.1424609, -15.6282393 28.141994)",,,
82234580,,GC-292,Calle Sancho de Vargas,tertiary,False,False,140.67200000000003,yes,"LINESTRING (-15.6282393 28.141994, -15.6286922 28.1412002, -15.6287329 28.1411311, -15.6288888 28.140866)",,,
82234580,,GC-292,Calle Sancho de Vargas,tertiary,False,True,189.167,yes,"LINESTRING (-15.6282393 28.141994, -15.6279731 28.1424609, -15.6277598 28.1428123, -15.6275805 28.1430645, -15.6272128 28.1434217)",,,
394409300,,,Doña Consuelo La Maestra,residential,False,True,54.397,,"LINESTRING (-15.6282393 28.141994, -15.6285932 28.1421424, -15.6287463 28.1421915)",,,
820260878,,GC-292,Calle Sancho de Vargas,tertiary,True,False,29.083,yes,"LINESTRING (-15.6290699 28.1406169, -15.6291799 28.140374)",,,
1198722632,,GC-292,,tertiary,True,False,9.349,,"LINESTRING (-15.6290699 28.1406169, -15.6290518 28.1405939, -15.6290262 28.1405772, -15.6289959 28.1405688)",roundabout,,
394409284,2,GC-292,Calle Lomo Guillen,tertiary,False,False,28.604999999999997,yes,"LINESTRING (-15.632111 28.1402467, -15.6321939 28.1402959, -15.6323616 28.140378)",,30,
394409288,,GC-292,Calle Marqués del Muni,tertiary,False,True,72.094,yes,"LINESTRING (-15.632111 28.1402467, -15.6318619 28.1404055, -15.6316187 28.1404997, -15.6314566 28.140506)",,,
126570899,,,Calle Alcalde Óscar Bautista Afonso,residential,False,False,105.00600000000001,,"LINESTRING (-15.6350986 28.1417488, -15.635201 28.1416061, -15.6352518 28.1414876, -15.6355729 28.1409977, -15.6356341 28.1409347)",,,
394409284,2,GC-292,Calle Lomo Guillen,tertiary,False,False,102.822,yes,"LINESTRING (-15.6350986 28.1417488, -15.6354259 28.1419144, -15.6356899 28.1420531, -15.6360058 28.1422126)",,30,
394409284,2,GC-292,Calle Lomo Guillen,tertiary,False,True,96.39500000000001,yes,"LINESTRING (-15.6350986 28.1417488, -15.6347685 28.1415852, -15.6342432 28.1413215)",,30,
