osmid,oneway,lanes,name,highway,reversed,length,geometry,access,maxspeed,bridge,ref,width,junction,tunnel
22869927,True,1,Calle La Cruz,residential,False,30.856,"LINESTRING (-2.887221 43.2084901, -2.8869151 43.2086553)",,,,,,,
"[22869973, 22874846]",True,1,"['Calle Iparraguirre', 'Calle Concha Espina']",residential,False,60.596,"LINESTRING (-2.887221 43.2084901, -2.8871665 43.2084386, -2.8870061 43.2082872, -2.8868292 43.2082913, -2.8867611 43.2082935, -2.8866104 43.2082983)",,,,,,,
22869973,True,1,Calle Concha Espina,residential,False,20.500999999999998,"LINESTRING (-2.8866104 43.2082983, -2.8864402 43.2083038, -2.8863577 43.2083064)",,,,,,,
221620094,True,1,Calle Severo Ochoa,residential,False,69.824,"LINESTRING (-2.8863577 43.2083064, -2.8863792 43.208628, -2.886391 43.2088038, -2.8863997 43.2089336)",,,,,,,
157167564,True,1,Calle Madalen Errota,residential,False,78.426,"LINESTRING (-2.8878494 43.2070565, -2.8877878 43.2070497, -2.8873539 43.2070017, -2.8870713 43.2069693, -2.8868931 43.2069489)",,,,,,,
262643374,True,1,Paseo Urgoiti,living_street,False,118.37599999999999,"LINESTRING (-2.8878494 43.2070565, -2.8879867 43.206483, -2.8880279 43.2063719, -2.8883252 43.2060753)",yes,,,,,,
"[674377104, 674377105, 1134255656, 22870706]",False,1,"['Calle San Andrés', 'Calle Madalen Errota']",residential,True,127.91300000000001,"LINESTRING (-2.8878494 43.2070565, -2.8882414 43.2070588, -2.888289 43.2070497, -2.8883293 43.2070246, -2.8884851 43.2067901, -2.8884729 43.2067194, -2.8884629 43.2066767, -2.8884349 43.2065122, -2.8884236 43.2064422, -2.8884082 43.2062638)",,30,,,,,
84391988,False,1,Calle Severo Ochoa,residential,True,21.729,"LINESTRING (-2.8888215 43.2053152, -2.8887704 43.2052553, -2.8887148 43.2052058, -2.8886936 43.2051967, -2.8886428 43.2051749)",,20,,,,,
84391992,True,,Calle Severo Ochoa,residential,False,11.068,"LINESTRING (-2.8888215 43.2053152, -2.8888792 43.205256, -2.8889028 43.2052353)",,20,,,,,
45670075,True,1,Calle Juan Garaigorta,residential,False,96.37700000000001,"LINESTRING (-2.8867925 43.2071579, -2.886942 43.2072149, -2.8872917 43.2073481, -2.8873691 43.2073776, -2.8877607 43.2075268, -2.8878002 43.2075159, -2.8878511 43.2075019)",,30,,,,,
221620094,True,1,Calle Severo Ochoa,residential,False,90.7,"LINESTRING (-2.8867925 43.2071579, -2.8867508 43.2072443, -2.8866388 43.2074763, -2.8865166 43.2077293, -2.8865065 43.2077502, -2.8864209 43.2079273)",,,,,,,
900338543,True,1,Calle Severo Ochoa,residential,False,30.793,"LINESTRING (-2.8867925 43.2071579, -2.8867968 43.2071591, -2.8868175 43.2071621, -2.8868369 43.2071595, -2.886852 43.2071538, -2.886868 43.2071426, -2.8869346 43.2069947, -2.88693 43.2069717, -2.8869092 43.2069534, -2.8868931 43.2069489)",,,,,,,
84391983,False,2,Calle Severo Ochoa,residential,True,173.98399999999998,"LINESTRING (-2.8868931 43.2069489, -2.8869552 43.2068141, -2.8871598 43.2063698, -2.8871985 43.2062858, -2.8872128 43.2062558, -2.8873267 43.206006, -2.8874893 43.2056494, -2.8875299 43.205574, -2.8875685 43.2054941, -2.8875869 43.2054687)",,20,,,,,
262400873,True,1,Calle Severo Ochoa,residential,False,2.966,"LINESTRING (-2.8868931 43.2069489, -2.8868816 43.2069457, -2.8868574 43.2069471)",,,,,,,
22870729,True,1,Calle Doctor Hermenegildo Lecumberri,residential,False,55.703,"LINESTRING (-2.8866353 43.2096667, -2.8867039 43.2096644, -2.8873219 43.209644)",,,,,,,
"[1110242401, 1134254834]",True,1,Paseo Urgoiti,residential,False,84.96000000000001,"LINESTRING (-2.8881585 43.2096259, -2.8881525 43.2094067, -2.8881499 43.2093135, -2.8881415 43.2090068, -2.8881244 43.2088625)",,,,,,,
22870729,True,1,Calle Doctor Hermenegildo Lecumberri,residential,False,67.832,"LINESTRING (-2.8873219 43.209644, -2.8881585 43.2096259)",,,,,,,
22870734,True,1,Calle San Juan,residential,False,73.89,"LINESTRING (-2.8873219 43.209644, -2.88706 43.2090075)",,,,,,,
"[22870739, 348888948, 226644734]",False,2,"['Puente de Moiordin', 'Calle La Cruz']",residential,"[False, True]",136.932,"LINESTRING (-2.8863997 43.2089336, -2.8863254 43.208965, -2.8858073 43.2089823, -2.8855213 43.2089697, -2.8854477 43.2089665, -2.8848662 43.2089483, -2.8847236 43.2089438)",no,30,yes,,,,
1133526445,True,1,Calle Severo Ochoa,residential,False,83.72399999999999,"LINESTRING (-2.8863997 43.2089336, -2.8864285 43.2090231, -2.8864765 43.2091726, -2.8866258 43.2096371, -2.8866353 43.2096667)",,,,,,,
22870735,True,1,Calle Bidebera,residential,False,44.965,"LINESTRING (-2.8881244 43.2088625, -2.8875785 43.2089347)",,,,,,,
1134254834,True,1,Paseo Urgoiti,residential,False,74.085,"LINESTRING (-2.8881244 43.2088625, -2.8879608 43.208207)",,,,,,,
22870735,True,1,Calle Bidebera,residential,False,42.795,"LINESTRING (-2.8875785 43.2089347, -2.88706 43.2090075)",,,,,,,
22870736,False,1,Calle Barrena,residential,True,40.43,"LINESTRING (-2.8875785 43.2089347, -2.8876633 43.209293)",,,,,,,
226645633,True,1,Calle Barrena,residential,False,62.816,"LINESTRING (-2.8875785 43.2089347, -2.8874468 43.208378)",,,,,,,
22874875,True,1,Calle San Juan,residential,False,40.886,"LINESTRING (-2.88706 43.2090075, -2.8869151 43.2086553)",,,,,,,
22870736,False,1,Calle Barrena,residential,False,40.43,"LINESTRING (-2.8876633 43.209293, -2.8875785 43.2089347)",,,,,,,
22869927,True,1,Calle La Cruz,residential,False,22.142000000000003,"LINESTRING (-2.8874468 43.208378, -2.8872764 43.2084626, -2.887221 43.2084901)",,,,,,,
358355637,False,2,Calle Severo Ochoa,residential,False,15.222,"LINESTRING (-2.8886428 43.2051749, -2.8888215 43.2051328)",,20,,,,,
22870740,False,2,Calle Severo Ochoa,residential,True,78.889,"LINESTRING (-2.8886428 43.2051749, -2.8885439 43.205195, -2.8878286 43.20534, -2.8877802 43.2053498, -2.8877342 43.2053592, -2.8877051 43.2053651)",,20,,,,,
84391988,False,1,Calle Severo Ochoa,residential,False,21.729,"LINESTRING (-2.8886428 43.2051749, -2.8886936 43.2051967, -2.8887148 43.2052058, -2.8887704 43.2052553, -2.8888215 43.2053152)",,20,,,,,
22869927,True,1,Calle La Cruz,residential,False,20.566,"LINESTRING (-2.8869151 43.2086553, -2.8867112 43.2087654)",,,,,,,
157021276,False,2,,primary,False,498.8629999999999,"LINESTRING (-2.8881644 43.203705, -2.887998 43.203757, -2.8878781 43.2037981, -2.8876602 43.203883, -2.8874476 43.203976, -2.887198 43.2041008, -2.8870618 43.2041782, -2.8869354 43.2042595, -2.8867794 43.2043599, -2.8866207 43.2044788, -2.8858934 43.2050641, -2.8853511 43.2055035, -2.8851643 43.2056861, -2.8850239 43.2058474, -2.8849112 43.2060407, -2.8848353 43.2062138, -2.8847908 43.2063699, -2.8847586 43.2065654, -2.8847618 43.2071278)",,70,,BI-625,,,
