osmid,oneway,ref,name,highway,reversed,length,geometry,junction,bridge,lanes,maxspeed
659156676,False,,Joaquín Rodriguez Muñíz,residential,False,49.197,"LINESTRING (-5.7382851 43.1676877, -5.7383498 43.1676093, -5.7383608 43.1675744, -5.7384006 43.1674477, -5.7384479 43.1672658)",,,,
662361845,True,,,residential,False,17.662,"LINESTRING (-5.7382851 43.1676877, -5.7382612 43.1676782, -5.7382344 43.1676745, -5.7382074 43.1676769, -5.7381827 43.1676851, -5.7381625 43.1676984, -5.7381489 43.1677156, -5.738143 43.167735, -5.7381455 43.1677548)",roundabout,,,
228402091,False,AE-3,,tertiary,False,14.015,"LINESTRING (-5.7401626 43.1678681, -5.7402341 43.1678581, -5.7403279 43.1678328)",,,,
228402091,False,AE-3,,tertiary,True,27.873,"LINESTRING (-5.7401626 43.1678681, -5.7400331 43.1678861, -5.7398242 43.1679118)",,,,
662189775,False,,Pepín de la Rumiá,residential,False,137.34300000000002,"LINESTRING (-5.7401626 43.1678681, -5.7401337 43.1676294, -5.7400169 43.1673569, -5.7399095 43.1671798, -5.7398735 43.1668359, -5.7398619 43.1667098, -5.7399233 43.1667046)",,,,
662189775,False,,Pepín de la Rumiá,residential,True,137.34300000000002,"LINESTRING (-5.7399233 43.1667046, -5.7398619 43.1667098, -5.7398735 43.1668359, -5.7399095 43.1671798, -5.7400169 43.1673569, -5.7401337 43.1676294, -5.7401626 43.1678681)",,,,
"[83204398, 662360182, 83204311]",False,AE-3,"['Horacio Fdez Iguanzo', 'Puente ""La Casanueva""']","['residential', 'tertiary']","[False, True]",88.02,"LINESTRING (-5.7387593 43.1680638, -5.7388733 43.1680478, -5.7393718 43.1679777, -5.7394025 43.1679734, -5.7397386 43.1679202, -5.7398242 43.1679118)",,yes,2,
"[435704851, 662360246, 662370487]",False,,"['Calle de La Estación', 'Calle de la Estación']",residential,True,84.81800000000001,"LINESTRING (-5.7387593 43.1680638, -5.7387946 43.1682573, -5.7388514 43.1684794, -5.7389454 43.1688141)",,,,
662360606,False,,Marqués de Casa Quijano,residential,False,55.587,"LINESTRING (-5.7387593 43.1680638, -5.7385621 43.1680648, -5.7384917 43.1680444, -5.7384481 43.1680278, -5.7383896 43.1679604, -5.738375 43.1679392, -5.7382949 43.1678228, -5.7382757 43.1677949)",,,,
662360606,False,,Marqués de Casa Quijano,residential,True,55.586999999999996,"LINESTRING (-5.7382757 43.1677949, -5.7382949 43.1678228, -5.738375 43.1679392, -5.7383896 43.1679604, -5.7384481 43.1680278, -5.7384917 43.1680444, -5.7385621 43.1680648, -5.7387593 43.1680638)",,,,
662361845,True,,,residential,False,9.564,"LINESTRING (-5.7382757 43.1677949, -5.7382984 43.1677811, -5.7383137 43.1677627, -5.7383198 43.1677417, -5.7383161 43.1677204)",roundabout,,,
"[662363513, 202284933]",False,,Celestino Castañón,living_street,"[False, True]",61.009,"LINESTRING (-5.7383467 43.1687176, -5.7383111 43.1687607, -5.7382694 43.168811, -5.7381617 43.1689207, -5.7380153 43.1690312, -5.7378584 43.1691297)",,,,
"[435704851, 662360246, 662370487]",False,,"['Calle de La Estación', 'Calle de la Estación']",residential,False,84.818,"LINESTRING (-5.7389454 43.1688141, -5.7388514 43.1684794, -5.7387946 43.1682573, -5.7387593 43.1680638)",,,,
"[202284929, 435704851]",False,,Calle de la Estación,residential,True,471.116,"LINESTRING (-5.7389454 43.1688141, -5.7389559 43.1688516, -5.7389668 43.1688904, -5.7390424 43.1690518, -5.7391142 43.1691406, -5.7394039 43.1693519, -5.7399631 43.1696948, -5.7401473 43.1698078, -5.7415949 43.1706954, -5.7416414 43.1707239, -5.7420215 43.1709569, -5.7423689 43.1710343, -5.7431748 43.1715335, -5.743223 43.1715775)",,,,
662365076,False,,Travesía de los Humanitarios,residential,False,40.754000000000005,"LINESTRING (-5.7389454 43.1688141, -5.7386475 43.1687562, -5.7385963 43.1687408, -5.7384679 43.1687023)",,,,
662365076,False,,Travesía de los Humanitarios,residential,True,40.754000000000005,"LINESTRING (-5.7384679 43.1687023, -5.7385963 43.1687408, -5.7386475 43.1687562, -5.7389454 43.1688141)",,,,
202284931,False,,Paséu de les Xandes,residential,False,82.058,"LINESTRING (-5.7445181 43.1723791, -5.7444309 43.1723243, -5.744388 43.1722974, -5.743748 43.1719004)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,35.03,"LINESTRING (-5.7406005 43.1680766, -5.7404426 43.1679485, -5.7403279 43.1678328)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,True,26.627,"LINESTRING (-5.7406005 43.1680766, -5.7406967 43.1681547, -5.7408332 43.1682451)",,,,
663304807,False,,La Teyera,unclassified,False,24.298000000000002,"LINESTRING (-5.7406005 43.1680766, -5.7404276 43.1681834, -5.7403786 43.1682229)",,,,
663304807,False,,La Teyera,unclassified,True,24.298000000000002,"LINESTRING (-5.7403786 43.1682229, -5.7404276 43.1681834, -5.7406005 43.1680766)",,,,
669476415,False,,,residential,True,84.303,"LINESTRING (-5.7385175 43.1720116, -5.7383618 43.1720039, -5.7382132 43.17196, -5.7380008 43.1718852, -5.7378522 43.1717974, -5.7375995 43.1716849)",,,,
669477486,False,,,unclassified,False,44.425999999999995,"LINESTRING (-5.7423109 43.171844, -5.7424383 43.1718014, -5.7424029 43.1717317, -5.7424011 43.1717033, -5.7424454 43.1716633, -5.7424471 43.1716104, -5.742433 43.1715652, -5.7424871 43.171546)",,,,
662467686,False,AS-386,Avenida de la Constitución,residential,False,376.267,"LINESTRING (-5.7424871 43.171546, -5.7424706 43.1715252, -5.7424417 43.1714889, -5.7422428 43.1713175, -5.7421951 43.1712933, -5.7419946 43.1711916, -5.7417122 43.1710484, -5.7415105 43.1709095, -5.7414931 43.1708975, -5.7414715 43.1708845, -5.7410894 43.1706557, -5.7408429 43.1705787, -5.739794 43.1703234, -5.7386928 43.1697367, -5.7386647 43.1697232)",,,2,50
662467686,False,AS-386,Avenida de la Constitución,residential,True,60.685,"LINESTRING (-5.7424871 43.171546, -5.7427422 43.1718667, -5.7427579 43.1718864, -5.7428417 43.1720258)",,,2,50
669477486,False,,,unclassified,True,44.426,"LINESTRING (-5.7424871 43.171546, -5.742433 43.1715652, -5.7424471 43.1716104, -5.7424454 43.1716633, -5.7424011 43.1717033, -5.7424029 43.1717317, -5.7424383 43.1718014, -5.7423109 43.171844)",,,,
202284931,False,,Paséu de les Xandes,residential,True,82.05799999999999,"LINESTRING (-5.743748 43.1719004, -5.744388 43.1722974, -5.7444309 43.1723243, -5.7445181 43.1723791)",,,,
818863057,True,,Paséu de les Xandes,residential,False,30.444,"LINESTRING (-5.743748 43.1719004, -5.7435029 43.1717458, -5.7434516 43.1717476)",,,,
202284928,True,,,residential,False,11.078,"LINESTRING (-5.7434037 43.1718244, -5.7434092 43.171824, -5.7434293 43.1718178, -5.7434458 43.1718073, -5.743457 43.1717937, -5.743462 43.1717782, -5.7434601 43.1717623, -5.7434516 43.1717476)",roundabout,,,
818863058,True,,Paséu de les Xandes,residential,False,29.27,"LINESTRING (-5.7434037 43.1718244, -5.7436152 43.1718601, -5.743748 43.1719004)",,,1,
62727611,True,AS-386,Carretera de Ujo a Cabañaquinta,tertiary,False,24.258,"LINESTRING (-5.7349957 43.167177, -5.7350986 43.1670669, -5.7351437 43.1670342, -5.7351655 43.1669991)",,,,
1167090671,True,,,residential,False,0.73,"LINESTRING (-5.7433248 43.1717612, -5.7433228 43.1717676)",roundabout,,,
661856371,False,,,tertiary,False,631.926,"LINESTRING (-5.7340896 43.1696875, -5.7341617 43.1697416, -5.734216 43.1698386, -5.7343923 43.1702037, -5.7344874 43.1702499, -5.7346032 43.1702559, -5.7347189 43.1702756, -5.7351749 43.1702891, -5.7353381 43.1703701, -5.735483 43.1704868, -5.7355784 43.1706487, -5.7356371 43.1708418, -5.7356124 43.1713497, -5.7353844 43.1717497, -5.7352612 43.1719699, -5.7351318 43.1721631, -5.7349777 43.1722665, -5.7348237 43.1724238, -5.7348791 43.1724642, -5.7351811 43.1723474, -5.7353659 43.1721901, -5.735711 43.171853, -5.7359144 43.1715474, -5.7361054 43.1712418, -5.7362163 43.1710261, -5.7363334 43.1709048, -5.7364661 43.1708272)",,,,
228402093,False,AE-2,Calle Francisco Palacios,tertiary,False,8.745,"LINESTRING (-5.7444004 43.1692004, -5.7443302 43.1691407)",,,,
1041829396,False,,,unclassified,False,45.449999999999996,"LINESTRING (-5.7444004 43.1692004, -5.7443471 43.1692245, -5.7443034 43.1692253, -5.7442468 43.1692144, -5.7441892 43.1691801, -5.7441135 43.1691436, -5.7440537 43.1691179, -5.7440196 43.1691226, -5.7439908 43.1691428, -5.7439844 43.169163, -5.7440196 43.1691965)",,,,
1041829396,False,,,unclassified,True,45.449999999999996,"LINESTRING (-5.7440196 43.1691965, -5.7439844 43.169163, -5.7439908 43.1691428, -5.7440196 43.1691226, -5.7440537 43.1691179, -5.7441135 43.1691436, -5.7441892 43.1691801, -5.7442468 43.1692144, -5.7443034 43.1692253, -5.7443471 43.1692245, -5.7444004 43.1692004)",,,,
