osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,junction,access
546861823,True,Carrer de les Oliveres,residential,30,False,122.844,,"LINESTRING (1.2885332 41.7829625, 1.2885095 41.7835345, 1.288384 41.7840587)",,,
32874444,True,,tertiary,50,False,6.957,L-310,"LINESTRING (1.2873998 41.7896144, 1.287478 41.7896371)",,roundabout,
196583074,False,Carrer dels Roures,residential,,False,111.873,,"LINESTRING (1.2859422 41.7818558, 1.2859409 41.7808497)",,,
196583088,True,Rambla dels Segadors,residential,30,False,71.425,,"LINESTRING (1.2859422 41.7818558, 1.2868036 41.7818549)",,,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,False,39.143,L-310,"LINESTRING (1.2850723 41.7824482, 1.2847098 41.7822227)",2,,
32691043,False,Avinguda de la Verge del Claustre,tertiary,50,False,185.206,L-310,"LINESTRING (1.2850723 41.7824482, 1.2855863 41.7840691)",,,
196583049,True,Carrer de les Guinguetes,residential,,False,185.286,,"LINESTRING (1.2850723 41.7824482, 1.2857594 41.7828824, 1.2862827 41.7832428, 1.2867261 41.7835213, 1.286762 41.7835374)",,,
32691032,False,Carrer de Atmetllers,residential,30,False,14.845,,"LINESTRING (1.2868036 41.7818549, 1.2868024 41.7819241, 1.2868013 41.7819884)",,,
32691032,False,Carrer de Atmetllers,residential,30,True,119.54599999999999,,"LINESTRING (1.2868036 41.7818549, 1.2868039 41.7817779, 1.2868082 41.7807798)",,,
196583088,True,Rambla dels Segadors,residential,30,False,144.33399999999997,,"LINESTRING (1.2868036 41.7818549, 1.2869172 41.7818555, 1.2885443 41.781854)",,,
473656597,False,Carretera de Guissona a Concabella,tertiary,50,False,25.2,L-310,"LINESTRING (1.2834725 41.7816999, 1.2837572 41.7817792)",,,
473656597,False,Carretera de Guissona a Concabella,tertiary,50,True,18.563,L-310,"LINESTRING (1.2834725 41.7816999, 1.2832603 41.7816467)",,,
546861821,False,Carrer dels Pirineus,residential,,True,27.395,,"LINESTRING (1.2834725 41.7816999, 1.283439 41.7814548)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,False,23.821,L-311z,"LINESTRING (1.289898 41.7824654, 1.2899773 41.7826713)",,,
196583020,False,Avinguda de Cervera,tertiary,30,True,54.010000000000005,L-311z,"LINESTRING (1.289898 41.7824654, 1.2899456 41.7821305, 1.2899668 41.7819824)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,56.451,,"LINESTRING (1.2873415 41.7807739, 1.2880223 41.7807721)",,,
32690965,False,Carrer dels Castanyers,residential,30,True,44.225,,"LINESTRING (1.2873415 41.7807739, 1.2868082 41.7807798)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,44.225,,"LINESTRING (1.2868082 41.7807798, 1.2873415 41.7807739)",,,
32690965,False,Carrer dels Castanyers,residential,30,True,72.334,,"LINESTRING (1.2868082 41.7807798, 1.2859409 41.7808497)",,,
32691032,False,Carrer de Atmetllers,residential,30,False,119.54599999999999,,"LINESTRING (1.2868082 41.7807798, 1.2868039 41.7817779, 1.2868036 41.7818549)",,,
196583020,False,Avinguda de Cervera,tertiary,30,False,14.269,L-311z,"LINESTRING (1.289985 41.7818548, 1.2899668 41.7819824)",,,
196583020,False,Avinguda de Cervera,tertiary,30,True,105.751,L-311z,"LINESTRING (1.289985 41.7818548, 1.2900123 41.781669, 1.2901237 41.7809094)",,,
196583088,True,Rambla dels Segadors,residential,30,False,103.049,,"LINESTRING (1.289985 41.7818548, 1.2901565 41.7818542, 1.2910858 41.7818546, 1.2912278 41.7818547)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,82.076,,"LINESTRING (1.2885396 41.7807914, 1.2895243 41.7808666)",,,
32690965,False,Carrer dels Castanyers,residential,30,True,42.947,,"LINESTRING (1.2885396 41.7807914, 1.2880223 41.7807721)",,,
32690964,False,Carrer de Oliveres,residential,30,False,118.157,,"LINESTRING (1.2885396 41.7807914, 1.2885439 41.781774, 1.2885443 41.781854)",,,
118729599,True,Plaça de la Plana,residential,30,False,17.181,,"LINESTRING (1.285085 41.7817264, 1.2851213 41.7817539, 1.2851519 41.7817851, 1.285176 41.7818193, 1.285193 41.7818558)",2,roundabout,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,True,39.143,L-310,"LINESTRING (1.2847098 41.7822227, 1.2850723 41.7824482)",2,,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,False,21.536,L-310,"LINESTRING (1.2847098 41.7822227, 1.284632 41.782176, 1.2845051 41.7821035)",2,,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,False,7.966,L-310,"LINESTRING (1.2845051 41.7821035, 1.2844297 41.7820591)",2,,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,True,21.536,L-310,"LINESTRING (1.2845051 41.7821035, 1.284632 41.782176, 1.2847098 41.7822227)",2,,
490500255,True,Plaça de la Plana,residential,30,False,21.462000000000003,,"LINESTRING (1.2845051 41.7821035, 1.2844916 41.7820284, 1.2844757 41.7819424, 1.2845018 41.781919)",1,,
118729599,True,Plaça de la Plana,residential,30,False,13.398,,"LINESTRING (1.2845018 41.781919, 1.2845069 41.7818791, 1.2845201 41.7818401, 1.2845411 41.7818031)",2,roundabout,
118729599,True,Plaça de la Plana,residential,30,False,22.241,,"LINESTRING (1.2845411 41.7818031, 1.2845694 41.7817691, 1.2846247 41.7817257, 1.2846907 41.7816913, 1.2847401 41.7816755)",2,roundabout,
196583020,False,Avinguda de Cervera,tertiary,30,True,14.269,L-311z,"LINESTRING (1.2899668 41.7819824, 1.289985 41.7818548)",,,
32691031,True,Rambla dels Segadors,residential,30,False,118.158,,"LINESTRING (1.2899668 41.7819824, 1.2898216 41.7819839, 1.2885418 41.781984)",,,
196583020,False,Avinguda de Cervera,tertiary,30,False,54.010000000000005,L-311z,"LINESTRING (1.2899668 41.7819824, 1.2899456 41.7821305, 1.289898 41.7824654)",,,
329765102,True,Plaça de la Plana,residential,30,False,69.318,,"LINESTRING (1.2851248 41.7820905, 1.2850727 41.7821006, 1.2850353 41.7821249, 1.2849933 41.7821446, 1.2849478 41.7821592, 1.2849082 41.7821678, 1.2848503 41.7821717, 1.2848009 41.7821694, 1.2847525 41.7821614, 1.2847116 41.7821483, 1.2846754 41.7821325, 1.2846253 41.7821056, 1.2845923 41.782078, 1.2845655 41.7820468, 1.2845456 41.782013, 1.2845329 41.7819773, 1.2845278 41.7819405, 1.2845018 41.781919)",1,roundabout,
375770524,True,Plaça de la Plana,residential,30,False,7.279,,"LINESTRING (1.2851248 41.7820905, 1.2851073 41.7821203, 1.2850772 41.7821444)",1,,
32691023,True,Plaça de la Plana,residential,,False,33.788,,"LINESTRING (1.2850772 41.7821444, 1.2850787 41.7822593, 1.2850723 41.7824482)",,,
375770524,True,Plaça de la Plana,residential,30,False,32.213,,"LINESTRING (1.2850772 41.7821444, 1.2850274 41.7821698, 1.2849733 41.7821896, 1.2849186 41.7822021, 1.2848553 41.7822083, 1.2847963 41.7822126, 1.2847098 41.7822227)",1,,
32691021,False,Carrer del Torrent de Ventcera,residential,,True,33.816,,"LINESTRING (1.2850627 41.7812275, 1.2850569 41.7811209, 1.2850491 41.781033, 1.2850271 41.7809249)",,,
32691033,True,Plaça de la Plana,residential,,False,55.519,,"LINESTRING (1.2850627 41.7812275, 1.2850792 41.7815943, 1.2850779 41.7816485, 1.285085 41.7817264)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,76.23,,"LINESTRING (1.2850271 41.7809249, 1.285158 41.7809142, 1.2859409 41.7808497)",,,
32691021,False,Carrer del Torrent de Ventcera,residential,,False,33.816,,"LINESTRING (1.2850271 41.7809249, 1.2850491 41.781033, 1.2850569 41.7811209, 1.2850627 41.7812275)",,,
32691024,True,Plaça de la Plana,residential,,False,57.01899999999999,,"LINESTRING (1.2847401 41.7816755, 1.284853 41.7815528, 1.2848858 41.7815225, 1.2849295 41.7814773, 1.2849761 41.7814097, 1.2850627 41.7812275)",,,
118729599,True,Plaça de la Plana,residential,30,False,30.499000000000002,,"LINESTRING (1.2847401 41.7816755, 1.284791 41.7816657, 1.2848433 41.7816616, 1.2848957 41.7816634, 1.2849473 41.781671, 1.2849967 41.7816843, 1.285043 41.7817029, 1.285085 41.7817264)",2,roundabout,
32874516,False,Avinguda de Ponts,tertiary,30,False,197.16599999999997,,"LINESTRING (1.287478 41.7896371, 1.2876836 41.7894466, 1.2886843 41.7884563, 1.2887965 41.7883272, 1.2888337 41.7881952)",,,
196583158,True,Avinguda de la Verge del Claustre,tertiary,,False,20.925,,"LINESTRING (1.2872506 41.789648, 1.2872833 41.7894614)",,,
32874444,True,,tertiary,50,False,13.293,L-310,"LINESTRING (1.2872506 41.789648, 1.2872979 41.7896251, 1.2873503 41.7896141, 1.2873998 41.7896144)",,roundabout,
1248315338,False,Carrer del Montsec,residential,,True,46.286,,"LINESTRING (1.2862935 41.7863655, 1.2857381 41.7863234)",,,
32691043,False,Avinguda de la Verge del Claustre,tertiary,50,False,79.833,L-310,"LINESTRING (1.2862935 41.7863655, 1.286337 41.7864918, 1.2864389 41.7867879, 1.2865329 41.7870609)",,,
32691043,False,Avinguda de la Verge del Claustre,tertiary,50,True,152.424,L-310,"LINESTRING (1.2862935 41.7863655, 1.2862517 41.7862237, 1.2859385 41.7852223, 1.2858972 41.7850274)",,,
196583061,False,Carrer del Montsec,residential,,False,42.884,,"LINESTRING (1.2862935 41.7863655, 1.2864043 41.7863705, 1.2868069 41.7863301)",,,
32691031,True,Rambla dels Segadors,residential,30,False,133.846,,"LINESTRING (1.2868013 41.7819884, 1.285706 41.7819858, 1.2853484 41.781987, 1.2852971 41.7819876, 1.285248 41.7819929, 1.2851889 41.7820022)",,,
32691032,False,Carrer de Atmetllers,residential,30,False,81.317,,"LINESTRING (1.2868013 41.7819884, 1.2868031 41.7820678, 1.2868173 41.7827196)",,,
32691032,False,Carrer de Atmetllers,residential,30,True,14.845,,"LINESTRING (1.2868013 41.7819884, 1.2868024 41.7819241, 1.2868036 41.7818549)",,,
32690964,False,Carrer de Oliveres,residential,30,True,14.457,,"LINESTRING (1.2885418 41.781984, 1.2885443 41.781854)",,,
32690964,False,Carrer de Oliveres,residential,30,False,80.627,,"LINESTRING (1.2885418 41.781984, 1.2885415 41.7820688, 1.2885392 41.7827091)",,,
32691031,True,Rambla dels Segadors,residential,30,False,144.31799999999998,,"LINESTRING (1.2885418 41.781984, 1.288459 41.7819842, 1.2868013 41.7819884)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,72.334,,"LINESTRING (1.2859409 41.7808497, 1.2868082 41.7807798)",,,
196583074,False,Carrer dels Roures,residential,,True,111.873,,"LINESTRING (1.2859409 41.7808497, 1.2859422 41.7818558)",,,
32690965,False,Carrer dels Castanyers,residential,30,True,76.23,,"LINESTRING (1.2859409 41.7808497, 1.285158 41.7809142, 1.2850271 41.7809249)",,,
32690965,False,Carrer dels Castanyers,residential,30,False,49.928,,"LINESTRING (1.2895243 41.7808666, 1.2901237 41.7809094)",,,
32690965,False,Carrer dels Castanyers,residential,30,True,82.076,,"LINESTRING (1.2895243 41.7808666, 1.2885396 41.7807914)",,,
196583047,False,Carrer de les Alzineres,residential,,False,110.14699999999999,,"LINESTRING (1.2895243 41.7808666, 1.2894118 41.7816516, 1.2894135 41.7817794, 1.2894145 41.7818527)",,,
773824881,True,Carrer de la Font de la Salut,residential,,False,67.556,,"LINESTRING (1.2835485 41.7810945, 1.2841072 41.7815367)",,,
"[546861819, 546861820]",False,Carrer dels Pirineus,residential,30,True,56.581,,"LINESTRING (1.2835485 41.7810945, 1.2832536 41.7812956, 1.283439 41.7814548)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,False,46.568,,"LINESTRING (1.2924965 41.7814306, 1.292497 41.7817865, 1.2924975 41.7818494)",,,
"[329765108, 1000324940]",False,Carrer de la Ciutat de Lleida,residential,30,True,153.12,,"LINESTRING (1.2924965 41.7814306, 1.2924284 41.78143, 1.2912257 41.7814253, 1.2912274 41.7817893, 1.2912278 41.7818547)",2,,
1000324941,False,Carrer del Notari Roca Sastre,residential,30,False,24.985,,"LINESTRING (1.2924965 41.7814306, 1.292497 41.7812705, 1.2924967 41.7812059)",2,,
196583173,False,,residential,,False,33.794,,"LINESTRING (1.2946392 41.7818102, 1.2945103 41.7820333, 1.2944779 41.7820893)",,,
32690961,True,Plaça de la Plana,residential,30,False,11.846,,"LINESTRING (1.2843984 41.7818079, 1.2844541 41.7818053, 1.2845411 41.7818031)",1,,
196583088,True,Rambla dels Segadors,residential,30,False,167.73900000000003,,"LINESTRING (1.2924975 41.7818494, 1.292632 41.7818504, 1.2928779 41.7818522, 1.2931132 41.7818562, 1.2932877 41.7818634, 1.2934697 41.7818786, 1.2936545 41.7819035, 1.2939409 41.7819526, 1.2942405 41.7820227, 1.2944779 41.7820893)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,False,15.167,,"LINESTRING (1.2924975 41.7818494, 1.2924977 41.7819229, 1.292498 41.7819858)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,True,46.568,,"LINESTRING (1.2924975 41.7818494, 1.292497 41.7817865, 1.2924965 41.7814306)",,,
196583047,False,Carrer de les Alzineres,residential,,True,110.14699999999999,,"LINESTRING (1.2894145 41.7818527, 1.2894135 41.7817794, 1.2894118 41.7816516, 1.2895243 41.7808666)",,,
196583088,True,Rambla dels Segadors,residential,30,False,47.31,,"LINESTRING (1.2894145 41.7818527, 1.2897898 41.7818566, 1.2898249 41.781857, 1.289985 41.7818548)",,,
118729599,True,Plaça de la Plana,residential,30,False,16.489,,"LINESTRING (1.285193 41.7818558, 1.2852025 41.7818922, 1.285205 41.7819292, 1.2852004 41.7819661, 1.2851889 41.7820022)",2,roundabout,
196583088,True,Rambla dels Segadors,residential,30,False,62.124,,"LINESTRING (1.285193 41.7818558, 1.2853482 41.781858, 1.2859422 41.7818558)",,,
32691031,True,Rambla dels Segadors,residential,30,False,105.386,,"LINESTRING (1.292498 41.7819858, 1.2923646 41.7819858, 1.2913626 41.781986, 1.291227 41.7819861)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,False,75.057,,"LINESTRING (1.292498 41.7819858, 1.2924977 41.7820552, 1.2924955 41.7826608)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,True,15.167,,"LINESTRING (1.292498 41.7819858, 1.2924977 41.7819229, 1.2924975 41.7818494)",,,
118729599,True,Plaça de la Plana,residential,30,False,11.227,,"LINESTRING (1.2851889 41.7820022, 1.2851727 41.7820336, 1.2851512 41.7820632, 1.2851248 41.7820905)",2,roundabout,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,True,7.966,L-310,"LINESTRING (1.2844297 41.7820591, 1.2845051 41.7821035)",2,,
32691020,False,Carretera de Guissona a Concabella,tertiary,50,False,53.268,L-310,"LINESTRING (1.2844297 41.7820591, 1.2842223 41.7819586, 1.2841146 41.7819116, 1.2840029 41.781866, 1.283875 41.7818184)",2,,
196583173,False,,residential,,False,14.852,,"LINESTRING (1.2944779 41.7820893, 1.2944062 41.7822117)",,,
196583173,False,,residential,,True,33.794,,"LINESTRING (1.2944779 41.7820893, 1.2945103 41.7820333, 1.2946392 41.7818102)",,,
196583173,False,,residential,,True,14.852,,"LINESTRING (1.2944062 41.7822117, 1.2944779 41.7820893)",,,
32691031,True,Rambla dels Segadors,residential,30,False,161.75699999999998,,"LINESTRING (1.2944062 41.7822117, 1.2942897 41.7821736, 1.2941908 41.7821481, 1.2939365 41.7820883, 1.2937604 41.7820517, 1.2935723 41.7820225, 1.2933796 41.7820012, 1.2931946 41.7819876, 1.2929612 41.7819831, 1.2926404 41.781985, 1.292498 41.7819858)",,,
311990123,True,Carrer de Sant Pol,residential,,False,104.607,,"LINESTRING (1.2924955 41.7826608, 1.2912339 41.7826641)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,False,105.05799999999999,,"LINESTRING (1.2924955 41.7826608, 1.2924982 41.7832532, 1.2924943 41.7836056)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,True,75.057,,"LINESTRING (1.2924955 41.7826608, 1.2924977 41.7820552, 1.292498 41.7819858)",,,
311990122,False,Carrer de Sant Pol,residential,,False,71.643,,"LINESTRING (1.2924955 41.7826608, 1.2931086 41.7826423, 1.2933564 41.7826694)",,,
196583213,True,Carrer de la Ciutat de Lleida,residential,,False,75.392,,"LINESTRING (1.2912339 41.7826641, 1.2912277 41.7820573, 1.291227 41.7819861)",,,
311990122,False,Carrer de Sant Pol,residential,,False,154.399,,"LINESTRING (1.2933564 41.7826694, 1.2935422 41.7826897, 1.2936406 41.782713, 1.2937122 41.78273, 1.2939676 41.7827906, 1.294159 41.7828578, 1.2943487 41.7829244, 1.2946091 41.7830723, 1.2946443 41.7830935, 1.2947802 41.7831754, 1.2948698 41.7832491, 1.2949008 41.7832781, 1.2949298 41.7833307)",,,
311990122,False,Carrer de Sant Pol,residential,,True,71.643,,"LINESTRING (1.2933564 41.7826694, 1.2931086 41.7826423, 1.2924955 41.7826608)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,False,79.832,L-311z,"LINESTRING (1.2899773 41.7826713, 1.290269 41.7833555)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,True,23.821,L-311z,"LINESTRING (1.2899773 41.7826713, 1.289898 41.7824654)",,,
196583032,True,Carrer de Sant Pol,residential,,False,104.195,,"LINESTRING (1.2899773 41.7826713, 1.2912339 41.7826641)",,,
196583048,False,Carrer de les Eres,residential,,True,105.883,,"LINESTRING (1.2898161 41.7826971, 1.2885392 41.7827091)",,,
196583219,True,Carrer del Doctor Pere Castelló,residential,,False,26.737000000000002,,"LINESTRING (1.2898161 41.7826971, 1.2898544 41.7825506, 1.289898 41.7824654)",,,
375769473,True,Plaça dels Països Catalans,residential,,False,14.321000000000002,,"LINESTRING (1.2898161 41.7826971, 1.2898505 41.7826774, 1.2898768 41.7826691, 1.289928 41.7826676, 1.2899773 41.7826713)",,,
32690964,False,Carrer de Oliveres,residential,30,False,28.181,,"LINESTRING (1.2885392 41.7827091, 1.2885332 41.7829625)",,,
196583048,False,Carrer de les Eres,residential,,False,105.883,,"LINESTRING (1.2885392 41.7827091, 1.2898161 41.7826971)",,,
196583048,False,Carrer de les Eres,residential,,True,45.887,,"LINESTRING (1.2885392 41.7827091, 1.2879858 41.7827124)",,,
32690964,False,Carrer de Oliveres,residential,30,True,80.627,,"LINESTRING (1.2885392 41.7827091, 1.2885415 41.7820688, 1.2885418 41.781984)",,,
196583048,False,Carrer de les Eres,residential,,False,45.887,,"LINESTRING (1.2879858 41.7827124, 1.2885392 41.7827091)",,,
196583129,False,Carrer de les Eres,residential,,False,76.421,,"LINESTRING (1.2879858 41.7827124, 1.2879879 41.7828024, 1.2873158 41.7828111, 1.2873135 41.7827151)",,,
196583129,False,Carrer de les Eres,residential,,True,76.621,,"LINESTRING (1.2879858 41.7827124, 1.2879835 41.7826155, 1.2873114 41.7826242, 1.2873135 41.7827151)",,,
196583129,False,Carrer de les Eres,residential,,True,41.146,,"LINESTRING (1.2873135 41.7827151, 1.2868173 41.7827196)",,,
196583129,False,Carrer de les Eres,residential,,False,76.621,,"LINESTRING (1.2873135 41.7827151, 1.2873114 41.7826242, 1.2879835 41.7826155, 1.2879858 41.7827124)",,,
196583129,False,Carrer de les Eres,residential,,True,76.42099999999999,,"LINESTRING (1.2873135 41.7827151, 1.2873158 41.7828111, 1.2879879 41.7828024, 1.2879858 41.7827124)",,,
196583129,False,Carrer de les Eres,residential,,False,41.146,,"LINESTRING (1.2868173 41.7827196, 1.2873135 41.7827151)",,,
32691032,False,Carrer de Atmetllers,residential,30,False,83.095,,"LINESTRING (1.2868173 41.7827196, 1.2868178 41.7827407, 1.2868306 41.7829962, 1.2869577 41.7833669, 1.2869664 41.7833869, 1.2869701 41.7834537)",,,
32691032,False,Carrer de Atmetllers,residential,30,True,81.317,,"LINESTRING (1.2868173 41.7827196, 1.2868031 41.7820678, 1.2868013 41.7819884)",,,
196583135,False,Plaça dels Països Catalans,residential,,False,58.507,,"LINESTRING (1.2895902 41.7832118, 1.290269 41.7833555)",,,
196583219,True,Carrer del Doctor Pere Castelló,residential,,False,60.236,,"LINESTRING (1.2895902 41.7832118, 1.2897724 41.782814, 1.2898161 41.7826971)",,,
196583044,False,Carrer de la Indústria,residential,,True,78.0,,"LINESTRING (1.2858727 41.7833081, 1.2860961 41.7839895)",,,
196583050,False,Carrer de les Serres,residential,,True,138.601,,"LINESTRING (1.2949298 41.7833307, 1.2948147 41.7833692, 1.2934047 41.783841)",,,
311990122,False,Carrer de Sant Pol,residential,,True,154.399,,"LINESTRING (1.2949298 41.7833307, 1.2949008 41.7832781, 1.2948698 41.7832491, 1.2947802 41.7831754, 1.2946443 41.7830935, 1.2946091 41.7830723, 1.2943487 41.7829244, 1.294159 41.7828578, 1.2939676 41.7827906, 1.2937122 41.78273, 1.2936406 41.782713, 1.2935422 41.7826897, 1.2933564 41.7826694)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,True,79.832,L-311z,"LINESTRING (1.290269 41.7833555, 1.2899773 41.7826713)",,,
196583135,False,Plaça dels Països Catalans,residential,,True,58.507,,"LINESTRING (1.290269 41.7833555, 1.2895902 41.7832118)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,False,57.611,L-311z,"LINESTRING (1.290269 41.7833555, 1.2903053 41.7834355, 1.290492 41.7838462)",,,
196583049,True,Carrer de les Guinguetes,residential,,False,7.452,,"LINESTRING (1.286762 41.7835374, 1.2868514 41.7835305)",,,
196583066,False,Carrer del Ponent,residential,,False,48.427,,"LINESTRING (1.286762 41.7835374, 1.2865863 41.783703, 1.2865247 41.7839226)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,False,58.384,,"LINESTRING (1.2924943 41.7836056, 1.2925773 41.784127)",,,
196583038,False,Carrer de l'Arc de Sant Martí,residential,,False,72.90899999999999,,"LINESTRING (1.2924943 41.7836056, 1.2928835 41.7836664, 1.2933337 41.7837941)",,,
196583238,False,Carrer del Notari Roca Sastre,residential,,True,105.05799999999999,,"LINESTRING (1.2924943 41.7836056, 1.2924982 41.7832532, 1.2924955 41.7826608)",,,
32691032,False,Carrer de Atmetllers,residential,30,True,83.09499999999998,,"LINESTRING (1.2869701 41.7834537, 1.2869664 41.7833869, 1.2869577 41.7833669, 1.2868306 41.7829962, 1.2868178 41.7827407, 1.2868173 41.7827196)",,,
311990132,True,,residential,,False,16.892999999999997,,"LINESTRING (1.2869701 41.7834537, 1.2870151 41.7834725, 1.2870423 41.7835115, 1.2870321 41.7835577, 1.2870136 41.7835757)",,roundabout,
196583040,True,Carrer de la Creueta,residential,,False,2.724,,"LINESTRING (1.2912346 41.7837447, 1.2912671 41.7837411)",,,
196583213,True,Carrer de la Ciutat de Lleida,residential,,False,120.157,,"LINESTRING (1.2912346 41.7837447, 1.2912339 41.7826641)",,,
311990140,False,Carrer de les Guinguetes,residential,,False,28.581,,"LINESTRING (1.2872558 41.7837586, 1.2870136 41.7835757)",,,
196583094,True,Raval de la Bisbal,residential,30,False,112.39,,"LINESTRING (1.2872558 41.7837586, 1.2872774 41.7837368, 1.2874376 41.7836888, 1.2876153 41.7836713, 1.2877891 41.7836786, 1.2880528 41.7837907, 1.2882813 41.7839902, 1.288384 41.7840587)",,,
196583137,True,Carrer de Barcelona,residential,,False,125.075,,"LINESTRING (1.2933337 41.7837941, 1.2933564 41.7826694)",,,
196583038,False,Carrer de l'Arc de Sant Martí,residential,,False,7.865,,"LINESTRING (1.2933337 41.7837941, 1.2933714 41.783819, 1.2934047 41.783841)",,,
196583038,False,Carrer de l'Arc de Sant Martí,residential,,True,72.90899999999999,,"LINESTRING (1.2933337 41.7837941, 1.2928835 41.7836664, 1.2924943 41.7836056)",,,
196583038,False,Carrer de l'Arc de Sant Martí,residential,,False,72.74600000000001,,"LINESTRING (1.2934047 41.783841, 1.293621 41.7839836, 1.2939362 41.7843543)",,,
196583038,False,Carrer de l'Arc de Sant Martí,residential,,True,7.865,,"LINESTRING (1.2934047 41.783841, 1.2933714 41.783819, 1.2933337 41.7837941)",,,
196583050,False,Carrer de les Serres,residential,,False,138.601,,"LINESTRING (1.2934047 41.783841, 1.2948147 41.7833692, 1.2949298 41.7833307)",,,
196583040,True,Carrer de la Creueta,residential,,False,62.598,,"LINESTRING (1.290492 41.7838462, 1.2912346 41.7837447)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,False,62.374,L-311z,"LINESTRING (1.290492 41.7838462, 1.2905226 41.7839316, 1.290628 41.7842247, 1.2906462 41.7843146, 1.2906531 41.7843926)",,,
196583024,False,Avinguda de la Generalitat,tertiary,30,True,57.611,L-311z,"LINESTRING (1.290492 41.7838462, 1.2903053 41.7834355, 1.290269 41.7833555)",,,
196583161,False,Travessia de Ponent,residential,,True,36.307,,"LINESTRING (1.2865247 41.7839226, 1.2860961 41.7839895)",,,
196583066,False,Carrer del Ponent,residential,,False,51.977000000000004,,"LINESTRING (1.2865247 41.7839226, 1.2865064 41.7839875, 1.2864199 41.7843834)",,,
196583066,False,Carrer del Ponent,residential,,True,48.427,,"LINESTRING (1.2865247 41.7839226, 1.2865863 41.783703, 1.286762 41.7835374)",,,
196583044,False,Carrer de la Indústria,residential,,False,78.0,,"LINESTRING (1.2860961 41.7839895, 1.2858727 41.7833081)",,,
196583161,False,Travessia de Ponent,residential,,False,36.307,,"LINESTRING (1.2860961 41.7839895, 1.2865247 41.7839226)",,,
196583161,False,Travessia de Ponent,residential,,True,43.186,,"LINESTRING (1.2860961 41.7839895, 1.2855863 41.7840691)",,,
32691043,False,Avinguda de la Verge del Claustre,tertiary,50,False,51.024,L-310,"LINESTRING (1.2855863 41.7840691, 1.285731 41.7845151)",,,
