osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,bridge,maxspeed,junction,tunnel
88209167,Carrer d'Andreu Dameson,residential,False,False,112.709,,,"LINESTRING (2.2922914 41.6817979, 2.2923994 41.6807875)",,,,
319364863,,tertiary,False,True,7.522,2,BP-5107,"LINESTRING (2.2922914 41.6817979, 2.2923817 41.6818032)",,,,
319364863,,tertiary,False,False,60.381,2,BP-5107,"LINESTRING (2.2922914 41.6817979, 2.2917379 41.6817645, 2.291567 41.6817774)",,,,
411778883,Ronda del Carril,residential,True,False,54.338,,,"LINESTRING (2.2888133 41.6831308, 2.2888476 41.6836188)",,,,
"[88216788, 134143647]",,tertiary,False,True,49.355000000000004,,BP-5107,"LINESTRING (2.2888133 41.6831308, 2.288758 41.6831756, 2.2887272 41.6832006, 2.2886559 41.6832734, 2.2886105 41.683456, 2.2885796 41.6835253)",,,,
319364863,,tertiary,False,True,100.50999999999999,2,BP-5107,"LINESTRING (2.2888133 41.6831308, 2.288877 41.6830371, 2.2889391 41.6830086, 2.289066 41.6830043, 2.2893961 41.6830089, 2.2894985 41.6829843, 2.2895643 41.6829551, 2.2896095 41.6829221, 2.2897358 41.6827253)",,,,
411778884,Ronda del Carril,residential,False,False,165.136,,,"LINESTRING (2.2888133 41.6831308, 2.2888474 41.6830094, 2.2890044 41.6816534)",,,,
134143565,Carretera Nova,tertiary,False,False,90.042,2,N-152z,"LINESTRING (2.2826828 41.684032, 2.2829895 41.6848087)",,,,
312827539,Carrer de la Doma,residential,True,False,10.942,,,"LINESTRING (2.2826828 41.684032, 2.2828074 41.684)",,,,
"[107253274, 107254774, 107254767]",Carrer de Josep Maria Ruera,unclassified,False,False,50.94,2,,"LINESTRING (2.2826828 41.684032, 2.2825533 41.6840709, 2.2824235 41.6841098, 2.2822389 41.6841436, 2.2821009 41.6841741)",yes,,,
134143572,Carretera Nova,tertiary,False,True,70.213,2,N-152z,"LINESTRING (2.2826828 41.684032, 2.282664 41.6839717, 2.2825222 41.6834121)",,,,
134143565,Carretera Nova,tertiary,False,False,4.432,2,N-152z,"LINESTRING (2.283745 41.6864232, 2.2837792 41.6864538)",,,,
87434589,Carrer del Torrent de la Sínia,residential,False,True,56.955,,N-152z,"LINESTRING (2.283745 41.6864232, 2.2836049 41.6864698, 2.2831713 41.6866139, 2.2831184 41.6866315)",,,,
134143565,Carretera Nova,tertiary,False,True,136.555,2,N-152z,"LINESTRING (2.283745 41.6864232, 2.2836449 41.6862992, 2.2835899 41.6862237, 2.2835381 41.6861448, 2.2833274 41.6856281, 2.2831833 41.6852748)",,,,
87434425,Carrer del Figaró,residential,True,False,121.516,,,"LINESTRING (2.2852893 41.6871079, 2.2852431 41.6870093, 2.2851961 41.6868997, 2.2850838 41.686649, 2.2850651 41.6866072, 2.2848662 41.686163, 2.2848462 41.686097, 2.2848377 41.6860689)",,,,
