osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,junction,tunnel
123276315,True,N-240,Avenida Nuestra Señora de la Victoria,trunk,40,False,16.804,,"LINESTRING (-0.5553813 42.5663333, -0.5551782 42.5663548)",,
179851233,False,N-240,Avenida Nuestra Señora de la Victoria,trunk,50,True,2.321,,"LINESTRING (-0.5553813 42.5663333, -0.555409 42.5663289)",,
61625295,False,,Calle Fernando el Católico,residential,30,False,152.939,2,"LINESTRING (-0.5553813 42.5663333, -0.5554042 42.5664015, -0.5554219 42.5664539, -0.5555557 42.5669363, -0.5555485 42.5670268, -0.5553318 42.5675705, -0.555293 42.5676679)",,
23219842,True,N-330c,,trunk,40,False,29.82,2,"LINESTRING (-0.5544766 42.5665343, -0.5545285 42.5664694, -0.5545522 42.5664155, -0.5545511 42.566352, -0.5545437 42.5663203, -0.5545261 42.5662819)",roundabout,
864765042,True,N-330c,,trunk,40,False,2.216,,"LINESTRING (-0.5540758 42.5662956, -0.5540538 42.5663072)",roundabout,
23219843,True,N-330c,,trunk,,False,12.651,,"LINESTRING (-0.5538533 42.5667004, -0.5538618 42.566814)",,
23219842,True,N-330c,,trunk,40,False,30.786,2,"LINESTRING (-0.5538533 42.5667004, -0.5539308 42.5667353, -0.5540145 42.5667445, -0.5541112 42.5667313, -0.554204 42.5666999)",roundabout,
61615023,True,N-240,,trunk,50,False,14.648,,"LINESTRING (-0.554204 42.5666999, -0.5543692 42.5666494)",,
23219842,True,N-330c,,trunk,40,False,29.091,2,"LINESTRING (-0.554204 42.5666999, -0.5543106 42.5666492, -0.5543907 42.5666015, -0.5544766 42.5665343)",roundabout,
23219844,True,N-330c,,trunk,,False,13.981,,"LINESTRING (-0.5537509 42.5671366, -0.5538687 42.5670456)",,
23219845,False,N-330c,"Avenida Regimiento ""Galicia 64""",trunk,,False,100.36200000000001,2,"LINESTRING (-0.5537509 42.5671366, -0.5535198 42.5673143, -0.5533815 42.5674884, -0.5533074 42.567587, -0.5531593 42.5677841, -0.55308 42.5678853)",,
685358159,False,,Calle Mayor,living_street,,False,59.191,,"LINESTRING (-0.5515885 42.5699261, -0.5509093 42.569744)",,
62120884,False,N-330c,Avenida Primer Viernes de Mayo,trunk,30,False,50.958,2,"LINESTRING (-0.5515885 42.5699261, -0.551474 42.570083, -0.5512878 42.5703273)",,
62120884,False,N-330c,Avenida Primer Viernes de Mayo,trunk,30,True,25.381999999999998,2,"LINESTRING (-0.5515885 42.5699261, -0.5516758 42.5698122, -0.5517307 42.5697235)",,
34966222,True,N-330-c,Avenida de la Jacetania,residential,,False,36.718,,"LINESTRING (-0.5506199 42.5711848, -0.5504371 42.5712318, -0.5501953 42.5712909)",,
62120884,False,N-330c,Avenida Primer Viernes de Mayo,trunk,30,True,35.063,2,"LINESTRING (-0.5506199 42.5711848, -0.5506494 42.571151, -0.5507826 42.5709933, -0.550842 42.5709153)",,
316213838,False,N-330c,Avenida Primer Viernes de Mayo,trunk,50,False,28.856,,"LINESTRING (-0.5506199 42.5711848, -0.5504973 42.5713173, -0.5504069 42.5713908)",,
61579408,False,N-330c,Avenida de Francia,trunk,,False,33.493,2,"LINESTRING (-0.5496452 42.5720453, -0.549629 42.5721275, -0.5495866 42.5723434)",,
316213836,False,N-330c,Avenida Primer Viernes de Mayo,trunk,50,True,28.968,,"LINESTRING (-0.5496452 42.5720453, -0.5496926 42.5719274, -0.5497578 42.5718467, -0.5497943 42.5718123)",,
729131511,True,N-330a,,trunk,,False,19.782,1,"LINESTRING (-0.5439325 42.566732, -0.544071 42.5667618, -0.5441644 42.5667818)",,
61582382,True,,Avenida del Voto de San Indalecio,residential,,False,16.716,1,"LINESTRING (-0.5444281 42.566829, -0.5445298 42.5668654, -0.544605 42.5669032)",,
862178250,True,N-330a,,trunk,40,False,13.097999999999999,,"LINESTRING (-0.5444281 42.566829, -0.5445 42.5668032, -0.5445583 42.5667629)",roundabout,
862178250,True,N-330a,,trunk,40,False,9.575,,"LINESTRING (-0.5445583 42.5667629, -0.5445929 42.5667208, -0.5446075 42.5666855)",roundabout,
29296791,True,N-330a,,trunk,40,False,10.347000000000001,,"LINESTRING (-0.5444226 42.5664505, -0.5443442 42.5664426, -0.5442976 42.5664482)",roundabout,
729131509,False,,"Calle Antonio Beltran ""El Esquinazau""",residential,30,False,27.411,2,"LINESTRING (-0.5441167 42.5663702, -0.5439233 42.566169)",,
31854756,True,,"Calle Antonio Beltran ""El Esquinazau""",residential,30,False,16.69,1,"LINESTRING (-0.5441167 42.5663702, -0.544129 42.5664713, -0.5441349 42.5665197)",,
29296791,True,N-330a,,trunk,40,False,11.609,,"LINESTRING (-0.5441349 42.5665197, -0.544095 42.5665734, -0.5440839 42.5666158)",roundabout,
729131509,False,,"Calle Antonio Beltran ""El Esquinazau""",residential,30,False,52.21,2,"LINESTRING (-0.5439233 42.566169, -0.5435 42.5658179)",,
594273567,True,,,living_street,,False,209.776,1,"LINESTRING (-0.5439233 42.566169, -0.5428069 42.5663286, -0.5427214 42.5663071, -0.5426923 42.566279, -0.5426468 42.5660592, -0.5426741 42.5659695, -0.5427505 42.5659279, -0.5435 42.5658179)",,
729131509,False,,"Calle Antonio Beltran ""El Esquinazau""",residential,30,True,27.411,2,"LINESTRING (-0.5439233 42.566169, -0.5441167 42.5663702)",,
862178207,True,,Plaza de Austria,residential,,False,11.462,1,"LINESTRING (-0.5475214 42.5731711, -0.547568 42.5731699, -0.5476114 42.5731572, -0.5476463 42.5731344)",roundabout,
61579400,True,,Avenida de Zaragoza,residential,,False,42.249,,"LINESTRING (-0.5476573 42.5730214, -0.5477399 42.5729917, -0.5481331 42.5728748)",,
862178207,True,,Plaza de Austria,residential,,False,9.986,1,"LINESTRING (-0.5476573 42.5730214, -0.5476317 42.5729981, -0.5475979 42.5729815, -0.547559 42.5729729)",roundabout,
34966218,True,,Plaza de Austria,residential,,False,4.009,1,"LINESTRING (-0.547559 42.5729729, -0.5475345 42.572972, -0.5475103 42.5729744)",roundabout,
34966218,True,,Plaza de Austria,residential,,False,8.936,1,"LINESTRING (-0.5474301 42.5731307, -0.5474552 42.5731501, -0.5474864 42.5731639, -0.5475214 42.5731711)",roundabout,
61582390,True,,Avenida de la Jacetania,residential,30,False,30.316,1,"LINESTRING (-0.5496871 42.5714173, -0.5495958 42.5714201, -0.5493172 42.5714285)",,
"[61582392, 850283803]",False,,Plaza de San Pedro,living_street,,False,42.38,,"LINESTRING (-0.5496871 42.5714173, -0.5497152 42.5712755, -0.5497348 42.5710381)",,
380684712,False,N-330-c,,residential,,False,10.268999999999998,,"LINESTRING (-0.5496871 42.5714173, -0.5496857 42.5714508, -0.5496852 42.5714634, -0.5496832 42.5715096)",,
61579843,True,,Avenida de la Jacetania,residential,30,False,6.102,1,"LINESTRING (-0.5479001 42.5713774, -0.5479729 42.5713891)",,
34966224,True,,Avenida de la Escuela Militar de Montaña,residential,30,False,37.365,1,"LINESTRING (-0.5479001 42.5713774, -0.5478832 42.5714536, -0.5478535 42.5715931, -0.5478287 42.5717093)",,
23219845,False,N-330c,"Avenida Regimiento ""Galicia 64""",trunk,,True,100.362,2,"LINESTRING (-0.55308 42.5678853, -0.5531593 42.5677841, -0.5533074 42.567587, -0.5533815 42.5674884, -0.5535198 42.5673143, -0.5537509 42.5671366)",,
40277440,False,,Calle del Coso,residential,,False,67.60499999999999,,"LINESTRING (-0.55308 42.5678853, -0.5529356 42.5678328, -0.5527616 42.5677662, -0.552346 42.5676071)",,
205954317,False,N-330c,"Avenida Regimiento ""Galicia 64""",trunk,,False,90.32,,"LINESTRING (-0.55308 42.5678853, -0.5529805 42.5680207, -0.5528074 42.5682561, -0.5526202 42.5685044, -0.552548 42.5685968)",,
401810964,True,,Calle del Coso,residential,,False,174.873,,"LINESTRING (-0.5519195 42.5674976, -0.5518194 42.5674421, -0.5508165 42.5673919, -0.5499186 42.5675496, -0.5498946 42.5675537, -0.5498389 42.5675631)",,
402748545,True,,Calle de Castellar,residential,,False,84.814,,"LINESTRING (-0.5519195 42.5674976, -0.5519386 42.5674391, -0.5521495 42.5667539)",,
862178264,False,,Calle del Coso,residential,,True,25.581000000000003,,"LINESTRING (-0.5519195 42.5674976, -0.5521102 42.5675459, -0.5522149 42.5675724)",,
62170573,False,,Calle del Ferrenal,residential,,True,15.213,,"LINESTRING (-0.5498389 42.5675631, -0.5497665 42.5676891)",,
205954318,False,,Calle del Ferrenal,residential,30,False,51.439,2,"LINESTRING (-0.5498389 42.5675631, -0.5498389 42.5675087, -0.5498391 42.5671005)",,
400807881,True,,Calle 7 de febrero de 1883,residential,30,False,109.17099999999999,1,"LINESTRING (-0.5487275 42.5678619, -0.5488603 42.5669501, -0.5488762 42.5668864)",,
685358159,False,,Calle Mayor,living_street,,False,1.122,,"LINESTRING (-0.5501994 42.5695452, -0.5501866 42.5695416)",,
685358159,False,,Calle Mayor,living_street,,True,62.195,,"LINESTRING (-0.5501994 42.5695452, -0.5509093 42.569744)",,
106089338,True,,Calle del Carmen,living_street,,False,94.006,,"LINESTRING (-0.5501994 42.5695452, -0.5503612 42.5692333, -0.5505899 42.5687503)",,
62170801,False,,Calle de Bellido,living_street,,False,3.333,,"LINESTRING (-0.5476666 42.5695734, -0.5476941 42.5695955)",,
118626616,False,,Calle Puerta Nueva,living_street,,True,26.877,,"LINESTRING (-0.5476666 42.5695734, -0.5473384 42.5695749)",,
61579746,True,,Calle Gil Berges,living_street,,False,86.98400000000001,,"LINESTRING (-0.5476666 42.5695734, -0.5480672 42.5692598, -0.5481733 42.5691591, -0.5483405 42.5689717)",,
61582386,False,,Calle de Canfranc,residential,30,False,58.175000000000004,2,"LINESTRING (-0.5471214 42.5716554, -0.5471771 42.5716619, -0.5472328 42.5716684, -0.5474161 42.5716897, -0.5475223 42.5717021, -0.5476778 42.5717202, -0.5477188 42.571725, -0.5478231 42.5717371)",,
62120885,True,,Calle de Madrid,residential,30,False,13.806000000000001,1,"LINESTRING (-0.5471214 42.5716554, -0.5471417 42.5715666, -0.5471489 42.5715329)",,
61637981,False,,Calle Autonomía de Aragón,residential,,False,127.548,,"LINESTRING (-0.5442377 42.5728766, -0.5442902 42.5728101, -0.5443581 42.5727239, -0.5447223 42.5723051, -0.5450918 42.571918)",,
61579405,True,,Calle de Levante,residential,30,False,415.90100000000007,1,"LINESTRING (-0.5469594 42.5708174, -0.5468883 42.5708646, -0.5466361 42.5710113, -0.5463326 42.5712856, -0.5462219 42.5713811, -0.5462071 42.571394, -0.5461865 42.5714304, -0.5461738 42.5714778, -0.5461748 42.5715181, -0.5461876 42.5715575, -0.5463914 42.5719542, -0.5464542 42.5722955, -0.5464467 42.5723447, -0.5464292 42.5724591, -0.5462904 42.572917, -0.5462348 42.5730356, -0.5461662 42.5730963, -0.5461377 42.5731215, -0.5460155 42.5731889, -0.5458712 42.5732216, -0.5456436 42.5732314, -0.5455031 42.5732374, -0.5453881 42.5732319, -0.5453104 42.5732163, -0.5452481 42.5731824, -0.5450071 42.5730251, -0.5447701 42.5729378)",,
399709158,True,,Avenida de la Jacetania,residential,,False,37.685,,"LINESTRING (-0.5469594 42.5708174, -0.5469787 42.5708504, -0.5469879 42.5708693, -0.5469955 42.5708869, -0.5470067 42.5709001, -0.5472631 42.5710622)",,
399709159,False,,Avenida de la Jacetania,residential,30,False,49.326,2,"LINESTRING (-0.5469594 42.5708174, -0.5468914 42.570768, -0.5465416 42.5704979)",,
