osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,tunnel,junction
"[38853120, 38853084, 111255133, 111255134]",True,1,Paseo de Granada,residential,30,False,85.19200000000001,yes,"LINESTRING (-8.7262139 42.2349654, -8.7262081 42.235011, -8.7261989 42.2350513, -8.7261959 42.2350629, -8.7261936 42.2350752, -8.7261706 42.2351952, -8.7260903 42.235624, -8.7260841 42.235663, -8.7261306 42.2357144)",,
"[996317131, 996317132, 996317133, 31533389]",True,"['1', '2']",Avenida das Camelias,secondary,30,False,251.984,,"LINESTRING (-8.7262139 42.2349654, -8.7262937 42.2349741, -8.7264166 42.2349867, -8.7265329 42.2349907, -8.7266449 42.2349899, -8.7267524 42.2349838, -8.7268395 42.2349705, -8.7269486 42.234943, -8.7270692 42.2349026, -8.7273004 42.2348086, -8.7275767 42.2346838, -8.7278204 42.2345514, -8.7280444 42.2344083, -8.7281748 42.2342965, -8.7282596 42.2342296, -8.7284708 42.234047, -8.7285922 42.2339394, -8.7286741 42.2338375)",,
23809573,False,4,Rúa Policarpo Sanz,secondary,30,False,123.92500000000001,,"LINESTRING (-8.7204434 42.2376712, -8.7206388 42.2376617, -8.7206856 42.2376591, -8.7213944 42.237619, -8.7217685 42.2375978, -8.7218174 42.237595, -8.7219445 42.2375881)",,
47063200,True,,Rúa Colón,secondary,40,False,109.541,,"LINESTRING (-8.7204434 42.2376712, -8.7204088 42.2374169, -8.720372 42.2371571, -8.7202925 42.2366925)",,
23809573,False,4,Rúa Policarpo Sanz,secondary,30,True,123.925,,"LINESTRING (-8.7219445 42.2375881, -8.7218174 42.237595, -8.7217685 42.2375978, -8.7213944 42.237619, -8.7206856 42.2376591, -8.7206388 42.2376617, -8.7204434 42.2376712)",,
121915764,False,4,Rúa Policarpo Sanz,secondary,30,False,95.68299999999999,,"LINESTRING (-8.7219445 42.2375881, -8.7220508 42.2375819, -8.7226769 42.2375452, -8.7229078 42.2375326, -8.7229538 42.2375301, -8.7231036 42.2375348)",,
361114754,False,,Rúa de Velázquez Moreno,living_street,,True,119.066,,"LINESTRING (-8.7219445 42.2375881, -8.7219459 42.2374759, -8.7219623 42.2365174)",,
1167920009,True,1,Rúa de Velázquez Moreno,residential,20,False,74.42599999999999,,"LINESTRING (-8.7219445 42.2375881, -8.7219473 42.2376959, -8.7219443 42.2380972, -8.7219437 42.2381783, -8.7219431 42.2382574)",,
23809576,False,2,Rúa Llorente,residential,30,False,81.514,,"LINESTRING (-8.729247 42.235054, -8.7293575 42.235023, -8.7301284 42.2348229, -8.7301551 42.2348221, -8.7301819 42.2348289)",,
378937904,False,3,Rúa de Pi y Margall,tertiary,30,True,91.96799999999999,,"LINESTRING (-8.729247 42.235054, -8.7292269 42.235084, -8.7290085 42.2354032, -8.728821 42.2356908, -8.7287827 42.2357385, -8.7287511 42.2357569, -8.7287139 42.2357715)",,
