osmid,highway,junction,oneway,reversed,length,geometry,lanes,name,maxspeed
"[767630820, 767630821, 39706583]",secondary,roundabout,True,False,21.291999999999998,"LINESTRING (-3.5181982 36.7434361, -3.5181743 36.7434118, -3.5181428 36.7433938, -3.5181005 36.743383, -3.5180561 36.7433837, -3.5180143 36.7433959, -3.5179912 36.7434091)",,,
1211802545,secondary,,False,False,25.642,"LINESTRING (-3.5181982 36.7434361, -3.51828 36.7433907, -3.5183295 36.743343, -3.5183867 36.7432669)",1,Avenida Nuestra Señora de la Cabeza,
38130481,secondary,,False,True,36.233,"LINESTRING (-3.5199792 36.7410178, -3.5197341 36.7412778)",2,Avenida Nuestra Señora de la Cabeza,
624376335,living_street,,False,True,57.212,"LINESTRING (-3.5199792 36.7410178, -3.5205829 36.741193)",,Calle Colonia Santa Cruz,20
51327342,secondary,,True,False,62.665,"LINESTRING (-3.5169861 36.7443865, -3.5172039 36.744254, -3.5174697 36.7440596, -3.5175208 36.7440213)",,Avenida de Andalucía,
51327360,residential,,True,False,33.079,"LINESTRING (-3.5169861 36.7443865, -3.5169248 36.7442879, -3.5169069 36.7442658, -3.5167169 36.7442135)",1,Avenida Rodríguez Acosta,30
51327358,secondary,,True,False,30.496,"LINESTRING (-3.5183563 36.7477038, -3.5181718 36.7474728)",,Calle Nueva,
398919974,living_street,,False,False,63.106,"LINESTRING (-3.5183563 36.7477038, -3.5177761 36.7480293)",,Calle Mainavas,20
767624431,secondary,roundabout,True,False,16.655,"LINESTRING (-3.5189745 36.7492561, -3.5190115 36.7492731, -3.5190535 36.7492791, -3.5190955 36.7492733, -3.5191455 36.7492482)",,,
39706582,secondary,roundabout,True,False,12.906,"LINESTRING (-3.5191713 36.7491473, -3.5191546 36.7491215, -3.5191294 36.7491007, -3.5190978 36.7490866, -3.5190624 36.7490804)",,,
304969224,residential,,True,False,68.906,"LINESTRING (-3.5191713 36.7491473, -3.5192588 36.7491871, -3.5195504 36.7493543, -3.5198181 36.7494861)",,Avenida Fiscal Luis Portero,
398920009,secondary,,True,False,1.449,"LINESTRING (-3.5190624 36.7490804, -3.5190491 36.7490729)",,Calle Posta,
767624432,secondary,roundabout,True,False,13.548,"LINESTRING (-3.5190624 36.7490804, -3.5190245 36.749083, -3.5189894 36.7490946, -3.5189603 36.7491143, -3.51894 36.74914)",,,
767624434,secondary,roundabout,True,False,14.168999999999999,"LINESTRING (-3.51894 36.74914, -3.5189302 36.7491709, -3.5189331 36.7492026, -3.5189484 36.749232, -3.5189745 36.7492561)",,,
611842278,residential,,True,False,10.72,"LINESTRING (-3.515252 36.7455918, -3.5151858 36.7456723)",,Calle López Rubio,
611842292,residential,,False,True,62.29,"LINESTRING (-3.515252 36.7455918, -3.515416 36.7454008, -3.5156457 36.7451289)",,Calle López Rubio,
397847357,residential,,True,False,91.09,"LINESTRING (-3.5159257 36.7468612, -3.5159222 36.7469042, -3.5158731 36.7476793)",,Calle Parra Alta,
767624437,secondary,,True,False,24.82,"LINESTRING (-3.5159257 36.7468612, -3.5160693 36.7469688, -3.5161392 36.7470031)",,Calle Rambla de Capuchinos,
767624436,secondary,,False,True,7.533,"LINESTRING (-3.5162092 36.7470411, -3.5161392 36.7470031)",,Calle Rambla de Capuchinos,
304913662,secondary,,True,False,60.449,"LINESTRING (-3.5162092 36.7470411, -3.516329 36.7471006, -3.5167702 36.7473466)",,Calle Rambla de Capuchinos,
304913662,secondary,,True,False,22.299,"LINESTRING (-3.5167702 36.7473466, -3.5169767 36.7474599)",,Calle Rambla de Capuchinos,
109609850,residential,,False,False,45.275,"LINESTRING (-3.5167702 36.7473466, -3.5168308 36.7472919, -3.5170887 36.7471076, -3.5171481 36.747076)",,Calle Francisco Pérez García,
304913662,secondary,,True,False,26.366,"LINESTRING (-3.5169767 36.7474599, -3.5171122 36.7475334, -3.5172111 36.7476038)",,Calle Rambla de Capuchinos,
601999793,secondary,roundabout,True,False,15.332999999999998,"LINESTRING (-3.521748 36.7435231, -3.5217392 36.743488, -3.5216984 36.7434448, -3.5216419 36.7434291)",1,,
304970943,residential,,True,False,6.154,"LINESTRING (-3.5188725 36.7434295, -3.5188965 36.7434814)",,Calle José Felipe Soto,
317921909,secondary,,True,False,18.948999999999998,"LINESTRING (-3.5188725 36.7434295, -3.518829 36.7434167, -3.5186632 36.7434273)",,Avenida Salobreña,
601999792,secondary,,False,True,80.56400000000001,"LINESTRING (-3.5188725 36.7434295, -3.5196542 36.7433367, -3.5197669 36.7433233)",2,Avenida Salobreña,
767630822,secondary,roundabout,True,False,14.54,"LINESTRING (-3.5179912 36.7434091, -3.5179651 36.7434342, -3.5179494 36.7434644, -3.5179457 36.743497, -3.5179543 36.7435289)",,,
"[767637760, 767637785]",secondary,,True,False,89.29,"LINESTRING (-3.5179912 36.7434091, -3.5178845 36.7433323, -3.5177484 36.7432881, -3.5176589 36.7432724, -3.5175734 36.7432706, -3.5174535 36.7432751, -3.5174073 36.7432755, -3.5170389 36.7432789)",,Avenida de la Constitución,
51327342,secondary,,True,False,19.554000000000002,"LINESTRING (-3.5179069 36.7437318, -3.5179873 36.7436705, -3.5180357 36.7435927)",,Avenida de Andalucía,
601999789,residential,,True,False,16.145,"LINESTRING (-3.5179069 36.7437318, -3.5180257 36.7437613, -3.5180736 36.7437858)",,Calle González Cervera,
767630824,secondary,roundabout,True,False,4.018,"LINESTRING (-3.5180357 36.7435927, -3.5180801 36.743599)",,,
317921873,secondary,,True,False,63.419000000000004,"LINESTRING (-3.5181863 36.7435586, -3.5182532 36.7435475, -3.5185616 36.7435012, -3.5188453 36.7434525, -3.5188725 36.7434295)",,Avenida Salobreña,
767630825,secondary,roundabout,True,False,9.333,"LINESTRING (-3.5181863 36.7435586, -3.5182046 36.7435348, -3.5182146 36.743508, -3.5182158 36.74348)",,,
51327336,secondary,,False,False,28.832,"LINESTRING (-3.5179543 36.7435289, -3.5179169 36.743583, -3.5178474 36.7436687, -3.5178029 36.7436992, -3.5177573 36.7437308)",,Avenida de Andalucía,
767630823,secondary,roundabout,True,False,10.436,"LINESTRING (-3.5179543 36.7435289, -3.5179732 36.7435563, -3.5180012 36.7435781, -3.5180357 36.7435927)",,,
74355372,residential,,True,False,56.81100000000001,"LINESTRING (-3.5170389 36.7432789, -3.5169972 36.7433166, -3.5169333 36.7433968, -3.51692 36.7434345, -3.5168008 36.7436569, -3.5167562 36.7437331)",,Calle Notario Gómez Acebo,
"[767637760, 51327343]",secondary,,True,False,66.348,"LINESTRING (-3.5170389 36.7432789, -3.5168878 36.7432626, -3.516741 36.7432291, -3.5167181 36.7432215, -3.5163349 36.7430944)",,Avenida de la Constitución,
111857226,residential,,False,False,75.445,"LINESTRING (-3.5251964 36.7445706, -3.5251724 36.7445218, -3.5248681 36.7439452)",,Calle Río Miño,
441631832,secondary,,True,False,42.393,"LINESTRING (-3.5251964 36.7445706, -3.5249442 36.7446346, -3.5249015 36.7446435, -3.5247801 36.7446383, -3.5247356 36.7446305)",,Avenida de Salobreña,
441640517,secondary,,True,False,15.128,"LINESTRING (-3.524388 36.7445613, -3.5245083 36.7446573)",,Avenida Salobreña,
72858802,secondary,,False,False,78.882,"LINESTRING (-3.524388 36.7445613, -3.5237515 36.7443177, -3.5235899 36.7442543)",2,Avenida Salobreña,
72858802,secondary,,False,False,42.718,"LINESTRING (-3.5226457 36.7438945, -3.5223428 36.7437786, -3.5222131 36.7437289)",2,Avenida Salobreña,
72858802,secondary,,False,True,80.761,"LINESTRING (-3.5226457 36.7438945, -3.5231206 36.7440762, -3.5234636 36.7442075)",2,Avenida Salobreña,
74355377,residential,,False,True,39.09,"LINESTRING (-3.5180953 36.7441369, -3.5180936 36.744119, -3.5180777 36.743841, -3.5180736 36.7437858)",,Calle Narciso González Cervera,
601999787,residential,,True,False,34.941,"LINESTRING (-3.5180953 36.7441369, -3.5181053 36.7443271, -3.5181112 36.7443502, -3.5181764 36.7444358)",,Calle Narciso González Cervera,
305431514,residential,,True,False,13.25,"LINESTRING (-3.5165784 36.7441751, -3.5165253 36.7442864)",,Calle Obispo,
51327360,residential,,True,False,75.672,"LINESTRING (-3.5165784 36.7441751, -3.516445 36.7441375, -3.5158656 36.7439825, -3.5157739 36.7439571)",1,Avenida Rodríguez Acosta,30
51327361,secondary,,True,False,73.041,"LINESTRING (-3.5159858 36.7448791, -3.5161359 36.744839, -3.5161778 36.7448296, -3.5165491 36.7447412, -3.5166063 36.7447227, -3.5166731 36.7447011, -3.5167649 36.7446761)",,Calle Cuevas,
51327613,tertiary,,False,False,65.819,"LINESTRING (-3.5222029 36.7423852, -3.5222672 36.7423238, -3.5226104 36.7419778, -3.5226657 36.7419239)",2,Calle La Matraquilla,
"[1204041617, 1204041621, 1204041623]",tertiary,,True,False,59.0,"LINESTRING (-3.5222029 36.7423852, -3.5221144 36.7424468, -3.5220295 36.7425392, -3.521945 36.7426391, -3.5218525 36.7427423, -3.5218098 36.7428081)",2,Calle La Matraquilla,
607379047,tertiary,,False,False,12.318,"LINESTRING (-3.5216419 36.7434291, -3.5216463 36.7434063, -3.5216508 36.743383, -3.5216703 36.7433208)",,Calle Aguas del Hospital,
767630829,secondary,roundabout,True,False,13.482000000000001,"LINESTRING (-3.5216419 36.7434291, -3.5215891 36.7434121, -3.5215352 36.7434191, -3.5215002 36.7434343)",1,,
96238528,residential,,False,True,35.755,"LINESTRING (-3.5241086 36.7482961, -3.5244918 36.7482006)",,Calle Fuente de Don Alonso,
72858801,residential,,False,True,111.083,"LINESTRING (-3.5241086 36.7482961, -3.5242333 36.7483709, -3.5245185 36.7485959, -3.5247052 36.7487412, -3.5248534 36.7488999, -3.5249466 36.7490262)",,Calle Neptuno,
96238528,residential,,False,False,60.903999999999996,"LINESTRING (-3.5241086 36.7482961, -3.5239679 36.7483368, -3.5234547 36.748455)",,Calle Fuente de Don Alonso,
96238484,residential,,True,False,48.67,"LINESTRING (-3.5242205 36.7470523, -3.5240323 36.7466414)",,Calle Portugueses,
397679118,residential,,False,True,33.763,"LINESTRING (-3.5242205 36.7470523, -3.524551 36.7469851, -3.5245887 36.7469887)",,Calle Ave María,
397679141,residential,,False,True,65.922,"LINESTRING (-3.5242205 36.7470523, -3.5244292 36.7473266, -3.5245234 36.7475875)",,Calle Rio Tormes,
51327358,secondary,,True,False,39.408,"LINESTRING (-3.5181718 36.7474728, -3.518055 36.7473272, -3.5179264 36.747178)",,Calle Nueva,
605910086,secondary,,True,False,25.133,"LINESTRING (-3.5234869 36.7454369, -3.5232509 36.7455607)",,Calle de las Cañas,
605910088,residential,,False,False,48.053,"LINESTRING (-3.5234869 36.7454369, -3.5234809 36.745405, -3.5234708 36.7453416, -3.5234444 36.7452763, -3.523421 36.7452239, -3.523404 36.7451955, -3.523324 36.7450271)",,Calle Tito Bajo,
304976798,residential,,False,False,49.247,"LINESTRING (-3.5201519 36.7485381, -3.5196363 36.7486977)",,Calle Estrella,
72858791,residential,,True,False,42.876000000000005,"LINESTRING (-3.5201519 36.7485381, -3.5200066 36.7483239, -3.5199233 36.7481988)",,Calle Buenavista,
51327358,secondary,,True,False,50.153000000000006,"LINESTRING (-3.5167518 36.7451269, -3.5167644 36.7448108, -3.5167654 36.7447851, -3.5167674 36.7447357, -3.5167649 36.7446761)",,Calle Nueva,
72858846,residential,,True,False,35.853,"LINESTRING (-3.5259314 36.744571, -3.5259473 36.7446219, -3.526034 36.744785, -3.5260508 36.7448767)",,Avenida Marquesa de Esquilache,
605841323,residential,,True,False,13.363,"LINESTRING (-3.5259314 36.744571, -3.526012 36.7445779, -3.5260758 36.744557)",,Avenida Marquesa de Esquilache,
304913663,residential,,True,False,30.519000000000002,"LINESTRING (-3.5153316 36.7458536, -3.5153207 36.7457973, -3.5152475 36.7456586, -3.515252 36.7455918)",,Calle López Rubio,
611842280,secondary,,True,False,15.448,"LINESTRING (-3.5153316 36.7458536, -3.515296 36.7458334, -3.5152755 36.7457851, -3.5152517 36.7457678, -3.5152191 36.7457602)",,Calle López Rubio,
397847352,residential,,True,False,47.501,"LINESTRING (-3.5198569 36.7437949, -3.5197765 36.7433726)",,Calle Muralla,
72858802,secondary,,False,True,12.399,"LINESTRING (-3.5234636 36.7442075, -3.5235899 36.7442543)",2,Avenida Salobreña,
72858802,secondary,,False,False,80.761,"LINESTRING (-3.5234636 36.7442075, -3.5231206 36.7440762, -3.5226457 36.7438945)",2,Avenida Salobreña,
72858793,residential,,True,False,67.598,"LINESTRING (-3.522973 36.7456727, -3.5230608 36.7459133, -3.5231209 36.7460781, -3.5231859 36.7462562)",,Calle Esparraguera,
"[398920008, 398920065]","['residential', 'living_street']",,False,"[False, True]",169.58499999999998,"LINESTRING (-3.522973 36.7456727, -3.5229754 36.7458824, -3.5229482 36.7462426, -3.5229366 36.7465334, -3.5229331 36.7465571, -3.522929 36.7466768, -3.5228595 36.7468359, -3.5228126 36.7467082, -3.5227651 36.746589, -3.5227288 36.7465005)",,"['Calle Pocotrigo', 'Rambla de las Monjas']",20
605910086,secondary,,True,False,62.556999999999995,"LINESTRING (-3.522973 36.7456727, -3.5229297 36.7456909, -3.5224676 36.7458663, -3.5223519 36.7459321)",,Calle de las Cañas,
767630835,secondary,roundabout,True,False,14.644,"LINESTRING (-3.5245546 36.7446916, -3.5245575 36.7447179, -3.5245699 36.7447422, -3.5245908 36.7447625, -3.5246183 36.744777, -3.5246499 36.7447843)",,Plaza San Sebastián,
96238527,residential,,False,True,30.517,"LINESTRING (-3.519456 36.7450704, -3.5197868 36.7449993)",,Plaza Díaz Moreu,
327595403,residential,,True,False,47.72,"LINESTRING (-3.519456 36.7450704, -3.5193191 36.7446555)",,Calle Catalanes,
"[396995067, 304969191]",secondary,,True,False,77.02100000000002,"LINESTRING (-3.5194708 36.7479009, -3.5191785 36.7479538, -3.5191492 36.7479893, -3.5191385 36.7480303, -3.519145 36.7481782, -3.519167 36.7483976)",,"['Calle Enrique Montero', 'Calle Cartuja']",
"[766633260, 766633261]","['residential', 'living_street']",,True,False,28.247,"LINESTRING (-3.5194708 36.7479009, -3.5192314 36.7478698, -3.5191641 36.7478442)",,Calle Cartuja,20
72858782,residential,,True,False,100.24400000000001,"LINESTRING (-3.5242609 36.7426166, -3.5242136 36.7426572, -3.524196 36.7426785, -3.5240382 36.742927, -3.5237744 36.7433339, -3.5237604 36.7433564, -3.5237463 36.7434132)",2,Calle Río Duero,
299469785,tertiary,,False,False,139.329,"LINESTRING (-3.5242609 36.7426166, -3.5248196 36.74286, -3.5251245 36.7429937, -3.5255199 36.7431626, -3.5256362 36.7432128)",2,Ronda del Mediodía,
299469785,tertiary,,False,True,147.41600000000003,"LINESTRING (-3.5242609 36.7426166, -3.5240973 36.7425352, -3.5239445 36.742456, -3.5237492 36.742362, -3.5235319 36.7422513, -3.5233433 36.7421587, -3.5230183 36.7419921, -3.5228857 36.7419301, -3.5228589 36.7419133)",2,Ronda del Mediodía,
607379049,residential,,False,True,60.489999999999995,"LINESTRING (-3.5242609 36.7426166, -3.5243788 36.7424901, -3.524549 36.7423071, -3.5246669 36.7421806)",2,Calle Río Duero,
605841337,residential,,False,True,3.896,"LINESTRING (-3.5253843 36.7468805, -3.5253958 36.7468467)",,Calle Jamaica,
397679118,residential,,False,False,63.15,"LINESTRING (-3.5253843 36.7468805, -3.5251149 36.746961, -3.5249728 36.7470682, -3.5249241 36.747099, -3.5248605 36.7470997, -3.524771 36.7470632)",,Calle Ave María,
1210414520,residential,,True,False,94.997,"LINESTRING (-3.5253843 36.7468805, -3.5253686 36.7469671, -3.5253752 36.7470428, -3.5254981 36.7476915, -3.5255046 36.7477259)",,Calle Manuel Peña Alta,
304969225,residential,,True,False,24.301,"LINESTRING (-3.520737 36.7483619, -3.5209799 36.7482625)",,Calle San Gil,
397679155,residential,,True,False,76.254,"LINESTRING (-3.520737 36.7483619, -3.5210683 36.7489942)",,Calle Santiago,
304976793,residential,,False,True,21.435,"LINESTRING (-3.5245234 36.7475875, -3.5247565 36.7475398)",,Calle Escribano Valderas,
