osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,maxspeed,width,ref,access
28570054,True,carrer Federico García Lorca,residential,False,36.027,"LINESTRING (-0.7033023 38.2616173, -0.7033033 38.2613915, -0.7033037 38.2612933)",,,,,,
100118268,True,carrer Mariano Benlliure,tertiary,False,46.55,"LINESTRING (-0.7033152 38.2628792, -0.7032183 38.2628751, -0.7029704 38.2628647, -0.7027828 38.2628568)",,,,,,
1213652203,True,passeig de les Germanies,residential,False,11.031,"LINESTRING (-0.7033152 38.2628792, -0.7033143 38.2628078, -0.7033139 38.26278)",,,,,,
83528859,True,carrer Conrado del Campo,residential,False,90.382,"LINESTRING (-0.704143 38.2618616, -0.7040797 38.2626729)",,,,,,
100076165,True,Carrer Doctor Sapena,residential,False,73.55,"LINESTRING (-0.704143 38.2618616, -0.7040492 38.2618551, -0.7033712 38.2618077, -0.7033039 38.261803)",,,,,,
34691086,True,Pont de Canalejas,secondary,False,105.757,"LINESTRING (-0.700591 38.2651688, -0.6994612 38.2651211, -0.6993814 38.2651177)",yes,1,50,7.5,,
849199565,True,passeig de les Germanies,residential,False,108.64200000000001,"LINESTRING (-0.7033139 38.26278, -0.7033137 38.2627625, -0.703313 38.2626884, -0.7033048 38.2618921, -0.7033039 38.261803)",,,,,,
"[83601352, 849199566]",True,carrer Antonio Machado,secondary,False,67.913,"LINESTRING (-0.7033139 38.26278, -0.7039319 38.2626936, -0.703953 38.2626906, -0.7039797 38.2626869, -0.7040797 38.2626729)",,,,,,
28621088,True,carrer Gabriel Miró,secondary,False,42.819,"LINESTRING (-0.7027416 38.2642587, -0.7027516 38.2638737)",,,,,,
33551603,True,carrer Nazario González Monteagudo,residential,False,42.611000000000004,"LINESTRING (-0.7027416 38.2642587, -0.7026771 38.264255, -0.7022548 38.2642311)",,,,,,
28655273,True,carrer l'Aljub,residential,False,31.979,"LINESTRING (-0.7011702 38.2616513, -0.7015226 38.2617297)",,,,,,
33681035,True,plaça Reis Catòlics,residential,False,36.963,"LINESTRING (-0.7011702 38.2616513, -0.7012355 38.2614212, -0.7012462 38.2613249)",,,,,,
406605579,True,carrer l'Aljub,residential,False,8.032,"LINESTRING (-0.7015226 38.2617297, -0.7016133 38.2617418)",,,,,,
33642067,True,carrer Plaza Polo,residential,False,68.348,"LINESTRING (-0.7015226 38.2617297, -0.7015156 38.2619655, -0.7014481 38.262096, -0.7015514 38.2623197)",,,,,,
594769749,True,carrer l'Aljub,residential,False,10.673,"LINESTRING (-0.7016133 38.2617418, -0.7017349 38.261732)",,,,,,
28864952,True,carrer Asil,residential,False,52.784,"LINESTRING (-0.7027785 38.2616495, -0.7027772 38.2611748)",,,,,,
406605584,True,passeig de les Germanies,residential,False,45.873,"LINESTRING (-0.7027785 38.2616495, -0.7032388 38.2616212, -0.7033023 38.2616173)",,,,,,
406605584,True,passeig de les Germanies,residential,False,38.713,"LINESTRING (-0.7023366 38.2616781, -0.7027785 38.2616495)",,,,,,
849199565,True,passeig de les Germanies,residential,False,20.649,"LINESTRING (-0.7033039 38.261803, -0.7033028 38.2616792, -0.7033023 38.2616173)",,,,,,
28879834,True,carrer Genaro Calatayud,residential,False,61.822,"LINESTRING (-0.7020701 38.2616946, -0.7018881 38.2611573)",,,,,,
406605584,True,passeig de les Germanies,residential,False,23.34,"LINESTRING (-0.7020701 38.2616946, -0.7023366 38.2616781)",,,,,,
