osmid,oneway,highway,reversed,length,geometry,name,ref,bridge,lanes,junction
31965822,True,residential,False,18.38,"LINESTRING (-0.5058983 38.5357828, -0.5058396 38.5358229, -0.5057751 38.5358671, -0.5057391 38.5358915)",,,,,
31965766,False,tertiary,False,172.346,"LINESTRING (-0.5074374 38.53892, -0.5072349 38.5390393, -0.5071961 38.5390602, -0.5069739 38.5393631, -0.5067086 38.5399097, -0.5066693 38.5399911, -0.5065644 38.5401953, -0.506547 38.5402291, -0.5065298 38.540264)",Carrer d'Alcoi,,,,
31965791,False,tertiary,True,111.98200000000001,"LINESTRING (-0.5074374 38.53892, -0.5074009 38.5388244, -0.5072657 38.5384702, -0.5072517 38.5383322, -0.5072829 38.5380942, -0.5072922 38.5380589, -0.5073241 38.5379375)",Carrer del Vall,,,,
31965766,False,tertiary,True,42.166,"LINESTRING (-0.506354 38.5406174, -0.5065298 38.540264)",Carrer d'Alcoi,,,,
31966214,False,secondary,False,151.352,"LINESTRING (-0.506354 38.5406174, -0.5061773 38.540991, -0.5061616 38.5410243, -0.5061496 38.5410496, -0.5057503 38.541894)",Carrer de Marcel Mira,CV-810,,,
1167844690,False,secondary,False,36.958,"LINESTRING (-0.506354 38.5406174, -0.5061492 38.5406261, -0.5059295 38.5406321)",Carrer d'Alcoi,,,,
"[1167844690, 31965735]",False,secondary,True,217.733,"LINESTRING (-0.5035313 38.5410028, -0.5039939 38.5407823, -0.5041451 38.5407208, -0.5041995 38.5407031, -0.505843 38.5406357, -0.5059295 38.5406321)","[""Pont d'Alcoi"", ""Carrer d'Alcoi""]",,yes,,
475721971,True,secondary,False,46.206,"LINESTRING (-0.5035313 38.5410028, -0.5033752 38.5410895, -0.5032478 38.5411861, -0.5032385 38.5411926, -0.5031216 38.541266)",carretera de Alcoi,,,,
31965736,False,secondary,True,264.486,"LINESTRING (-0.5033429 38.541599, -0.5034793 38.5417534, -0.5035783 38.5419983, -0.5036281 38.5420854, -0.5036412 38.5420996, -0.503728 38.5421937, -0.5039511 38.5423938, -0.5039846 38.5424489, -0.5039931 38.5425038, -0.5039784 38.5425654, -0.5039452 38.542617, -0.5039012 38.5426526, -0.5038259 38.5426745, -0.5037494 38.5426734, -0.503665 38.5426575, -0.5035981 38.5426302, -0.5031049 38.5423226, -0.5029988 38.5422729, -0.5029191 38.5422527, -0.5028147 38.5422434, -0.502713 38.5422553, -0.5026151 38.5422934)",carretera d'Alcoi,,,,
475721973,True,secondary,False,29.911,"LINESTRING (-0.5033429 38.541599, -0.5032754 38.5414561, -0.5032384 38.5413431)",carretera de Alcoi,,,,
