osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,access
75436591,B-431,Carrer Barquera,tertiary,False,True,53.61599999999999,"LINESTRING (1.955068 41.7980099, 1.9547744 41.7981078, 1.9546366 41.7981799, 1.9545284 41.7982645)",,2,50,
142356181,B-431,Carrer de les Parres,tertiary,False,False,123.136,"LINESTRING (1.955068 41.7980099, 1.9551521 41.79795, 1.9554565 41.7974985, 1.9556083 41.7971964, 1.9556541 41.7970067)",,,50,
75436613,,Carrer Barquera,living_street,False,True,35.45,"LINESTRING (1.9540306 41.7986507, 1.9542499 41.798377)",,,,
"[75436577, 1148077876]",,"['Plaça Faura', 'Carrer Jaume I']",living_street,False,True,64.46,"LINESTRING (1.9540306 41.7986507, 1.9546095 41.7989466, 1.9546732 41.7989771)",,,,
75436613,,Carrer Barquera,living_street,False,False,87.798,"LINESTRING (1.9540306 41.7986507, 1.9536706 41.7991398, 1.9535068 41.7993367)",,,,
191054115,,Carrer del Pirineu,living_street,False,False,52.685,"LINESTRING (1.9544482 41.799406, 1.9549701 41.7996764)",,,,
191054115,,Carrer del Pirineu,living_street,False,True,47.687,"LINESTRING (1.9544482 41.799406, 1.9539573 41.7991824)",,,,
"[75436605, 1148077878]",,"['Carrer Sant Lluís', 'Plaça Faura']",living_street,False,True,40.495,"LINESTRING (1.9544482 41.799406, 1.9546709 41.7991326, 1.954703 41.7990953)",,,,
75436565,,Carrer del Carme,residential,False,False,73.897,"LINESTRING (1.9533394 41.7980638, 1.9525533 41.7977504)",,,,
191053488,,Plaça de l'Església,residential,True,False,28.409,"LINESTRING (1.9533394 41.7980638, 1.9533934 41.7979899, 1.9535952 41.7980719)",,,,
75436567,,Carrer Balmes,residential,True,False,83.226,"LINESTRING (1.953836 41.7974114, 1.9543189 41.7967552)",,,,
75436629,,Carrer Catalunya,residential,True,False,70.982,"LINESTRING (1.953836 41.7974114, 1.953093 41.7970941)",,,,
75436575,,Carrer Enric Guadayol,residential,True,False,29.725,"LINESTRING (1.9516958 41.7965306, 1.9518548 41.796291)",,,,
75436629,,Carrer Catalunya,residential,True,False,89.137,"LINESTRING (1.9516958 41.7965306, 1.9508384 41.7961746, 1.9508237 41.7961055)",,,,
34931554,,Passeig Diagonal,residential,False,False,76.568,"LINESTRING (1.9534234 41.7965865, 1.9543189 41.7967552)",,2,50,
34931554,,Passeig Diagonal,residential,False,True,134.121,"LINESTRING (1.9534234 41.7965865, 1.9518548 41.796291)",,2,50,
75436588,,Carrer de Sant Cristòfol,residential,False,True,52.625,"LINESTRING (1.9534234 41.7965865, 1.9535781 41.7961275)",,,,
191053494,,Carrer de Sant Cristòfol,residential,True,False,109.23800000000001,"LINESTRING (1.9534234 41.7965865, 1.9541043 41.7957644, 1.9541157 41.7957506)",,,,destination
386780129,,Carrer del Doctor Ferrer Soler Vicens,living_street,False,False,14.403,"LINESTRING (1.9535068 41.7993367, 1.953343 41.7992935)",,,,
75436613,,Carrer Barquera,living_street,False,True,87.798,"LINESTRING (1.9535068 41.7993367, 1.9536706 41.7991398, 1.9540306 41.7986507)",,,,
161652309,,Carrer Sant Víctor,living_street,False,True,68.204,"LINESTRING (1.9535068 41.7993367, 1.9538256 41.7994964, 1.9541114 41.7996732, 1.9541724 41.7996944)",,,,
75436582,,Carrer del Pla del Clavari,residential,False,False,19.602,"LINESTRING (1.9554124 41.7983118, 1.9554592 41.7984846)",,1,,
75436582,,Carrer del Pla del Clavari,residential,False,True,30.509,"LINESTRING (1.9554124 41.7983118, 1.9553706 41.7980392)",,1,,
75436615,,Carrer Bruc,residential,False,False,44.642,"LINESTRING (1.9498067 41.796757, 1.9493356 41.7965625)",,2,30,
75436622,,Carrer Sant Pelegrí,residential,False,True,47.464,"LINESTRING (1.9498067 41.796757, 1.950087 41.7963848)",,,,
75436622,,Carrer Sant Pelegrí,residential,False,False,44.117000000000004,"LINESTRING (1.9498067 41.796757, 1.9497353 41.7969912, 1.9496988 41.7971454)",,,,
34931554,,Passeig Diagonal,residential,False,False,87.93,"LINESTRING (1.9508237 41.7961055, 1.9518548 41.796291)",,2,50,
34931554,,Passeig Diagonal,residential,False,True,41.058,"LINESTRING (1.9508237 41.7961055, 1.9503464 41.7960069)",,2,50,
34931554,,Passeig Diagonal,residential,False,False,134.121,"LINESTRING (1.9518548 41.796291, 1.9534234 41.7965865)",,2,50,
34931554,,Passeig Diagonal,residential,False,True,87.93,"LINESTRING (1.9518548 41.796291, 1.9508237 41.7961055)",,2,50,
75436575,,Carrer Enric Guadayol,residential,True,False,55.425,"LINESTRING (1.9518548 41.796291, 1.9521867 41.7958583)",,,,
75436587,,Carrer Verge de Fussimanya,residential,False,False,14.694,"LINESTRING (1.9556604 41.7993104, 1.9556006 41.7994348)",,,,
232631956,B-431,Carretera de Prats,tertiary,False,False,84.859,"LINESTRING (1.9556604 41.7993104, 1.9554857 41.7991453, 1.9554561 41.7991173, 1.9550179 41.7987163)",,,,
232631956,B-431,Carretera de Prats,tertiary,False,True,54.922000000000004,"LINESTRING (1.9556604 41.7993104, 1.9557718 41.7993725, 1.9559878 41.799458, 1.9560681 41.7994987, 1.9561896 41.7995995)",,,,
"[75436636, 1148077877]",,"['Carrer Sant Lluís', 'Plaça Faura']",living_street,False,"[False, True]",21.456,"LINESTRING (1.9549593 41.798795, 1.9548586 41.7989145, 1.954821 41.7989581)",,,,
42988562,BV-4512,Carrer Rocafort,tertiary,False,True,127.5,"LINESTRING (1.9514157 41.79694, 1.9527574 41.7975006)",,,,
75436575,,Carrer Enric Guadayol,residential,True,False,51.103,"LINESTRING (1.9514157 41.79694, 1.9516958 41.7965306)",,,,
42988562,BV-4512,Carrer Rocafort,tertiary,False,False,32.332,"LINESTRING (1.9514157 41.79694, 1.9510988 41.7968136, 1.9510722 41.7968023)",,,,
34931554,,Passeig Diagonal,residential,False,True,76.568,"LINESTRING (1.9543189 41.7967552, 1.9534234 41.7965865)",,2,50,
34931554,,Passeig Diagonal,residential,False,False,114.162,"LINESTRING (1.9543189 41.7967552, 1.9550316 41.7968894, 1.9556541 41.7970067)",,2,50,
75436587,,Carrer Verge de Fussimanya,residential,False,True,15.96,"LINESTRING (1.9555375 41.7995704, 1.9556006 41.7994348)",,,,
75436629,,Carrer Catalunya,residential,True,False,131.686,"LINESTRING (1.953093 41.7970941, 1.9516958 41.7965306)",,,,
191053494,,Carrer de Sant Cristòfol,residential,True,False,62.737,"LINESTRING (1.953093 41.7970941, 1.9534234 41.7965865)",,,,destination
43330305,BV-4512,Carrer Rocafort,tertiary,False,True,9.038,"LINESTRING (1.9544349 41.7982227, 1.9545284 41.7982645)",,,,
43330305,BV-4512,Carrer Rocafort,tertiary,False,False,68.622,"LINESTRING (1.9544349 41.7982227, 1.9541715 41.798107, 1.9539178 41.7980011, 1.9537176 41.7979147)",,,,
75436613,,Carrer Barquera,living_street,False,False,23.823,"LINESTRING (1.9544349 41.7982227, 1.9543424 41.7982599, 1.9542499 41.798377)",,,,
43330305,BV-4512,Carrer Rocafort,tertiary,False,False,9.469,"LINESTRING (1.9528563 41.7975432, 1.9527574 41.7975006)",,,,
43330305,BV-4512,Carrer Rocafort,tertiary,False,True,65.586,"LINESTRING (1.9528563 41.7975432, 1.9535411 41.7978386)",,,,
191053494,,Carrer de Sant Cristòfol,residential,True,False,53.654,"LINESTRING (1.9528563 41.7975432, 1.953093 41.7970941)",,,,destination
182869126,,Camí de la Vall,unclassified,False,True,26.94,"LINESTRING (1.9595633 41.7970761, 1.9598185 41.7969261)",,,30,
161961030,,Carrer del Raval,residential,True,False,36.67100000000001,"LINESTRING (1.9595633 41.7970761, 1.9593804 41.7970188, 1.9591406 41.7969853)",,,,
161961050,,Carrer de Joan Maragall,residential,False,True,186.05,"LINESTRING (1.9595633 41.7970761, 1.9595404 41.7970882, 1.9593595 41.7971838, 1.9592106 41.7972624, 1.9585574 41.7976074, 1.957732 41.7980434)",,,,
161961039,,Carrer del General Prim,residential,False,False,57.782,"LINESTRING (1.9571488 41.7977588, 1.957732 41.7980434)",,,,
161961030,,Carrer del Raval,residential,True,False,160.762,"LINESTRING (1.9571488 41.7977588, 1.9568846 41.7979164, 1.9562698 41.7980992, 1.9559551 41.7981701, 1.9553706 41.7980392)",,,,
191054111,,Carrer de l'Arquitecte Gaudí,residential,False,False,156.948,"LINESTRING (1.9496916 41.7941875, 1.9515245 41.7945409)",,,,
"[1242737811, 191055133]",,Carrer Serra del Cadí,residential,False,False,240.41200000000003,"LINESTRING (1.9496916 41.7941875, 1.9498151 41.7938262, 1.9504255 41.7939422, 1.9516496 41.7941748, 1.9515245 41.7945409)",,,,
191054111,,Carrer de l'Arquitecte Gaudí,residential,False,False,100.657,"LINESTRING (1.9515245 41.7945409, 1.9527 41.7947676)",,,,
191054111,,Carrer de l'Arquitecte Gaudí,residential,False,True,156.948,"LINESTRING (1.9515245 41.7945409, 1.9496916 41.7941875)",,,,
"[1242737811, 191055133]",,Carrer Serra del Cadí,residential,False,True,240.412,"LINESTRING (1.9515245 41.7945409, 1.9516496 41.7941748, 1.9504255 41.7939422, 1.9498151 41.7938262, 1.9496916 41.7941875)",,,,
161961033,,Carrer de la Vinya,residential,False,True,90.868,"LINESTRING (1.9581232 41.7945125, 1.957082 41.7947679)",,,,
161961052,,Carrer de Claudi Sala,residential,False,False,85.205,"LINESTRING (1.9581232 41.7945125, 1.9587524 41.7951184)",,,,
161961033,,Carrer de la Vinya,residential,False,False,90.868,"LINESTRING (1.957082 41.7947679, 1.9581232 41.7945125)",,,,
161961048,,Carrer Malla,residential,False,False,89.602,"LINESTRING (1.957082 41.7947679, 1.9569182 41.7955644)",,,,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,True,159.937,"LINESTRING (1.9587524 41.7951184, 1.9569182 41.7955644)",,,,
161961052,,Carrer de Claudi Sala,residential,False,True,85.205,"LINESTRING (1.9587524 41.7951184, 1.9581232 41.7945125)",,,,
161961052,,Carrer de Claudi Sala,residential,False,False,86.553,"LINESTRING (1.9587524 41.7951184, 1.9591038 41.7954859, 1.9592139 41.7958025)",,,,
142356181,B-431,Carrer de les Parres,tertiary,False,True,75.822,"LINESTRING (1.9558964 41.795384, 1.9557953 41.7960617)",,,50,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,False,8.716,"LINESTRING (1.9558964 41.795384, 1.9559987 41.7954021)",,,,
191054111,,Carrer de l'Arquitecte Gaudí,residential,False,True,13.94,"LINESTRING (1.9558964 41.795384, 1.9557336 41.7953526)",,,,
142356181,B-431,Carrer de les Parres,tertiary,False,False,129.23499999999999,"LINESTRING (1.9558964 41.795384, 1.9559962 41.7947156, 1.9560863 41.7942779, 1.956102 41.7942325)",,,50,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,False,78.333,"LINESTRING (1.9559987 41.7954021, 1.9569182 41.7955644)",,,,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,True,8.716,"LINESTRING (1.9559987 41.7954021, 1.9558964 41.795384)",,,,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,False,159.937,"LINESTRING (1.9569182 41.7955644, 1.9587524 41.7951184)",,,,
161961042,,Carrer de l'Arquitecte Gaudí,residential,False,True,78.333,"LINESTRING (1.9569182 41.7955644, 1.9559987 41.7954021)",,,,
161961048,,Carrer Malla,residential,False,False,97.655,"LINESTRING (1.9569182 41.7955644, 1.9567398 41.7964325)",,,,
161961048,,Carrer Malla,residential,False,True,89.602,"LINESTRING (1.9569182 41.7955644, 1.957082 41.7947679)",,,,
161961037,,Carrer de Lleida,residential,False,True,216.732,"LINESTRING (1.9592139 41.7958025, 1.9567398 41.7964325)",,,,
161961052,,Carrer de Claudi Sala,residential,False,False,76.978,"LINESTRING (1.9592139 41.7958025, 1.9591877 41.7964945)",,,,
161961052,,Carrer de Claudi Sala,residential,False,True,86.553,"LINESTRING (1.9592139 41.7958025, 1.9591038 41.7954859, 1.9587524 41.7951184)",,,,
161961037,,Carrer de Lleida,residential,False,False,216.732,"LINESTRING (1.9567398 41.7964325, 1.9592139 41.7958025)",,,,
161961037,,Carrer de Lleida,residential,False,True,91.657,"LINESTRING (1.9567398 41.7964325, 1.9556879 41.7966864)",,,,
161961048,,Carrer Malla,residential,False,False,83.506,"LINESTRING (1.9567398 41.7964325, 1.9565915 41.7971753)",,,,
161961048,,Carrer Malla,residential,False,True,97.655,"LINESTRING (1.9567398 41.7964325, 1.9569182 41.7955644)",,,,
161961052,,Carrer de Claudi Sala,residential,False,False,54.714,"LINESTRING (1.9591877 41.7964945, 1.9591406 41.7969853)",,,,
161961052,,Carrer de Claudi Sala,residential,False,True,76.978,"LINESTRING (1.9591877 41.7964945, 1.9592139 41.7958025)",,,,
161961047,,Carrer de Santiago Rusiñol,residential,False,False,188.83499999999998,"LINESTRING (1.9591877 41.7964945, 1.9582132 41.7967022, 1.9572167 41.7972824)",,,,
142356181,B-431,Carrer de les Parres,tertiary,False,True,35.726,"LINESTRING (1.9556879 41.7966864, 1.9556541 41.7970067)",,,50,
161961037,,Carrer de Lleida,residential,False,False,91.657,"LINESTRING (1.9556879 41.7966864, 1.9567398 41.7964325)",,,,
142356181,B-431,Carrer de les Parres,tertiary,False,False,70.037,"LINESTRING (1.9556879 41.7966864, 1.9557615 41.7962883, 1.9557953 41.7960617)",,,50,
182869126,,Camí de la Vall,unclassified,False,False,26.94,"LINESTRING (1.9598185 41.7969261, 1.9595633 41.7970761)",,,30,
161961052,,Carrer de Claudi Sala,residential,False,True,54.714,"LINESTRING (1.9591406 41.7969853, 1.9591877 41.7964945)",,,,
161961030,,Carrer del Raval,residential,True,False,165.05900000000003,"LINESTRING (1.9591406 41.7969853, 1.9589815 41.796967, 1.9589576 41.7969658, 1.9587997 41.796958, 1.9586155 41.796967, 1.958486 41.7969906, 1.9582007 41.7971691, 1.9575687 41.7974292, 1.9574064 41.7975566)",,,,
161961048,,Carrer Malla,residential,False,True,83.506,"LINESTRING (1.9565915 41.7971753, 1.9567398 41.7964325)",,,,
191054114,,Carrer de la Indústria,residential,False,False,79.937,"LINESTRING (1.9565915 41.7971753, 1.9556541 41.7970067)",,,,
191054114,,Carrer de la Indústria,residential,False,True,2.797,"LINESTRING (1.9565915 41.7971753, 1.9566244 41.7971809)",,,,
191054114,,Carrer de la Indústria,residential,False,False,50.38,"LINESTRING (1.9572167 41.7972824, 1.9566244 41.7971809)",,,,
191054114,,Carrer de la Indústria,residential,False,True,34.306,"LINESTRING (1.9572167 41.7972824, 1.9574064 41.7975566)",,,,
161961047,,Carrer de Santiago Rusiñol,residential,False,True,188.83499999999998,"LINESTRING (1.9572167 41.7972824, 1.9582132 41.7967022, 1.9591877 41.7964945)",,,,
161961039,,Carrer del General Prim,residential,False,True,57.782,"LINESTRING (1.957732 41.7980434, 1.9571488 41.7977588)",,,,
161961039,,Carrer del General Prim,residential,False,False,52.025,"LINESTRING (1.957732 41.7980434, 1.9581653 41.7982396, 1.9582684 41.7982863)",,,,
161961050,,Carrer de Joan Maragall,residential,False,False,186.04999999999998,"LINESTRING (1.957732 41.7980434, 1.9585574 41.7976074, 1.9592106 41.7972624, 1.9593595 41.7971838, 1.9595404 41.7970882, 1.9595633 41.7970761)",,,,
161961050,,Carrer de Joan Maragall,residential,False,True,208.19099999999997,"LINESTRING (1.957732 41.7980434, 1.9567796 41.7985441, 1.9562533 41.7986114, 1.9554592 41.7984846)",,,,
161961039,,Carrer del General Prim,residential,False,True,52.025,"LINESTRING (1.9582684 41.7982863, 1.9581653 41.7982396, 1.957732 41.7980434)",,,,
75436582,,Carrer del Pla del Clavari,residential,False,False,36.274,"LINESTRING (1.9554592 41.7984846, 1.9555456 41.7988044)",,1,,
75436582,,Carrer del Pla del Clavari,residential,False,True,19.602,"LINESTRING (1.9554592 41.7984846, 1.9554124 41.7983118)",,1,,
161961050,,Carrer de Joan Maragall,residential,False,False,208.19099999999997,"LINESTRING (1.9554592 41.7984846, 1.9562533 41.7986114, 1.9567796 41.7985441, 1.957732 41.7980434)",,,,
75436582,,Carrer del Pla del Clavari,residential,False,False,27.701,"LINESTRING (1.9555456 41.7988044, 1.9556117 41.7990486)",,1,,
75436582,,Carrer del Pla del Clavari,residential,False,True,36.274,"LINESTRING (1.9555456 41.7988044, 1.9554592 41.7984846)",,1,,
161961040,,Carrer de la Fassina,residential,False,True,98.269,"LINESTRING (1.9555456 41.7988044, 1.9559661 41.7988749, 1.9562849 41.7989689, 1.9566446 41.7991181)",,,,
75436582,,Carrer del Pla del Clavari,residential,False,True,27.701,"LINESTRING (1.9556117 41.7990486, 1.9555456 41.7988044)",,1,,
161961040,,Carrer de la Fassina,residential,False,False,98.269,"LINESTRING (1.9566446 41.7991181, 1.9562849 41.7989689, 1.9559661 41.7988749, 1.9555456 41.7988044)",,,,
191054115,,Carrer del Pirineu,living_street,False,True,52.685,"LINESTRING (1.9549701 41.7996764, 1.9544482 41.799406)",,,,
161961053,,Carrer Fassina de Baix,living_street,False,True,47.65,"LINESTRING (1.9570117 41.7999639, 1.9565176 41.7997449)",,,,
191057741,,Carrer del Pinetar,living_street,True,False,92.34400000000001,"LINESTRING (1.9570117 41.7999639, 1.9569412 41.8000137, 1.9567521 41.800022, 1.9564221 41.8000303, 1.9561335 41.799993, 1.9559423 41.7999392)",,1,,no
191054111,,Carrer de l'Arquitecte Gaudí,residential,False,False,146.16,"LINESTRING (1.9527 41.7947676, 1.9544069 41.7950968)",,,,
