osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction,access
85485766,Calle Correo,residential,False,False,9.961,"LINESTRING (-3.4229856 36.9021369, -3.422995 36.9020992, -3.4230072 36.902049)",,,,,,
416148088,Calle Ramón y Cajal,residential,True,False,75.791,"LINESTRING (-3.4229856 36.9021369, -3.4229473 36.9022113, -3.4228704 36.9023606, -3.4226534 36.9027646)",,,,,,
416150989,Calle Veleta,residential,False,False,44.247,"LINESTRING (-3.4225929 36.9029669, -3.4230725 36.903073)",,,,,,
416160340,,residential,False,True,23.384,"LINESTRING (-3.4225929 36.9029669, -3.4223368 36.9029191)",,,,,,
679103767,Calle Grupo Alpujarra,residential,False,True,29.6,"LINESTRING (-3.4225929 36.9029669, -3.4226393 36.9032305)",,,,,,
679103767,Calle Grupo Alpujarra,residential,False,False,22.622,"LINESTRING (-3.4223435 36.9043726, -3.4224364 36.9041832)",,,,,,
679103769,Calle Estación,residential,False,True,18.156,"LINESTRING (-3.4223435 36.9043726, -3.4224212 36.9045236)",,,,,,
1019204209,Calle Estación,residential,True,False,16.311999999999998,"LINESTRING (-3.4223435 36.9043726, -3.4222687 36.9043243, -3.4221939 36.9042883)",,,,,,
34585830,Calle Estación,residential,True,False,41.951,"LINESTRING (-3.4221772 36.9042784, -3.4223667 36.9039329)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,False,4.831,"LINESTRING (-3.4221772 36.9042784, -3.4221281 36.9042598)",,,,,,
215788202,Calle Miguel Carrascosa,residential,False,False,27.658,"LINESTRING (-3.4223667 36.9039329, -3.4220889 36.903821)",,,,,,
34585830,Calle Estación,residential,True,False,41.726,"LINESTRING (-3.4223667 36.9039329, -3.4224397 36.9037616, -3.4224194 36.903568)",,,,,,
34585830,Calle Estación,residential,True,False,72.527,"LINESTRING (-3.4224194 36.903568, -3.4223368 36.9029191)",,,,,,
679103757,,residential,False,True,24.347,"LINESTRING (-3.4224194 36.903568, -3.4226932 36.9035701)",,,,,,
85485767,Calle Estación,residential,False,False,50.043,"LINESTRING (-3.4223368 36.9029191, -3.4222832 36.9024711)",,,,,,
416160340,,residential,False,False,23.384,"LINESTRING (-3.4223368 36.9029191, -3.4225929 36.9029669)",,,,,,
375406044,Calle Granada,residential,False,False,26.445,"LINESTRING (-3.4230725 36.903073, -3.422983 36.9032998)",1,,,,,
416150989,Calle Veleta,residential,False,False,55.723,"LINESTRING (-3.4230725 36.903073, -3.423678 36.9032022)",,,,,,
416150989,Calle Veleta,residential,False,True,44.247,"LINESTRING (-3.4230725 36.903073, -3.4225929 36.9029669)",,,,,,
416150990,Calle Granada,residential,True,False,17.166,"LINESTRING (-3.4230725 36.903073, -3.4231424 36.9029291)",,,,,,
416215368,Calle Mulhacén,residential,True,False,47.172,"LINESTRING (-3.4231424 36.9029291, -3.4226534 36.9027646)",,,,,,
375406043,Calle Mulhacén,residential,False,True,55.226,"LINESTRING (-3.4231424 36.9029291, -3.4236417 36.9029162, -3.4237583 36.9029436)",,,,,,
"[416150990, 416150991]","['Calle Granada', 'Plaza de la Alpujarra']",residential,True,False,91.527,"LINESTRING (-3.4231424 36.9029291, -3.4233246 36.9025532, -3.4233658 36.9025385, -3.4237112 36.9024149, -3.4237254 36.9024098, -3.423804 36.9023817)",,,,,,
416150988,Plaza de la Alpujarra,residential,True,False,34.627,"LINESTRING (-3.423804 36.9023817, -3.4238011 36.9020703)",,,,,,
215791467,Calle Sierra Nevada,residential,False,False,63.071,"LINESTRING (-3.423804 36.9023817, -3.4238101 36.9027836, -3.4237583 36.9029436)",,,,,,
85485766,Calle Correo,residential,False,True,98.65899999999999,"LINESTRING (-3.423681 36.9014055, -3.4236069 36.9015741, -3.4235226 36.9017425, -3.4232917 36.9018789, -3.4230267 36.9019955, -3.4230072 36.902049)",,,,,,
343969327,Calle Real,residential,True,False,46.222,"LINESTRING (-3.423681 36.9014055, -3.4236455 36.9013627, -3.4234508 36.9011334, -3.4234087 36.901053)",1,,,30,,
679103718,Calle Real,residential,False,False,21.240000000000002,"LINESTRING (-3.423681 36.9014055, -3.4238433 36.9014072, -3.4239198 36.9014049)",,,,,,
85485767,Calle Estación,residential,False,True,50.043,"LINESTRING (-3.4222832 36.9024711, -3.4223368 36.9029191)",,,,,,
416160339,Calle Miguel de Cervantes,residential,False,False,35.443,"LINESTRING (-3.4222832 36.9024711, -3.4219465 36.9026417)",,,,,,
"[1019204208, 215791493, 416159231]",Calle Estación,residential,False,False,72.752,"LINESTRING (-3.4222832 36.9024711, -3.4222909 36.902435, -3.4223546 36.9023542, -3.4224404 36.9022672, -3.4225732 36.9021471, -3.4225935 36.9021305, -3.4226806 36.9019136)",,,,,,
679103759,Calle Barrio Luque,residential,False,True,114.545,"LINESTRING (-3.4214834 36.9026244, -3.4204153 36.9032003)",,,,,,
1080710090,Plaza Federico García Lorca,residential,False,True,19.559,"LINESTRING (-3.4214834 36.9026244, -3.4216669 36.9027214)",,,,,,
375406045,Calle Barrio Luque,residential,False,True,120.542,"LINESTRING (-3.4214834 36.9026244, -3.4216639 36.902502, -3.4224264 36.9018471)",,,,,,
416159646,Calle Luis Tovar,residential,False,False,56.709,"LINESTRING (-3.4214834 36.9026244, -3.421424 36.9025211, -3.4212786 36.9023019, -3.4212081 36.9022414, -3.4211306 36.9022203)",,,,,,
416159646,Calle Luis Tovar,residential,False,False,31.155,"LINESTRING (-3.4211306 36.9022203, -3.4210183 36.9019549)",,,,,,
679103744,Calle Huelva,residential,False,False,45.567,"LINESTRING (-3.4211306 36.9022203, -3.4206216 36.9022678)",,,,,,
416159646,Calle Luis Tovar,residential,False,True,56.709,"LINESTRING (-3.4211306 36.9022203, -3.4212081 36.9022414, -3.4212786 36.9023019, -3.421424 36.9025211, -3.4214834 36.9026244)",,,,,,
679103744,Calle Huelva,residential,False,True,121.27000000000001,"LINESTRING (-3.4211306 36.9022203, -3.4215544 36.902079, -3.4217866 36.9019468, -3.4221553 36.9017979, -3.4222057 36.9016377)",,,,,,
416159646,Calle Luis Tovar,residential,False,True,32.985,"LINESTRING (-3.4208998 36.9016738, -3.4210183 36.9019549)",,,,,,
215791477,Calle Profesor Julio Rodríguez,residential,False,False,109.89299999999999,"LINESTRING (-3.4208998 36.9016738, -3.4210631 36.9016721, -3.4213474 36.9016592, -3.4216639 36.901642, -3.4218302 36.9016292, -3.4219214 36.9016077, -3.4220287 36.9015605, -3.4221145 36.9015562)",,,,,,
679103750,Calle Profesor Julio Rodríguez,residential,False,False,42.81,"LINESTRING (-3.4208998 36.9016738, -3.420537 36.9018017, -3.4204528 36.9018107)",,,,,,
134887497,Avenida Lora Tamayo,tertiary,False,True,82.66999999999999,"LINESTRING (-3.422636 36.8997278, -3.4225116 36.8994222, -3.4225783 36.8990035)",2,,,,,
215806477,Calle Jesús y María,residential,False,True,75.012,"LINESTRING (-3.422636 36.8997278, -3.4227116 36.8997873, -3.4228569 36.899977, -3.4229048 36.9000664, -3.4229985 36.9001619, -3.4230869 36.9002106, -3.4231412 36.900256)",,,,,,
416157643,Calle Profesor Lora Tamayo,tertiary,False,False,84.395,"LINESTRING (-3.422636 36.8997278, -3.422222 36.899938, -3.4218246 36.9001212)",2,,,,,
5010881,Avenida González Robles,secondary,False,True,19.322,"LINESTRING (-3.4225783 36.8990035, -3.422794 36.8990245)",2,A-348,,50,,
1019210807,Avenida González Robles,secondary,False,False,15.704,"LINESTRING (-3.4225783 36.8990035, -3.422403 36.8989864)",2,A-348,,50,,
134887497,Avenida Lora Tamayo,tertiary,False,False,82.66999999999999,"LINESTRING (-3.4225783 36.8990035, -3.4225116 36.8994222, -3.422636 36.8997278)",2,,,,,
480824239,Calle Mancanzuña,tertiary,False,True,100.659,"LINESTRING (-3.4185993 36.9016512, -3.419181 36.9013987, -3.4192808 36.9013747, -3.4195939 36.9013841, -3.4196437 36.9013977)",2,GR-4202,,,,
679103755,Calle Córdoba,residential,False,False,67.161,"LINESTRING (-3.4185993 36.9016512, -3.4185143 36.9017808, -3.4185452 36.9018513, -3.4185848 36.9020188, -3.4188183 36.9021202)",,,,,,
375406038,Calle Frasquito Jiménez,residential,False,True,45.123,"LINESTRING (-3.4216469 36.9040665, -3.4216581 36.9036608)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,False,59.226,"LINESTRING (-3.4216469 36.9040665, -3.421453 36.904004, -3.4210291 36.9038674)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,True,47.961,"LINESTRING (-3.4216469 36.9040665, -3.4219965 36.9041944, -3.4221281 36.9042598)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,False,86.57,"LINESTRING (-3.4210291 36.9038674, -3.4207125 36.903609, -3.4205005 36.9033246, -3.4204517 36.9032483)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,True,59.226,"LINESTRING (-3.4210291 36.9038674, -3.421453 36.904004, -3.4216469 36.9040665)",,,,,,
679103765,Calle Bancal de la Cruz,residential,False,True,140.112,"LINESTRING (-3.4210291 36.9038674, -3.4208469 36.9040399, -3.4208869 36.9040574, -3.4211775 36.9041614, -3.4213353 36.9041441, -3.4213753 36.904162, -3.4220072 36.9044451)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,False,6.242,"LINESTRING (-3.4204517 36.9032483, -3.4204153 36.9032003)",,,,,,
215788202,Calle Miguel Carrascosa,residential,False,True,116.664,"LINESTRING (-3.4204517 36.9032483, -3.4216581 36.9036608)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,True,86.57,"LINESTRING (-3.4204517 36.9032483, -3.4205005 36.9033246, -3.4207125 36.903609, -3.4210291 36.9038674)",,,,,,
215788201,Calle Alcalde Jesús Moreno,residential,False,True,6.242,"LINESTRING (-3.4204153 36.9032003, -3.4204517 36.9032483)",,,,,,
679103759,Calle Barrio Luque,residential,False,False,114.545,"LINESTRING (-3.4204153 36.9032003, -3.4214834 36.9026244)",,,,,,
650780971,Calle Córdoba,residential,False,True,23.843,"LINESTRING (-3.4204153 36.9032003, -3.4203268 36.9031124, -3.4202075 36.9030775)",,,,,,
679103732,Calle Nueva,residential,False,True,88.486,"LINESTRING (-3.4249416 36.9044346, -3.4247914 36.9043488, -3.4247056 36.9043102, -3.4244105 36.9042115, -3.4241252 36.9041486, -3.4240762 36.9040823)",,,,,,
679103735,Calle Nueva,residential,False,False,124.91899999999998,"LINESTRING (-3.4249416 36.9044346, -3.4249899 36.9043831, -3.4250006 36.904293, -3.4250382 36.9041815, -3.4250274 36.9038126, -3.4250757 36.9037568, -3.4251562 36.903581, -3.4251723 36.9034866, -3.4251481 36.9033543)",,,,,,
650780971,Calle Córdoba,residential,False,False,25.856,"LINESTRING (-3.420119 36.902856, -3.4202075 36.9030775)",,,,,,
679103742,Calle Azufaifos,residential,False,True,92.78,"LINESTRING (-3.420119 36.902856, -3.4206715 36.9025772, -3.4206216 36.9022678)",,,,,,
679103748,Calle Córdoba,residential,False,False,68.553,"LINESTRING (-3.420119 36.902856, -3.4195557 36.9026587, -3.4194465 36.9025696)",,,,,,
215791500,Calle Libertad,residential,False,True,22.423,"LINESTRING (-3.4248289 36.9024442, -3.4248839 36.902641)",,,,,,
679103726,Calle Libertad,residential,False,False,48.88099999999999,"LINESTRING (-3.4248289 36.9024442, -3.4247912 36.9023079, -3.4246863 36.90226, -3.4245241 36.9022201, -3.4244603 36.9021756)",,,,,,
679103730,Calle Diezmo,residential,False,False,24.477999999999998,"LINESTRING (-3.4248289 36.9024442, -3.4250328 36.9024442, -3.4250772 36.9023995)",,,,,,
416159232,Calle Barrio Luque,residential,False,False,2.324,"LINESTRING (-3.4224841 36.9013519, -3.42247 36.9013343)",,,,,,
215791477,Calle Profesor Julio Rodríguez,residential,False,True,40.603,"LINESTRING (-3.4224841 36.9013519, -3.422372 36.901449, -3.4222916 36.9014919, -3.4221843 36.9015348, -3.4221145 36.9015562)",,,,,,
"[416159232, 416159230]",Calle Barrio Luque,residential,False,True,66.078,"LINESTRING (-3.4224841 36.9013519, -3.4225437 36.9014147, -3.4226403 36.901509, -3.4226993 36.901582, -3.4228227 36.9016678, -3.4227469 36.9017652, -3.4227228 36.9018232)",,,,,,
215791482,Calle Sevilla,residential,False,True,42.149,"LINESTRING (-3.4200397 36.9016914, -3.4198144 36.9020249)",,,,,,
679103750,Calle Profesor Julio Rodríguez,residential,False,False,48.025,"LINESTRING (-3.4200397 36.9016914, -3.4196437 36.9013977)",,,,,,
679103750,Calle Profesor Julio Rodríguez,residential,False,True,39.641999999999996,"LINESTRING (-3.4200397 36.9016914, -3.4201015 36.90173, -3.420307 36.9017924, -3.4204528 36.9018107)",,,,,,
679119964,Calle Barrio Alto,residential,False,False,4.02,"LINESTRING (-3.4240929 36.9040487, -3.4240762 36.9040823)",1,,,,,
215791484,Calle Estación,residential,False,True,36.789,"LINESTRING (-3.4240929 36.9040487, -3.4239677 36.9040281, -3.4238336 36.9040238, -3.4236834 36.9040067)",,,,,,
375406036,Calle Barrio Alto,residential,True,False,21.252,"LINESTRING (-3.4249386 36.9031267, -3.4248676 36.9033092)",1,,,30,,
679103734,Calle Cercado,residential,False,False,75.187,"LINESTRING (-3.4249386 36.9031267, -3.4241155 36.9029718)",,,,,,
679103735,Calle Nueva,residential,False,True,12.997,"LINESTRING (-3.4249386 36.9031267, -3.4250777 36.9031626)",,,,,,
215791500,Calle Libertad,residential,False,False,54.89,"LINESTRING (-3.4249386 36.9031267, -3.4249631 36.9029246, -3.4248839 36.902641)",,,,,,
416150989,Calle Veleta,residential,False,False,18.481,"LINESTRING (-3.4240098 36.9032731, -3.4242106 36.903316)",,,,,,
416150989,Calle Veleta,residential,False,True,30.538,"LINESTRING (-3.4240098 36.9032731, -3.423678 36.9032022)",,,,,,
416215081,Calle Cercado,residential,False,False,18.79,"LINESTRING (-3.4240098 36.9032731, -3.4239527 36.9034358)",,,,,,
416215081,Calle Cercado,residential,False,True,34.796,"LINESTRING (-3.4240098 36.9032731, -3.4241155 36.9029718)",,,,,,
215791496,Calle de Jacinto Benavente,residential,False,False,39.481,"LINESTRING (-3.4239372 36.9018663, -3.4243743 36.9018039)",,,,,,
416153603,Calle Doctor Fleming,residential,False,False,51.329,"LINESTRING (-3.4239372 36.9018663, -3.4239198 36.9014049)",,,,,,
"[1019204216, 416153604]",Calle Doctor Fleming,residential,False,True,29.593,"LINESTRING (-3.4239372 36.9018663, -3.4239376 36.9019886, -3.4238914 36.9020448, -3.4238011 36.9020703)",,,,,,
679103750,Calle Profesor Julio Rodríguez,residential,False,True,48.025,"LINESTRING (-3.4196437 36.9013977, -3.4200397 36.9016914)",,,,,,
679103752,Calle Almería,residential,False,True,52.501,"LINESTRING (-3.4196437 36.9013977, -3.4193656 36.9018142)",,,,,,
416157643,Calle Profesor Lora Tamayo,tertiary,False,True,166.963,"LINESTRING (-3.4196437 36.9013977, -3.4197046 36.901311, -3.4204841 36.9006575, -3.4209407 36.9005075, -3.4210592 36.9004641)",2,,,,,
480824239,Calle Mancanzuña,tertiary,False,False,100.65899999999999,"LINESTRING (-3.4196437 36.9013977, -3.4195939 36.9013841, -3.4192808 36.9013747, -3.419181 36.9013987, -3.4185993 36.9016512)",2,GR-4202,,,,
679103716,Plaza García Moreno,residential,False,True,39.319,"LINESTRING (-3.4238551 36.9010551, -3.4239198 36.9014049)",,,,,,
679103716,Plaza García Moreno,residential,False,False,44.042,"LINESTRING (-3.4238551 36.9010551, -3.4238321 36.900872, -3.4238891 36.9006649)",,,,,,
679103723,Calle Real,residential,False,False,25.789,"LINESTRING (-3.425076 36.9013566, -3.4249784 36.9011382)",,,,,,
1019210813,Calle Real,residential,False,False,30.168,"LINESTRING (-3.425076 36.9013566, -3.4247866 36.9014982)",,,,,,
1019210813,Calle Real,residential,False,True,29.396,"LINESTRING (-3.425076 36.9013566, -3.4251669 36.9013203, -3.425301 36.9013074, -3.4253949 36.901306)",,,,,,
215791484,Calle Estación,residential,False,False,36.789,"LINESTRING (-3.4236834 36.9040067, -3.4238336 36.9040238, -3.4239677 36.9040281, -3.4240929 36.9040487)",,,,,,
215791484,Calle Estación,residential,False,True,108.626,"LINESTRING (-3.4236834 36.9040067, -3.4235386 36.9040067, -3.423383 36.9040238, -3.4232328 36.904041, -3.4231202 36.904071, -3.423048 36.904109, -3.422862 36.9042775, -3.4227262 36.9044143, -3.4226749 36.9044442)",,,,,,
679103739,Calle Estación,residential,False,False,25.027,"LINESTRING (-3.4236834 36.9040067, -3.4236754 36.9038611, -3.4237746 36.9038611)",,,,,,
215791467,Calle Sierra Nevada,residential,False,True,29.628,"LINESTRING (-3.423678 36.9032022, -3.4237583 36.9029436)",,,,,,
416150989,Calle Veleta,residential,False,False,30.538,"LINESTRING (-3.423678 36.9032022, -3.4240098 36.9032731)",,,,,,
416150989,Calle Veleta,residential,False,True,55.723,"LINESTRING (-3.423678 36.9032022, -3.4230725 36.903073)",,,,,,
"[416215083, 215791467]","['Calle Alcazaba', 'Calle Sierra Nevada']",residential,False,False,82.489,"LINESTRING (-3.423678 36.9032022, -3.4235898 36.9034308, -3.422983 36.9032998)",,,,,,
679103717,Calle Real,residential,False,True,8.865,"LINESTRING (-3.4254933 36.9012932, -3.4253949 36.901306)",,,,,,
1019210812,Avenida González Robles,secondary,False,False,21.092,"LINESTRING (-3.4254933 36.9012932, -3.4254608 36.9011053)",2,A-348,,,,
679103728,Avenida González Robles,secondary,False,True,114.25399999999999,"LINESTRING (-3.4254933 36.9012932, -3.4256383 36.9017376, -3.4258034 36.9019891, -3.4259378 36.9020969, -3.4260817 36.9021615)",2,A-348,,,,
679103748,Calle Córdoba,residential,False,True,48.327,"LINESTRING (-3.4190483 36.9022738, -3.4194465 36.9025696)",,,,,,
679103752,Calle Almería,residential,False,False,58.376,"LINESTRING (-3.4190483 36.9022738, -3.4193656 36.9018142)",,,,,,
679103754,Calle Córdoba,residential,False,True,26.645,"LINESTRING (-3.4190483 36.9022738, -3.4188183 36.9021202)",,,,,,
679103717,Calle Real,residential,False,False,8.865,"LINESTRING (-3.4253949 36.901306, -3.4254933 36.9012932)",,,,,,
679103730,Calle Diezmo,residential,False,True,138.978,"LINESTRING (-3.4253949 36.901306, -3.4253934 36.9013767, -3.4254287 36.9015958, -3.4254139 36.9017192, -3.4254388 36.9018711, -3.4254566 36.9019638, -3.4254566 36.9021415, -3.425432 36.9022009, -3.4251398 36.9023539, -3.4250772 36.9023995)",,,,,,
1019210813,Calle Real,residential,False,False,29.396,"LINESTRING (-3.4253949 36.901306, -3.425301 36.9013074, -3.4251669 36.9013203, -3.425076 36.9013566)",,,,,,
215791496,Calle de Jacinto Benavente,residential,False,True,39.481,"LINESTRING (-3.4243743 36.9018039, -3.4239372 36.9018663)",,,,,,
1019210815,Calle Libertad,residential,False,False,6.516,"LINESTRING (-3.4243743 36.9018039, -3.4243608 36.9017463)",,,,,,
416153605,Calle Libertad,residential,False,True,42.101,"LINESTRING (-3.4243743 36.9018039, -3.4244217 36.9019506, -3.4244603 36.9021756)",,,,,,
215792070,Calle Azufaifos,residential,False,False,52.997,"LINESTRING (-3.4206216 36.9022678, -3.4204528 36.9018107)",,,,,,
679103744,Calle Huelva,residential,False,True,45.567,"LINESTRING (-3.4206216 36.9022678, -3.4211306 36.9022203)",,,,,,
"[679103746, 215791470]","['Plaza de Andalucía', 'Calle Huelva']",residential,False,False,87.887,"LINESTRING (-3.4206216 36.9022678, -3.4202431 36.9022981, -3.4199634 36.9023455, -3.4196721 36.9022356)",,,,,,
679103742,Calle Azufaifos,residential,False,False,92.78,"LINESTRING (-3.4206216 36.9022678, -3.4206715 36.9025772, -3.420119 36.902856)",,,,,,
215791491,Calle Real,residential,False,False,36.04,"LINESTRING (-3.4243247 36.901419, -3.4239865 36.9014056, -3.4239198 36.9014049)",,,,,,
215791491,Calle Real,residential,False,True,42.671,"LINESTRING (-3.4243247 36.901419, -3.4247646 36.901509, -3.4247866 36.9014982)",,,,,,
679103724,Calle Cristo de la Expiración,residential,True,False,91.21600000000001,"LINESTRING (-3.4243247 36.901419, -3.4243826 36.9010252, -3.4242065 36.901022, -3.4239411 36.9010468, -3.4238551 36.9010551)",,,,,,
1019210814,Calle Libertad,residential,False,True,36.742999999999995,"LINESTRING (-3.4243247 36.901419, -3.4243193 36.9015691, -3.4243608 36.9017463)",,,,,,
679103769,Calle Estación,residential,False,False,18.156,"LINESTRING (-3.4224212 36.9045236, -3.4223435 36.9043726)",,,,,,
215791484,Calle Estación,residential,False,False,24.229999999999997,"LINESTRING (-3.4224212 36.9045236, -3.422572 36.904479, -3.4226749 36.9044442)",,,,,,
679103735,Calle Nueva,residential,False,False,6.918,"LINESTRING (-3.4251517 36.9031818, -3.4250777 36.9031626)",,,,,,
679103735,Calle Nueva,residential,False,True,19.184,"LINESTRING (-3.4251517 36.9031818, -3.4251481 36.9033543)",,,,,,
679103737,Calle Nueva,residential,False,False,13.147,"LINESTRING (-3.4251517 36.9031818, -3.425298 36.9031647)",,,,,,
215788202,Calle Miguel Carrascosa,residential,False,False,42.245,"LINESTRING (-3.4220889 36.903821, -3.4216581 36.9036608)",,,,,,
215788202,Calle Miguel Carrascosa,residential,False,True,27.658,"LINESTRING (-3.4220889 36.903821, -3.4223667 36.9039329)",,,,,,
215791481,Calle Huerta Palencia,residential,False,False,131.742,"LINESTRING (-3.4220889 36.903821, -3.4219465 36.9026417)",,,,,,
416150992,Calle Alcazaba,residential,True,False,31.517,"LINESTRING (-3.4226393 36.9032305, -3.422983 36.9032998)",,,,,,
679103767,Calle Grupo Alpujarra,residential,False,False,29.6,"LINESTRING (-3.4226393 36.9032305, -3.4225929 36.9029669)",,,,,,
679103767,Calle Grupo Alpujarra,residential,False,True,38.065,"LINESTRING (-3.4226393 36.9032305, -3.4226932 36.9035701)",,,,,,
215791482,Calle Sevilla,residential,False,False,42.21,"LINESTRING (-3.4194465 36.9025696, -3.4196721 36.9022356)",,,,,,
