osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,junction,access
996130267,False,2,M-600,Avenida de Felipe II,trunk,50,False,8.925,"LINESTRING (-4.1291832 40.5877399, -4.129233 40.5878107)",,,
"[996130266, 1092203802]",True,1,M-600,Avenida de Felipe II,trunk,50,False,20.856,"LINESTRING (-4.1291832 40.5877399, -4.1291612 40.5876689, -4.129084 40.5875704)",,,
996130267,False,2,M-600,Avenida de Felipe II,trunk,50,True,8.925,"LINESTRING (-4.129233 40.5878107, -4.1291832 40.5877399)",,,
996130259,True,1,M-600,Avenida de Felipe II,trunk,50,False,16.616,"LINESTRING (-4.1270578 40.5862231, -4.1269726 40.5860884)",,,
305385579,False,2,M-600,Avenida de Felipe II,trunk,50,False,135.801,"LINESTRING (-4.1270578 40.5862231, -4.1271535 40.5863061, -4.1273489 40.5864441, -4.1280023 40.586762, -4.1282672 40.586894, -4.1283478 40.586943)",,,
996130262,False,2,M-600,Avenida de Felipe II,trunk,50,True,24.218,"LINESTRING (-4.1257811 40.5847928, -4.1255373 40.5846781)",,,
996130262,False,2,M-600,Avenida de Felipe II,trunk,50,False,63.867,"LINESTRING (-4.1257811 40.5847928, -4.125922 40.5849207, -4.1262214 40.585259)",,,
25985294,False,,,Calle de las Cebadillas,living_street,20,False,50.21,"LINESTRING (-4.1287011 40.5872628, -4.1286012 40.587313, -4.1282127 40.5875203)",,,
1092203797,True,,,,trunk_link,,False,17.698,"LINESTRING (-4.1287011 40.5872628, -4.128697 40.587217, -4.1286398 40.5871124)",,,
1092203798,True,1,M-600,Avenida de Felipe II,trunk,50,False,66.943,"LINESTRING (-4.1287011 40.5872628, -4.1289803 40.5875615, -4.1291832 40.5877399)",,,
27622094,False,,,Calle Alfonso XIII,residential,,False,126.396,"LINESTRING (-4.124574 40.5821478, -4.1245472 40.5820796, -4.124372 40.5813779, -4.1242678 40.5810356)",,,
46375626,False,2,,Avenida de la Constitución,secondary,,True,81.472,"LINESTRING (-4.124574 40.5821478, -4.1245205 40.5821584, -4.1243446 40.582177, -4.123614 40.5822095)",,,
311031647,False,2,,Avenida de la Constitución,secondary,,False,23.453,"LINESTRING (-4.124574 40.5821478, -4.1247395 40.5821172, -4.1248426 40.5820944)",,,
26116248,False,3,,Glorieta de los Sexmos,residential,,True,25.422,"LINESTRING (-4.1307683 40.5830009, -4.1306063 40.5831936)",,,
92761568,True,,,Calle La Piña,residential,,False,93.326,"LINESTRING (-4.1307683 40.5830009, -4.1308718 40.5829241, -4.1313811 40.5823057)",,,
