osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,width,ref,bridge,access
58682281,True,Carrer Sant Joan de Ribera,residential,False,167.89999999999998,"LINESTRING (-0.1758659 38.970823, -0.1759848 38.9708745, -0.1775628 38.9715575)",,,,,,,
1032665327,True,Avinguda del Grau,tertiary,False,62.643,"LINESTRING (-0.1758659 38.970823, -0.175616 38.9712653, -0.1755745 38.9713388)",3,,,,,,
1032665327,True,Avinguda del Grau,tertiary,False,71.986,"LINESTRING (-0.1755745 38.9713388, -0.1754471 38.9715442, -0.175371 38.9716521, -0.1753109 38.9717391, -0.1752906 38.9717695, -0.1752603 38.9718137, -0.1751813 38.9719088)",3,,,,,,
58692577,False,Avinguda de València,tertiary,True,10.721,"LINESTRING (-0.1805357 38.9692744, -0.1806203 38.9693449)",,,,,,,
239575896,False,,residential,False,16.093,"LINESTRING (-0.1805357 38.9692744, -0.1803508 38.9692911)",,,,,,,
"[58692578, 58691935]",True,"[""Avinguda d'Alacant"", 'Avinguda de València']",tertiary,False,192.229,"LINESTRING (-0.1805357 38.9692744, -0.180726 38.9688705, -0.1807316 38.9688481, -0.1807319 38.9688252, -0.1807191 38.9687878, -0.1807016 38.9687639, -0.1806721 38.9687474, -0.1793834 38.9684241, -0.1793483 38.9684153, -0.1792541 38.9683917)",,,,,,,
58692577,False,Avinguda de València,tertiary,False,8.667,"LINESTRING (-0.1807141 38.9693724, -0.1806203 38.9693449)",,,,,,,
58692579,True,Carrer Alzira,residential,False,124.594,"LINESTRING (-0.1807141 38.9693724, -0.1821459 38.9695001)",2,,,,,,
58613746,True,Carrer Cervantes,residential,False,172.71800000000002,"LINESTRING (-0.1778904 38.9710608, -0.1777944 38.971025, -0.1762447 38.9703596, -0.1762168 38.9703476, -0.1761374 38.970316)",,,,,,,
58689072,True,Carrer Calderón de la Barca,residential,False,127.165,"LINESTRING (-0.1778904 38.9710608, -0.1779518 38.9710779, -0.1793239 38.9713156)",,,,,,,
1051479585,True,Carrer Magistrat Català,residential,False,68.502,"LINESTRING (-0.1778904 38.9710608, -0.1779197 38.9710025, -0.1781748 38.9704858)",2,,,,,,
29298334,True,Carrer Alfaro,tertiary,False,127.922,"LINESTRING (-0.1790376 38.9688302, -0.1802946 38.969192, -0.1803508 38.9692911)",1,,,,,,
430369628,True,Carrer Magistrat Català,residential,False,52.235,"LINESTRING (-0.1790376 38.9688302, -0.1792064 38.968497, -0.1792224 38.9684617, -0.1792541 38.9683917)",2,,,,,,
29298326,True,Plaça Crist Rei,tertiary,False,31.813000000000002,"LINESTRING (-0.1858261 38.9660727, -0.185854 38.9661408, -0.1859071 38.9661992, -0.1859806 38.9662423, -0.1860674 38.966266)",2,roundabout,,,,,
29298342,False,Avinguda de la República Argentina,tertiary,False,152.14000000000001,"LINESTRING (-0.1860674 38.966266, -0.1860501 38.9663256, -0.1856848 38.9676015)",2,,30,,,,
695811857,True,Passeig de les Germanies,tertiary,False,56.89,"LINESTRING (-0.1851823 38.9659669, -0.1858261 38.9660727)",1,,30,3.8,,,
746456714,True,Carrer Ferrocarril d'Alcoi,residential,False,17.227,"LINESTRING (-0.1851823 38.9659669, -0.1852031 38.9658894, -0.1852267 38.9658159)",,,,,,,
58692573,True,Carrer Sant Rafael,tertiary,False,62.819,"LINESTRING (-0.1841984 38.965816, -0.184062 38.9663709)",,,,,CV-6850,,
695811857,True,Passeig de les Germanies,tertiary,False,86.704,"LINESTRING (-0.1841984 38.965816, -0.1851823 38.9659669)",1,,30,3.8,,,
1051479585,True,Carrer Magistrat Català,residential,False,31.978,"LINESTRING (-0.1783576 38.970143, -0.1784884 38.969874)",2,,,,,,
58688220,True,Carrer del Marqués de Campo,residential,False,50.141,"LINESTRING (-0.1783576 38.970143, -0.1784237 38.970089, -0.1788458 38.9699047)",,,,,,,
722967147,True,Carrer Parc de l'estacio,residential,False,10.663,"LINESTRING (-0.1797554 38.9695382, -0.1798694 38.9695748)",,,,,,,
"[722967149, 695811846]",False,Carrer del Marqués de Campo,residential,True,88.6,"LINESTRING (-0.1797554 38.9695382, -0.1795279 38.9696387, -0.1794493 38.9696711, -0.1793921 38.9696939, -0.1791633 38.969786, -0.1790249 38.9698377, -0.1788458 38.9699047)",,,,,,,
29298334,True,Carrer Alfaro,tertiary,False,144.38299999999998,"LINESTRING (-0.1774773 38.9683672, -0.177566 38.9683935, -0.1790376 38.9688302)",1,,,,,,
1032665327,True,Avinguda del Grau,tertiary,False,41.245000000000005,"LINESTRING (-0.1774773 38.9683672, -0.177329 38.9685557, -0.1772472 38.968659, -0.1772275 38.9686832)",3,,,,,,
430769001,False,Carrer Gutiérrez Mas,living_street,False,138.91899999999998,"LINESTRING (-0.1812196 38.9678553, -0.1811483 38.9678602, -0.1810351 38.9678383, -0.1808755 38.9677909, -0.1807159 38.9677339, -0.1802536 38.9675267, -0.1797865 38.9673183)",,,,,,,
695811856,False,Carrer Major,residential,False,20.092,"LINESTRING (-0.1811622 38.9652763, -0.1812011 38.9652421, -0.1812333 38.9652079, -0.1812573 38.9651675, -0.181279 38.9651224)",,,,,,,
695811857,True,Passeig de les Germanies,tertiary,False,66.176,"LINESTRING (-0.1811622 38.9652763, -0.1812545 38.9653025, -0.1813355 38.9653237, -0.1816282 38.9653857, -0.1818977 38.9654398)",1,,30,3.8,,,
695811857,True,Passeig de les Germanies,tertiary,False,126.653,"LINESTRING (-0.1827652 38.9655802, -0.1841984 38.965816)",1,,30,3.8,,,
58692839,False,Carrer Rausell,residential,False,15.911999999999999,"LINESTRING (-0.1827652 38.9655802, -0.1827759 38.9655058, -0.1827846 38.9654379)",,,,,,,
229056983,True,Passeig de les Germanies,tertiary,False,64.491,"LINESTRING (-0.1842383 38.9656634, -0.1835071 38.9655487)",1,,30,2.8,,,
