osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width,lanes,junction
241188777,Calle Francisco Ruiz,residential,False,True,124.726,"LINESTRING (-1.2261834 41.3352856, -1.2275718 41.3348716)",,,,,
197015325,Calle Escuelas,residential,False,False,88.824,"LINESTRING (-1.2261834 41.3352856, -1.2262085 41.3351793, -1.2258891 41.3345314)",,,,,
824126849,Avenida del Ejército,residential,False,False,98.141,"LINESTRING (-1.2261834 41.3352856, -1.2262325 41.3353202, -1.2262754 41.3353595, -1.2263169 41.3354209, -1.2263558 41.3355055, -1.2264636 41.3358371, -1.2265526 41.3361106)",A-220,,,,
824126849,Avenida del Ejército,residential,False,True,139.005,"LINESTRING (-1.2261834 41.3352856, -1.2261077 41.3352588, -1.2259911 41.3352226, -1.2258449 41.3351883, -1.2257579 41.335175, -1.2256746 41.3351631, -1.2251019 41.3351007, -1.2245561 41.3350524)",A-220,,,,
377917322,Avenida Estación,residential,False,False,26.233,"LINESTRING (-1.2265526 41.3361106, -1.2263851 41.3361493, -1.2262517 41.3361785)",,,,,
377917322,Avenida Estación,residential,False,True,110.32300000000001,"LINESTRING (-1.2265526 41.3361106, -1.2266159 41.336095, -1.2270567 41.3359862, -1.227811 41.335808)",,,,,
824126849,Avenida del Ejército,residential,False,False,85.762,"LINESTRING (-1.2265526 41.3361106, -1.2265653 41.3361915, -1.226578 41.3362723, -1.2265901 41.3364727, -1.2265633 41.3367535, -1.2265512 41.3368795)",A-220,,,,
824126849,Avenida del Ejército,residential,False,True,98.141,"LINESTRING (-1.2265526 41.3361106, -1.2264636 41.3358371, -1.2263558 41.3355055, -1.2263169 41.3354209, -1.2262754 41.3353595, -1.2262325 41.3353202, -1.2261834 41.3352856)",A-220,,,,
824126849,Avenida del Ejército,residential,False,True,192.262,"LINESTRING (-1.2248236 41.3406351, -1.2250822 41.3402991, -1.2257371 41.3395442, -1.2258362 41.3394085, -1.2259236 41.339275, -1.2259681 41.3391426)",A-220,,,,
904191529,,primary,False,False,40.408,"LINESTRING (-1.2248236 41.3406351, -1.224727 41.340617, -1.2246547 41.3406141, -1.2245548 41.3406167, -1.2243469 41.3406482)",A-220,40,8,,
904191529,,primary,False,True,15.216999999999999,"LINESTRING (-1.2248236 41.3406351, -1.2249276 41.3406653, -1.2249842 41.3406972)",A-220,40,8,,
904191529,,primary,False,True,172.83799999999997,"LINESTRING (-1.2205103 41.3404458, -1.221633 41.3401635, -1.2218166 41.3401329, -1.2218436 41.3401316, -1.2219507 41.3401263, -1.2221431 41.3401285, -1.2223092 41.3401548, -1.2224171 41.3401832, -1.222495 41.3402128)",A-220,40,8,,
197015297,Calle Mayor,residential,False,True,16.499,"LINESTRING (-1.2234739 41.3407268, -1.2235226 41.340583)",,,,,
617715152,Calle Arrabal Bajo,unclassified,False,False,80.46600000000001,"LINESTRING (-1.2234739 41.3407268, -1.2234551 41.340769, -1.2234034 41.3408851, -1.2232876 41.341435)",,,,,
904191529,,primary,False,False,100.563,"LINESTRING (-1.2234739 41.3407268, -1.2234093 41.3407102, -1.2233454 41.3406901, -1.2232682 41.3406651, -1.2232026 41.3406365, -1.2231487 41.3406078, -1.2230718 41.3405639, -1.2229523 41.340488, -1.2226966 41.3403145, -1.2226405 41.3402824, -1.2225603 41.3402409, -1.222495 41.3402128)",A-220,40,8,,
904191529,,primary,False,True,73.801,"LINESTRING (-1.2234739 41.3407268, -1.223546 41.3407371, -1.223597 41.3407387, -1.2236646 41.3407325, -1.2241151 41.3406768, -1.2243469 41.3406482)",A-220,40,8,,
197015282,,residential,False,False,34.577,"LINESTRING (-1.2242454 41.3393043, -1.2246046 41.3394591)",,,,,
197015281,Calle Cuartel,residential,False,False,70.758,"LINESTRING (-1.2242454 41.3393043, -1.2242027 41.3392361, -1.2241734 41.3391368, -1.2241327 41.3391132, -1.2240401 41.3390982, -1.2237725 41.3390773, -1.223576 41.3390765)",,,,,
197015297,Calle Mayor,residential,False,False,54.364999999999995,"LINESTRING (-1.2242454 41.3393043, -1.2241617 41.3394561, -1.2240155 41.3397616)",,,,,
"[197015297, 197015326]",Calle Mayor,residential,False,True,55.919,"LINESTRING (-1.2242454 41.3393043, -1.224402 41.3392952, -1.2244472 41.3392393, -1.224475 41.3391671, -1.2244757 41.3390512, -1.2244414 41.3389253)",,,,,
197015262,Avenida Campo del Toro,residential,True,False,38.897999999999996,"LINESTRING (-1.2262517 41.3361785, -1.2263481 41.3364746, -1.2263383 41.336519)",,,,,
377917322,Avenida Estación,residential,False,True,26.233,"LINESTRING (-1.2262517 41.3361785, -1.2263851 41.3361493, -1.2265526 41.3361106)",,,,,
197015256,Calle Aula,residential,False,True,108.686,"LINESTRING (-1.225815 41.3357295, -1.2256734 41.3358503, -1.2253127 41.3359067, -1.2245992 41.3359734)",,,,,
197015262,Avenida Campo del Toro,residential,True,False,79.684,"LINESTRING (-1.225815 41.3357295, -1.2261274 41.3357067, -1.2262517 41.3361785)",,,,,
197015304,Calle General Briz,residential,False,True,91.262,"LINESTRING (-1.227811 41.335808, -1.2280852 41.3366025)",,,,,
377917322,Avenida Estación,residential,False,True,32.082,"LINESTRING (-1.227811 41.335808, -1.2281873 41.3357496)",,,,,
197017587,Camino Estación,residential,False,False,106.408,"LINESTRING (-1.227811 41.335808, -1.2277745 41.3357627, -1.2275718 41.3348716)",,,,,
377917322,Avenida Estación,residential,False,False,110.323,"LINESTRING (-1.227811 41.335808, -1.2270567 41.3359862, -1.2266159 41.336095, -1.2265526 41.3361106)",,,,,
197015326,Calle Mayor,residential,False,False,15.825,"LINESTRING (-1.2239707 41.3363391, -1.2239944 41.3364803)",,,,,
197015326,Calle Mayor,residential,False,True,21.905,"LINESTRING (-1.2239707 41.3363391, -1.224036 41.3361483)",,,,,
197015329,Calle Cinco de Junio,residential,True,False,191.379,"LINESTRING (-1.2239707 41.3363391, -1.2254996 41.336258, -1.2262517 41.3361785)",,,,,
197015303,Calle Lupercio,residential,False,True,30.213,"LINESTRING (-1.2258583 41.3386316, -1.2254978 41.3386554)",,,,,
197015262,Avenida Campo del Toro,residential,True,False,118.279,"LINESTRING (-1.2258583 41.3386316, -1.2257625 41.3391052, -1.2255581 41.3394789, -1.2254029 41.339617)",,,,,
"[586624824, 197015303]","['Calle Lupercio', 'Calle La Cruz']",residential,False,False,22.897,"LINESTRING (-1.2258583 41.3386316, -1.225977 41.3386102, -1.2261257 41.3385859)",,,,,
197015326,Calle Mayor,residential,False,False,21.905,"LINESTRING (-1.224036 41.3361483, -1.2239707 41.3363391)",,,,,
197015326,Calle Mayor,residential,False,True,18.326,"LINESTRING (-1.224036 41.3361483, -1.2240656 41.335985)",,,,,
197015331,Plaza Alta,residential,False,False,45.408,"LINESTRING (-1.224036 41.3361483, -1.2235166 41.3360272)",,,,,
197015307,Calle Fray Diego de Cariñena,residential,False,True,132.719,"LINESTRING (-1.2306701 41.3404956, -1.2290868 41.3403883)",,,,,
197015279,Calle Miraalrío,residential,False,True,150.167,"LINESTRING (-1.2205491 41.3340458, -1.2210426 41.3348675, -1.2215044 41.3351529)",,,,,
197015257,,residential,False,True,26.903,"LINESTRING (-1.2302096 41.3373221, -1.2304261 41.3375013)",,,,,
197015263,Calle Hermana Matilde,residential,False,False,149.684,"LINESTRING (-1.2302096 41.3373221, -1.2284169 41.3373399)",,,,,
197015257,,residential,False,False,232.982,"LINESTRING (-1.2302096 41.3373221, -1.2299004 41.3370663, -1.2283857 41.3357365)",,,,,
586624824,Calle La Cruz,residential,False,False,127.996,"LINESTRING (-1.2292866 41.3386849, -1.2308166 41.3387583)",,,,,
586624824,Calle La Cruz,residential,False,True,37.509,"LINESTRING (-1.2292866 41.3386849, -1.2288391 41.3386549)",,,,,
197015330,Calle Constitución,residential,False,False,69.844,"LINESTRING (-1.2292866 41.3386849, -1.2292766 41.3387704, -1.2292132 41.3393106)",,,,,
197015283,,residential,False,True,35.804,"LINESTRING (-1.2217212 41.3378506, -1.2212927 41.3378635)",,,,,
197015274,Avenida de Goya,residential,False,False,255.23,"LINESTRING (-1.2217212 41.3378506, -1.2217532 41.3381037, -1.2218199 41.3383341, -1.2219492 41.3385972, -1.2224559 41.3398283, -1.2225316 41.3400577)",,50,,,
"[197015274, 824126850]",Avenida de Goya,residential,False,True,323.00800000000004,"LINESTRING (-1.2217212 41.3378506, -1.2216898 41.3373173, -1.2217185 41.3366405, -1.2217406 41.3363718, -1.2217376 41.3363388, -1.2217317 41.336274, -1.2217141 41.3362242, -1.2216809 41.3361728, -1.2215926 41.3360749, -1.2215418 41.3360169, -1.221491 41.3359771, -1.2213275 41.3359174, -1.2212656 41.3358742, -1.2211949 41.3358046, -1.2211662 41.3357283, -1.2211596 41.335642, -1.2211817 41.3355773, -1.2212745 41.3354397, -1.2214812 41.3351818)",,50,,,
197015330,Calle Constitución,residential,False,False,52.865,"LINESTRING (-1.2291935 41.3394789, -1.229138 41.3399525)",,,,,
197015330,Calle Constitución,residential,False,True,18.786,"LINESTRING (-1.2291935 41.3394789, -1.2292034 41.3393947, -1.2292132 41.3393106)",,,,,
197015256,Calle Aula,residential,False,False,44.569,"LINESTRING (-1.2240656 41.335985, -1.2245992 41.3359734)",,,,,
197015326,Calle Mayor,residential,False,False,18.326,"LINESTRING (-1.2240656 41.335985, -1.224036 41.3361483)",,,,,
197015326,Calle Mayor,residential,False,True,32.408,"LINESTRING (-1.2240656 41.335985, -1.2240729 41.3356936)",,,,,
197015298,Calle San Bernardo,residential,False,True,15.596,"LINESTRING (-1.2236222 41.3392124, -1.223576 41.3390765)",,,,,
197015298,Calle San Bernardo,residential,False,False,59.26299999999999,"LINESTRING (-1.2236222 41.3392124, -1.223639 41.3394632, -1.2235693 41.3394793, -1.2235172 41.339703)",,,,,
197015320,Cale de Marín,residential,False,True,92.771,"LINESTRING (-1.2236222 41.3392124, -1.2232152 41.3392255, -1.2225239 41.3393248)",,,,,
197015257,,residential,False,False,26.903,"LINESTRING (-1.2304261 41.3375013, -1.2302096 41.3373221)",,,,,
197015326,Calle Mayor,residential,False,True,53.686,"LINESTRING (-1.2241132 41.3369548, -1.2239944 41.3364803)",,,,,
197015326,Calle Mayor,residential,False,False,52.107,"LINESTRING (-1.2241132 41.3369548, -1.2241241 41.3370265, -1.2241431 41.3371381, -1.2241521 41.3372166, -1.2241584 41.3374217)",,,,,
197015281,Calle Cuartel,residential,False,False,14.113,"LINESTRING (-1.2234191 41.3389356, -1.2234159 41.3388087)",,,,,
