osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction,tunnel
243189933,False,2,N-332,Carretera de Gabriel Ciscar,primary,50,False,36.144,"LINESTRING (-0.1180736 38.918812, -0.1180582 38.9188445, -0.1180389 38.9188687, -0.1180012 38.9189041, -0.1178912 38.9189966, -0.1178472 38.9190297, -0.1178289 38.9190483, -0.117816 38.9190643)",,,
243189933,False,2,N-332,Carretera de Gabriel Ciscar,primary,50,True,86.308,"LINESTRING (-0.1180736 38.918812, -0.1180757 38.9187776, -0.1180747 38.9187523, -0.1180703 38.9187185, -0.1180523 38.9186474, -0.1180303 38.9185768, -0.118009 38.9185169, -0.117997 38.9184872, -0.1179812 38.9184575, -0.117956 38.9184142, -0.1179283 38.9183698, -0.1178717 38.9182902, -0.1177254 38.9180972)",,,
182107819,True,,,Avinguda Loygorri,tertiary,40,False,25.706,"LINESTRING (-0.117816 38.9190643, -0.1175555 38.9191755)",yes,,
243189933,False,2,N-332,Carretera de Gabriel Ciscar,primary,50,True,36.144,"LINESTRING (-0.117816 38.9190643, -0.1178289 38.9190483, -0.1178472 38.9190297, -0.1178912 38.9189966, -0.1180012 38.9189041, -0.1180389 38.9188687, -0.1180582 38.9188445, -0.1180736 38.918812)",,,
243189945,False,2,N-332,Carretera del Poeta Querol,primary,50,False,58.097,"LINESTRING (-0.117816 38.9190643, -0.1178036 38.9190902, -0.1177964 38.9191203, -0.1177943 38.9191737, -0.1177968 38.9192127, -0.1178203 38.919584)",,,
183311556,True,,,Carrer de Sanchis Mayans,residential,40,False,5.682,"LINESTRING (-0.1207759 38.9214593, -0.1207767 38.9215104)",yes,,
243189940,False,2,N-332,Carretera Alejandro Cardona,primary,50,False,80.54,"LINESTRING (-0.1207759 38.9214593, -0.1208218 38.9214612, -0.1208554 38.9214611, -0.1209068 38.9214616, -0.1210024 38.9214583, -0.1212628 38.9214448, -0.1217048 38.921418)",,,
243189942,False,2,N-332,Carretera del Convent,primary,50,True,50.370000000000005,"LINESTRING (-0.1207759 38.9214593, -0.1207313 38.9214547, -0.1206817 38.9214472, -0.1205874 38.9214284, -0.1202095 38.9213554)",,,
184420803,True,,,Plaça d'Alonso,residential,40,False,16.897,"LINESTRING (-0.1227103 38.9214424, -0.1227322 38.9212914)",yes,,
243189936,False,2,N-332,Carretera de Gandia,primary,50,False,16.683,"LINESTRING (-0.1227103 38.9214424, -0.1228483 38.9215472)",,,
243189940,False,2,N-332,Carretera Alejandro Cardona,primary,50,True,14.205,"LINESTRING (-0.1227103 38.9214424, -0.1226876 38.9214278, -0.1226467 38.9214122, -0.1225632 38.9213878)",,,
"[664185449, 226938660, 243330510]",True,,,"['Carrer de la Verge de les Aigües Vives', 'Plaça de Camatxo']",residential,30,False,234.83399999999995,"LINESTRING (-0.1242233 38.9184578, -0.1242778 38.9184419, -0.1243023 38.9184467, -0.1243208 38.9184581, -0.1244069 38.9185284, -0.1244384 38.9185573, -0.1244862 38.9186093, -0.1245337 38.9186683, -0.1246115 38.9187778, -0.1246453 38.918814, -0.1246859 38.9188518, -0.124748 38.918897, -0.1248121 38.9189437, -0.1248485 38.9189728, -0.1248758 38.9189874, -0.1249178 38.9189952, -0.1249479 38.9189983, -0.1250023 38.9189972, -0.1250766 38.9189958, -0.1251781 38.9190061, -0.1252133 38.9190086, -0.1252534 38.9190087, -0.1252867 38.9190074, -0.1253339 38.9190031, -0.1254452 38.9189925, -0.1254938 38.9189933, -0.1255649 38.9189973, -0.1255896 38.9190008, -0.1256171 38.9190101, -0.125637 38.9190169, -0.1258511 38.9191413, -0.125906 38.9191732, -0.1259328 38.9191858, -0.1259727 38.9192008, -0.1260122 38.91921, -0.1260548 38.9192181, -0.1260968 38.9192239, -0.1261188 38.9192264, -0.1262001 38.9192302, -0.1263276 38.9192354, -0.1265097 38.9192344)",yes,,
243327075,True,,,Carrer del Barranc,residential,30,False,150.291,"LINESTRING (-0.1242233 38.9184578, -0.1242451 38.9184884, -0.1242989 38.9185324, -0.124369 38.9185936, -0.1244217 38.9186556, -0.1244522 38.9186996, -0.1244974 38.9187685, -0.1245314 38.9188203, -0.1247383 38.9191718, -0.1247492 38.9191974, -0.1247728 38.9192527, -0.1248084 38.9193613, -0.1248334 38.9194477, -0.1248762 38.919626, -0.1248879 38.9196855)",yes,,
182107819,True,,,Avinguda Loygorri,tertiary,40,False,45.407,"LINESTRING (-0.1170987 38.9193754, -0.1166396 38.9195733)",yes,,
183023902,True,,,Carrer de Francesc Ferrer i Pastor,residential,40,False,96.286,"LINESTRING (-0.1170987 38.9193754, -0.1165478 38.918623)",yes,,
182034525,True,,,,tertiary,,False,17.93,"LINESTRING (-0.1261397 38.9247364, -0.1262077 38.9247426, -0.1262429 38.9247373, -0.1262743 38.9247272, -0.1262896 38.9247188, -0.1263017 38.9247109, -0.1263256 38.9246916)",,,
616710935,True,1,,,tertiary,,False,28.528,"LINESTRING (-0.1216091 38.9245154, -0.1216447 38.924544, -0.1216943 38.92457, -0.1217498 38.9245875, -0.1218087 38.9245956, -0.1218685 38.9245941, -0.1219066 38.9245867)",,roundabout,
235053696,False,,,Avinguda del Morer,tertiary,40,False,61.916,"LINESTRING (-0.1182188 38.9229581, -0.117799 38.9233524, -0.1177622 38.9233869)",yes,,
516674770,False,,,Carrer Joan Roig de Corella,residential,40,True,83.94800000000001,"LINESTRING (-0.1182188 38.9229581, -0.1186595 38.9232319, -0.1189771 38.9234292)",yes,,
182896947,True,,,Carrer de Guillem de Castro,tertiary,40,False,56.716,"LINESTRING (-0.1177622 38.9233869, -0.117255 38.9230637)",,,
235053696,False,,,Avinguda del Morer,tertiary,40,True,61.916,"LINESTRING (-0.1177622 38.9233869, -0.117799 38.9233524, -0.1182188 38.9229581)",yes,,
182896947,True,,,Carrer de Guillem de Castro,tertiary,40,False,38.648,"LINESTRING (-0.1167263 38.9227359, -0.1163871 38.9225097)",,,
183029136,True,,,Carrer de les Fonts,residential,40,False,67.70700000000001,"LINESTRING (-0.1167263 38.9227359, -0.1166799 38.9227765, -0.1162598 38.9231768, -0.1162291 38.9232061)",,,
182896947,True,,,Carrer de Guillem de Castro,tertiary,40,False,15.125,"LINESTRING (-0.1154415 38.9219129, -0.115307 38.921826)",,,
513827812,True,,,Carrer de Gabriel Miró,residential,40,False,98.666,"LINESTRING (-0.1154415 38.9219129, -0.1161533 38.9212196)",,,
616710935,True,1,,,tertiary,,False,31.483,"LINESTRING (-0.1219066 38.9245867, -0.1219266 38.9245829, -0.1219805 38.9245625, -0.1220277 38.9245339, -0.1220663 38.9244984, -0.1220962 38.9244543, -0.1221127 38.9244061, -0.122114 38.9243784)",,roundabout,
184419358,True,,,Carrer Constitució,residential,40,False,103.644,"LINESTRING (-0.1179651 38.9204711, -0.1186068 38.920238, -0.1190516 38.9200784)",yes,,
243189942,False,2,N-332,Carretera del Convent,primary,50,False,33.903000000000006,"LINESTRING (-0.1179651 38.9204711, -0.1179955 38.9204906, -0.1180397 38.9205153, -0.1182896 38.9206417)",,,
243189945,False,2,N-332,Carretera del Poeta Querol,primary,50,True,52.32,"LINESTRING (-0.1179651 38.9204711, -0.1179264 38.9204378, -0.1179044 38.9204142, -0.117889 38.9203897, -0.1178771 38.9203625, -0.117871 38.920337, -0.117868 38.9203026, -0.11785 38.9200229)",,,
616710935,True,1,,,tertiary,,False,19.634,"LINESTRING (-0.1215432 38.9243511, -0.1215424 38.9243812, -0.1215508 38.9244273, -0.1215713 38.9244711, -0.1216031 38.9245105, -0.1216091 38.9245154)",,roundabout,
116632771,True,1,,Passeig Jaume I,tertiary,40,False,110.002,"LINESTRING (-0.1217633 38.924157, -0.121651 38.9240778, -0.1207845 38.9235257)",yes,,
616710935,True,1,,,tertiary,,False,30.716,"LINESTRING (-0.1217633 38.924157, -0.1217458 38.9241595, -0.121687 38.9241792, -0.1216352 38.9242085, -0.1215931 38.9242461, -0.1215628 38.92429, -0.1215464 38.9243347, -0.1215432 38.9243511)",,roundabout,
183400345,True,,,Carrer de l'Alcalde Francisco Llorca,tertiary,40,False,117.092,"LINESTRING (-0.1220173 38.9242049, -0.1228719 38.9233883)",yes,,
616710935,True,1,,,tertiary,,False,23.499000000000002,"LINESTRING (-0.1220173 38.9242049, -0.1219912 38.924189, -0.1219346 38.9241656, -0.1218728 38.9241525, -0.1218088 38.9241504, -0.1217633 38.924157)",,roundabout,
129476970,False,,,Carrer de Sabin i Salk,residential,40,False,66.317,"LINESTRING (-0.1163085 38.9174563, -0.1157888 38.9170179)",yes,,
129476941,True,,,Carrer de Salvador Mestre Parra,residential,40,False,122.963,"LINESTRING (-0.1163085 38.9174563, -0.1163392 38.9174788, -0.1163651 38.917505, -0.1170149 38.9184138)",yes,,
192139906,True,,,Carrer de les monges Clarisses,residential,40,False,55.504,"LINESTRING (-0.1163085 38.9174563, -0.1167102 38.9171603, -0.1167741 38.9171129)",,,
