osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge,ref
1173961297,False,2,Avenida da Concordia,trunk,30,True,26.062,"LINESTRING (-8.642715 42.0539005, -8.6427538 42.0536679)",,,
91904910,False,,Rúa Prolongación Alcalde Casal Aboy,residential,,False,25.484,"LINESTRING (-8.642715 42.0539005, -8.6428072 42.0539051, -8.6428776 42.0538903, -8.6429219 42.0538637, -8.6429534 42.0538042)",,,
23701955,True,1,Rúa de Calvo Sotelo,trunk,20,False,51.81,"LINESTRING (-8.6441729 42.0483206, -8.6441463 42.048339, -8.6440451 42.0484742, -8.6439802 42.048561, -8.6438607 42.0487233)",,,
91910942,True,1,Rúa Ordóñez,living_street,10,False,10.1,"LINESTRING (-8.6453921 42.0467573, -8.6452718 42.0467737)",,,
1173961298,False,,Rúa de Calvo Sotelo,living_street,,True,22.529,"LINESTRING (-8.6453921 42.0467573, -8.6452386 42.0469248)",,,
48468180,True,,Travesía do Foxo,residential,,False,39.899,"LINESTRING (-8.6450003 42.0481864, -8.6447918 42.0485101)",,,
48468179,False,,Rúa do Foxo,residential,,True,44.319,"LINESTRING (-8.6458371 42.0484727, -8.6458085 42.0480747)",,,
91910945,True,,Rúa de Rosa Bahamonde,residential,,False,76.077,"LINESTRING (-8.6458371 42.0484727, -8.6450003 42.0481864)",,,
91910938,False,,,residential,,False,48.329,"LINESTRING (-8.6464558 42.0486652, -8.6462694 42.0482532)",,,
165521498,False,,Rúa de Rosa Baamonde,residential,,False,14.592,"LINESTRING (-8.6464558 42.0486652, -8.6466229 42.0487079)",,,
165521498,False,,Rúa de Rosa Baamonde,residential,,True,50.815,"LINESTRING (-8.6464558 42.0486652, -8.6458838 42.0484966)",,,
91910938,False,,,residential,,True,48.329,"LINESTRING (-8.6462694 42.0482532, -8.6464558 42.0486652)",,,
48468179,False,,Rúa do Foxo,residential,,False,123.56500000000001,"LINESTRING (-8.6457335 42.0469649, -8.6457717 42.0476234, -8.6457937 42.0478934, -8.6458085 42.0480747)",,,
48468179,False,,Rúa do Foxo,residential,,False,44.319,"LINESTRING (-8.6458085 42.0480747, -8.6458371 42.0484727)",,,
48468179,False,,Rúa do Foxo,residential,,True,123.565,"LINESTRING (-8.6458085 42.0480747, -8.6457937 42.0478934, -8.6457717 42.0476234, -8.6457335 42.0469649)",,,
48468180,True,,Travesía do Foxo,residential,,False,93.537,"LINESTRING (-8.6458085 42.0480747, -8.6452032 42.0478724, -8.6450003 42.0481864)",,,
