osmid,lanes,ref,highway,oneway,reversed,length,geometry,maxspeed,name,bridge
487537646,2,TF-51,primary,False,True,122.316,"LINESTRING (-16.6845338 28.0952277, -16.6844823 28.0952589, -16.6844483 28.0952766, -16.6843986 28.0952997, -16.6843047 28.0953337, -16.6842327 28.0953556, -16.6841294 28.0953825, -16.6839663 28.0954256, -16.6838649 28.0954569, -16.68379 28.0954857, -16.6836425 28.0955509, -16.6835762 28.0955835, -16.6835159 28.0956251, -16.6834589 28.0956716, -16.6834255 28.0957032)",,,
26729698,2,,tertiary,False,False,63.56899999999999,"LINESTRING (-16.6817066 28.0976726, -16.6814925 28.0977936, -16.681393 28.0978428, -16.6812964 28.0978893, -16.6812578 28.0979152, -16.6812268 28.0979395, -16.6811999 28.0979753, -16.6811856 28.0979996)",,,
83274408,2,TF-51,primary,False,False,273.747,"LINESTRING (-16.6817066 28.0976726, -16.682091 28.0974367, -16.6821713 28.0973736, -16.682228 28.0973188, -16.6823021 28.0972322, -16.6823715 28.0971436, -16.6824236 28.0970718, -16.6824778 28.0969895, -16.6825697 28.0968321, -16.6826787 28.096649, -16.6827985 28.0964758, -16.6829419 28.0962777, -16.6830898 28.0960873, -16.6831983 28.0959518, -16.6832549 28.0958824, -16.6833136 28.095817, -16.6833842 28.0957444)",,,
487537651,2,TF-51,primary,False,True,132.203,"LINESTRING (-16.6817066 28.0976726, -16.681779 28.0978514, -16.681804 28.0979226, -16.6820619 28.0988187)",40,,
85391501,,TF-51,primary,False,False,520.718,"LINESTRING (-16.684228 28.1040924, -16.6841637 28.1039883, -16.6840899 28.1038866, -16.6838612 28.1036579, -16.6836246 28.103438, -16.683325 28.1031595, -16.6828582 28.1027259, -16.6823742 28.1022992, -16.6820865 28.1020534, -16.6819275 28.1019324, -16.6818524 28.1018748, -16.6814915 28.1016359, -16.68142 28.1015814, -16.6813845 28.1015386, -16.6813591 28.101495, -16.6813428 28.101445, -16.6813357 28.1013914, -16.6813416 28.1013403, -16.681356 28.1012856, -16.6813822 28.1012389, -16.6814345 28.1011817, -16.6814921 28.1011486, -16.6815706 28.1011208, -16.6816791 28.1011114, -16.6821114 28.1010776, -16.6822079 28.1010603)",40,,
26729701,,,residential,True,False,71.287,"LINESTRING (-16.679458 28.100662, -16.6796566 28.1000453)",,Calle Nueva,
26729834,,,residential,False,True,36.318,"LINESTRING (-16.679458 28.100662, -16.6793526 28.1009751)",,Calle La Bodega,
28525817,,,residential,False,True,77.249,"LINESTRING (-16.679458 28.100662, -16.679134 28.1005893, -16.6786935 28.1004952)",40,,
26729833,,,residential,False,True,29.781,"LINESTRING (-16.6782676 28.1003962, -16.6783362 28.1001353)",,Callejón Virgen Dolores,
28525817,,,residential,False,False,43.202,"LINESTRING (-16.6782676 28.1003962, -16.6786935 28.1004952)",40,,
28525817,,,residential,False,True,69.73,"LINESTRING (-16.6782676 28.1003962, -16.6775737 28.1002599)",40,,
26729699,,,residential,True,False,42.174,"LINESTRING (-16.6813181 28.1003547, -16.6813085 28.1001742, -16.681284 28.0999768)",,Calle Domínguez Alfonso,
83274174,,,residential,False,False,64.175,"LINESTRING (-16.6813181 28.1003547, -16.6812995 28.1003574, -16.6806739 28.1004555)",,Calle Cruz de San Antonio,
28525837,,,residential,True,False,40.63,"LINESTRING (-16.6845527 28.0961906, -16.684569 28.0961044, -16.6845397 28.0958276)",40,Calle Mejora,
28526996,,,residential,False,False,59.574,"LINESTRING (-16.6845527 28.0961906, -16.6846179 28.0962121, -16.6847422 28.0961599, -16.6847596 28.0961052, -16.6847422 28.0958095)",,Calle El Pilon,
28525837,,,residential,True,False,23.048000000000002,"LINESTRING (-16.6843561 28.0962965, -16.684429 28.0962795, -16.6845527 28.0961906)",40,Calle Mejora,
237839441,,,residential,False,False,19.537,"LINESTRING (-16.6843561 28.0962965, -16.6843385 28.0963586, -16.6844067 28.0964527)",,,
26729874,,,residential,True,False,127.87,"LINESTRING (-16.6832935 28.0965857, -16.6832841 28.0965393, -16.6837337 28.0959726, -16.6837457 28.0959413, -16.6837265 28.0959151, -16.6835425 28.0958216, -16.6833842 28.0957444)",,Callejón los Asientos,
28525837,,,residential,True,False,114.28499999999998,"LINESTRING (-16.6832935 28.0965857, -16.6834676 28.0965125, -16.6839271 28.0962799, -16.6840585 28.0962463, -16.6841526 28.0962456, -16.6843561 28.0962965)",40,Calle Mejora,
26729697,,,residential,True,False,65.898,"LINESTRING (-16.68238 28.0984884, -16.682787 28.0980169)",,Calle Villarreal,
28525832,,,residential,False,False,66.078,"LINESTRING (-16.68238 28.0984884, -16.6820329 28.0982842, -16.6820958 28.0980649)",,,
28525835,,,residential,False,False,48.902,"LINESTRING (-16.68238 28.0984884, -16.6821256 28.0987921, -16.6820619 28.0988187)",,Calle Villarreal,
28525828,,,residential,False,False,46.204,"LINESTRING (-16.6820958 28.0980649, -16.6822051 28.0980278, -16.6824171 28.0977778)",40,Avenida de la Constitución,
28525832,,,residential,False,True,66.078,"LINESTRING (-16.6820958 28.0980649, -16.6820329 28.0982842, -16.68238 28.0984884)",,,
"[487537648, 217806105, 28525827]",,,residential,False,True,44.834,"LINESTRING (-16.6820958 28.0980649, -16.6819529 28.0980997, -16.6817694 28.0981368, -16.6816495 28.098148)",40,Avenida de la Constitución,yes
26729698,2,,tertiary,False,False,19.997,"LINESTRING (-16.6811856 28.0979996, -16.6811727 28.098036, -16.6811647 28.0980766, -16.6811712 28.0981199, -16.6812007 28.0981704)",,,
26729698,2,,tertiary,False,True,63.569,"LINESTRING (-16.6811856 28.0979996, -16.6811999 28.0979753, -16.6812268 28.0979395, -16.6812578 28.0979152, -16.6812964 28.0978893, -16.681393 28.0978428, -16.6814925 28.0977936, -16.6817066 28.0976726)",,,
"[26729696, 217806105]",,,residential,False,False,44.207,"LINESTRING (-16.6812007 28.0981704, -16.6812295 28.0981624, -16.6812631 28.0981585, -16.6814302 28.0981549, -16.6816495 28.098148)",,Avenida de la Constitución,
26729698,2,,tertiary,False,True,19.997,"LINESTRING (-16.6812007 28.0981704, -16.6811712 28.0981199, -16.6811647 28.0980766, -16.6811727 28.098036, -16.6811856 28.0979996)",,,
26729702,,,residential,True,False,53.730000000000004,"LINESTRING (-16.6812007 28.0981704, -16.6811814 28.0981882, -16.6811577 28.0982274, -16.6810134 28.0984855, -16.6809178 28.0985796)",,Calle Duque de la Torre,
"[487537648, 217806105, 28525827]",,,residential,False,False,44.834,"LINESTRING (-16.6816495 28.098148, -16.6817694 28.0981368, -16.6819529 28.0980997, -16.6820958 28.0980649)",40,Avenida de la Constitución,yes
"[26729696, 217806105]",,,residential,False,True,44.207,"LINESTRING (-16.6816495 28.098148, -16.6814302 28.0981549, -16.6812631 28.0981585, -16.6812295 28.0981624, -16.6812007 28.0981704)",,Avenida de la Constitución,
26729699,,,residential,True,False,43.95,"LINESTRING (-16.6813192 28.0996078, -16.6814092 28.0992206)",,Calle Domínguez Alfonso,
706028241,2,TF-51,primary,False,True,22.341,"LINESTRING (-16.6823973 28.0996259, -16.6824933 28.0998081)",40,,
26729700,,,residential,True,False,106.277,"LINESTRING (-16.6823973 28.0996259, -16.6823318 28.0996474, -16.6813192 28.0996078)",,Calle González del Yerro,
706028241,2,TF-51,primary,False,False,95.76,"LINESTRING (-16.6823973 28.0996259, -16.6823683 28.0995722, -16.6822816 28.0993993, -16.6822019 28.0992223, -16.6821584 28.0991123, -16.6821253 28.099012, -16.6820619 28.0988187)",40,,
26729699,,,residential,True,False,74.124,"LINESTRING (-16.6814092 28.0992206, -16.6815561 28.0985667)",,Calle Domínguez Alfonso,
26729695,,,residential,False,False,105.15999999999998,"LINESTRING (-16.6806739 28.1004555, -16.6808153 28.1008828, -16.6808593 28.1009533, -16.680901 28.1009789, -16.6809404 28.1010423, -16.6809416 28.1010842, -16.6809299 28.1011196, -16.6808543 28.1011786, -16.6807283 28.1012555)",,,
