osmid,name,highway,junction,oneway,reversed,length,geometry,ref,lanes,maxspeed,width
26647521,Glorieta Gerente Carlos Moreno,secondary,roundabout,True,False,50.272999999999996,"LINESTRING (-6.0476061 37.3727902, -6.0475725 37.3729, -6.0475946 37.3730117, -6.047669 37.373108, -6.0477843 37.3731742)",,,,
26647521,Glorieta Gerente Carlos Moreno,secondary,roundabout,True,False,21.154,"LINESTRING (-6.0477843 37.3731742, -6.0478999 37.3731989, -6.0480193 37.3731924)",,,,
26652523,Avenida de Blas Infante,residential,,False,False,84.184,"LINESTRING (-6.0477843 37.3731742, -6.047701 37.3732687, -6.0472504 37.3738012)",,,,
26647521,Glorieta Gerente Carlos Moreno,secondary,roundabout,True,False,28.450000000000003,"LINESTRING (-6.0482442 37.3730628, -6.0482862 37.3729844, -6.0482975 37.3728996, -6.048277 37.3728158)",,,,
26647521,Glorieta Gerente Carlos Moreno,secondary,roundabout,True,False,41.441,"LINESTRING (-6.0481761 37.3726965, -6.0480397 37.3726359, -6.0478838 37.3726265, -6.0477374 37.3726701)",,,,
26647521,Glorieta Gerente Carlos Moreno,secondary,roundabout,True,False,17.691,"LINESTRING (-6.0477374 37.3726701, -6.0476061 37.3727902)",,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,4.357,"LINESTRING (-6.0454246 37.3804735, -6.0454608 37.3804469)",SE-3403,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,3.384,"LINESTRING (-6.0454399 37.3802627, -6.0454078 37.3802461)",SE-3403,,,
26651768,Calle Alcalde Ricardo Fernández Cuello,tertiary,,True,False,22.818,"LINESTRING (-6.0454078 37.3802461, -6.0452519 37.3800825)",SE-3403,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,19.002000000000002,"LINESTRING (-6.0454078 37.3802461, -6.0453564 37.3802337, -6.0453026 37.3802351, -6.0452523 37.3802501, -6.0452107 37.3802772)",SE-3403,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,3.48,"LINESTRING (-6.0452107 37.3802772, -6.0451884 37.380303)",SE-3403,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,2.45,"LINESTRING (-6.045225 37.3804618, -6.0452472 37.380475)",SE-3403,,,
30662588,Glorieta el Salado,tertiary,roundabout,True,False,16.492,"LINESTRING (-6.0452472 37.380475, -6.0452994 37.3804919, -6.0453557 37.3804939, -6.0454096 37.3804807, -6.0454246 37.3804735)",SE-3403,,,
30663021,Calle Alcalde Ricardo Fernández Cuello,tertiary,,False,False,217.55299999999997,"LINESTRING (-6.0452519 37.3800825, -6.0452497 37.3800375, -6.0452065 37.3795976, -6.0452013 37.3795068, -6.0451975 37.3794397, -6.0451988 37.3792824, -6.0452267 37.3790795, -6.0452566 37.3789499, -6.0454865 37.3782136, -6.045502 37.3781545)",SE-3403,2,,
30663022,Calle Alcalde Ricardo Fernández Cuello,tertiary,,True,False,21.954,"LINESTRING (-6.0452519 37.3800825, -6.0452264 37.3802042, -6.0452107 37.3802772)",SE-3403,,,
26664203,Calle Alcalde Ricardo Fernández Cuello,tertiary,,True,False,26.221999999999998,"LINESTRING (-6.045502 37.3781545, -6.0455446 37.3781024, -6.0455831 37.3780014, -6.0455981 37.3779343)",SE-3403,1,,
30663021,Calle Alcalde Ricardo Fernández Cuello,tertiary,,False,True,217.55300000000003,"LINESTRING (-6.045502 37.3781545, -6.0454865 37.3782136, -6.0452566 37.3789499, -6.0452267 37.3790795, -6.0451988 37.3792824, -6.0451975 37.3794397, -6.0452013 37.3795068, -6.0452065 37.3795976, -6.0452497 37.3800375, -6.0452519 37.3800825)",SE-3403,2,,
172228048,Glorieta Doña Elvira,tertiary,roundabout,True,False,6.529,"LINESTRING (-6.0455696 37.3778354, -6.0455608 37.3777771)",SE-3403,,,
