osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,tunnel
265884211,Avenida de Juan Carlos I,primary,False,False,429.23,"LINESTRING (-4.7302827 37.6684506, -4.730465 37.6686637, -4.7306319 37.6688672, -4.7306979 37.6690964, -4.7307692 37.6696849, -4.7308266 37.6704743, -4.7308487 37.6707094, -4.7309264 37.6715345, -4.7308466 37.6722116)",,,,
265884211,Avenida de Juan Carlos I,primary,False,True,52.788,"LINESTRING (-4.7302827 37.6684506, -4.7300291 37.668327, -4.7298701 37.6682511, -4.7298324 37.6682331, -4.7297677 37.6682077)",,,,
86828621,Carretera de La Rambla,tertiary,False,False,216.399,"LINESTRING (-4.7280164 37.6673624, -4.7280638 37.6673152, -4.7284796 37.666636, -4.7286168 37.6663857, -4.7287192 37.6661989, -4.7289272 37.6658602, -4.7291419 37.6656402)",CO-3206,,,
411586051,,tertiary,True,False,7.6690000000000005,"LINESTRING (-4.7280164 37.6673624, -4.7279757 37.6673502, -4.7279321 37.6673497)",CO-3206,,,
86828621,Carretera de La Rambla,tertiary,False,True,216.39900000000003,"LINESTRING (-4.7291419 37.6656402, -4.7289272 37.6658602, -4.7287192 37.6661989, -4.7286168 37.6663857, -4.7284796 37.666636, -4.7280638 37.6673152, -4.7280164 37.6673624)",CO-3206,,,
411586380,,residential,True,False,15.294,"LINESTRING (-4.7291419 37.6656402, -4.7291827 37.6656727, -4.7292327 37.6656959, -4.7292885 37.6657082)",,,,
411586050,,tertiary,True,False,9.058,"LINESTRING (-4.7279773 37.6675475, -4.7280178 37.6675349, -4.7280505 37.6675123, -4.7280596 37.6675019)",CO-3206,,,
1154094381,,residential,False,False,60.391999999999996,"LINESTRING (-4.7279773 37.6675475, -4.7282636 37.6676733, -4.7284053 37.6677237, -4.7285932 37.6677852)",,,,
411586051,,tertiary,True,False,7.6530000000000005,"LINESTRING (-4.7280712 37.6674145, -4.7280496 37.6673847, -4.7280164 37.6673624)",CO-3206,,,
1154094368,,residential,False,True,150.70499999999998,"LINESTRING (-4.7280712 37.6674145, -4.7294133 37.6679645, -4.729587 37.6680444)",,,,
