osmid,oneway,highway,reversed,length,junction,geometry,name,maxspeed,lanes
269071259,True,tertiary,False,88.14399999999999,,"LINESTRING (2.1178065 41.5092767, 2.1171507 41.5097439, 2.1170396 41.5098231)",Carrer Tibidabo,30,
675962272,True,tertiary,False,94.396,,"LINESTRING (2.1208579 41.5083557, 2.1208125 41.5083159, 2.1205307 41.508101, 2.1202692 41.5078988, 2.1202373 41.5078767, 2.120152 41.5078522, 2.1201142 41.5078433, 2.1200764 41.5078345, 2.1200057 41.507826)",Avinguda d'Urgell,30,
574876059,False,residential,False,69.159,,"LINESTRING (2.1181989 41.5107124, 2.1187896 41.510859, 2.1189934 41.5108912)",Carrer d'Amposta,,
665489424,True,residential,False,75.914,,"LINESTRING (2.1181989 41.5107124, 2.1181636 41.5107455, 2.1178242 41.511144, 2.1177346 41.5112977)",Carrer del Pedraforca,,
124661767,True,residential,False,74.291,,"LINESTRING (2.118552 41.5087241, 2.1186013 41.5087606, 2.1191356 41.5091561, 2.1191865 41.5091938)",Carrer del Penedès,,
269071259,True,tertiary,False,87.344,,"LINESTRING (2.118552 41.5087241, 2.1184833 41.508775, 2.1178914 41.5092137, 2.1178065 41.5092767)",Carrer Tibidabo,30,
124661772,True,residential,False,72.015,,"LINESTRING (2.1184134 41.5097381, 2.1178515 41.5093109, 2.1178065 41.5092767)",Carrer del Maresme,,
664374291,True,residential,False,88.358,,"LINESTRING (2.1184134 41.5097381, 2.1191298 41.5092337, 2.1191865 41.5091938)",Carrer dels Pirineus,,
124661753,True,residential,False,22.605000000000004,,"LINESTRING (2.1165519 41.5118571, 2.1165713 41.5118694, 2.1165976 41.5119094, 2.1166022 41.5119663, 2.1165825 41.5120084, 2.1165481 41.5120364)",Plaça del Vallès,,
124661764,True,residential,False,73.265,,"LINESTRING (2.1170396 41.5098231, 2.1170931 41.5098645, 2.1176241 41.5102752, 2.1176516 41.5102965)",Carrer de l'Empordà,,
269071259,True,tertiary,False,81.974,,"LINESTRING (2.1170396 41.5098231, 2.1164145 41.5102774, 2.1163331 41.5103365)",Carrer Tibidabo,30,
664374291,True,residential,False,77.681,,"LINESTRING (2.116274 41.5113084, 2.1169493 41.5108264)",Carrer dels Pirineus,,
124661753,True,residential,False,22.749000000000002,,"LINESTRING (2.1163115 41.5120321, 2.1162727 41.5119911, 2.1162615 41.5119473, 2.1162781 41.5118901, 2.1163127 41.5118538, 2.11632 41.5118501)",Plaça del Vallès,,
124661744,False,residential,True,45.976,,"LINESTRING (2.11632 41.5118501, 2.1162689 41.5118109, 2.1159863 41.5115943, 2.1159342 41.5115543)",Carrer de l'Aneto,,
124661753,True,residential,False,21.500999999999998,,"LINESTRING (2.11632 41.5118501, 2.1163618 41.5118285, 2.1163934 41.5118204, 2.1164529 41.5118178, 2.1165099 41.5118306, 2.1165519 41.5118571)",Plaça del Vallès,,
124661764,True,residential,False,64.928,,"LINESTRING (2.1176516 41.5102965, 2.1177038 41.5103369, 2.1181617 41.5106842, 2.1181989 41.5107124)",Carrer de l'Empordà,,
664374291,True,residential,False,88.764,,"LINESTRING (2.1176516 41.5102965, 2.1176992 41.5102616, 2.1184134 41.5097381)",Carrer dels Pirineus,,
124661755,True,residential,False,73.831,,"LINESTRING (2.117183 41.5113907, 2.1165889 41.5118298, 2.1165519 41.5118571)",Carrer de Poblet,,
124661759,True,residential,False,173.966,,"LINESTRING (2.1191865 41.5091938, 2.1192295 41.5091597, 2.1194467 41.5089871, 2.1195513 41.5088786, 2.1197216 41.5086641, 2.1198906 41.508403, 2.1200019 41.5081776, 2.1200555 41.508027, 2.1200528 41.5079507, 2.1200345 41.5079054, 2.1200126 41.5078647, 2.1199861 41.5078263)",Carrer dels Pirineus,,
124661767,True,residential,False,70.609,,"LINESTRING (2.1191865 41.5091938, 2.1192226 41.5092222, 2.119713 41.5096079, 2.1197712 41.5096537)",Carrer del Penedès,,
124661742,True,residential,False,74.137,,"LINESTRING (2.1156511 41.510832, 2.1157021 41.510871, 2.1162404 41.5112827, 2.116274 41.5113084)",Carrer de Prades,,
269071259,True,tertiary,False,62.472,,"LINESTRING (2.1156511 41.510832, 2.1152764 41.5111107, 2.1151241 41.5112318)",Carrer Tibidabo,30,
124665461,False,residential,False,101.41400000000002,,"LINESTRING (2.1147766 41.5086276, 2.1149799 41.5087911, 2.1151124 41.5088976, 2.1155082 41.5092038, 2.1156168 41.5092878)",Carrer de Santander,,
125103057,False,residential,False,226.511,,"LINESTRING (2.1147766 41.5086276, 2.1149463 41.5085021, 2.1149983 41.5084637, 2.1150866 41.5083918, 2.1151573 41.5083421, 2.1154975 41.5080944, 2.1155782 41.5080357, 2.1162209 41.5075678, 2.1162748 41.5075286, 2.1163231 41.5074934, 2.1166122 41.5072829, 2.1167213 41.5072035)",Avinguda de Burgos,50,2
"[125103056, 125103057, 124654153]",False,residential,True,159.493,,"LINESTRING (2.1147766 41.5086276, 2.1146298 41.5087349, 2.1141773 41.5090654, 2.1138782 41.5092839, 2.1137369 41.5093874, 2.1135785 41.5095035, 2.1134062 41.5096297)",Avinguda de Burgos,50,2
125015997,False,residential,False,57.646,,"LINESTRING (2.1152866 41.5103427, 2.115384 41.510273, 2.1154045 41.5102706, 2.1154367 41.5102766, 2.1154832 41.5103132, 2.1155279 41.510359, 2.1155154 41.5104016, 2.1154715 41.5104373, 2.1154206 41.5104373, 2.115383 41.5104233, 2.1152866 41.5103427)",Carrer d'Oviedo,,
125015997,False,residential,True,57.646,,"LINESTRING (2.1152866 41.5103427, 2.115383 41.5104233, 2.1154206 41.5104373, 2.1154715 41.5104373, 2.1155154 41.5104016, 2.1155279 41.510359, 2.1154832 41.5103132, 2.1154367 41.5102766, 2.1154045 41.5102706, 2.115384 41.510273, 2.1152866 41.5103427)",Carrer d'Oviedo,,
125015997,False,residential,True,79.756,,"LINESTRING (2.1152866 41.5103427, 2.1147375 41.5107358, 2.1147184 41.5107495, 2.1145943 41.5108384)",Carrer d'Oviedo,,
125016003,False,residential,False,38.334,,"LINESTRING (2.1138071 41.5102226, 2.1139287 41.5101334, 2.1141359 41.5099813)",Carrer de Segòvia,,
125103059,True,tertiary,False,47.592,,"LINESTRING (2.1138071 41.5102226, 2.1140557 41.5104171, 2.1140637 41.5104234, 2.1142023 41.5105318)",Avinguda de la Via de la Plata,,1
125015997,False,residential,False,79.756,,"LINESTRING (2.1145943 41.5108384, 2.1147184 41.5107495, 2.1147375 41.5107358, 2.1152866 41.5103427)",Carrer d'Oviedo,,
125103059,True,tertiary,False,45.761,,"LINESTRING (2.1145943 41.5108384, 2.1148679 41.5110488, 2.1149775 41.5111334)",Avinguda de la Via de la Plata,,1
125016003,False,residential,False,109.661,,"LINESTRING (2.1141359 41.5099813, 2.1144103 41.5097849, 2.1144416 41.5097524, 2.1144443 41.5097203, 2.1144264 41.5096805, 2.1143665 41.5096379, 2.1143048 41.5096299, 2.1142628 41.5096484, 2.1140205 41.5098307, 2.114012 41.509871, 2.1140429 41.5099055, 2.1141359 41.5099813)",Carrer de Segòvia,,
125016003,False,residential,True,109.661,,"LINESTRING (2.1141359 41.5099813, 2.1140429 41.5099055, 2.114012 41.509871, 2.1140205 41.5098307, 2.1142628 41.5096484, 2.1143048 41.5096299, 2.1143665 41.5096379, 2.1144264 41.5096805, 2.1144443 41.5097203, 2.1144416 41.5097524, 2.1144103 41.5097849, 2.1141359 41.5099813)",Carrer de Segòvia,,
125016003,False,residential,True,38.334,,"LINESTRING (2.1141359 41.5099813, 2.1139287 41.5101334, 2.1138071 41.5102226)",Carrer de Segòvia,,
124655595,False,residential,False,103.916,,"LINESTRING (2.1177478 41.5078782, 2.1169998 41.5072998, 2.1168796 41.5072069)",Avinguda de Saragossa,,
124655595,False,residential,True,104.79100000000001,,"LINESTRING (2.1177478 41.5078782, 2.1178585 41.5079637, 2.1181704 41.5082061, 2.1183524 41.5083456, 2.1184936 41.5084547, 2.1186234 41.5085551)",Avinguda de Saragossa,,
125064394,False,residential,False,76.56099999999999,,"LINESTRING (2.1177478 41.5078782, 2.1175977 41.507984, 2.1173116 41.5081857, 2.1172552 41.5082178, 2.1171962 41.5082359, 2.1170863 41.5082499, 2.1170138 41.508262)",,,
125064394,False,residential,True,76.561,,"LINESTRING (2.1170138 41.508262, 2.1170863 41.5082499, 2.1171962 41.5082359, 2.1172552 41.5082178, 2.1173116 41.5081857, 2.1175977 41.507984, 2.1177478 41.5078782)",,,
269071265,True,tertiary,False,5.844,roundabout,"LINESTRING (2.1149775 41.5111334, 2.1150245 41.5111343, 2.1150466 41.5111395)",,,
269071265,True,tertiary,False,12.88,roundabout,"LINESTRING (2.1150466 41.5111395, 2.1150612 41.5111449, 2.1150907 41.5111626, 2.115108 41.5111804, 2.1151201 41.5112029, 2.1151241 41.5112318)",,,
"[1253917960, 1253917959]",True,tertiary,False,221.199,,"LINESTRING (2.1150466 41.5111395, 2.1151237 41.5110865, 2.1151975 41.5110357, 2.1156652 41.5106989, 2.1163253 41.5102218, 2.1167751 41.5098967, 2.1169623 41.5097614)",Avinguda del Cantàbric,30,1
125103058,True,tertiary,False,92.92399999999999,,"LINESTRING (2.1148749 41.5112046, 2.1147834 41.5111201, 2.1147724 41.5111114, 2.1142635 41.5107081, 2.1142513 41.5106984, 2.1141168 41.5105917)",Avinguda de la Via de la Plata,,1
269071265,True,tertiary,False,12.262,roundabout,"LINESTRING (2.1148749 41.5112046, 2.1149 41.5111668, 2.1149368 41.5111439, 2.1149775 41.5111334)",,,
269071265,True,tertiary,False,15.52,roundabout,"LINESTRING (2.1151241 41.5112318, 2.1151185 41.5112549, 2.1151037 41.5112785, 2.1150912 41.5112906, 2.115077 41.5113006, 2.1150332 41.5113177, 2.1150027 41.5113214)",,,
269071265,True,tertiary,False,6.006,roundabout,"LINESTRING (2.1148784 41.511258, 2.1148714 41.5112297, 2.1148749 41.5112046)",,,
124655587,True,tertiary,False,55.101,,"LINESTRING (2.1150027 41.5113214, 2.1148487 41.5114257, 2.1146078 41.511593, 2.1145157 41.5116569)",Carrer Tibidabo,30,
269071265,True,tertiary,False,13.349000000000002,roundabout,"LINESTRING (2.1150027 41.5113214, 2.1149675 41.5113187, 2.1149345 41.5113088, 2.1148947 41.5112817, 2.1148784 41.511258)",,,
124654154,True,tertiary,False,20.677999999999997,roundabout,"LINESTRING (2.1175735 41.5064708, 2.117593 41.5064366, 2.1176238 41.5064074, 2.1176637 41.5063853, 2.1177099 41.5063717, 2.1177593 41.5063677)",Placeta de Montjuïc,,
124654160,True,tertiary,False,196.99200000000002,,"LINESTRING (2.1175735 41.5064708, 2.1174679 41.5063694, 2.1174187 41.5063168, 2.117348 41.5062683, 2.1169803 41.5059851, 2.1168988 41.505941, 2.1168326 41.5059131, 2.1167571 41.505897, 2.1165652 41.5058814, 2.1164542 41.5058757, 2.1163622 41.5058757, 2.1157625 41.5059147, 2.1155318 41.5059297)",Avinguda del Mediterrani,20,
124654154,True,tertiary,False,5.063,roundabout,"LINESTRING (2.1177833 41.5066475, 2.1177225 41.5066471)",Placeta de Montjuïc,,
124654154,True,tertiary,False,19.919,roundabout,"LINESTRING (2.1179408 41.506528, 2.1179232 41.5065708, 2.1178885 41.5066072, 2.1178402 41.5066337, 2.1177833 41.5066475)",Placeta de Montjuïc,,
124655952,True,tertiary,False,202.14199999999997,,"LINESTRING (2.1179408 41.506528, 2.1179641 41.5065622, 2.1179852 41.5065931, 2.1180303 41.5066547, 2.118064 41.5066897, 2.1180894 41.5067161, 2.1182123 41.5068117, 2.1182909 41.5068571, 2.1183639 41.5068818, 2.1189165 41.5070334, 2.11901 41.5070591, 2.1192424 41.5071228, 2.1193563 41.5071558, 2.1194098 41.5071758, 2.119485 41.5072039, 2.1195834 41.5072546, 2.1196589 41.5073088, 2.1196915 41.5073398, 2.1197899 41.5073902, 2.1198704 41.5074164, 2.1199629 41.5074249)",Avinguda de la Costa Brava,30,1
663217024,True,residential,False,103.95000000000002,,"LINESTRING (2.1203938 41.5051494, 2.1202083 41.505004, 2.12016 41.5049658, 2.1201104 41.5049444, 2.1200098 41.5049316, 2.1199267 41.5049296, 2.1198502 41.5049504, 2.1197711 41.5049839, 2.119466 41.505204, 2.1194137 41.5052402)",Carrer de Menorca,,
574876059,False,residential,True,69.159,,"LINESTRING (2.1189934 41.5108912, 2.1187896 41.510859, 2.1181989 41.5107124)",Carrer d'Amposta,,
574876061,False,living_street,True,22.262,,"LINESTRING (2.1194462 41.510031, 2.1194172 41.5099009, 2.1194172 41.5098326)",Passatge del Parc,,
124661763,True,residential,False,11.474,,"LINESTRING (2.1194172 41.5098326, 2.1193796 41.5098346, 2.1192823 41.5098522)",Carrer de Bellavista,,
574876061,False,living_street,False,22.262,,"LINESTRING (2.1194172 41.5098326, 2.1194172 41.5099009, 2.1194462 41.510031)",Passatge del Parc,,
124655951,True,tertiary,False,28.77,roundabout,"LINESTRING (2.1197264 41.5075901, 2.1197548 41.5075291, 2.1198077 41.5074779, 2.1198795 41.507442, 2.1199629 41.5074249)",Glorieta de l'Alió,30,
124655955,True,tertiary,False,200.27300000000002,,"LINESTRING (2.1197264 41.5075901, 2.1197094 41.5075449, 2.119684 41.5074773, 2.1196464 41.5074191, 2.1196115 41.5073869, 2.1195834 41.5073601, 2.119519 41.5073139, 2.1194332 41.5072697, 2.1193151 41.5072255, 2.1192065 41.5071941, 2.1191245 41.5071716, 2.118972 41.5071298, 2.1183389 41.506947, 2.1182508 41.5069216, 2.1181444 41.5068687, 2.1180714 41.5068111, 2.118012 41.5067643, 2.1179184 41.5067124, 2.1177833 41.5066475)",Avinguda de la Costa Brava,30,1
124655951,True,tertiary,False,4.7219999999999995,roundabout,"LINESTRING (2.1197225 41.5076324, 2.1197229 41.5076112, 2.1197264 41.5075901)",Glorieta de l'Alió,30,
124655951,True,tertiary,False,2.833,roundabout,"LINESTRING (2.1202548 41.5075988, 2.1202598 41.507624)",Glorieta de l'Alió,30,
1253917958,True,tertiary_link,False,9.407,,"LINESTRING (2.1169623 41.5097614, 2.1170396 41.5098231)",,,
269071258,True,tertiary,False,192.67499999999998,,"LINESTRING (2.1169623 41.5097614, 2.1170647 41.5096874, 2.1171565 41.509621, 2.1173184 41.5095034, 2.1178318 41.5091315, 2.1180031 41.5090058, 2.11827 41.5088119, 2.1184043 41.5087143, 2.1186234 41.5085551)",Avinguda del Cantàbric,30,
