osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,junction,access
1147092665,N-611,Avenida de Cantabria,trunk,50,False,True,14.524,"LINESTRING (-4.1319734 43.0034909, -4.1318641 43.0035942)",,,,
80239362,N-611,Avenida de Cantabria,trunk,40,False,False,224.604,"LINESTRING (-4.1319734 43.0034909, -4.1320195 43.0034576, -4.1320688 43.0034242, -4.1321672 43.003371, -4.1329827 43.0029976, -4.1333715 43.0028172, -4.1337167 43.0026461, -4.1338866 43.0025751, -4.1342967 43.0024037)",,,,
52939293,,Calle de la Barcenilla,tertiary,,False,False,69.777,"LINESTRING (-4.1342967 43.0024037, -4.1342598 43.0023594, -4.1340839 43.0021568, -4.1338566 43.0019852, -4.1338057 43.0019474, -4.1337664 43.0019145)",,,,
80239362,N-611,Avenida de Cantabria,trunk,40,False,False,51.452,"LINESTRING (-4.1342967 43.0024037, -4.1343865 43.0023653, -4.1346087 43.0022995, -4.1348829 43.0022328)",,,,
80239362,N-611,Avenida de Cantabria,trunk,40,False,True,224.60399999999998,"LINESTRING (-4.1342967 43.0024037, -4.1338866 43.0025751, -4.1337167 43.0026461, -4.1333715 43.0028172, -4.1329827 43.0029976, -4.1321672 43.003371, -4.1320688 43.0034242, -4.1320195 43.0034576, -4.1319734 43.0034909)",,,,
69997256,,Calle de Guillermo Ojanguren,residential,,True,False,50.658,"LINESTRING (-4.1348829 43.0022328, -4.1350667 43.0026681)",,,,
80239362,N-611,Avenida de Cantabria,trunk,40,False,False,69.351,"LINESTRING (-4.1348829 43.0022328, -4.135696 43.0020447)",,,,
80239362,N-611,Avenida de Cantabria,trunk,40,False,True,51.452,"LINESTRING (-4.1348829 43.0022328, -4.1346087 43.0022995, -4.1343865 43.0023653, -4.1342967 43.0024037)",,,,
368543962,,Calle de la Ronda,residential,,False,False,116.358,"LINESTRING (-4.1422015 43.0049207, -4.1421439 43.0048721, -4.1421182 43.0048503, -4.1412636 43.0041304)",,,,
974685034,,Calle de Concha Espina,residential,,False,False,22.222,"LINESTRING (-4.1376486 43.0013741, -4.1377847 43.0015474)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,True,8.798,"LINESTRING (-4.1378965 43.0016946, -4.1378458 43.0016247)",,,,
80238919,,Calle del Pintor Manuel Salcines,residential,,True,False,88.167,"LINESTRING (-4.1378965 43.0016946, -4.1379912 43.0016634, -4.1385181 43.0014816, -4.1385726 43.001464, -4.138645 43.0014406, -4.1387384 43.0015817, -4.1387643 43.0016083)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,False,21.642,"LINESTRING (-4.1378965 43.0016946, -4.1379836 43.0018402, -4.1380032 43.0018729)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,False,24.543999999999997,"LINESTRING (-4.1381516 43.0021681, -4.1381736 43.0022355, -4.1382142 43.002384)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,True,35.007000000000005,"LINESTRING (-4.1381516 43.0021681, -4.1381126 43.0020732, -4.1380674 43.001985, -4.1380032 43.0018729)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,False,34.12,"LINESTRING (-4.1382142 43.002384, -4.1383017 43.0026841)",,,,
69983241,,Calle de las Fuentes,residential,,True,False,57.403999999999996,"LINESTRING (-4.1382142 43.002384, -4.1388224 43.0022512, -4.1388906 43.0022363)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,True,24.543999999999997,"LINESTRING (-4.1382142 43.002384, -4.1381736 43.0022355, -4.1381516 43.0021681)",,,,
80238944,,Calle de Concha Espina,tertiary,,False,True,34.12,"LINESTRING (-4.1383017 43.0026841, -4.1382142 43.002384)",,,,
