osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,maxspeed,ref,tunnel
685805694,True,1,Avenida Federico García Lorca,tertiary,False,9.381,"LINESTRING (-3.5834188 36.7456126, -3.5834122 36.7456968)",,,,
132752737,True,,Avenida Motril,residential,False,150.484,"LINESTRING (-3.5834188 36.7456126, -3.5832737 36.7456431, -3.5824286 36.7458276, -3.5822262 36.7458572, -3.5820657 36.7458634, -3.5817696 36.7458499)",,,,
9871209,True,,Avenida Federico García Lorca,tertiary,False,95.055,"LINESTRING (-3.5834513 36.7444621, -3.5834756 36.7442248, -3.583507 36.7439224, -3.5835653 36.7436126)",,,,
300440219,True,1,,tertiary,False,12.647,"LINESTRING (-3.5834513 36.7444621, -3.5833843 36.7444425, -3.5833146 36.7444516)",roundabout,,,
300266622,True,1,Calle Estación,living_street,False,16.633,"LINESTRING (-3.5893023 36.7419785, -3.5893247 36.742127)",,,,
300440215,True,1,,tertiary,False,7.505,"LINESTRING (-3.5825626 36.7430398, -3.5825651 36.7430061, -3.5825538 36.7429736)",roundabout,,,
301275459,False,,Calle Espalda Pontanilla,residential,False,53.253,"LINESTRING (-3.5846576 36.7451465, -3.5849419 36.745241, -3.5850139 36.745267, -3.5850492 36.7452797, -3.5851779 36.7453012, -3.5852182 36.745306)",,,,
751784986,True,1,Calle Constitución,living_street,False,70.90400000000001,"LINESTRING (-3.5846576 36.7451465, -3.5846495 36.7450476, -3.5846109 36.7449479, -3.5845541 36.7447605, -3.5845519 36.7446954, -3.5845809 36.7446459, -3.5846993 36.74457)",,,,
301482217,False,,Calle Espaldas Constitución,residential,False,62.937,"LINESTRING (-3.5848328 36.7445019, -3.5850586 36.7443379, -3.5852773 36.744068)",,,,
751784986,True,1,Calle Constitución,living_street,False,149.8,"LINESTRING (-3.5848328 36.7445019, -3.5849336 36.7444821, -3.585369 36.7443968, -3.5856015 36.7443512, -3.5856727 36.7443373, -3.5863652 36.7442016, -3.5864659 36.7441819)",,,,
751784986,True,1,Calle Constitución,living_street,False,36.695,"LINESTRING (-3.5864659 36.7441819, -3.586737 36.7441288, -3.5868695 36.7441223)",,,,
775908519,False,,Calle Santa Cruz,living_street,True,22.128,"LINESTRING (-3.5864659 36.7441819, -3.5865063 36.7443345, -3.5864575 36.7443524)",,20,,
"[685826666, 301617540]",True,1,Calle Puerta Villa,living_street,False,42.635,"LINESTRING (-3.5868695 36.7441223, -3.5869053 36.7440183, -3.5869798 36.7437493)",,,,
1208986392,False,1,Calle Cochera,living_street,True,32.075,"LINESTRING (-3.5868695 36.7441223, -3.5870925 36.7441945, -3.5871988 36.7442382)",,,,
301617533,True,1,Calle Puerta Villa,living_street,False,12.969,"LINESTRING (-3.5869798 36.7437493, -3.5870094 36.7436351)",,,,
301617536,True,1,Calle Nueva,living_street,False,46.783,"LINESTRING (-3.5869798 36.7437493, -3.5866432 36.743578, -3.5865742 36.743526, -3.5865515 36.7435084)",,,,
751784985,True,,Calle Fábrica Nueva,tertiary,False,21.933,"LINESTRING (-3.5855863 36.7432649, -3.5854499 36.7434291)",,,,
"[301617537, 301617538]",False,1,Calle Transversal Nueva,living_street,False,125.74499999999999,"LINESTRING (-3.5855863 36.7432649, -3.5857865 36.7433722, -3.5861218 36.7435689, -3.5863001 36.7436753, -3.5864307 36.7437536, -3.5864613 36.7437667, -3.5865515 36.7435084)",,,,
1208904914,False,,Calle Molino B,residential,True,37.706,"LINESTRING (-3.5853295 36.7435908, -3.5856856 36.743774)",,,,
301486898,True,,Calle Fábrica Nueva,tertiary,False,55.242,"LINESTRING (-3.5853295 36.7435908, -3.585286 36.7436429, -3.5849851 36.7440039)",,,,
751784984,True,,Calle Fábrica Nueva,tertiary,False,42.945,"LINESTRING (-3.5844636 36.7442123, -3.5841223 36.744485)",,,,
1208986398,False,,Calle Hortensia,residential,True,13.503,"LINESTRING (-3.5844636 36.7442123, -3.5843748 36.7441139)",,,,
751784983,True,,Calle Fábrica Nueva,tertiary,False,18.774,"LINESTRING (-3.5841223 36.744485, -3.5840263 36.7443347)",,,,
