osmid,oneway,ref,name,highway,reversed,length,geometry,junction,bridge,maxspeed,lanes
255463455,False,,Calle de la Balsa,residential,False,80.07300000000001,"LINESTRING (-1.2995965 40.9180122, -1.3000657 40.917882, -1.300233 40.9178785, -1.3005141 40.9179174)",,,,
23080463,True,,Plaza Bartolomé Esteban,tertiary,False,19.752,"LINESTRING (-1.297517 40.9204152, -1.2975586 40.9204035, -1.2975897 40.9203856, -1.2976218 40.9203561, -1.2976406 40.9203207, -1.2976445 40.9202826)",roundabout,,,
23080482,False,,Paseo San Roque,residential,True,125.528,"LINESTRING (-1.297517 40.9204152, -1.2975697 40.9204892, -1.2977826 40.9207638, -1.2980428 40.9211312, -1.2982357 40.9214047)",,,,
23080463,True,,Plaza Bartolomé Esteban,tertiary,False,9.104,"LINESTRING (-1.2976445 40.9202826, -1.2976398 40.9202608, -1.2976309 40.9202404, -1.2976198 40.9202259, -1.2976041 40.9202079)",roundabout,,,
23080479,True,,Calle Carlos Castell,residential,False,44.652,"LINESTRING (-1.2976445 40.9202826, -1.2977001 40.9202792, -1.297881 40.9202683, -1.2981714 40.9202328)",,,,
23080470,False,,Calle Alfonso I,residential,False,53.943,"LINESTRING (-1.2973629 40.9202023, -1.2973212 40.920137, -1.2970737 40.9197692)",,,,
1063988785,True,,Plaza Bartolomé Esteban,tertiary,False,12.225000000000001,"LINESTRING (-1.2973629 40.9202023, -1.2973336 40.9202315, -1.2973166 40.9202659, -1.2973135 40.9203024)",roundabout,,,
"[1063988785, 23080463]",True,,Plaza Bartolomé Esteban,tertiary,False,13.734000000000002,"LINESTRING (-1.2973135 40.9203024, -1.2973269 40.9203424, -1.2973566 40.9203768, -1.2973995 40.9204022)",roundabout,,,
23080463,True,,Plaza Bartolomé Esteban,tertiary,False,10.223,"LINESTRING (-1.2973995 40.9204022, -1.2974341 40.920415, -1.2974889 40.9204174, -1.297517 40.9204152)",roundabout,,,
23080475,True,,Plaza Bartolomé Esteban,tertiary,False,36.302,"LINESTRING (-1.2973995 40.9204022, -1.2973306 40.9204647, -1.2971229 40.920653)",,,,
253888239,False,,,living_street,False,63.248000000000005,"LINESTRING (-1.2985163 40.9192972, -1.2987263 40.9193382, -1.2988978 40.9193718, -1.2991105 40.9193952, -1.2992477 40.9194276)",,,,
255463450,True,,Calle Justino Bernad,living_street,False,102.987,"LINESTRING (-1.2985163 40.9192972, -1.2986491 40.9190631, -1.2989392 40.9184284)",,,,
23080467,True,,Calle Manuel Marina,living_street,False,31.922,"LINESTRING (-1.2989392 40.9184284, -1.2990287 40.9181494)",,,,
255463447,True,,Calle Castellana,living_street,False,96.421,"LINESTRING (-1.2989392 40.9184284, -1.2990411 40.9184688, -1.2991009 40.9184983, -1.2991606 40.9185301, -1.2992621 40.9188027, -1.2993077 40.918902, -1.2993985 40.9190293, -1.2994824 40.919152)",,,,
23080466,True,,Calle Ramón y Cajal,residential,False,130.931,"LINESTRING (-1.2992046 40.9175126, -1.2993157 40.9171083, -1.2993913 40.9168423, -1.2994119 40.9167698, -1.299482 40.9164293, -1.2994917 40.9163559)",,,,
255463449,True,,Calle Huesca,residential,False,43.87899999999999,"LINESTRING (-1.2992046 40.9175126, -1.2991425 40.9175036, -1.2990832 40.9174977, -1.2990192 40.9174957, -1.2989593 40.9174978, -1.298908 40.9175005, -1.2988539 40.9175062, -1.2987726 40.9175218, -1.2986903 40.9175385)",,,,
23080466,True,,Calle Ramón y Cajal,residential,False,43.903000000000006,"LINESTRING (-1.2994643 40.9159161, -1.2994337 40.9157402, -1.2993998 40.9156111, -1.2993998 40.9155253)",,,,
558484244,False,,Calle Ingenio,residential,True,40.532,"LINESTRING (-1.2994643 40.9159161, -1.2997174 40.9158954, -1.2999355 40.9158457)",,,,
554086639,False,,Calle Santo Cristo,residential,False,9.401,"LINESTRING (-1.2993998 40.9155253, -1.2993961 40.9154408)",,,,
554086639,False,,Calle Santo Cristo,residential,True,4.644,"LINESTRING (-1.2993912 40.9153992, -1.2993961 40.9154408)",,,,
23080469,True,,Avenida Corona de Aragón,residential,False,118.01,"LINESTRING (-1.2970737 40.9197692, -1.2971082 40.9195384, -1.2972298 40.918792, -1.2972412 40.9187155)",,,,
23080470,False,,Calle Alfonso I,residential,True,53.943,"LINESTRING (-1.2970737 40.9197692, -1.2973212 40.920137, -1.2973629 40.9202023)",,,,
23080469,True,,Avenida Corona de Aragón,residential,False,20.437,"LINESTRING (-1.2973882 40.9177301, -1.297406 40.9175468)",,,,
255463449,True,,Calle Huesca,residential,False,3.941,"LINESTRING (-1.297406 40.9175468, -1.2973591 40.9175464)",,,,
149878071,False,,Calle Víctimas del Terrorismo,residential,False,51.548,"LINESTRING (-1.2973584 40.9165646, -1.2979713 40.9165445)",,,,
149878071,False,,Calle Víctimas del Terrorismo,residential,True,42.155,"LINESTRING (-1.2973584 40.9165646, -1.2971831 40.9165547, -1.2968581 40.9165364)",,,,
255410841,False,,Avenida Corona de Aragón,residential,False,79.852,"LINESTRING (-1.2973584 40.9165646, -1.2973571 40.9164494, -1.2973503 40.9158465)",,,,
255410841,False,,Avenida Corona de Aragón,residential,True,109.171,"LINESTRING (-1.2973584 40.9165646, -1.2973589 40.9172634, -1.2973591 40.9175464)",,,,
"[255463452, 23080471]",True,,"['Calle Teruel', 'Plaza Bartolomé Esteban']",tertiary,False,77.156,"LINESTRING (-1.2964483 40.9205195, -1.296906 40.9204371, -1.2970198 40.9204157, -1.2971228 40.9203849, -1.2972308 40.9203382, -1.2973135 40.9203024)",,,,
255463452,True,,Calle Teruel,tertiary,False,70.951,"LINESTRING (-1.2956131 40.9205211, -1.2957513 40.9205403, -1.2958931 40.9205554, -1.2960716 40.9205621, -1.2961609 40.9205601, -1.2962502 40.9205519, -1.2963533 40.9205365, -1.2964483 40.9205195)",,,,
1207796539,False,,,unclassified,False,93.55099999999999,"LINESTRING (-1.2956131 40.9205211, -1.2955598 40.9207061, -1.2955899 40.9207629, -1.2957036 40.9208229, -1.2959632 40.9208958, -1.2959589 40.9209493, -1.2957787 40.9211261)",,,,
149878069,False,,,residential,True,34.983,"LINESTRING (-1.295066 40.9204176, -1.2951737 40.9201137)",,,,
149878084,False,,Calle Daroca,residential,True,123.291,"LINESTRING (-1.295066 40.9204176, -1.2948921 40.9207379, -1.2948706 40.9208474, -1.294876 40.9209446, -1.2949323 40.9210399, -1.2950002 40.921088, -1.2953454 40.9213642)",,,,
255463452,True,,Calle Teruel,tertiary,False,47.387,"LINESTRING (-1.295066 40.9204176, -1.2953306 40.9204683, -1.2956131 40.9205211)",,,,
23080472,True,,Plaza del Pilar,residential,False,46.679,"LINESTRING (-1.2967514 40.9176959, -1.2973054 40.9177271)",,,,
23080472,True,,Plaza del Pilar,residential,False,11.311,"LINESTRING (-1.2968225 40.9175427, -1.2967523 40.9176295)",,,,
1063994976,True,,Calle Goya,residential,False,22.737,"LINESTRING (-1.2968225 40.9175427, -1.296552 40.9175371)",,,,
253888230,False,,Calle de la Morería,living_street,True,36.458999999999996,"LINESTRING (-1.2994824 40.919152, -1.2994295 40.919215, -1.2993077 40.9193498, -1.2992477 40.9194276)",,,,
"[23080474, 255463447]",True,,"['Calle Castellana', 'Plaza España']",living_street,False,74.14999999999999,"LINESTRING (-1.2994824 40.919152, -1.2996815 40.9193098, -1.2999307 40.9194922, -1.299958 40.9195125, -1.2999869 40.9195316, -1.3000163 40.919548, -1.300046 40.9195563, -1.3000851 40.9195554, -1.300148 40.9195526)",,,,
1063988788,False,,Calle Zaragoza,tertiary,False,31.315,"LINESTRING (-1.2954539 40.9223001, -1.2952557 40.9225386)",,,,
1063988789,False,,Calle Zaragoza,tertiary,True,24.298,"LINESTRING (-1.2954539 40.9223001, -1.2955905 40.9221075)",,,,
23080483,False,,Calle Montpellier,residential,False,101.912,"LINESTRING (-1.2954539 40.9223001, -1.2961189 40.9225153, -1.2965756 40.9226485)",,,,
151647950,True,,Calle Zaragoza,tertiary,False,40.56,"LINESTRING (-1.2952557 40.9225386, -1.2950211 40.9228574)",,,,
1063988788,False,,Calle Zaragoza,tertiary,True,31.315,"LINESTRING (-1.2952557 40.9225386, -1.2954539 40.9223001)",,,,
149876201,True,,,trunk_link,False,108.566,"LINESTRING (-1.2947493 40.9231623, -1.2946648 40.9231298, -1.2946058 40.9230528, -1.2943932 40.9227626, -1.2942618 40.9225842, -1.2940256 40.9223686)",,,,
149878080,False,,,residential,True,126.24699999999999,"LINESTRING (-1.2947493 40.9231623, -1.29437 40.9226312, -1.2939902 40.9221834)",,,,
150362511,True,,Calle Zaragoza,tertiary,False,41.532,"LINESTRING (-1.2947493 40.9231623, -1.2945627 40.923446, -1.2944877 40.923448)",,,,
23080479,True,,Calle Carlos Castell,residential,False,173.272,"LINESTRING (-1.2989156 40.9201716, -1.2990472 40.9201803, -1.2991849 40.9201859, -1.2992985 40.920179, -1.2995537 40.9201484, -1.3000922 40.9201713, -1.3002307 40.9201821, -1.3003195 40.9201888, -1.300458 40.9201915, -1.300672 40.9201898, -1.3007791 40.920191, -1.3008861 40.9201922, -1.3009088 40.9201908, -1.3009365 40.920188, -1.3009701 40.9201817)",,,,
253888230,False,,Calle de la Morería,living_street,False,100.293,"LINESTRING (-1.2989156 40.9201716, -1.2988865 40.920112, -1.2988544 40.9200309, -1.2988426 40.9199614, -1.2988365 40.9198801, -1.2988418 40.9197947, -1.2988665 40.9197309, -1.2989201 40.9196738, -1.2990041 40.9196259, -1.2991379 40.9196064, -1.2991962 40.9195313, -1.2992477 40.9194276)",,,,
149876198,False,,Plaza Huerta Grande,residential,False,50.04,"LINESTRING (-1.3009244 40.9218765, -1.3003545 40.9220072)",,,,
149876220,False,,Plaza Huerta Grande,residential,True,10.083,"LINESTRING (-1.3009244 40.9218765, -1.3010377 40.9218466)",,,,
149876198,False,,Plaza Huerta Grande,residential,True,223.943,"LINESTRING (-1.3009244 40.9218765, -1.3011523 40.922399, -1.3011587 40.9224248, -1.30116 40.9224491, -1.3011546 40.9224777, -1.3011405 40.9225064, -1.3011169 40.9225276, -1.3010875 40.9225435, -1.3009597 40.9225827, -1.2995269 40.9229551, -1.2994662 40.9229741)",,,,
149876198,False,,Plaza Huerta Grande,residential,True,50.04,"LINESTRING (-1.3003545 40.9220072, -1.3009244 40.9218765)",,,,
149876198,False,,Plaza Huerta Grande,residential,False,115.523,"LINESTRING (-1.3003545 40.9220072, -1.2992183 40.9222914, -1.2990492 40.9223337)",,,,
149876219,False,,Plaza Huerta Grande,residential,True,159.584,"LINESTRING (-1.3003545 40.9220072, -1.300185 40.921595, -1.3002223 40.9209896, -1.300748 40.9210038)",,,,
23080483,False,,Calle Montpellier,residential,True,64.253,"LINESTRING (-1.2986509 40.9219792, -1.2979473 40.9222056)",,,,
1063994971,False,,Paseo San Roque,residential,False,64.323,"LINESTRING (-1.2986509 40.9219792, -1.2982835 40.9214717)",,,,
1063994971,False,,Paseo San Roque,residential,True,41.138,"LINESTRING (-1.2986509 40.9219792, -1.2988794 40.9223064)",,,,
23080482,False,,Paseo San Roque,residential,False,125.52799999999999,"LINESTRING (-1.2982357 40.9214047, -1.2980428 40.9211312, -1.2977826 40.9207638, -1.2975697 40.9204892, -1.297517 40.9204152)",,,,
1063994973,True,,,residential,False,6.615,"LINESTRING (-1.2982357 40.9214047, -1.2982284 40.9214072, -1.2982167 40.9214157, -1.298209 40.9214265, -1.2982062 40.9214385, -1.2982085 40.9214507, -1.2982112 40.9214546)",roundabout,,,
23080483,False,,Calle Montpellier,residential,False,47.613,"LINESTRING (-1.2965756 40.9226485, -1.297088 40.9224656)",,,,
558484259,False,,,residential,True,65.067,"LINESTRING (-1.2965756 40.9226485, -1.2960993 40.9231099)",,,,
23080483,False,,Calle Montpellier,residential,True,101.912,"LINESTRING (-1.2965756 40.9226485, -1.2961189 40.9225153, -1.2954539 40.9223001)",,,,
149876209,False,,,residential,False,118.87900000000002,"LINESTRING (-1.2965756 40.9226485, -1.2967589 40.9227768, -1.2969359 40.9229673, -1.2970942 40.9231132, -1.2966971 40.9234604)",,,,
239672613,True,,Calle Cañizarejo,residential,False,15.053,"LINESTRING (-1.2985184 40.9175565, -1.2985239 40.9176187, -1.2985317 40.9176915)",,,,
255463449,True,,Calle Huesca,residential,False,33.571,"LINESTRING (-1.2985184 40.9175565, -1.2983973 40.9175506, -1.2981197 40.917537)",,,,
149878072,True,,Calle David Lario,residential,False,111.271,"LINESTRING (-1.2981197 40.917537, -1.2981261 40.9175205, -1.2981288 40.9175017, -1.2979713 40.9165445)",,,,
255463449,True,,Calle Huesca,residential,False,59.979,"LINESTRING (-1.2981197 40.917537, -1.2975332 40.9175451, -1.297406 40.9175468)",,,,
249842803,True,,A-1508,secondary,False,34.428,"LINESTRING (-1.293575 40.920235, -1.2938541 40.9202882, -1.293941 40.9203528)",,,,
116504175,True,N-234,,trunk,False,2.174,"LINESTRING (-1.2940681 40.920235, -1.2940448 40.9202435)",roundabout,,,
116504063,True,,A-1508,secondary,False,39.485,"LINESTRING (-1.2940448 40.9202435, -1.293575 40.920235)",,,,
116504175,True,N-234,,trunk,False,15.482,"LINESTRING (-1.2940448 40.9202435, -1.2939736 40.9202877, -1.293941 40.9203528)",roundabout,,,
116504175,True,N-234,,trunk,False,1.382,"LINESTRING (-1.294228 40.9202593, -1.2942145 40.9202522)",roundabout,,,
149878085,False,,,residential,True,133.416,"LINESTRING (-1.294228 40.9202593, -1.2943201 40.9198845, -1.294353 40.9197975, -1.2944281 40.9197671, -1.2945139 40.9197874, -1.2951737 40.9201137)",,,,
116504175,True,N-234,,trunk,False,13.026,"LINESTRING (-1.293941 40.9203528, -1.2939432 40.9203918, -1.2939601 40.9204287, -1.2939903 40.9204604)",roundabout,,,
116504175,True,N-234,,trunk,False,14.799999999999999,"LINESTRING (-1.2942974 40.9203764, -1.2942921 40.9203322, -1.294268 40.9202917, -1.294228 40.9202593)",roundabout,,,
255463452,True,,Calle Teruel,tertiary,False,64.961,"LINESTRING (-1.2942974 40.9203764, -1.2943441 40.9203722, -1.2943968 40.9203695, -1.2945227 40.9203718, -1.294711 40.9203793, -1.2948905 40.9203939, -1.295066 40.9204176)",,,,
116504120,True,N-234,Calle Desvío,trunk,False,14.162,"LINESTRING (-1.2939903 40.9204604, -1.2939648 40.9205863)",,,,
116504175,True,N-234,,trunk,False,10.303999999999998,"LINESTRING (-1.2939903 40.9204604, -1.2940398 40.9204878, -1.2940986 40.9205008)",roundabout,,,
116504175,True,N-234,,trunk,False,16.002,"LINESTRING (-1.2941932 40.9204896, -1.2942454 40.9204622, -1.2942816 40.9204229, -1.2942974 40.9203764)",roundabout,,,
149878086,False,,Calle Albarracín,residential,True,188.185,"LINESTRING (-1.2941932 40.9204896, -1.2943319 40.9207988, -1.2943725 40.9210879, -1.2943744 40.9214527, -1.294302 40.9217411, -1.294699 40.9218405, -1.2947499 40.9219337)",,,,
116504175,True,N-234,,trunk,False,8.121,"LINESTRING (-1.2940986 40.9205008, -1.2941469 40.9205001, -1.2941932 40.9204896)",roundabout,,,
23080464,False,,Calle Justino Bernad,residential,False,21.754,"LINESTRING (-1.2976041 40.9202079, -1.2976755 40.9201263, -1.2977469 40.9200447)",,,,
1063988785,True,,Plaza Bartolomé Esteban,tertiary,False,22.522999999999996,"LINESTRING (-1.2976041 40.9202079, -1.2975831 40.9201943, -1.2975504 40.9201788, -1.2975139 40.9201694, -1.2974733 40.9201667, -1.297433 40.9201715, -1.2973954 40.9201837, -1.2973629 40.9202023)",roundabout,,,
255463453,True,,Calle Zaragoza,tertiary,False,36.751,"LINESTRING (-1.2958051 40.9218195, -1.2955905 40.9221075)",,,,
149876222,False,,,residential,False,88.43299999999999,"LINESTRING (-1.2958051 40.9218195, -1.2963244 40.9219337, -1.2968313 40.9219864)",,,,
149876200,False,,Plaza Huerta Grande,residential,False,90.418,"LINESTRING (-1.300748 40.9210038, -1.3007551 40.9208697, -1.3007552 40.9208665, -1.300756 40.9208517, -1.3007615 40.9207485, -1.3007727 40.9206866, -1.3007909 40.9206247, -1.3008366 40.9205458, -1.3009753 40.9203832, -1.301043 40.9203106, -1.3010968 40.920262)",,,,
149876200,False,,Plaza Huerta Grande,residential,True,96.85900000000001,"LINESTRING (-1.300748 40.9210038, -1.3007882 40.9211517, -1.3009009 40.9214477, -1.3010377 40.9218466)",,,,
149876219,False,,Plaza Huerta Grande,residential,False,159.584,"LINESTRING (-1.300748 40.9210038, -1.3002223 40.9209896, -1.300185 40.921595, -1.3003545 40.9220072)",,,,
149876204,False,,Calle Montpellier,residential,True,99.96199999999999,"LINESTRING (-1.298836 40.9223981, -1.2986285 40.9224315, -1.2982218 40.922533, -1.2981881 40.9225362, -1.2981616 40.9225312, -1.2981402 40.9225224, -1.2981145 40.9225018, -1.2979473 40.9222056)",,,,
149876226,True,,,residential,False,16.195999999999998,"LINESTRING (-1.298836 40.9223981, -1.2988495 40.9224224, -1.2988719 40.9224425, -1.2989013 40.9224567, -1.2989349 40.9224637, -1.298988 40.9224597)",roundabout,,,
149876214,True,,,tertiary,False,5.138999999999999,"LINESTRING (-1.2950211 40.9228574, -1.2950078 40.9228782, -1.2950008 40.9229007)",roundabout,,,
149876200,False,,Plaza Huerta Grande,residential,True,90.418,"LINESTRING (-1.3010968 40.920262, -1.301043 40.9203106, -1.3009753 40.9203832, -1.3008366 40.9205458, -1.3007909 40.9206247, -1.3007727 40.9206866, -1.3007615 40.9207485, -1.300756 40.9208517, -1.3007552 40.9208665, -1.3007551 40.9208697, -1.300748 40.9210038)",,,,
1063979296,False,,Plaza Santa Beatriz de Silva,residential,False,13.979000000000001,"LINESTRING (-1.3010968 40.920262, -1.3010685 40.9202407, -1.3010415 40.9202197, -1.3010199 40.9202055, -1.3009934 40.9201912, -1.3009701 40.9201817)",,,,
"[1063979296, 261832038]",False,,"['Plaza Santa Beatriz de Silva', 'Calle Los Puentes']",residential,True,34.312999999999995,"LINESTRING (-1.3010968 40.920262, -1.301132 40.9202778, -1.3011762 40.9202927, -1.3013762 40.9203551, -1.3014722 40.9203826)",,,,
1063994971,False,,Paseo San Roque,residential,False,41.138,"LINESTRING (-1.2988794 40.9223064, -1.2986509 40.9219792)",,,,
149876226,True,,,residential,False,11.439,"LINESTRING (-1.2988794 40.9223064, -1.2988553 40.9223246, -1.2988393 40.9223473, -1.2988327 40.9223725, -1.298836 40.9223981)",roundabout,,,
149876216,True,,Calle Suertes,residential,False,11.672,"LINESTRING (-1.2949618 40.9231233, -1.2950242 40.9230812, -1.295071 40.923059)",,,,
149876221,True,,Calle Suertes,residential,False,14.322,"LINESTRING (-1.2949618 40.9231233, -1.295051 40.923144, -1.295107 40.9231841)",,,,
116504116,False,N-234,Calle Desvío,trunk,True,87.042,"LINESTRING (-1.2940876 40.9241684, -1.2942836 40.9238473, -1.2944077 40.9236477, -1.2944877 40.923448)",,,,
239672591,True,,Calle de la Cuesta,residential,False,55.059,"LINESTRING (-1.2940876 40.9241684, -1.2942621 40.9241786, -1.2944341 40.9240779, -1.2946256 40.923942)",,,,
558484258,True,,,trunk_link,False,139.269,"LINESTRING (-1.2940876 40.9241684, -1.2942307 40.9240355, -1.2944328 40.9237432, -1.294758 40.9232834, -1.2948907 40.9231424, -1.2949618 40.9231233)",,,,
149876203,False,,Calle Luco de Jiloca,residential,False,63.573,"LINESTRING (-1.2960993 40.9231099, -1.2966971 40.9234604)",,,,
558484259,False,,,residential,False,65.067,"LINESTRING (-1.2960993 40.9231099, -1.2965756 40.9226485)",,,,
149876203,False,,Calle Luco de Jiloca,residential,True,75.703,"LINESTRING (-1.2960993 40.9231099, -1.2954071 40.9228903, -1.2953569 40.9228752, -1.2953177 40.9228656, -1.295291 40.9228628, -1.2952643 40.9228694)",,,,
23080483,False,,Calle Montpellier,residential,False,77.771,"LINESTRING (-1.297088 40.9224656, -1.2979473 40.9222056)",,,,
23080483,False,,Calle Montpellier,residential,True,47.613,"LINESTRING (-1.297088 40.9224656, -1.2965756 40.9226485)",,,,
255410842,False,,Avenida de Valencia,residential,True,57.484,"LINESTRING (-1.297088 40.9224656, -1.2968313 40.9219864)",,,,
149876214,True,,,tertiary,False,9.447,"LINESTRING (-1.2951639 40.9230161, -1.2951995 40.9230071, -1.2952306 40.9229913, -1.2952549 40.9229698)",roundabout,,,
149876227,True,,Calle Suertes,residential,False,9.855,"LINESTRING (-1.295107 40.9231841, -1.2951108 40.923207, -1.295122 40.923272)",,,,
149876204,False,,Calle Montpellier,residential,False,64.699,"LINESTRING (-1.2976521 40.9216682, -1.2979473 40.9222056)",,,,
255410842,False,,Avenida de Valencia,residential,False,17.484,"LINESTRING (-1.2976521 40.9216682, -1.2974663 40.921739)",,,,
255410842,False,,Avenida de Valencia,residential,True,25.618,"LINESTRING (-1.2976521 40.9216682, -1.2979195 40.9215575)",,,,
