osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,tunnel,bridge
38210278,CV-6601,Carrer del Tirador,tertiary,False,True,41.131,"LINESTRING (-0.6103011 38.8249907, -0.6101712 38.8250096, -0.6098295 38.8249897)",,,,,
275894813,CV-6601,,tertiary,True,False,24.483,"LINESTRING (-0.6103011 38.8249907, -0.610507 38.8249888, -0.6105778 38.8250118)",,,,,
38210280,,Avinguda de Vicent Gironés Mora,residential,False,False,17.392,"LINESTRING (-0.6109126 38.8251851, -0.6110808 38.8252705)",,,,,
206183944,,Avinguda de Vicent Gironés Mora,residential,True,False,25.346,"LINESTRING (-0.6109126 38.8251851, -0.6108262 38.8250751, -0.6107688 38.8249868)",,,,,
38210287,,Calle Music Martinez Valls,residential,True,False,90.457,"LINESTRING (-0.6056984 38.8226417, -0.6055923 38.8226514, -0.6047043 38.8228852)",,,,,
38210300,CV-6610,Calle del Dos de Mayo,tertiary,True,False,109.232,"LINESTRING (-0.6056984 38.8226417, -0.6057004 38.822608, -0.6056997 38.822582, -0.6056965 38.8225371, -0.6056801 38.8224839, -0.6056732 38.8224646, -0.6053149 38.8217118)",,,,,
246120202,,Carrer de Tomàs Valls,residential,False,True,126.41800000000002,"LINESTRING (-0.6071944 38.8220686, -0.6072636 38.8220829, -0.6075006 38.8219853, -0.6077978 38.8218659, -0.6078476 38.8218447, -0.6078666 38.8218357, -0.6078875 38.821823, -0.6079145 38.8218039, -0.6079649 38.8217637, -0.6080107 38.8217271, -0.6080366 38.8217062, -0.6082257 38.8214902, -0.6082624 38.8214546, -0.6083138 38.8214131)",,,,,
"[702462854, 246118543]",,"['Carrer Morera', 'Plaza Sant Domingo']",residential,False,False,80.161,"LINESTRING (-0.6071944 38.8220686, -0.6071826 38.8220135, -0.6070354 38.8217651, -0.6069747 38.821666, -0.606811 38.8214149)",,,,,
702462866,,Calle Músico Martinez Valls,residential,True,False,32.212,"LINESTRING (-0.6071944 38.8220686, -0.6071204 38.8221155, -0.6068725 38.8222108)",,,,,
246118541,,Carrer Sant Antoni,residential,True,False,41.266,"LINESTRING (-0.604376 38.8197555, -0.6044184 38.8197476, -0.6048306 38.819645)",20,,,,
1159995325,CV-6610,Calle del Dos de Mayo,tertiary,False,False,20.605,"LINESTRING (-0.604376 38.8197555, -0.60438 38.8196251, -0.6043834 38.8195703)",,,,,
705391668,,Carrer Sant Antoni,residential,True,False,127.54,"LINESTRING (-0.6043834 38.8195703, -0.6044343 38.8195447, -0.6044669 38.8195375, -0.6045202 38.8195302, -0.6048578 38.819491, -0.6052558 38.819452, -0.6055391 38.8194241, -0.6058334 38.8194029)",20,,,,
1159995325,CV-6610,Calle del Dos de Mayo,tertiary,False,False,115.68299999999999,"LINESTRING (-0.6043834 38.8195703, -0.6043942 38.8195092, -0.6044085 38.8194395, -0.6044197 38.8193944, -0.6044346 38.8193536, -0.6044566 38.819309, -0.6044934 38.8192378, -0.6045174 38.8191965, -0.6045415 38.8191592, -0.6048708 38.8186968, -0.6049238 38.8186291)",,,,,
1159995325,CV-6610,Calle del Dos de Mayo,tertiary,False,True,20.605,"LINESTRING (-0.6043834 38.8195703, -0.60438 38.8196251, -0.604376 38.8197555)",,,,,
38210300,CV-6610,Calle del Dos de Mayo,tertiary,True,False,72.14,"LINESTRING (-0.6051999 38.8214788, -0.6049029 38.8208727)",,,,,
55968614,CV-6610,Avinguda de la Generalitat,tertiary,False,True,134.596,"LINESTRING (-0.6064527 38.8164364, -0.6063047 38.816645, -0.6061549 38.8168618, -0.6059828 38.8171062, -0.6057976 38.8173717, -0.6057092 38.8174992)",50,2,,,
246119092,,Avinguda de Llombo,tertiary,False,True,60.298,"LINESTRING (-0.6091816 38.8185622, -0.6098066 38.8183236)",,,,,
705391663,CV-6580,,tertiary,True,False,7.975,"LINESTRING (-0.6091816 38.8185622, -0.6091672 38.8185533, -0.6091501 38.818548, -0.6091317 38.8185469, -0.6091137 38.8185499, -0.6090977 38.818557)",,,roundabout,,
897730230,CV-6580,Avinguda del Comte de Torrefiel,tertiary,False,False,107.834,"LINESTRING (-0.608392 38.8174884, -0.6078336 38.8166217)",,,,,
897730230,CV-6580,Avinguda del Comte de Torrefiel,tertiary,False,True,32.882,"LINESTRING (-0.608392 38.8174884, -0.6085625 38.8177526)",,,,,
803642430,,,residential,False,False,66.243,"LINESTRING (-0.608392 38.8174884, -0.6081313 38.8176005, -0.6080776 38.8176204, -0.6080299 38.8176309, -0.6076785 38.8176834)",,,,,
897730229,CV-6580,Avinguda del Comte de Torrefiel,tertiary,False,False,90.929,"LINESTRING (-0.6100865 38.820093, -0.6096082 38.8193651)",,,,,
897730229,CV-6580,Avinguda del Comte de Torrefiel,tertiary,False,True,64.962,"LINESTRING (-0.6100865 38.820093, -0.610393 38.8205691, -0.6104227 38.8206152)",,,,,
897730230,CV-6580,Avinguda del Comte de Torrefiel,tertiary,False,True,107.834,"LINESTRING (-0.6078336 38.8166217, -0.608392 38.8174884)",,,,,
