osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,width,junction,access
33880540,False,Vereda de los Sastres,residential,False,32.579,"LINESTRING (-3.5036915 40.5711503, -3.5035678 40.5711802, -3.5033334 40.5712582)",,,,,,
206375181,False,Carretera Alcalá - Torrelaguna,tertiary,False,141.468,"LINESTRING (-3.5036915 40.5711503, -3.5037784 40.571305, -3.5038386 40.5714136, -3.5038645 40.5714599, -3.5039694 40.5715828, -3.5040573 40.5716406, -3.504157 40.5716939, -3.5044297 40.5717723, -3.5047152 40.5718046, -3.5047644 40.5718102, -3.5049355 40.5718132)",2,M-118,40,,,
206375181,False,Carretera Alcalá - Torrelaguna,tertiary,True,184.421,"LINESTRING (-3.5036915 40.5711503, -3.5036389 40.5710137, -3.5035623 40.5708148, -3.5034816 40.5704375, -3.5034603 40.5702738, -3.5034323 40.5700136, -3.503412 40.5698638, -3.5033544 40.5695713, -3.5033495 40.5695166)",2,M-118,40,,,
205827266,True,Calle Bodeguillas,residential,False,115.79700000000001,"LINESTRING (-3.5021821 40.5678373, -3.5023507 40.5677837, -3.5025596 40.5677893, -3.5034863 40.567814, -3.5035381 40.5678154)",1,,,,,
206375181,False,Carretera Alcalá - Torrelaguna,tertiary,False,33.214,"LINESTRING (-3.5021821 40.5678373, -3.5023313 40.5679895, -3.5024375 40.5680627)",2,M-118,40,,,
206375181,False,Carretera Alcalá - Torrelaguna,tertiary,True,47.919,"LINESTRING (-3.5021821 40.5678373, -3.5021319 40.5677288, -3.502021 40.5674243)",2,M-118,40,,,
26802081,True,Carretera Alcalá - Torrelaguna,tertiary,False,50.895,"LINESTRING (-3.5017076 40.5665048, -3.5016139 40.5661357, -3.5015947 40.5660552)",2,M-118,40,,,
206375181,False,Carretera Alcalá - Torrelaguna,tertiary,False,105.717,"LINESTRING (-3.5017076 40.5665048, -3.5018075 40.5667388, -3.5018227 40.5667751, -3.5018431 40.5668324, -3.5018685 40.5669404, -3.5018918 40.5670186, -3.5019081 40.5670683, -3.5019259 40.5671242, -3.5019904 40.5673261, -3.502021 40.5674243)",2,M-118,40,,,
22561737,True,,tertiary,False,42.031,"LINESTRING (-3.5015184 40.5654068, -3.5014299 40.5655879, -3.5013648 40.5656906, -3.5013202 40.5657528)",2,,40,,,
206375180,True,Carretera de Daganzo,tertiary,False,100.28399999999999,"LINESTRING (-3.5002325 40.5653204, -3.5003264 40.5653797, -3.5005335 40.5654663, -3.5006659 40.5655311, -3.500824 40.565656, -3.5009859 40.5657922, -3.5010875 40.5658453, -3.5011519 40.565879)",2,M-118,40,,,
205061485,False,,residential,True,4.423,"LINESTRING (-3.5079238 40.5661605, -3.5079668 40.5661378)",,,,,,
596643314,False,Calle Olivo,tertiary,True,15.869,"LINESTRING (-3.5079238 40.5661605, -3.5079746 40.5660231)",,,,,,
596643314,False,Calle Olivo,tertiary,False,88.08699999999999,"LINESTRING (-3.5079238 40.5661605, -3.5074716 40.5666076, -3.5073533 40.5667246, -3.5072885 40.5667887)",,,,,,
