osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction
30097266,Calle La Costa,tertiary,False,True,84.63399999999999,"LINESTRING (-13.6740585 29.0696522, -13.6741207 29.0697218, -13.674654 29.070207)",,,,
183496401,Calle Retama,residential,False,False,191.286,"LINESTRING (-13.6740585 29.0696522, -13.6736836 29.0691406, -13.6735215 29.0686546, -13.6729754 29.0682804)",,,,
232346801,Avenida La Canada,primary,False,False,288.086,"LINESTRING (-13.6740585 29.0696522, -13.6742745 29.0694772, -13.6743361 29.0694188, -13.674398 29.0693456, -13.6744741 29.0692509, -13.6745496 29.069143, -13.6748708 29.0686857, -13.6751161 29.0683508, -13.6753557 29.0680323, -13.6754878 29.0678624, -13.6757747 29.0675509)",LZ-67,40,,
446930621,Calle La Canada,primary,False,True,100.029,"LINESTRING (-13.6740585 29.0696522, -13.6738547 29.0697847, -13.6734984 29.0700265, -13.6732435 29.0702015)",LZ-67,40,,
30024013,Calle La Laguneta,residential,False,False,206.703,"LINESTRING (-13.6784373 29.0641504, -13.6786215 29.0642186, -13.6802697 29.0648589, -13.6803711 29.0649198)",,30,,
232346802,Avenida de Los Volcanes,primary,False,False,56.461,"LINESTRING (-13.6784373 29.0641504, -13.6784862 29.0639773, -13.6785611 29.0636544)",LZ-67,40,2,
232346802,Avenida de Los Volcanes,primary,False,True,251.92399999999998,"LINESTRING (-13.6784373 29.0641504, -13.6783069 29.0644045, -13.677599 29.0652525, -13.677216 29.0657458, -13.6770738 29.065929, -13.6769976 29.0660286)",LZ-67,40,2,
"[30046970, 255786292]","['Calle Juan Betancort', 'Calle Miguel Lantigua']",residential,False,True,492.47099999999983,"LINESTRING (-13.6784373 29.0641504, -13.6784834 29.0642457, -13.6784631 29.0644222, -13.6782973 29.065188, -13.6781932 29.065482, -13.6780575 29.0657926, -13.6779622 29.0659302, -13.6778044 29.0660976, -13.6777624 29.06615, -13.6777189 29.0662212, -13.6777064 29.0662647, -13.6777039 29.0663454, -13.677682 29.0664293, -13.6775249 29.0667248, -13.6774775 29.0669417, -13.6774698 29.0672453, -13.6774673 29.0675942, -13.6775188 29.0678543, -13.6775057 29.0680727, -13.6774228 29.0683766)",,,,
30024013,Calle La Laguneta,residential,False,True,206.703,"LINESTRING (-13.6803711 29.0649198, -13.6802697 29.0648589, -13.6786215 29.0642186, -13.6784373 29.0641504)",,30,,
30048121,Calle La Molina,residential,False,True,35.289,"LINESTRING (-13.6803711 29.0649198, -13.6804218 29.0648786, -13.6804763 29.0646262)",,,,
30094804,Calle Acaravan,tertiary,False,False,138.451,"LINESTRING (-13.6759002 29.0673887, -13.6767658 29.0683776)",,,,
232346801,Avenida La Canada,primary,False,False,2.295,"LINESTRING (-13.6759002 29.0673887, -13.6759129 29.0673713)",LZ-67,40,,
232346801,Avenida La Canada,primary,False,True,21.773,"LINESTRING (-13.6759002 29.0673887, -13.6757747 29.0675509)",LZ-67,40,,
30046970,Calle Juan Betancort,residential,False,False,47.013,"LINESTRING (-13.677427 29.0687954, -13.6773934 29.0685071, -13.6774228 29.0683766)",,,,
30094804,Calle Acaravan,tertiary,False,False,61.554,"LINESTRING (-13.677427 29.0687954, -13.6774888 29.0688509, -13.6777709 29.0692582)",,,,
30094804,Calle Acaravan,tertiary,False,True,84.41999999999999,"LINESTRING (-13.677427 29.0687954, -13.6771991 29.0687759, -13.6769563 29.0686268, -13.6767658 29.0683776)",,,,
30094804,Calle Acaravan,tertiary,False,True,138.451,"LINESTRING (-13.6767658 29.0683776, -13.6759002 29.0673887)",,,,
360717103,Calle Petirrojo,residential,True,False,63.853,"LINESTRING (-13.6767658 29.0683776, -13.6774228 29.0683766)",,,,
30094804,Calle Acaravan,tertiary,False,False,84.42,"LINESTRING (-13.6767658 29.0683776, -13.6769563 29.0686268, -13.6771991 29.0687759, -13.677427 29.0687954)",,,,
360717086,Calle Molino del Viento,tertiary,False,True,14.977,"LINESTRING (-13.6787737 29.0706469, -13.6786804 29.0705397)",,,,
30278821,Calle La Costa,residential,False,True,207.059,"LINESTRING (-13.6787737 29.0706469, -13.6797643 29.0705953, -13.680312 29.0706411, -13.6808541 29.0704421)",,,,
"[30046970, 255786292]","['Calle Juan Betancort', 'Calle Miguel Lantigua']",residential,False,False,492.47100000000006,"LINESTRING (-13.6774228 29.0683766, -13.6775057 29.0680727, -13.6775188 29.0678543, -13.6774673 29.0675942, -13.6774698 29.0672453, -13.6774775 29.0669417, -13.6775249 29.0667248, -13.677682 29.0664293, -13.6777039 29.0663454, -13.6777064 29.0662647, -13.6777189 29.0662212, -13.6777624 29.06615, -13.6778044 29.0660976, -13.6779622 29.0659302, -13.6780575 29.0657926, -13.6781932 29.065482, -13.6782973 29.065188, -13.6784631 29.0644222, -13.6784834 29.0642457, -13.6784373 29.0641504)",,,,
30046970,Calle Juan Betancort,residential,False,True,47.013,"LINESTRING (-13.6774228 29.0683766, -13.6773934 29.0685071, -13.677427 29.0687954)",,,,
360735558,Calle La Canada,primary,False,False,9.937,"LINESTRING (-13.6727231 29.0705534, -13.672805 29.0704999)",LZ-67,40,,
360735558,Calle La Canada,primary,False,True,35.302,"LINESTRING (-13.6727231 29.0705534, -13.672441 29.0707534)",LZ-67,40,,
183496457,Calle Avutarda,residential,False,True,61.120000000000005,"LINESTRING (-13.6727231 29.0705534, -13.6726957 29.0706176, -13.6726539 29.070693, -13.672544 29.0708883, -13.6725365 29.0709265, -13.6725357 29.0709719, -13.6725644 29.0710641)",,,,
30094804,Calle Acaravan,tertiary,False,False,32.736,"LINESTRING (-13.678232 29.069858, -13.6783617 29.0701297)",,,,
30094804,Calle Acaravan,tertiary,False,True,80.811,"LINESTRING (-13.678232 29.069858, -13.6780661 29.0695734, -13.6777709 29.0692582)",,,,
30278255,Calle La Costa,unclassified,False,False,268.439,"LINESTRING (-13.678232 29.069858, -13.6783231 29.0698709, -13.6785421 29.0699977, -13.6787801 29.0701356, -13.6790304 29.0702285, -13.6795008 29.0703019, -13.6799529 29.0704098, -13.6804671 29.0704481, -13.6808541 29.0704421)",,,,
30278255,Calle La Costa,unclassified,False,True,268.43899999999996,"LINESTRING (-13.6808541 29.0704421, -13.6804671 29.0704481, -13.6799529 29.0704098, -13.6795008 29.0703019, -13.6790304 29.0702285, -13.6787801 29.0701356, -13.6785421 29.0699977, -13.6783231 29.0698709, -13.678232 29.069858)",,,,
30278821,Calle La Costa,residential,False,False,207.05900000000003,"LINESTRING (-13.6808541 29.0704421, -13.680312 29.0706411, -13.6797643 29.0705953, -13.6787737 29.0706469)",,,,
30048121,Calle La Molina,residential,False,False,152.51500000000001,"LINESTRING (-13.680815 29.0632884, -13.6806898 29.0638802, -13.680536 29.064349, -13.6804763 29.0646262)",,,,
96311538,Calle Los Aljibes,residential,False,False,16.772,"LINESTRING (-13.680815 29.0632884, -13.6808839 29.0633296, -13.6809661 29.0633596)",,,,
96311538,Calle Los Aljibes,residential,False,True,52.242999999999995,"LINESTRING (-13.680815 29.0632884, -13.6805064 29.063034, -13.6804017 29.0629961)",,,,
96311538,Calle Los Aljibes,residential,False,False,13.401,"LINESTRING (-13.6802653 29.0629785, -13.6804017 29.0629961)",,,,
96311538,Calle Los Aljibes,residential,False,True,142.32999999999998,"LINESTRING (-13.6802653 29.0629785, -13.6796982 29.0629984, -13.6795294 29.062951, -13.6792981 29.0628178, -13.6788757 29.0627024)",,,,
476118586,,residential,False,True,190.331,"LINESTRING (-13.6802653 29.0629785, -13.680209 29.0633619, -13.6800266 29.0633455, -13.6787156 29.0631363)",,,,
96311466,Calle La Mareta,residential,False,False,28.844,"LINESTRING (-13.6807982 29.0625412, -13.6808727 29.062443, -13.6809229 29.0623084)",,,,
96311466,Calle La Mareta,residential,False,True,63.632000000000005,"LINESTRING (-13.6807982 29.0625412, -13.6805458 29.0628469, -13.6804017 29.0629961)",,,,
96311493,Calle Seguidilla,residential,False,False,188.615,"LINESTRING (-13.6745743 29.0660267, -13.6749563 29.0658577, -13.6751949 29.0657228, -13.6756943 29.065442, -13.6758112 29.0653355, -13.6760103 29.0650654, -13.6760729 29.0649994)",,,,
96311493,Calle Seguidilla,residential,False,True,33.157,"LINESTRING (-13.6745743 29.0660267, -13.6744138 29.0661128, -13.6743332 29.0662263)",,,,
96311580,Calle Folia,residential,False,True,254.54899999999998,"LINESTRING (-13.6745743 29.0660267, -13.6745152 29.0658569, -13.6742451 29.0655762, -13.6739616 29.0651082, -13.6736522 29.0647154, -13.6733179 29.0644232, -13.6730666 29.0641833)",,,,
361697754,Calle Isa,residential,False,False,89.577,"LINESTRING (-13.675759 29.0642513, -13.675719 29.0644433, -13.6757552 29.0645057, -13.6762178 29.0648643)",,,,
361697757,Calle Pena de San Roque,residential,False,False,169.699,"LINESTRING (-13.675759 29.0642513, -13.6763357 29.064286, -13.6766543 29.0642326, -13.6770078 29.0640523, -13.6774212 29.0639361)",,,,
361697757,Calle Pena de San Roque,residential,False,True,275.481,"LINESTRING (-13.675759 29.0642513, -13.6750642 29.0641784, -13.6746561 29.0642293, -13.6742844 29.0642514, -13.6740563 29.0642226, -13.6735354 29.0640462, -13.6732761 29.0640305, -13.6729789 29.0639901)",,,,
232346802,Avenida de Los Volcanes,primary,False,False,52.225,"LINESTRING (-13.6788757 29.0627024, -13.6790499 29.0622581)",LZ-67,40,2,
96311538,Calle Los Aljibes,residential,False,False,142.32999999999998,"LINESTRING (-13.6788757 29.0627024, -13.6792981 29.0628178, -13.6795294 29.062951, -13.6796982 29.0629984, -13.6802653 29.0629785)",,,,
232346802,Avenida de Los Volcanes,primary,False,True,50.695,"LINESTRING (-13.6788757 29.0627024, -13.6787923 29.0629308, -13.6787156 29.0631363)",LZ-67,40,2,
232346801,Avenida La Canada,primary,False,False,21.773,"LINESTRING (-13.6757747 29.0675509, -13.6759002 29.0673887)",LZ-67,40,,
96311555,Calle Doctores Molina,residential,False,False,195.411,"LINESTRING (-13.6757747 29.0675509, -13.6757021 29.0681981, -13.6755512 29.0686001, -13.6752517 29.069232)",,,,
232346801,Avenida La Canada,primary,False,True,288.086,"LINESTRING (-13.6757747 29.0675509, -13.6754878 29.0678624, -13.6753557 29.0680323, -13.6751161 29.0683508, -13.6748708 29.0686857, -13.6745496 29.069143, -13.6744741 29.0692509, -13.674398 29.0693456, -13.6743361 29.0694188, -13.6742745 29.0694772, -13.6740585 29.0696522)",LZ-67,40,,
96311498,Calle Alcogida,residential,False,True,66.453,"LINESTRING (-13.6809661 29.0633596, -13.6810975 29.0631346, -13.6812908 29.0628338)",,,,
96311538,Calle Los Aljibes,residential,False,True,16.772,"LINESTRING (-13.6809661 29.0633596, -13.6808839 29.0633296, -13.680815 29.0632884)",,,,
30094804,Calle Acaravan,tertiary,False,True,32.736,"LINESTRING (-13.6783617 29.0701297, -13.678232 29.069858)",,,,
96311585,Calle Sena Lorenza,residential,False,False,51.894,"LINESTRING (-13.6783617 29.0701297, -13.6782721 29.0703826, -13.6781708 29.0705641)",,,,
360717086,Calle Molino del Viento,tertiary,False,False,55.206999999999994,"LINESTRING (-13.6783617 29.0701297, -13.6784947 29.070326, -13.6786804 29.0705397)",,,,
96311520,Calle Sorondongo,residential,False,False,95.828,"LINESTRING (-13.6722393 29.0646414, -13.6726845 29.0643365, -13.6730666 29.0641833)",,,,
30097266,Calle La Costa,tertiary,False,False,20.51,"LINESTRING (-13.6748028 29.0703378, -13.674654 29.070207)",,,,
30097266,Calle La Costa,tertiary,False,True,20.447,"LINESTRING (-13.6748028 29.0703378, -13.6749476 29.0704712)",,,,
