osmid,highway,oneway,reversed,length,ref,width,geometry,name
152462804,residential,False,False,21.511,,,"LINESTRING (-6.1675681 39.1841986, -6.1678091 39.1841483)",
"[310213377, 310213375]",tertiary,False,True,100.404,CC-V117,5,"LINESTRING (-6.1675681 39.1841986, -6.1672132 39.1841894, -6.167075 39.1842137, -6.1668041 39.1842831, -6.1664337 39.184358)",
152462809,residential,False,False,25.11,,,"LINESTRING (-6.1630675 39.1842501, -6.1631713 39.1840391)",
152462809,residential,False,True,8.673,,,"LINESTRING (-6.1630675 39.1842501, -6.1630668 39.1843281)",
251562043,residential,False,False,69.444,,,"LINESTRING (-6.1630675 39.1842501, -6.1622787 39.1841228)",
152462798,residential,False,False,38.919,,,"LINESTRING (-6.1626777 39.18489, -6.1629066 39.1851917)",
152462798,residential,False,True,36.432,,,"LINESTRING (-6.1626777 39.18489, -6.1625002 39.1848188, -6.1623807 39.1847983, -6.1622877 39.1848277)",
152462809,residential,False,False,21.365000000000002,,,"LINESTRING (-6.1626777 39.18489, -6.1627564 39.1848267, -6.1628573 39.1847578)",
152462809,residential,False,True,70.94,,,"LINESTRING (-6.1640907 39.1823242, -6.1637763 39.1829138)",
325080788,tertiary,False,False,307.597,CC-117,5,"LINESTRING (-6.1640907 39.1823242, -6.1657859 39.1835336, -6.166072 39.1837638, -6.1662826 39.1840274, -6.1664337 39.184358)",
152462786,residential,False,False,68.25,,,"LINESTRING (-6.1607194 39.1861013, -6.161308 39.1856907)",
152462825,residential,False,False,109.793,,,"LINESTRING (-6.1607194 39.1861013, -6.1603378 39.18586, -6.1600828 39.1855897, -6.1599008 39.1854202, -6.1598492 39.1853897)",Calle San Sebastián
152462825,residential,False,True,79.19,,,"LINESTRING (-6.1607194 39.1861013, -6.1611043 39.18636, -6.1614956 39.1864532)",Calle San Sebastián
152462825,residential,False,False,16.481,,,"LINESTRING (-6.1616835 39.1864807, -6.1614956 39.1864532)",Calle San Sebastián
286671877,residential,False,False,26.303,,,"LINESTRING (-6.1616835 39.1864807, -6.16197 39.1865622)",
152462825,residential,False,True,41.499,,,"LINESTRING (-6.1616835 39.1864807, -6.1617684 39.186361, -6.161865 39.1862693, -6.1619955 39.1862081)",Calle San Sebastián
152462808,residential,False,True,101.567,,,"LINESTRING (-6.1588842 39.1849291, -6.1600626 39.184935)",Calle Cervantes
152462825,residential,False,True,98.041,,,"LINESTRING (-6.1588842 39.1849291, -6.1590004 39.185007, -6.1596276 39.185265, -6.1598492 39.1853897)",Calle San Sebastián
152462817,residential,False,True,11.361,,,"LINESTRING (-6.1619955 39.1862081, -6.1621262 39.1862214)",
152462825,residential,False,False,41.499,,,"LINESTRING (-6.1619955 39.1862081, -6.161865 39.1862693, -6.1617684 39.186361, -6.1616835 39.1864807)",Calle San Sebastián
329935497,residential,False,False,82.589,,,"LINESTRING (-6.1619955 39.1862081, -6.161705 39.1859901, -6.161308 39.1856907)",
152462785,residential,False,True,237.55099999999996,,,"LINESTRING (-6.1598182 39.1887823, -6.1600705 39.1888343, -6.1602139 39.1888471, -6.1603545 39.1888365, -6.1606643 39.1887764, -6.1607921 39.1886979, -6.1611363 39.1882769, -6.1612945 39.1880587, -6.1612651 39.1878944, -6.1616345 39.1876165, -6.1616578 39.187599)",
152462809,residential,False,False,8.673,,,"LINESTRING (-6.1630668 39.1843281, -6.1630675 39.1842501)",
310213374,residential,False,True,25.848,,,"LINESTRING (-6.1630668 39.1843281, -6.1631863 39.1845413)",
152462809,residential,False,True,51.096000000000004,,,"LINESTRING (-6.1630668 39.1843281, -6.1629664 39.184517, -6.1628573 39.1847578)",
