osmid,lanes,ref,highway,oneway,reversed,length,bridge,geometry,name,junction,maxspeed
"[111402034, 111401957, 111402022]",2,C-1415c,tertiary,False,True,160.203,yes,"LINESTRING (2.3230832 41.5901341, 2.3227227 41.5903824, 2.3222678 41.5906958, 2.3218681 41.5909663, 2.3216557 41.5911013)",,,
111402028,1,C-1415c,tertiary,True,False,24.797,,"LINESTRING (2.3230832 41.5901341, 2.3231121 41.5900829, 2.3231361 41.5900482, 2.3231489 41.5900124, 2.3231842 41.589925)",,,
34565572,,C-1415c,tertiary,False,False,9.474,,"LINESTRING (2.3270846 41.5878217, 2.3271979 41.5878129)",,,
193448017,,,residential,False,True,51.907,,"LINESTRING (2.3270846 41.5878217, 2.3268662 41.5873844)",Carrer de la Verge de Montserrat,,
34565572,,C-1415c,tertiary,False,True,38.547,,"LINESTRING (2.3270846 41.5878217, 2.3269753 41.5878438, 2.3268619 41.5878823, 2.3266752 41.5879772)",,,
193448017,,,residential,False,False,86.878,,"LINESTRING (2.3270846 41.5878217, 2.3274133 41.5885079, 2.3274133 41.5885603)",Carrer de la Verge de Montserrat,,
34565573,,C-1415c,tertiary,True,False,11.841000000000001,,"LINESTRING (2.3234857 41.5900584, 2.3234174 41.5900721, 2.3233459 41.5900685)",,roundabout,
111401965,1,C-1415c,tertiary,True,False,23.111,,"LINESTRING (2.3233459 41.5900685, 2.3232832 41.5900793, 2.3232001 41.5900997, 2.3231377 41.5901224, 2.3230832 41.5901341)",,,
566413776,,C-1415c,tertiary,True,False,22.438000000000002,,"LINESTRING (2.3233459 41.5900685, 2.3232762 41.5900459, 2.3232321 41.590017, 2.3232047 41.5899872, 2.3231847 41.5899478, 2.3231842 41.589925)",,roundabout,
34565573,,C-1415c,tertiary,True,False,18.561999999999998,,"LINESTRING (2.3236117 41.589929, 2.3236017 41.5899626, 2.3235815 41.5899949, 2.3235432 41.59003, 2.3234857 41.5900584)",,roundabout,
47398397,,,residential,True,False,20.826999999999998,,"LINESTRING (2.3236117 41.589929, 2.3236641 41.5899899, 2.3236871 41.5900281, 2.3237235 41.5900562, 2.3237408 41.5900875)",,,
34565576,,,residential,False,True,81.395,,"LINESTRING (2.3232051 41.5891819, 2.324149 41.5889884)",Carrer del Roquerols,,
111401960,,,unclassified,False,False,301.882,,"LINESTRING (2.3232051 41.5891819, 2.3225002 41.5865187)",Carrer de Sant Sadurní,,
"[34565576, 1075786494, 824947757, 155009926]",,,residential,False,"[False, True]",788.994,,"LINESTRING (2.3232051 41.5891819, 2.3228129 41.5892748, 2.3224479 41.58937, 2.3214036 41.5895693, 2.3211461 41.5894208, 2.3200976 41.5883485, 2.3199659 41.5881209, 2.3191186 41.5869854, 2.3210983 41.5866821, 2.3225002 41.5865187)","['Carrer del Mogent', 'Carrer del Roquerols', 'Carrer de la Indústria']",,
111401960,,,unclassified,False,True,64.68,,"LINESTRING (2.3232051 41.5891819, 2.3232816 41.5894658, 2.3233497 41.5897534)",Carrer de Sant Sadurní,,
466909615,1,BV-5001,tertiary,True,False,39.285,,"LINESTRING (2.3253329 41.5858726, 2.3254055 41.5862217)",Carrer Catalunya,,30
466909615,1,BV-5001,tertiary,True,False,58.863,,"LINESTRING (2.3255082 41.5867156, 2.3257497 41.5872132)",Carrer Catalunya,,30
864075430,,,residential,True,False,50.034,,"LINESTRING (2.3255082 41.5867156, 2.3249183 41.5868039)",Carrer d'Espronceda,,
864075431,,,residential,True,False,62.581,,"LINESTRING (2.3255082 41.5867156, 2.3262489 41.5866165)",Carrer d'Espronceda,,
34565572,,C-1415c,tertiary,False,True,6.811,,"LINESTRING (2.3262682 41.588213, 2.3262008 41.5882478)",,,
34565572,,C-1415c,tertiary,False,False,42.819,,"LINESTRING (2.3262682 41.588213, 2.3265915 41.5880278, 2.3266752 41.5879772)",,,
34565572,,C-1415c,tertiary,False,False,38.547,,"LINESTRING (2.3266752 41.5879772, 2.3268619 41.5878823, 2.3269753 41.5878438, 2.3270846 41.5878217)",,,
34565572,,C-1415c,tertiary,False,True,42.819,,"LINESTRING (2.3266752 41.5879772, 2.3265915 41.5880278, 2.3262682 41.588213)",,,
155003727,,,residential,False,False,54.847,,"LINESTRING (2.3266752 41.5879772, 2.3266498 41.5879493, 2.3266252 41.5879221, 2.3263978 41.5876715, 2.3263355 41.5875568)",Carrer de Pompeu Fabra,,
155115647,1,,residential,True,False,47.096,,"LINESTRING (2.3251366 41.5849375, 2.3257028 41.5849432)",Carrer del Bosc,,30
466909615,1,BV-5001,tertiary,True,False,105.252,,"LINESTRING (2.3251366 41.5849375, 2.3253329 41.5858726)",Carrer Catalunya,,30
34565572,,C-1415c,tertiary,False,True,9.474,,"LINESTRING (2.3271979 41.5878129, 2.3270846 41.5878217)",,,
34565572,,C-1415c,tertiary,False,False,115.442,,"LINESTRING (2.3271979 41.5878129, 2.3272948 41.5878283, 2.327369 41.5878607, 2.3275086 41.5879148, 2.3284139 41.5883065)",,,
155007682,,,residential,False,False,109.29400000000001,,"LINESTRING (2.3271979 41.5878129, 2.3270754 41.5874847, 2.327063 41.5873786, 2.3271059 41.5873224, 2.3276899 41.5871464)",Carrer de les Roses,,
34565572,,C-1415c,tertiary,False,True,169.749,,"LINESTRING (2.3301806 41.589071, 2.3284139 41.5883065)",,,
155004993,,,residential,False,False,130.13,,"LINESTRING (2.3301806 41.589071, 2.3302189 41.5890295, 2.3303192 41.5890638, 2.3305714 41.589136, 2.3307913 41.5891962, 2.3309308 41.589156, 2.3310059 41.5890838, 2.3309951 41.5889755, 2.3309056 41.5888609, 2.3307071 41.5887045)",Carrer del Girasol,,
111401987,,,tertiary_link,True,False,8.472999999999999,,"LINESTRING (2.3202115 41.5916323, 2.3202691 41.5916667, 2.3202861 41.5916835)",,,
111402049,,,tertiary_link,True,False,15.342,,"LINESTRING (2.3202115 41.5916323, 2.3202998 41.5916524, 2.3203919 41.5916553)",,,
111401982,,,tertiary_link,True,False,3.448,,"LINESTRING (2.320186 41.5917796, 2.320209 41.5917538)",,,
1070752096,,,tertiary_link,True,False,4.575,,"LINESTRING (2.320186 41.5917796, 2.3201885 41.5917385)",,,
1070752094,,,tertiary_link,True,False,9.341,,"LINESTRING (2.3202861 41.5916835, 2.3203919 41.5916553)",,,
1070752093,,,tertiary_link,True,False,17.292,,"LINESTRING (2.3202861 41.5916835, 2.3203011 41.5916983, 2.3203382 41.5917548, 2.320351 41.5917978, 2.3203459 41.5918275)",,,
111401970,1,C-1415c,tertiary,True,False,23.22,,"LINESTRING (2.3234677 41.5897595, 2.3235326 41.5897469, 2.3236078 41.5897313, 2.323667 41.5897062, 2.32373 41.5896913)",,,
566413778,,C-1415c,tertiary,True,False,19.412999999999997,,"LINESTRING (2.3234677 41.5897595, 2.3235052 41.5897702, 2.3235508 41.5897967, 2.323581 41.5898256, 2.3236012 41.5898574, 2.3236055 41.5898867)",,roundabout,
1070752098,,,tertiary_link,True,False,2.408,,"LINESTRING (2.320209 41.5917538, 2.3201885 41.5917385)",,,
1070752099,,,tertiary_link,True,False,10.116999999999999,,"LINESTRING (2.320209 41.5917538, 2.3202653 41.5917002, 2.3202861 41.5916835)",,,
34565574,,C-1415c,tertiary,True,False,24.153,,"LINESTRING (2.32373 41.5896913, 2.3236833 41.5897507, 2.3236378 41.5898168, 2.3236055 41.5898867)",,,
566413697,2,C-1415c,tertiary,False,False,151.435,,"LINESTRING (2.32373 41.5896913, 2.324325 41.5893113, 2.3249421 41.5889405, 2.3251416 41.5888317)",,,
34565573,,C-1415c,tertiary,True,False,4.732,,"LINESTRING (2.3236055 41.5898867, 2.3236117 41.589929)",,roundabout,
111401973,,,tertiary_link,True,False,14.225000000000001,,"LINESTRING (2.3203459 41.5918275, 2.3202998 41.5918141, 2.3202461 41.5917815, 2.320209 41.5917538)",,,
1070752092,,C-1415c,tertiary,True,False,56.668,,"LINESTRING (2.3203459 41.5918275, 2.3206286 41.5916715, 2.3208972 41.591528)",,,
"[111402034, 111401957, 111402022]",2,C-1415c,tertiary,False,False,160.203,yes,"LINESTRING (2.3216557 41.5911013, 2.3218681 41.5909663, 2.3222678 41.5906958, 2.3227227 41.5903824, 2.3230832 41.5901341)",,,
111402050,,C-1415c,tertiary,True,False,69.38999999999999,,"LINESTRING (2.3216557 41.5911013, 2.3216007 41.5911645, 2.3211978 41.591419, 2.3210396 41.5915179)",,,
1070752092,,C-1415c,tertiary,True,False,79.086,,"LINESTRING (2.3208972 41.591528, 2.321121 41.5914084, 2.3215598 41.5911396, 2.3216557 41.5911013)",,,
1070752097,,,tertiary_link,True,False,16.974999999999998,,"LINESTRING (2.3201885 41.5917385, 2.3201668 41.5916983, 2.3201271 41.5916457, 2.3201015 41.5916007)",,,
111402049,,,tertiary_link,True,False,9.799,,"LINESTRING (2.3201015 41.5916007, 2.3202115 41.5916323)",,,
566413688,,C-1415c,tertiary,True,False,25.967999999999996,,"LINESTRING (2.3231842 41.589925, 2.3231832 41.5898786, 2.3232003 41.5898402, 2.3232329 41.5898034, 2.3232738 41.5897764, 2.32333 41.5897559, 2.3233497 41.5897534)",,roundabout,
111401964,,,residential,True,False,21.58,,"LINESTRING (2.3237408 41.5900875, 2.3236884 41.5900808, 2.3236475 41.5900693, 2.3236001 41.5900635, 2.3235694 41.5900626, 2.3234857 41.5900584)",,,
111402024,,,tertiary_link,True,False,68.647,,"LINESTRING (2.3210396 41.5915179, 2.3208716 41.5915816, 2.3204073 41.5918351, 2.3203459 41.5918275)",,,
111401960,,,unclassified,False,False,64.68,,"LINESTRING (2.3233497 41.5897534, 2.3232816 41.5894658, 2.3232051 41.5891819)",Carrer de Sant Sadurní,,
566413688,,C-1415c,tertiary,True,False,10.043,,"LINESTRING (2.3233497 41.5897534, 2.3233871 41.5897483, 2.3234402 41.5897516, 2.3234677 41.5897595)",,roundabout,
1070752095,,,tertiary_link,True,False,44.679,,"LINESTRING (2.3203919 41.5916553, 2.3204891 41.5916457, 2.3206158 41.5916237, 2.3207386 41.5915826, 2.3208972 41.591528)",,,
566413781,,,residential,True,False,79.142,,"LINESTRING (2.3236132 41.5831116, 2.3241288 41.5837098)",Rambla Mestre Torrents,,
864075428,,,residential,True,False,105.853,,"LINESTRING (2.3249183 41.5868039, 2.3236566 41.5869291)",Carrer d'Espronceda,,
864075429,,,residential,True,False,61.278,,"LINESTRING (2.3249183 41.5868039, 2.3249373 41.586253)",Rambla Mestre Torrents,,
491157649,,,residential,False,False,31.88,,"LINESTRING (2.3263168 41.5866074, 2.3264812 41.5868664)",Carrer de la Verge de Montserrat,,
864075431,,,residential,True,False,47.104,,"LINESTRING (2.3263168 41.5866074, 2.3268712 41.5865208)",Carrer d'Espronceda,,
864075429,,,residential,True,False,24.741,,"LINESTRING (2.3249373 41.586253, 2.3249389 41.5860305)",Rambla Mestre Torrents,,
491157651,,,residential,False,False,64.036,,"LINESTRING (2.3250245 41.5874067, 2.3257497 41.5872132)",Carrer del Montseny,,
155007676,,,residential,True,False,68.148,,"LINESTRING (2.3250245 41.5874067, 2.3249629 41.5872923, 2.3249183 41.5868039)",Rambla Mestre Torrents,,
155003729,,,residential,False,False,36.769,,"LINESTRING (2.3261473 41.5871036, 2.3265695 41.5870055)",Carrer del Montseny,,
155003729,,,residential,False,True,35.242,,"LINESTRING (2.3261473 41.5871036, 2.3257497 41.5872132)",Carrer del Montseny,,
155003727,,,residential,False,True,52.842,,"LINESTRING (2.3261473 41.5871036, 2.3262691 41.5874348, 2.3262741 41.587444, 2.3263355 41.5875568)",Carrer de Pompeu Fabra,,
155007679,,,residential,False,True,48.12,,"LINESTRING (2.3268662 41.5873844, 2.3263355 41.5875568)",Carrer de Manuel de Falla,,
193448017,,,residential,False,False,51.907,,"LINESTRING (2.3268662 41.5873844, 2.3270846 41.5878217)",Carrer de la Verge de Montserrat,,
193448017,,,residential,False,True,48.826,,"LINESTRING (2.3268662 41.5873844, 2.3265695 41.5870055)",Carrer de la Verge de Montserrat,,
155003728,,,residential,True,False,39.095,,"LINESTRING (2.3254055 41.5862217, 2.3249373 41.586253)",Carrer de la Verge de Montserrat,,
