osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,access,junction,bridge,tunnel
27802080,False,2,GC-202,tertiary,40,True,179.587,"LINESTRING (-15.6591661 28.1399931, -15.6589267 28.1400456, -15.6587121 28.1401289, -15.6584544 28.1402559, -15.6579334 28.1405737, -15.6577849 28.1406441, -15.6575477 28.1407219)",,,,,
297515974,False,,,residential,,False,59.467,"LINESTRING (-15.6591661 28.1399931, -15.6591776 28.1399149, -15.6591164 28.1398752, -15.6586815 28.1398103)",Calle Nicolás Ramírez Auyanet,,,,
27802080,False,2,GC-202,tertiary,40,False,179.58700000000002,"LINESTRING (-15.6575477 28.1407219, -15.6577849 28.1406441, -15.6579334 28.1405737, -15.6584544 28.1402559, -15.6587121 28.1401289, -15.6589267 28.1400456, -15.6591661 28.1399931)",,,,,
27802360,True,1,GC-292,tertiary,40,False,20.842,"LINESTRING (-15.6575477 28.1407219, -15.6575251 28.1406795, -15.6574881 28.1406459, -15.6574407 28.1406246, -15.6573881 28.140618)",,yes,roundabout,,
754122346,True,1,GC-292,tertiary,,False,19.717,"LINESTRING (-15.6573881 28.140618, -15.6573071 28.1404557)",Avenida Concejal Pepito Jorge Quintana,,,,
27802360,True,1,GC-292,tertiary,40,False,10.085,"LINESTRING (-15.6573881 28.140618, -15.6573376 28.1406263, -15.6572925 28.1406482)",,yes,roundabout,,
388724697,False,,,residential,,True,23.115,"LINESTRING (-15.6578708 28.1462416, -15.6578069 28.1464417)",Calle Guillén Morales,,,,
126531826,True,,,residential,,False,168.786,"LINESTRING (-15.6578708 28.1462416, -15.6579219 28.1453657, -15.6578933 28.1452089, -15.6578091 28.1447326)",Calle Guillén Morales,,,,
126531848,True,,,residential,,False,88.367,"LINESTRING (-15.6570105 28.1460047, -15.6578708 28.1462416)",Calle Reina Arminda,,,,
296942078,False,,,residential,,True,32.218,"LINESTRING (-15.6570105 28.1460047, -15.6569927 28.14605, -15.656903 28.1462785)",Calle Tamarán,,,,
