osmid,ref,highway,junction,oneway,reversed,length,geometry,name,bridge
78430341,LR-113,primary_link,roundabout,True,False,5.415,"LINESTRING (-2.7284807 42.4166952, -2.728498 42.4166745, -2.7285081 42.4166513)",,
284608472,,residential,,False,True,68.605,"LINESTRING (-2.7284807 42.4166952, -2.7284975 42.4167213, -2.7285142 42.4167474, -2.7286489 42.4167868, -2.728707 42.4168314, -2.7287103 42.4169735, -2.7286213 42.4172129)",Paseo Los Curas,
78430345,LR-113,primary,,False,False,7.001,"LINESTRING (-2.7304441 42.4170615, -2.7303751 42.4170245)",Avenida La Sierra,
66080036,LR-113,primary,,False,False,131.8,"LINESTRING (-2.7304441 42.4170615, -2.7299998 42.4172927, -2.7299692 42.4173086, -2.7296909 42.4174237, -2.7290664 42.4176661)",Calle San Fernando,
1063359380,,tertiary,,False,False,59.187,"LINESTRING (-2.7304441 42.4170615, -2.7308272 42.4169761, -2.7310133 42.4169107, -2.7311168 42.4168742)",Calle San Fernando,
"[40285355, 832474047]",,tertiary,,True,False,89.329,"LINESTRING (-2.7311168 42.4168742, -2.7312421 42.4169053, -2.7315992 42.417105, -2.7318156 42.4172359, -2.7318817 42.4172759, -2.7320134 42.4173166)",Calle San Fernando,
1063359380,,tertiary,,False,True,59.187,"LINESTRING (-2.7311168 42.4168742, -2.7310133 42.4169107, -2.7308272 42.4169761, -2.7304441 42.4170615)",Calle San Fernando,
89798741,,residential,,False,False,55.351,"LINESTRING (-2.7348229 42.4145654, -2.73516 42.4141343)",,
284608474,,residential,,False,False,8.752,"LINESTRING (-2.7348229 42.4145654, -2.7347178 42.4145786)",Plaza Mercado,
284608474,,residential,,False,True,9.938,"LINESTRING (-2.7348229 42.4145654, -2.7348795 42.4146444)",Plaza Mercado,
284608484,,residential,,False,True,17.601,"LINESTRING (-2.7339717 42.4145842, -2.734184 42.4146063)",,
90855681,,residential,,False,False,189.02400000000006,"LINESTRING (-2.7339717 42.4145842, -2.7338412 42.4151753, -2.7337211 42.4158599, -2.733693 42.4160203, -2.7336885 42.416046, -2.7337182 42.4160863, -2.733766 42.4161072, -2.7338739 42.416136, -2.7339389 42.4161546)",,
1167299122,,residential,,False,True,69.071,"LINESTRING (-2.7339717 42.4145842, -2.733942 42.414567, -2.7338886 42.4145144, -2.7338425 42.4144179, -2.7338797 42.4141635, -2.7339066 42.4139953)",,
42805812,,residential,,False,True,110.96100000000001,"LINESTRING (-2.7314052 42.4146415, -2.7313761 42.4154383, -2.7313781 42.4156391)",Calle San Julián,
89799236,,residential,,False,False,46.004,"LINESTRING (-2.7314052 42.4146415, -2.731352 42.4146241, -2.7308928 42.414474)",Calle Espadañal,
1073996285,,residential,,False,True,131.951,"LINESTRING (-2.7314052 42.4146415, -2.7314748 42.414244, -2.7314831 42.4135134, -2.7314924 42.4134586)",Paseo de San Julián,
"[66080038, 119235030]",,residential,,False,True,90.32500000000002,"LINESTRING (-2.7352589 42.4166691, -2.7353682 42.4168164, -2.7353282 42.4171219, -2.7352199 42.4173096, -2.7351982 42.4173367, -2.735122 42.4174217)",Plaza Santa Maria,
119235049,,residential,,False,False,67.283,"LINESTRING (-2.7352589 42.4166691, -2.7352742 42.4163447, -2.7353579 42.4160711)",Calle de las Viudas,
"[89798690, 741212884]",,living_street,,False,"[False, True]",86.88399999999999,"LINESTRING (-2.7352589 42.4166691, -2.7351901 42.4166478, -2.7350717 42.4166318, -2.7350401 42.4166292, -2.7346357 42.4165958, -2.734595 42.4169079)",Calle Constantino Garrán,
42805814,,residential,,False,False,23.272,"LINESTRING (-2.7354598 42.4158168, -2.7357339 42.4157634)",Calle Costanilla,
89798745,,residential,,False,False,55.977000000000004,"LINESTRING (-2.7354598 42.4158168, -2.7354031 42.4157669, -2.7352137 42.415686, -2.7351436 42.4156317, -2.7349671 42.4154777)",,
119235049,,residential,,False,True,30.563,"LINESTRING (-2.7354598 42.4158168, -2.7354407 42.415983, -2.735401 42.4160138, -2.7353579 42.4160711)",Calle de las Viudas,
