osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,ref,bridge,access
237016058,True,Calle del Pintor Peris Aragó,residential,False,51.918,"LINESTRING (-0.3502239 39.4973067, -0.3500014 39.4977409)",,,,,,
237521718,True,Calle de la Diputación,residential,False,82.401,"LINESTRING (-0.3502239 39.4973067, -0.3493253 39.4970453)",,,,,,
23332790,True,,secondary,False,8.991,"LINESTRING (-0.3471638 39.4975369, -0.3472105 39.4975196, -0.3472465 39.4974896)",,1,roundabout,,,
23332797,True,,residential,False,24.866,"LINESTRING (-0.3472465 39.4974896, -0.3475338 39.4974603)",,,,,,
23332790,True,,secondary,False,10.841000000000001,"LINESTRING (-0.3472465 39.4974896, -0.3472671 39.4974421, -0.3472591 39.4973951)",,1,roundabout,,,
23332790,True,,secondary,False,6.754,"LINESTRING (-0.3472591 39.4973951, -0.3472124 39.4973462)",,1,roundabout,,,
23332794,True,Ronda Este,secondary,False,19.092,"LINESTRING (-0.3472124 39.4973462, -0.3471992 39.4971748)",50,1,,,,
23332790,True,,secondary,False,9.857,"LINESTRING (-0.3472124 39.4973462, -0.3471689 39.4973289, -0.3471031 39.4973256)",,1,roundabout,,,
23332790,True,,secondary,False,19.591,"LINESTRING (-0.3471031 39.4973256, -0.3470341 39.4973514, -0.3469932 39.4974003, -0.3469913 39.4974591)",,1,roundabout,,,
23332790,True,,secondary,False,8.065,"LINESTRING (-0.3469913 39.4974591, -0.3470114 39.4974935, -0.3470425 39.4975187)",,1,roundabout,,,
23332790,True,,secondary,False,10.885,"LINESTRING (-0.3470425 39.4975187, -0.3471006 39.4975387, -0.3471638 39.4975369)",,1,roundabout,,,
23332791,True,Ronda Este,secondary,False,56.525999999999996,"LINESTRING (-0.3470425 39.4975187, -0.3470488 39.4976487, -0.3469586 39.4980205)",50,1,,,,
23332804,False,Ronda Este,secondary,True,224.292,"LINESTRING (-0.3469586 39.4980205, -0.3469017 39.4982249, -0.3467156 39.4988931, -0.3464095 39.4999926)",50,2,,,,
410110141,True,Ronda Este,secondary,False,56.619,"LINESTRING (-0.3469586 39.4980205, -0.347103 39.4976551, -0.3471638 39.4975369)",50,1,,,,
23332794,True,Ronda Este,secondary,False,18.686,"LINESTRING (-0.3471992 39.4971748, -0.3471031 39.4973256)",50,1,,,,
237016064,True,Passeig d'Aragó,residential,False,56.348,"LINESTRING (-0.3475338 39.4974603, -0.3473956 39.4979557)",,,,,,
441669436,True,,residential,False,24.66,"LINESTRING (-0.3475338 39.4974603, -0.3472591 39.4973951)",,,,,,
237114944,False,Carrer de la Mar,residential,False,9.069,"LINESTRING (-0.3464302 39.5014157, -0.3463306 39.5013884)",,,,,,
237114944,False,Carrer de la Mar,residential,True,40.822,"LINESTRING (-0.3464302 39.5014157, -0.3468868 39.5015189)",,,,,,
23333154,True,Calle Cabañal,residential,False,59.028,"LINESTRING (-0.3466747 39.5005396, -0.347307 39.5007488)",,,,,,
237016064,True,Passeig d'Aragó,residential,False,99.65100000000001,"LINESTRING (-0.3466747 39.5005396, -0.346541 39.5010186, -0.3464302 39.5014157)",,,,,,
237016064,True,Passeig d'Aragó,residential,False,132.839,"LINESTRING (-0.3470005 39.4993717, -0.3468617 39.4998693, -0.3466747 39.5005396)",,,,,,
23333149,True,Calle Cervantes,residential,False,95.71,"LINESTRING (-0.3471534 39.4988236, -0.3481318 39.499237)",,,,,,
237016064,True,Passeig d'Aragó,residential,False,62.342,"LINESTRING (-0.3471534 39.4988236, -0.3470005 39.4993717)",,,,,,
237016064,True,Passeig d'Aragó,residential,False,98.718,"LINESTRING (-0.3473956 39.4979557, -0.3471534 39.4988236)",,,,,,
100635465,True,Calle de la Diputación,residential,False,83.99,"LINESTRING (-0.3477754 39.4965944, -0.3486913 39.4968609)",,,,,,
237016064,True,Passeig d'Aragó,residential,False,98.49,"LINESTRING (-0.3477754 39.4965944, -0.3475338 39.4974603)",,,,,,
23332799,True,,secondary,False,5.884,"LINESTRING (-0.3460822 39.5013212, -0.346146 39.5013018)",,1,roundabout,,,
23332799,True,,secondary,False,8.643,"LINESTRING (-0.346146 39.5013018, -0.3461809 39.501273, -0.3461992 39.5012374)",,1,roundabout,,,
23332813,True,Carrer de la Mar,residential,False,18.578,"LINESTRING (-0.346146 39.5013018, -0.3462837 39.501372, -0.3463306 39.5013884)",,,,,,
23332799,True,,secondary,False,11.07,"LINESTRING (-0.3461992 39.5012374, -0.3461965 39.5011881, -0.346164 39.5011446)",,1,roundabout,,,
23332799,True,,secondary,False,10.134,"LINESTRING (-0.346164 39.5011446, -0.3461136 39.5011189, -0.3460565 39.5011125)",,1,roundabout,,,
23332800,True,Ronda Este,secondary,False,25.763,"LINESTRING (-0.346164 39.5011446, -0.3461686 39.5009582, -0.3461529 39.5009146)",50,1,,,,
23332799,True,,secondary,False,6.904,"LINESTRING (-0.3460565 39.5011125, -0.3459815 39.501135)",,1,roundabout,,,
23332799,True,,secondary,False,20.459,"LINESTRING (-0.3459815 39.501135, -0.3459375 39.501183, -0.3459373 39.5012508, -0.3459809 39.5012973)",,1,roundabout,,,
23332801,True,,secondary,False,24.624,"LINESTRING (-0.3459864 39.5013021, -0.34601 39.5015228)",,1,,,,
23332799,True,,secondary,False,8.638,"LINESTRING (-0.3459864 39.5013021, -0.3460309 39.5013184, -0.3460822 39.5013212)",,1,roundabout,,,
23332803,True,Ronda Este,secondary,False,23.521,"LINESTRING (-0.3461529 39.5009146, -0.3461316 39.5009505, -0.3460565 39.5011125)",50,1,,,,
23332804,False,Ronda Este,secondary,False,104.859,"LINESTRING (-0.3461529 39.5009146, -0.3462089 39.5007132, -0.3464095 39.4999926)",50,2,,,,
23332802,True,,secondary,False,23.257,"LINESTRING (-0.34601 39.5015228, -0.3460822 39.5013212)",,1,,,,
23332805,False,,secondary,False,66.433,"LINESTRING (-0.34601 39.5015228, -0.3459769 39.5021197)",,2,,,,
23332804,False,Ronda Este,secondary,False,224.29200000000003,"LINESTRING (-0.3464095 39.4999926, -0.3467156 39.4988931, -0.3469017 39.4982249, -0.3469586 39.4980205)",50,2,,,,
23332804,False,Ronda Este,secondary,True,104.859,"LINESTRING (-0.3464095 39.4999926, -0.3462089 39.5007132, -0.3461529 39.5009146)",50,2,,,,
150943803,False,,unclassified,True,21.508000000000003,"LINESTRING (-0.3464095 39.4999926, -0.3463545 39.4999829, -0.3461651 39.4999496)",,,,,,
23332805,False,,secondary,True,66.433,"LINESTRING (-0.3459769 39.5021197, -0.34601 39.5015228)",,2,,,,
23332805,False,,secondary,False,107.582,"LINESTRING (-0.3459769 39.5021197, -0.3459333 39.502905, -0.3458837 39.5030824)",,2,,,,
236428201,False,,secondary,True,31.904,"LINESTRING (-0.3458837 39.5030824, -0.3457071 39.5033349)",,2,,CV-311,,
23332805,False,,secondary,True,107.582,"LINESTRING (-0.3458837 39.5030824, -0.3459333 39.502905, -0.3459769 39.5021197)",,2,,,,
23332815,True,Carrer de Meliana,residential,False,166.44799999999998,"LINESTRING (-0.3458837 39.5030824, -0.3461478 39.502782, -0.3469525 39.5018332)",,,,,,
236428201,False,,secondary,False,31.904,"LINESTRING (-0.3457071 39.5033349, -0.3458837 39.5030824)",,2,,CV-311,,
185086962,False,,residential,False,77.894,"LINESTRING (-0.3457071 39.5033349, -0.3459031 39.5034115, -0.3459245 39.5037592, -0.34596 39.5038625, -0.3460131 39.5038794, -0.3460511 39.5038915)",,,,,,
"[236428200, 236428201, 237114918]",False,Camí de les Vinyes,secondary,True,246.911,"LINESTRING (-0.3457071 39.5033349, -0.3452806 39.5039444, -0.3448052 39.5047079, -0.3447921 39.5047299, -0.344449 39.505305, -0.3444402 39.5053275)",,2,,CV-311,yes,
23332812,True,Calle del Botánico Cabanilles,residential,False,61.916999999999994,"LINESTRING (-0.3481815 39.4976974, -0.348121 39.4976733, -0.3475956 39.4974635, -0.3475338 39.4974603)",,,,,,
36971107,True,Calle del Médico Antonio Monzó,residential,False,102.78699999999999,"LINESTRING (-0.3481815 39.4976974, -0.3481905 39.4976827, -0.3482018 39.4976642, -0.3486913 39.4968609)",,,,,,
23332812,True,Calle del Botánico Cabanilles,residential,False,56.197,"LINESTRING (-0.3508958 39.4988416, -0.3508258 39.4988059, -0.3504074 39.4985924, -0.3503495 39.4985628)",,,,,,
23332812,True,Calle del Botánico Cabanilles,residential,False,141.124,"LINESTRING (-0.3519546 39.4998356, -0.3518196 39.4996916, -0.3515197 39.4993717, -0.3514524 39.4993053, -0.3512926 39.4991476, -0.3510214 39.4989301, -0.350986 39.498902, -0.3509178 39.4988542)",,,,,,
237114934,False,Calle de Tabernes Blanques,residential,False,51.068,"LINESTRING (-0.3519546 39.4998356, -0.3518627 39.4998796, -0.3514489 39.5000778)",,,,,,
23333132,True,Avinguda del Diví Mestre,residential,False,28.933999999999997,"LINESTRING (-0.3522456 39.4999654, -0.3521353 39.4999227, -0.3520488 39.4998892, -0.3519546 39.4998356)",,2,,,,
36969013,True,Carrer de València,residential,False,116.27,"LINESTRING (-0.3522456 39.4999654, -0.3522343 39.4999203, -0.3521729 39.4996744, -0.3521675 39.4996406, -0.3521597 39.4995918, -0.3521764 39.4995208, -0.3522167 39.4994763, -0.3522417 39.4994487, -0.352646 39.4990504)",,,,,,
23333132,True,Avinguda del Diví Mestre,residential,False,78.665,"LINESTRING (-0.3530617 39.5002878, -0.3522456 39.4999654)",,2,,,,
36971137,True,Carrer del Rei En Jaume,residential,False,103.087,"LINESTRING (-0.3530617 39.5002878, -0.3533055 39.5011956)",,,,,,
23333132,True,Avinguda del Diví Mestre,residential,False,130.994,"LINESTRING (-0.3543989 39.5008563, -0.3530617 39.5002878)",,2,,,,
36971345,True,Calle del Rincón de San Lorenzo,residential,False,101.46,"LINESTRING (-0.3543989 39.5008563, -0.3544325 39.5008129, -0.3550067 39.5000736)",,,,,,
237114944,False,Carrer de la Mar,residential,True,9.069,"LINESTRING (-0.3463306 39.5013884, -0.3464302 39.5014157)",,,,,,
23332814,True,Carrer de la Mar,residential,False,20.283,"LINESTRING (-0.3463306 39.5013884, -0.34631 39.5013547, -0.3461992 39.5012374)",,,,,,
"[23333133, 23332815]",True,"['Carrer de Meliana', 'Carrer de la Mar']",residential,False,52.536,"LINESTRING (-0.3469525 39.5018332, -0.3471369 39.5016248, -0.3468868 39.5015189)",,,,,,
237016056,True,Calle de San Pancracio,residential,False,57.857,"LINESTRING (-0.3513298 39.4982676, -0.351651 39.4978101)",,,,,,
36969002,True,Calle de San Isidro Labrador,residential,False,68.02,"LINESTRING (-0.351651 39.4978101, -0.3523423 39.4981095)",,,,,,
237016056,True,Calle de San Pancracio,residential,False,52.564,"LINESTRING (-0.351651 39.4978101, -0.351803 39.4975937, -0.3519429 39.4973945)",,,,,,
36971131,True,Calle del Nueve de octubre,residential,False,79.969,"LINESTRING (-0.3508147 39.5010332, -0.3503128 39.5016392)",,,,,,
36971132,True,Calle de Almácera,residential,False,50.605,"LINESTRING (-0.3508147 39.5010332, -0.3511954 39.5013808)",,,,,,
"[237114936, 23333138]",True,"['Plaça del Mestre Clavell', 'Calle de la Milagrosa']",residential,False,84.745,"LINESTRING (-0.3499669 39.5010616, -0.3500696 39.5009336, -0.3501724 39.50089, -0.3503571 39.5009482, -0.3506599 39.500978, -0.3508147 39.5010332)",,,,,,
36971125,True,Calle Nueva,living_street,False,101.029,"LINESTRING (-0.349738 39.5013471, -0.3487745 39.5008248)",,,,,,delivery
237114936,True,Calle de la Milagrosa,residential,False,37.33,"LINESTRING (-0.349738 39.5013471, -0.3499669 39.5010616)",,,,,,
237114936,True,Calle de la Milagrosa,residential,False,50.858,"LINESTRING (-0.3494022 39.501724, -0.349738 39.5013471)",,,,,,
36971128,True,Calle de la Asunción de Nuestra Señora,residential,False,64.365,"LINESTRING (-0.3489379 39.5022294, -0.3495456 39.5025688)",,,,,,
237114936,True,Calle de la Milagrosa,residential,False,68.885,"LINESTRING (-0.3489379 39.5022294, -0.3494022 39.501724)",,,,,,
36971108,True,Calle del Doctor Fleming,residential,False,64.045,"LINESTRING (-0.3486649 39.5025266, -0.3492723 39.5028614)",,,,,,
237114936,True,Calle de la Milagrosa,residential,False,40.506,"LINESTRING (-0.3486649 39.5025266, -0.3489379 39.5022294)",,,,,,
23333139,False,Calle de la Milagrosa,residential,True,43.168,"LINESTRING (-0.3485075 39.5026979, -0.3482165 39.5030146)",,,,,,
237114936,True,Calle de la Milagrosa,residential,False,23.349,"LINESTRING (-0.3485075 39.5026979, -0.3486649 39.5025266)",,,,,,
23333140,True,Carrer del Pare Luis Navarro,residential,False,35.415,"LINESTRING (-0.3485075 39.5026979, -0.3482444 39.5025491, -0.3481746 39.5025096)",,,,,,
23333139,False,Calle de la Milagrosa,residential,False,43.168,"LINESTRING (-0.3482165 39.5030146, -0.3485075 39.5026979)",,,,,,
23333140,True,Carrer del Pare Luis Navarro,residential,False,129.04,"LINESTRING (-0.3481746 39.5025096, -0.3469525 39.5018332)",,,,,,
23333141,True,Carrer de Sant Cristòfol,residential,False,22.345,"LINESTRING (-0.3487291 39.5021093, -0.3489379 39.5022294)",,,,,,
36971127,True,Calle del Lavador,living_street,False,66.718,"LINESTRING (-0.3487291 39.5021093, -0.3486327 39.5021746, -0.3484571 39.5022297, -0.3481746 39.5025096)",,,,,,destination
237114919,True,Calle Cabañal,living_street,False,102.023,"LINESTRING (-0.3483792 39.5012563, -0.3494022 39.501724)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,58.758,"LINESTRING (-0.3487745 39.5008248, -0.3483792 39.5012563)",,,,,,
237114920,True,Calle Nueva,living_street,False,120.685,"LINESTRING (-0.3487745 39.5008248, -0.3483944 39.5006187, -0.3479101 39.5004014, -0.3475668 39.5002725)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,39.29,"LINESTRING (-0.3490365 39.500535, -0.3487745 39.5008248)",,,,,,
36971126,True,Calle de Andrés Maria Pastor,living_street,False,99.001,"LINESTRING (-0.3490365 39.500535, -0.3499669 39.5010616)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,24.636,"LINESTRING (-0.3491809 39.5003435, -0.3490365 39.500535)",,,,,,
36971106,True,Calle del Molino,residential,False,51.692,"LINESTRING (-0.3491809 39.5003435, -0.3486592 39.500111)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,23.626,"LINESTRING (-0.3493044 39.5001536, -0.3491809 39.5003435)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,41.446,"LINESTRING (-0.3494771 39.4998055, -0.3493044 39.5001536)",,,,,,
23333149,True,Calle Cervantes,residential,False,57.937,"LINESTRING (-0.3494771 39.4998055, -0.3500694 39.5000557)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,55.809,"LINESTRING (-0.3497867 39.4993641, -0.3494771 39.4998055)",,,,,,
36971120,True,Calle de Ramón y Cajal,residential,False,136.587,"LINESTRING (-0.3497867 39.4993641, -0.3483579 39.4988225)",,,,,,
23333142,True,Carrer del Miracle dels Peixets,residential,False,44.199,"LINESTRING (-0.3500323 39.4990147, -0.3497867 39.4993641)",,,,,,
23333150,False,Calle del Doctor Lanuza,living_street,False,80.379,"LINESTRING (-0.3500323 39.4990147, -0.3492013 39.498681)",,,,,,
36971134,True,Calle de Salvador Giner,residential,False,55.936,"LINESTRING (-0.3500323 39.4990147, -0.3506081 39.4992506)",,,,,,
23333143,False,Plaça de la Constitució,living_street,True,73.165,"LINESTRING (-0.350646 39.5006124, -0.3503449 39.5004499, -0.3499472 39.5002353)",,,,,,
"[23333144, 237114951]",True,"['Plaça del Mestre Clavell', 'Plaça de la Constitució']",residential,False,53.462,"LINESTRING (-0.350646 39.5006124, -0.3505906 39.5007133, -0.3506633 39.5008955, -0.3508147 39.5010332)",,,,,,
23333148,False,Plaça de la Constitució,residential,True,12.299,"LINESTRING (-0.3499472 39.5002353, -0.3498805 39.5003332)",,,,,,
237114931,False,Calle de San Pancracio,residential,False,22.556,"LINESTRING (-0.3499472 39.5002353, -0.3500694 39.5000557)",,,,,,
23333143,False,Plaça de la Constitució,living_street,False,73.165,"LINESTRING (-0.3499472 39.5002353, -0.3503449 39.5004499, -0.350646 39.5006124)",,,,,,
36971114,True,Carrer dels Germans Benlliure,residential,False,100.153,"LINESTRING (-0.3508566 39.5004274, -0.3515975 39.5011234)",,,,,,
"[23333144, 237114935]",True,"['Calle de Tabernes Blanques', 'Plaça de la Constitució']",residential,False,27.38,"LINESTRING (-0.3508566 39.5004274, -0.3506848 39.5005785, -0.350646 39.5006124)",,,,,,
23333148,False,Plaça de la Constitució,residential,False,12.299,"LINESTRING (-0.3498805 39.5003332, -0.3499472 39.5002353)",,,,,,
23333148,False,Plaça de la Constitució,residential,True,9.459,"LINESTRING (-0.3498805 39.5003332, -0.3498292 39.5004085)",,,,,,
23333153,True,Calle Abadía,residential,False,53.638999999999996,"LINESTRING (-0.3498805 39.5003332, -0.3496085 39.5002197, -0.3493044 39.5001536)",,,,,,
237114931,False,Calle de San Pancracio,residential,True,22.556,"LINESTRING (-0.3500694 39.5000557, -0.3499472 39.5002353)",,,,,,
237114933,True,Calle de San Pancracio,residential,False,100.91499999999999,"LINESTRING (-0.3500694 39.5000557, -0.3501131 39.4999542, -0.3501748 39.4998664, -0.3506081 39.4992506)",,,,,,
36971134,True,Calle de Salvador Giner,residential,False,119.71900000000001,"LINESTRING (-0.3506081 39.4992506, -0.350875 39.4993599, -0.3514489 39.5000778)",,,,,,
237114933,True,Calle de San Pancracio,residential,False,51.745999999999995,"LINESTRING (-0.3506081 39.4992506, -0.3508623 39.4988892, -0.3508958 39.4988416)",,,,,,
36971130,True,Carrer de la Sèquia Rascanya,residential,False,63.866,"LINESTRING (-0.3491114 39.5030337, -0.3485075 39.5026979)",,,,,,
"[23333155, 237114947]",False,"['Calle del Nueve de octubre', 'Calle del Barranco de Carraixet']",residential,"[False, True]",65.243,"LINESTRING (-0.3491114 39.5030337, -0.3490932 39.5032112, -0.3485639 39.5032265)",,,,,,
36971131,True,Calle del Nueve de octubre,residential,False,23.614,"LINESTRING (-0.3492723 39.5028614, -0.3491114 39.5030337)",,,,,,
237114940,False,Calle del Doctor Fleming,residential,False,43.632,"LINESTRING (-0.3492723 39.5028614, -0.3496861 39.5030895)",,,,,,
36971128,True,Calle de la Asunción de Nuestra Señora,residential,False,48.693,"LINESTRING (-0.3495456 39.5025688, -0.3500053 39.5028256)",,,,,,
36971131,True,Calle del Nueve de octubre,residential,False,40.105,"LINESTRING (-0.3495456 39.5025688, -0.3492723 39.5028614)",,,,,,
36971129,True,Calle de los Médicos Llistar,residential,False,60.848,"LINESTRING (-0.3499823 39.5020388, -0.3494022 39.501724)",,,,,,
36971131,True,Calle del Nueve de octubre,residential,False,69.835,"LINESTRING (-0.3499823 39.5020388, -0.3495456 39.5025688)",,,,,,
36971131,True,Calle del Nueve de octubre,residential,False,52.711,"LINESTRING (-0.3503128 39.5016392, -0.3499823 39.5020388)",,,,,,
237114945,False,Calle del Médico Julián,residential,False,26.12,"LINESTRING (-0.3503128 39.5016392, -0.3500616 39.5015065)",,,,,,
237114922,False,Calle de Benaguasil,residential,False,70.372,"LINESTRING (-0.3516889 39.5023658, -0.3512332 39.502892)",,,,,,
237114946,True,Calle del Médico Julián,residential,False,94.56,"LINESTRING (-0.3516889 39.5023658, -0.3507793 39.5018856)",,,,,,
237114922,False,Calle de Benaguasil,residential,True,60.385999999999996,"LINESTRING (-0.3516889 39.5023658, -0.3520004 39.5020061, -0.3521127 39.5019376)",,,,,,
237114939,True,Calle del Decano Sanfeliu,residential,False,66.523,"LINESTRING (-0.3507793 39.5018856, -0.3511954 39.5013808)",,,,,,
237114946,True,Calle del Médico Julián,residential,False,48.504,"LINESTRING (-0.3507793 39.5018856, -0.3503128 39.5016392)",,,,,,
237114945,False,Calle del Médico Julián,residential,True,26.12,"LINESTRING (-0.3500616 39.5015065, -0.3503128 39.5016392)",,,,,,
"[236428200, 236428201, 237114918]",False,Camí de les Vinyes,secondary,False,246.911,"LINESTRING (-0.3444402 39.5053275, -0.344449 39.505305, -0.3447921 39.5047299, -0.3448052 39.5047079, -0.3452806 39.5039444, -0.3457071 39.5033349)",,2,,CV-311,yes,
36969013,True,Carrer de València,residential,False,92.15,"LINESTRING (-0.3532105 39.4984855, -0.3538639 39.4978278)",,,,,,
237114926,False,Calle de San Isidro Labrador,residential,True,24.992,"LINESTRING (-0.3532105 39.4984855, -0.3529565 39.4983755)",,,,,,
36969003,True,Carrer del Pintor Valero,residential,False,78.532,"LINESTRING (-0.3540905 39.4988665, -0.3536442 39.4994831)",,,,,,
237114928,True,Carrer de Sant Isidre Llaurador,residential,False,29.771,"LINESTRING (-0.3540905 39.4988665, -0.3537879 39.4987355)",,,,,,
237114929,True,Carrer de Sant Isidre Llaurador,residential,False,29.351,"LINESTRING (-0.3540905 39.4988665, -0.3543888 39.4989957)",,1,,,,
36969013,True,Carrer de València,residential,False,23.348,"LINESTRING (-0.3538639 39.4978278, -0.3540317 39.4976625)",,,,,,
36971148,True,Carrer de l'Orxater Daniel Tartajada Aguilar,residential,False,44.095,"LINESTRING (-0.3538639 39.4978278, -0.3538997 39.4978433, -0.3543119 39.4980221)",,,,,,
36969013,True,Carrer de València,residential,False,89.387,"LINESTRING (-0.3540317 39.4976625, -0.3546675 39.4970257)",,,,,,
36969003,True,Carrer del Pintor Valero,residential,False,91.157,"LINESTRING (-0.3546086 39.4981508, -0.3540905 39.4988665)",,,,,,
36971148,True,Carrer de l'Orxater Daniel Tartajada Aguilar,residential,False,28.176,"LINESTRING (-0.3546086 39.4981508, -0.3548949 39.4982749)",,,,,,
36971103,True,Carrer de l'Orxater Daniel Tartajada Aguilar,residential,False,31.73,"LINESTRING (-0.3547372 39.4979732, -0.354416 39.4978318)",,,,,,
36969003,True,Carrer del Pintor Valero,residential,False,22.622,"LINESTRING (-0.3547372 39.4979732, -0.3546697 39.4980664, -0.3546086 39.4981508)",,,,,,
36969004,False,Avinguda del Tribunal de les Aigües,tertiary,False,66.215,"LINESTRING (-0.3543963 39.4969025, -0.353803 39.4966512, -0.3537191 39.496617)",50,2,,,,
36969004,False,Avinguda del Tribunal de les Aigües,tertiary,True,27.004,"LINESTRING (-0.3543963 39.4969025, -0.3545083 39.4969526, -0.3546675 39.4970257)",50,2,,,,
36969005,True,Grupo Pintor Sorolla,residential,False,67.201,"LINESTRING (-0.3543963 39.4969025, -0.3541368 39.4971681, -0.3539247 39.497385)",,,,,,
36971098,False,Carrer de l'Escriptor Joan Rois de Corella,residential,False,54.813,"LINESTRING (-0.353529 39.4977899, -0.352983 39.497534)",,,,,,
