osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,maxspeed,junction,tunnel
161720958,2,AS-388,tertiary,False,False,6.449,,"LINESTRING (-5.791904 43.6118171, -5.7919044 43.6118751)",,,
161720958,2,AS-388,tertiary,False,True,4.333,,"LINESTRING (-5.791904 43.6118171, -5.7918957 43.6117786)",,,
179902292,,AS-238,tertiary,False,False,44.196999999999996,Calle Isla de La Herbosa,"LINESTRING (-5.7992495 43.6120799, -5.7993197 43.6121204, -5.7997218 43.612281)",,,
179902292,,AS-238,tertiary,False,True,132.95299999999997,Calle Isla de La Herbosa,"LINESTRING (-5.7992495 43.6120799, -5.7990994 43.6119899, -5.7990033 43.6119516, -5.7978159 43.611787, -5.7976795 43.6117725)",,,
179902314,,,residential,False,False,47.841,Calle Pintor José Andrés Gutiérrez Alonso,"LINESTRING (-5.7992495 43.6120799, -5.7992949 43.6120071, -5.7993544 43.6119289, -5.7995089 43.611693)",,,
179902314,,,residential,False,True,173.265,Calle Pintor José Andrés Gutiérrez Alonso,"LINESTRING (-5.7992495 43.6120799, -5.7991854 43.612183, -5.7989694 43.6124987, -5.7987734 43.6128479, -5.7985673 43.6133655, -5.7985238 43.6135399)",,,
261678593,,,residential,False,False,103.452,Calle Rebuñon,"LINESTRING (-5.7910986 43.6126743, -5.7904983 43.6118517)",,,
"[281955728, 179898429]",,AS-239a,tertiary,True,False,161.909,Calle Palacio Valdés,"LINESTRING (-5.7910986 43.6126743, -5.7908871 43.6128621, -5.7908434 43.6129169, -5.7908307 43.6129781, -5.7908361 43.613016, -5.7908535 43.613056, -5.7908931 43.6130959, -5.7913072 43.6133268, -5.7915105 43.6134402, -5.7916908 43.6135407, -5.7919095 43.6136627, -5.7919432 43.6136811)",,,
177591046,2,,residential,False,False,52.91,Avenida del Gayo,"LINESTRING (-5.7965928 43.6148182, -5.7960599 43.6150967)",30,,
558927530,,,residential,True,False,17.972,,"LINESTRING (-5.7965928 43.6148182, -5.7966933 43.6147342, -5.7967344 43.6146934)",,,
558927531,,,residential,True,False,24.084,,"LINESTRING (-5.7965928 43.6148182, -5.7967951 43.6147431, -5.7968605 43.6147216)",,,
282497807,,AS-238,tertiary,True,False,10.625,Calle La Cruz,"LINESTRING (-5.7967344 43.6146934, -5.7968605 43.6147216)",,,
12699057,1,,residential,True,False,151.852,Calle Madrid,"LINESTRING (-5.7967344 43.6146934, -5.7967385 43.6145164, -5.7967462 43.61346, -5.7967475 43.6133278)",30,,
37450771,,,living_street,False,False,53.484,,"LINESTRING (-5.7953972 43.61487, -5.7957132 43.6152931)",,,
179873301,,,residential,True,False,46.42,Calle González Llanos,"LINESTRING (-5.7953972 43.61487, -5.7955121 43.6146805, -5.7955587 43.6145202, -5.795572 43.6144745)",,,
12718628,,AS-238,tertiary,True,False,90.572,Calle Mariano Suárez Pola,"LINESTRING (-5.795572 43.6144745, -5.7956573 43.6144903, -5.7965994 43.6146647, -5.7966616 43.6146773)",,,
300061818,2,,residential,False,False,50.83,Avenida del Gayo,"LINESTRING (-5.7894195 43.6187946, -5.7894007 43.6188052, -5.7889927 43.6190345, -5.7889206 43.6190748)",30,,
300061818,2,,residential,False,True,141.022,Avenida del Gayo,"LINESTRING (-5.7894195 43.6187946, -5.7895352 43.6187314, -5.7905491 43.6181614, -5.7906919 43.6180868, -5.7908085 43.6180219)",30,,
37450690,,,residential,True,False,90.21600000000001,Calle Ramón de Benita,"LINESTRING (-5.7890071 43.6180402, -5.7890284 43.6180793, -5.7893914 43.6187432, -5.7894195 43.6187946)",,,
252568848,,,residential,False,True,140.227,Calle Ramón Vega,"LINESTRING (-5.7890071 43.6180402, -5.7890562 43.6180144, -5.7903017 43.6173613, -5.7904178 43.6173004)",,,
37450690,,,residential,True,False,78.998,Calle Ramón de Benita,"LINESTRING (-5.7882129 43.6166479, -5.7883714 43.6169272, -5.7885579 43.6172598, -5.7885836 43.6173057)",,,
"[299903802, 358574483]",,,"['living_street', 'residential']",False,"[False, True]",156.26600000000002,"['Calle La Riba', 'Calle Ramón de Benita']","LINESTRING (-5.7882129 43.6166479, -5.7881775 43.6165831, -5.7881374 43.616492, -5.7886829 43.6163258, -5.7894998 43.6160273, -5.7896892 43.6159688)",,,
37450724,,,residential,False,False,57.255,Carretera a Santa Ana y Cementerio,"LINESTRING (-5.7910843 43.6184965, -5.7908633 43.618113, -5.7908085 43.6180219)",,,
37450776,,,residential,False,True,78.746,Calle Isabel Bosquet,"LINESTRING (-5.7910843 43.6184965, -5.7913059 43.6183579, -5.7914132 43.6182908, -5.7916602 43.6182128, -5.7916748 43.6182082, -5.7918681 43.6180843)",,,
252613650,,,residential,False,False,146.291,Carretera a Santa Ana y Cementerio,"LINESTRING (-5.7910843 43.6184965, -5.791034 43.6185367, -5.7910137 43.6185529, -5.7904398 43.6189428, -5.790295 43.6190412, -5.7899861 43.6193116, -5.7899362 43.6194237, -5.7899238 43.6194803)",,,
37450724,,,residential,False,True,57.255,Carretera a Santa Ana y Cementerio,"LINESTRING (-5.7908085 43.6180219, -5.7908633 43.618113, -5.7910843 43.6184965)",,,
252703732,,,residential,True,False,86.171,Calle Ramón Pérez de Ayala,"LINESTRING (-5.7908085 43.6180219, -5.790761 43.617934, -5.7904483 43.6173566, -5.7904178 43.6173004)",,,
300061818,2,,residential,False,False,141.022,Avenida del Gayo,"LINESTRING (-5.7908085 43.6180219, -5.7906919 43.6180868, -5.7905491 43.6181614, -5.7895352 43.6187314, -5.7894195 43.6187946)",30,,
300061818,2,,residential,False,True,60.63,Avenida del Gayo,"LINESTRING (-5.7908085 43.6180219, -5.7909225 43.6179597, -5.7913246 43.6177384, -5.7914087 43.6176925)",30,,
252568848,,,residential,False,False,140.22699999999998,Calle Ramón Vega,"LINESTRING (-5.7904178 43.6173004, -5.7903017 43.6173613, -5.7890562 43.6180144, -5.7890071 43.6180402)",,,
252703732,,,residential,True,False,85.662,Calle Ramón Pérez de Ayala,"LINESTRING (-5.7904178 43.6173004, -5.7903882 43.6172474, -5.7900471 43.6166352, -5.790021 43.6165856)",,,
252568849,,,living_street,False,True,121.009,Calle La Riba,"LINESTRING (-5.7896892 43.6159688, -5.7900483 43.6158859, -5.7902541 43.6158422, -5.7902755 43.6158377, -5.7904753 43.6157796, -5.7905957 43.6157283, -5.7906903 43.6156896, -5.7908073 43.6156319, -5.7910538 43.6155294)",,,
266050478,,,living_street,False,False,44.418,Calle el muelle,"LINESTRING (-5.7896892 43.6159688, -5.7897185 43.615921, -5.7897249 43.6158676, -5.7897124 43.6158326, -5.7896802 43.6158003, -5.7896387 43.6157865, -5.7893848 43.6158026)",,,
"[299903802, 358574483]",,,"['living_street', 'residential']",False,"[False, True]",156.266,"['Calle La Riba', 'Calle Ramón de Benita']","LINESTRING (-5.7896892 43.6159688, -5.7894998 43.6160273, -5.7886829 43.6163258, -5.7881374 43.616492, -5.7881775 43.6165831, -5.7882129 43.6166479)",,,
300061818,2,,residential,False,False,60.63,Avenida del Gayo,"LINESTRING (-5.7914087 43.6176925, -5.7913246 43.6177384, -5.7909225 43.6179597, -5.7908085 43.6180219)",30,,
300061818,2,,residential,False,True,61.416,Avenida del Gayo,"LINESTRING (-5.7914087 43.6176925, -5.7915419 43.6176171, -5.7920094 43.617352)",30,,
37450739,,,residential,True,False,83.073,Calle Oviedo,"LINESTRING (-5.7909934 43.6170086, -5.7910238 43.6170565, -5.791375 43.6176344, -5.7914087 43.6176925)",,,
179898462,1,,residential,True,False,56.569,Calle Hermanos González Blanco,"LINESTRING (-5.7909934 43.6170086, -5.79089 43.617063, -5.7904676 43.6172754, -5.7904178 43.6173004)",,,
37450741,,,living_street,False,False,53.793,Calle Ortega y Gasset,"LINESTRING (-5.790575 43.6163151, -5.790021 43.6165856)",,,
37450739,,,residential,True,False,84.14999999999999,Calle Oviedo,"LINESTRING (-5.790575 43.6163151, -5.7909593 43.6169543, -5.7909934 43.6170086)",,,
195413797,,,living_street,False,False,89.81700000000001,Calle Ortega y Gasset,"LINESTRING (-5.790575 43.6163151, -5.7907017 43.6162702, -5.7909132 43.6162528, -5.7916701 43.6161905)",,,
