osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,access
23591286,2,M-113,tertiary,40,roundabout,True,False,44.63700000000001,"LINESTRING (-3.4586764 40.5431822, -3.4586746 40.5431248, -3.4586486 40.543071, -3.4586013 40.5430264, -3.4585375 40.5429957, -3.4584641 40.5429822, -3.458389 40.5429874, -3.4583201 40.5430108)",,,
556967296,,M-113,tertiary,,,False,False,16.331,"LINESTRING (-3.4586764 40.5431822, -3.4587872 40.5431582, -3.4588578 40.5431329)",Carretera de Ajalvir,,
556967298,2,M-113,tertiary,40,roundabout,True,False,6.147,"LINESTRING (-3.4582902 40.5432866, -3.4583507 40.5433173)",,,
23591307,2,M-113,tertiary,,,False,False,111.71,"LINESTRING (-3.4582902 40.5432866, -3.4582298 40.5433169, -3.4580955 40.5433842, -3.4579842 40.5434192, -3.4572215 40.5436588, -3.4570893 40.5437003)",Carretera Fresno del Torote,,
556967297,2,M-113,tertiary,40,roundabout,True,False,3.402,"LINESTRING (-3.4586673 40.543212, -3.4586764 40.5431822)",,,
556967295,2,M-118,tertiary,,,False,False,19.768,"LINESTRING (-3.4586673 40.543212, -3.458759 40.5432504, -3.4588722 40.5432978)",Carretera de Cobeña,,
"[23629020, 1101435573]",2,M-113,tertiary,"['70', '50']",,False,True,240.329,"LINESTRING (-3.4521713 40.5460258, -3.4534172 40.545398, -3.4543445 40.5449435, -3.454551 40.5448421)",Carretera Fresno del Torote,,
23603325,2,M-118,tertiary,,,False,False,24.808999999999997,"LINESTRING (-3.4582358 40.5430863, -3.4581583 40.5430589, -3.4580807 40.5430315, -3.4579667 40.5429973)",Calle Arquímedes,,
556967299,2,M-113,tertiary,40,roundabout,True,False,24.172,"LINESTRING (-3.4582358 40.5430863, -3.4582173 40.5431388, -3.4582207 40.5431931, -3.4582459 40.543244, -3.4582902 40.5432866)",,,
23628856,2,M-118,tertiary,40,roundabout,True,False,7.127000000000001,"LINESTRING (-3.4532579 40.5415567, -3.4532667 40.541588, -3.4532842 40.5416172)",,,
23628694,2,M-113,tertiary,40,roundabout,True,False,28.743,"LINESTRING (-3.4631338 40.5416105, -3.4630616 40.5415764, -3.4629791 40.5415608, -3.4628942 40.5415652, -3.4628152 40.5415891)",,,
110254320,,M-113,tertiary,50,,True,False,33.77,"LINESTRING (-3.46269 40.5418202, -3.4623513 40.5419814)",Carretera de Ajalvir,,
639377710,2,M-113,tertiary,40,roundabout,True,False,15.142,"LINESTRING (-3.46269 40.5418202, -3.4627263 40.5418824, -3.4627872 40.5419324)",,,
23629020,2,M-113,tertiary,50,,False,True,7.438,"LINESTRING (-3.454551 40.5448421, -3.4546238 40.5448045)",Carretera Fresno del Torote,,
"[23629020, 1101435573]",2,M-113,tertiary,"['70', '50']",,False,False,240.329,"LINESTRING (-3.454551 40.5448421, -3.4543445 40.5449435, -3.4534172 40.545398, -3.4521713 40.5460258)",Carretera Fresno del Torote,,
"[207309855, 23672540, 207312191]",,,residential,,,False,"[False, True]",93.08999999999999,"LINESTRING (-3.454551 40.5448421, -3.4546753 40.5448843, -3.4552366 40.5450211, -3.4554294 40.5450436, -3.45555 40.5450608, -3.4556083 40.5450597)",Calle de la Fuente,yes,
639377709,2,M-113,tertiary,40,roundabout,True,False,10.427,"LINESTRING (-3.4627872 40.5419324, -3.4628399 40.5419567, -3.4628985 40.5419715)",,,
1101435565,2,M-113,tertiary,40,roundabout,True,False,10.11,"LINESTRING (-3.4631841 40.5418818, -3.4632111 40.5418412, -3.463226 40.5417972)",,,
23628787,,,residential,,,False,False,66.077,"LINESTRING (-3.4544973 40.5446655, -3.4543225 40.5448051, -3.4538773 40.5450214)",,,
207656624,,,residential,,,False,False,236.452,"LINESTRING (-3.4544973 40.5446655, -3.4544718 40.544537, -3.4545097 40.5440615, -3.4545171 40.543968, -3.4545527 40.5438365, -3.454609 40.5437093, -3.454644 40.5436303, -3.4546711 40.5435178, -3.4546542 40.5433991, -3.4546055 40.5432849, -3.4544679 40.5430224, -3.4541882 40.5426391)",Camino del Cementerio,,
207656624,,,residential,,,False,True,18.831000000000003,"LINESTRING (-3.4544973 40.5446655, -3.4545548 40.5447383, -3.4546238 40.5448045)",Camino del Cementerio,,
23628776,2,,residential,,,False,False,61.462,"LINESTRING (-3.4541882 40.5426391, -3.4535761 40.5429377)",Calle Cuesta Antolín,,
207656624,,,residential,,,False,False,122.166,"LINESTRING (-3.4541882 40.5426391, -3.4538117 40.5421724, -3.453699 40.5420892, -3.4535862 40.5420423, -3.4534536 40.5420063, -3.4533601 40.5419739, -3.4533153 40.5419433, -3.453286 40.5418965, -3.4532782 40.5418454)",Camino del Cementerio,,
207656624,,,residential,,,False,True,236.45199999999997,"LINESTRING (-3.4541882 40.5426391, -3.4544679 40.5430224, -3.4546055 40.5432849, -3.4546542 40.5433991, -3.4546711 40.5435178, -3.454644 40.5436303, -3.454609 40.5437093, -3.4545527 40.5438365, -3.4545171 40.543968, -3.4545097 40.5440615, -3.4544718 40.544537, -3.4544973 40.5446655)",Camino del Cementerio,,
207290269,1,,residential,40,,True,False,23.619,"LINESTRING (-3.4532782 40.5418454, -3.4533126 40.5418021, -3.4533906 40.54173, -3.4534625 40.5416887)",Camino del Cementerio,,
