osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,width,junction
"[548762363, 4782317]",True,1,Carrer de Sant Joaquim,residential,20,False,74.06,"LINESTRING (2.204173 41.4517392, 2.2041904 41.4517047, 2.20435 41.4514298, 2.2045232 41.4511271)",,,,
119369648,True,1,Carrer de Sant Joaquim,residential,20,False,98.584,"LINESTRING (2.2045232 41.4511271, 2.2045423 41.4510943, 2.2048272 41.4506233, 2.2049239 41.4504553, 2.2049603 41.45039, 2.2050046 41.4503173)",,,,
"[339214666, 543646795]",True,1,Passeig de Llorenç Serra,tertiary,50,False,168.22,"LINESTRING (2.2050046 41.4503173, 2.2048848 41.4502744, 2.2042124 41.4500399, 2.2038754 41.4499233, 2.2033178 41.4497386, 2.2033046 41.4497338, 2.2032116 41.4497012, 2.2031703 41.4496863)",BV-5152,,,
262059040,True,1,Carrer de Sant Joaquim,residential,50,False,93.804,"LINESTRING (2.2054974 41.4494839, 2.2054484 41.4495669, 2.2050899 41.450174, 2.205075 41.4501993, 2.2050415 41.4502552)",,,,
325194564,True,1,Carrer de Pompeu Fabra,living_street,,False,162.146,"LINESTRING (2.2054974 41.4494839, 2.2053907 41.44945, 2.2038776 41.4489385, 2.2037263 41.4488809)",,destination,,
551072839,True,1,Carrer de Sant Benet,living_street,20,False,55.555,"LINESTRING (2.2118263 41.4485809, 2.2111753 41.4486882)",,,,
32209772,True,1,Carrer de Mila i Fontanals,residential,30,False,77.406,"LINESTRING (2.2118263 41.4485809, 2.2116409 41.4485268, 2.2109616 41.4483269)",,,,
548774808,True,1,Carrer de Sant Ramon,living_street,20,False,81.627,"LINESTRING (2.2110065 41.4500549, 2.2119566 41.4498767)",,,,
1027604715,False,,Plaça d'en Ferran de Sagarra,living_street,,True,36.733,"LINESTRING (2.2110065 41.4500549, 2.2111032 41.4503772)",,,,
1027626983,False,,Plaça d'en Ferran de Sagarra,living_street,,True,38.271,"LINESTRING (2.2110065 41.4500549, 2.2109058 41.4497191)",,,,
32044910,False,2,Carrer d'Irlanda,residential,50,True,46.329,"LINESTRING (2.2141817 41.4495036, 2.2140974 41.4496656, 2.2140066 41.4498476, 2.2139804 41.4498919)",,,,
1185566458,False,2,Carrer d'Irlanda,residential,50,False,24.658,"LINESTRING (2.2141817 41.4495036, 2.2142561 41.4493626, 2.2142881 41.4492967)",,,,
152548297,True,1,Carrer de Rafael Casanova,living_street,50,False,52.400999999999996,"LINESTRING (2.2120023 41.4519903, 2.2120882 41.451942, 2.212495 41.4516976)",,,,
4782324,True,1,Carrer de Vistalegre,residential,,False,75.434,"LINESTRING (2.2099184 41.4520235, 2.2100225 41.4519495, 2.2105312 41.4515881, 2.2105744 41.4515561)",,,,
551109089,True,1,Carrer de Vistalegre,residential,,False,124.259,"LINESTRING (2.2099184 41.4520235, 2.2098264 41.4520535, 2.2085511 41.4524691)",,,,
31243756,True,1,Carrer del Pedró,residential,50,False,52.495999999999995,"LINESTRING (2.2111393 41.4511913, 2.2112165 41.4511715, 2.2117402 41.4510498)",,,,
31264898,True,1,Carrer de Sagarra,residential,,False,98.45599999999999,"LINESTRING (2.2111393 41.4511913, 2.2111547 41.4512469, 2.2112821 41.4516007, 2.2113183 41.4517354, 2.2113268 41.4518657, 2.2113222 41.45206)",,,,
31264900,True,1,Carrer Sant Silvestre,residential,50,False,29.107,"LINESTRING (2.2122744 41.4509343, 2.2122176 41.4507428, 2.2121962 41.4506792)",,,,
31243756,True,1,Carrer del Pedró,residential,50,False,78.1,"LINESTRING (2.2102387 41.4513836, 2.2102975 41.4513706, 2.2108941 41.4512385, 2.211087 41.4512067, 2.2111393 41.4511913)",,,,
548762359,True,1,Carrer de Marina,residential,,False,49.391999999999996,"LINESTRING (2.2102387 41.4513836, 2.2098747 41.4511313, 2.209803 41.4510825)",,,,
4782323,True,1,Carrer d'Aloy,residential,50,False,106.836,"LINESTRING (2.2117402 41.4510498, 2.2117536 41.4510981, 2.2119889 41.451944, 2.2120023 41.4519903)",,,,
31243756,True,1,Carrer del Pedró,residential,50,False,46.339,"LINESTRING (2.2117402 41.4510498, 2.2122069 41.4509503, 2.2122744 41.4509343)",,,,
548741882,True,1,Carrer de Josep Anselm Clave,living_street,20,False,40.845,"LINESTRING (2.2087608 41.4528011, 2.2085511 41.4524691)",,,,
37953314,False,1,Carrer Sant Domènec,living_street,20,False,67.804,"LINESTRING (2.207992 41.4534136, 2.2080351 41.4532762, 2.2080317 41.4530248, 2.2080306 41.4529086, 2.2080284 41.4528076)",,,,
262058682,True,1,Carrer Major,living_street,20,False,64.55799999999999,"LINESTRING (2.207992 41.4534136, 2.2075399 41.453418, 2.2072193 41.4533918)",,delivery,,
262058682,True,1,Carrer Major,living_street,20,False,36.063,"LINESTRING (2.2072193 41.4533918, 2.206804 41.4533007)",,delivery,,
37953312,False,1,Carrer del Torrent,living_street,20,False,65.271,"LINESTRING (2.2072193 41.4533918, 2.2073561 41.4530481, 2.2074679 41.4528357)",,,,
551072836,False,1,Carrer de Sant Carles,living_street,20,True,52.284,"LINESTRING (2.206804 41.4533007, 2.2065738 41.4536121, 2.2064767 41.4537001)",,,8,
551683098,True,1,Carrer Major,living_street,20,False,89.286,"LINESTRING (2.206804 41.4533007, 2.2062242 41.4531335, 2.2058207 41.452984)",,,2,
"[548762362, 32044940]",True,1,Carrer de Santa Anna,residential,,False,91.284,"LINESTRING (2.2058207 41.452984, 2.2058329 41.452944, 2.2060378 41.4522742, 2.206067 41.4521841)",,,,
31243756,True,1,Carrer del Pedró,residential,50,False,105.25200000000001,"LINESTRING (2.2084335 41.4519033, 2.2091176 41.4517333, 2.2096286 41.4515975)",,,,
180400041,True,1,Carrer de Sant Carles,living_street,20,False,109.233,"LINESTRING (2.2072758 41.4523842, 2.206804 41.4533007)",,,,
31247759,True,1,Carrer de Santa Gemma,residential,20,False,103.171,"LINESTRING (2.2072758 41.4523842, 2.2061183 41.4521927, 2.206067 41.4521841)",,,6,
32044940,True,1,Carrer de Santa Anna,residential,,False,39.509,"LINESTRING (2.206067 41.4521841, 2.2061187 41.4519582, 2.2060767 41.4519234, 2.2060338 41.4518962, 2.2059945 41.4518737)",,,,
180400041,True,1,Carrer de Sant Carles,living_street,20,False,66.14099999999999,"LINESTRING (2.2075664 41.4518307, 2.207306 41.4523288, 2.2072758 41.4523842)",,,,
"[293955290, 548782566]",True,1,Plaça de la Vila,living_street,,False,91.189,"LINESTRING (2.2075664 41.4518307, 2.2076985 41.451612, 2.2079703 41.4511704, 2.2080226 41.4510853)",,,,
305527534,True,1,Carrer de Francesc Vinyes,living_street,20,False,112.681,"LINESTRING (2.2063042 41.4514675, 2.2075664 41.4518307)",,,,
545932373,False,2,Avinguda de Francesc Macià,tertiary,50,True,26.876,"LINESTRING (2.2063042 41.4514675, 2.2061619 41.4516844)",BV-5001,,,
545932373,False,2,Avinguda de Francesc Macià,tertiary,50,False,68.076,"LINESTRING (2.2063042 41.4514675, 2.2063503 41.4513956, 2.2065545 41.4510713, 2.206582 41.4510276, 2.2066579 41.4509157)",BV-5001,,,
31247763,True,1,Carrer de Santa Coloma,living_street,20,False,58.374,"LINESTRING (2.2077422 41.4539006, 2.2072319 41.4542602)",,,,
666370236,False,1,Carrer del Mas Fonollar,living_street,20,True,59.006,"LINESTRING (2.2077422 41.4539006, 2.2070802 41.4537124)",,,,
31264908,True,1,Carrer de Sant Jeroni,living_street,20,False,59.673,"LINESTRING (2.2072319 41.4542602, 2.2067175 41.4538869)",,,,
31247763,True,1,Carrer de Santa Coloma,living_street,20,False,18.778,"LINESTRING (2.2078485 41.4537517, 2.2077422 41.4539006)",,,,
31247763,True,1,Carrer de Santa Coloma,living_street,20,False,54.994,"LINESTRING (2.2082831 41.4533801, 2.2080662 41.4535501, 2.2078485 41.4537517)",,,,
262058682,True,1,Carrer Major,living_street,20,False,24.652,"LINESTRING (2.2082831 41.4533801, 2.208171 41.4534032, 2.207992 41.4534136)",,delivery,,
31264899,True,1,Carrer de Marina,residential,,False,84.315,"LINESTRING (2.2113222 41.45206, 2.2112574 41.4520359, 2.2110413 41.4518666, 2.2109195 41.4517625, 2.2107958 41.4516789, 2.2106807 41.4516153, 2.2105744 41.4515561)",,,,
152484577,False,2,Carrer de Marina,residential,,True,26.822000000000003,"LINESTRING (2.2113222 41.45206, 2.2113284 41.4520872, 2.2113486 41.4521365, 2.2113956 41.4522094, 2.2114123 41.4522335, 2.2114494 41.4522797)",,,,
152025136,True,1,Carrer de Sagarra,living_street,20,False,35.493,"LINESTRING (2.2109388 41.4504049, 2.2110243 41.4507176)",,,,
