osmid,ref,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,junction,bridge,tunnel
106529755,,residential,,False,True,24.754,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0572795 43.4636006, -5.0574648 43.463778)",,,
197862217,,residential,,False,False,27.912,,Calle del Pintor Marola,"LINESTRING (-5.0572795 43.4636006, -5.0570026 43.463751)",,,
197862216,,residential,,False,False,54.52,,Calle del Sol,"LINESTRING (-5.0570026 43.463751, -5.0565994 43.4633576)",,,
197862217,,residential,,False,False,6.45,,Calle del Pintor Marola,"LINESTRING (-5.0570026 43.463751, -5.0569406 43.4637876)",,,
197862217,,residential,,False,True,27.912,,Calle del Pintor Marola,"LINESTRING (-5.0570026 43.463751, -5.0572795 43.4636006)",,,
197862217,,residential,,False,True,6.45,,Calle del Pintor Marola,"LINESTRING (-5.0569406 43.4637876, -5.0570026 43.463751)",,,
197862211,,residential,,False,False,39.867000000000004,,Calle El Pescador,"LINESTRING (-5.0585087 43.4647497, -5.0582825 43.4649291, -5.058171 43.4650113)",,,
"[500544113, 66878989]",,residential,,False,False,82.945,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0585087 43.4647497, -5.0582873 43.4645227, -5.0582639 43.4644976, -5.0582058 43.4644432, -5.0578948 43.4641517)",,,
"[500544113, 500544114]",,residential,,False,True,39.977,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.0585087 43.4647497, -5.0587549 43.4649801, -5.0587721 43.4649945, -5.0588131 43.4650333)",,,
197862211,,residential,,False,True,39.867000000000004,,Calle El Pescador,"LINESTRING (-5.058171 43.4650113, -5.0582825 43.4649291, -5.0585087 43.4647497)",,,
197932256,,residential,,False,True,103.26400000000001,,Calle Maestro Valeriano Díaz Saraste,"LINESTRING (-5.0580199 43.4596639, -5.0580373 43.4598217, -5.0580741 43.4598791, -5.0581589 43.459951, -5.0583597 43.4600043, -5.0584445 43.4600433, -5.0584982 43.4601008, -5.058518 43.460187, -5.0584708 43.4604119)",,,
"[1054340457, 202170503]",AS-379,tertiary,50,False,False,240.91799999999998,,Carretera de la Estación,"LINESTRING (-5.0580199 43.4596639, -5.0578249 43.4596632, -5.0576695 43.4596646, -5.0571834 43.4596778, -5.0569738 43.4596835, -5.0568107 43.4596879, -5.0566082 43.4597, -5.0562541 43.4597277, -5.0561401 43.4597424, -5.0559525 43.4597665, -5.0557901 43.4598088, -5.0557069 43.4598415, -5.0556607 43.45986, -5.0555834 43.4598911, -5.0555126 43.4599195, -5.0553457 43.4599959, -5.0552904 43.4600212, -5.0551578 43.460083)",,,
202170503,AS-379,tertiary,50,False,True,60.088,,Carretera de la Estación,"LINESTRING (-5.0580199 43.4596639, -5.0582087 43.4596681, -5.0583963 43.4596851, -5.0585995 43.4597196, -5.0587504 43.4597532)",,,
245072703,,residential,,False,False,59.615,,Calle Maestro Valeriano Díaz Sastre,"LINESTRING (-5.0584708 43.4604119, -5.0577525 43.460287)",,,
197932256,,residential,,False,False,103.26400000000001,,Calle Maestro Valeriano Díaz Saraste,"LINESTRING (-5.0584708 43.4604119, -5.058518 43.460187, -5.0584982 43.4601008, -5.0584445 43.4600433, -5.0583597 43.4600043, -5.0581589 43.459951, -5.0580741 43.4598791, -5.0580373 43.4598217, -5.0580199 43.4596639)",,,
197932256,,residential,,False,True,75.292,,Calle Maestro Valeriano Díaz Saraste,"LINESTRING (-5.0584708 43.4604119, -5.0584219 43.4606447, -5.057814 43.4606262)",,,
197932256,,residential,,False,False,75.292,,Calle Maestro Valeriano Díaz Saraste,"LINESTRING (-5.057814 43.4606262, -5.0584219 43.4606447, -5.0584708 43.4604119)",,,
197862210,RS-1,tertiary,,False,True,5.489,,Calle Cuesta Vieja,"LINESTRING (-5.0561681 43.4610307, -5.0561086 43.4610068)",,,
197932255,RS-1,tertiary,,False,False,45.382,,Calle Fuente el Espino,"LINESTRING (-5.0561681 43.4610307, -5.0562164 43.461127, -5.0562221 43.4611885, -5.0561966 43.4612398, -5.0561287 43.4613486, -5.0560763 43.4614074)",,,
"[376213793, 109743459]",,residential,,False,"[False, True]",322.5319999999999,,"['Calle Hermanos Uría Aza', 'Calle Cuesta Vieja']","LINESTRING (-5.0561681 43.4610307, -5.0562685 43.461071, -5.0568234 43.461197, -5.0571095 43.4612718, -5.0572087 43.4613008, -5.0573097 43.461352, -5.0573727 43.4614296, -5.0574089 43.4614891, -5.0574185 43.461568, -5.0573841 43.4616413, -5.0573422 43.461669, -5.0572201 43.4617382, -5.057079 43.4617978, -5.0569131 43.4618725, -5.0567001 43.4619759, -5.056674 43.4619916, -5.0563784 43.4621698, -5.056198 43.4623454, -5.0561281 43.4625211, -5.0560061 43.4626123, -5.0559896 43.4626246, -5.0559169 43.4628023, -5.0559337 43.462862)",,,
197932254,,residential,,False,False,138.21900000000002,,Calle El Espino,"LINESTRING (-5.0539572 43.461679, -5.0538922 43.4617345, -5.0537621 43.4619315, -5.0536518 43.4620608, -5.0535585 43.4621839, -5.05342 43.4624651, -5.0532277 43.4627975)",,,
234676432,,residential,,False,True,93.83700000000002,,,"LINESTRING (-5.0539572 43.461679, -5.0538943 43.4616541, -5.0537977 43.4616377, -5.0536046 43.4616642, -5.0534434 43.4616815, -5.0533302 43.4617317, -5.0532722 43.461842, -5.0532033 43.4618505, -5.052941 43.4618139)",,,
376213794,,residential,,False,True,179.789,,Calle Fuente el Espino,"LINESTRING (-5.0539572 43.461679, -5.0540533 43.4616667, -5.0542456 43.4616647, -5.0543813 43.4616585, -5.0544803 43.4616257, -5.0546726 43.4615682, -5.0548139 43.4615641, -5.0549525 43.4615785, -5.0550345 43.4615641, -5.0551448 43.4615087, -5.0552466 43.4614615, -5.0553342 43.4614389, -5.0554926 43.4614471, -5.0555859 43.4614677, -5.0556933 43.4614923, -5.0557838 43.4614841, -5.0558517 43.4614636, -5.0560763 43.4614074)",,,
197932254,,residential,,False,True,138.21900000000002,,Calle El Espino,"LINESTRING (-5.0532277 43.4627975, -5.05342 43.4624651, -5.0535585 43.4621839, -5.0536518 43.4620608, -5.0537621 43.4619315, -5.0538922 43.4617345, -5.0539572 43.461679)",,,
"[202170489, 624140487]",,living_street,,True,False,78.239,,Plaza de la Iglesia,"LINESTRING (-5.0579076 43.4622106, -5.0579705 43.4621484, -5.0576972 43.4621017, -5.0574359 43.4620593, -5.0573748 43.4620671, -5.0571559 43.4621585)",,,
"[202170513, 624140476, 202170559]",,"['living_street', 'residential']",,False,False,63.30200000000001,,"['Plaza de la Iglesia', 'Gran Vía de Agustín Argüelles', 'Calle de Segundo Ruisánchez']","LINESTRING (-5.0579076 43.4622106, -5.0579681 43.4622485, -5.0581143 43.4623402, -5.0582914 43.4624839, -5.0584753 43.4623658)",,,
234663287,,residential,,True,False,11.389999999999999,,,"LINESTRING (-5.058065 43.4582234, -5.0580864 43.4582438, -5.0581161 43.4582576, -5.0581505 43.4582631, -5.0581855 43.4582597)",roundabout,,
"[500801498, 234663290, 500801499]",,residential,,False,False,274.829,,,"LINESTRING (-5.058065 43.4582234, -5.0579783 43.458262, -5.0579064 43.4583109, -5.0578391 43.4583823, -5.0576557 43.4586641, -5.057461 43.4588287, -5.0573283 43.4589421, -5.0572882 43.4589667, -5.057117 43.4589853, -5.0568667 43.4589978, -5.0565176 43.4590016, -5.0564182 43.4590132, -5.0563582 43.4590425, -5.0562484 43.4591173, -5.0560311 43.4592944, -5.0557991 43.4593857, -5.0556183 43.4595541, -5.055562 43.4596297)",,,yes
234663273,,residential,,False,False,56.594,,Avenida del Fuerte,"LINESTRING (-5.0581855 43.4582597, -5.0582068 43.4583145, -5.0583182 43.4585427, -5.0584329 43.4587354)",,,
234663287,,residential,,True,False,39.472,,,"LINESTRING (-5.0581855 43.4582597, -5.0582186 43.4582467, -5.0582427 43.4582258, -5.0582547 43.4581999, -5.0582527 43.4581726, -5.0582372 43.4581477, -5.0582101 43.4581288, -5.0581754 43.4581183, -5.0581377 43.4581178, -5.0581025 43.4581273, -5.0580745 43.4581456, -5.0580577 43.45817, -5.0580544 43.4581972, -5.058065 43.4582234)",roundabout,,
234663273,,residential,,False,False,129.469,,Avenida del Fuerte,"LINESTRING (-5.0584329 43.4587354, -5.0586039 43.459043, -5.0588672 43.4595168, -5.0590053 43.4597652, -5.058983 43.4598166)",,,
234663273,,residential,,False,True,56.594,,Avenida del Fuerte,"LINESTRING (-5.0584329 43.4587354, -5.0583182 43.4585427, -5.0582068 43.4583145, -5.0581855 43.4582597)",,,
234663275,,residential,,False,True,108.352,,Calle de Raúl Arias,"LINESTRING (-5.0584329 43.4587354, -5.0588054 43.4586315, -5.0591438 43.4592707)",,,
234663275,,residential,,False,False,108.352,,Calle de Raúl Arias,"LINESTRING (-5.0591438 43.4592707, -5.0588054 43.4586315, -5.0584329 43.4587354)",,,
"[500801498, 500801499, 234663290]",,residential,,False,True,274.829,,,"LINESTRING (-5.055562 43.4596297, -5.0556183 43.4595541, -5.0557991 43.4593857, -5.0560311 43.4592944, -5.0562484 43.4591173, -5.0563582 43.4590425, -5.0564182 43.4590132, -5.0565176 43.4590016, -5.0568667 43.4589978, -5.057117 43.4589853, -5.0572882 43.4589667, -5.0573283 43.4589421, -5.057461 43.4588287, -5.0576557 43.4586641, -5.0578391 43.4583823, -5.0579064 43.4583109, -5.0579783 43.458262, -5.058065 43.4582234)",,,yes
28818242,N-632,trunk,50,False,True,157.82100000000003,2,Avenida Palacio Valdés,"LINESTRING (-5.0611331 43.4574337, -5.0612279 43.4576751, -5.0613381 43.4579557, -5.061372 43.4580641, -5.061402 43.4582499, -5.0613792 43.4584811, -5.0613086 43.4588238)",,,
234676432,,residential,,False,False,93.837,,,"LINESTRING (-5.052941 43.4618139, -5.0532033 43.4618505, -5.0532722 43.461842, -5.0533302 43.4617317, -5.0534434 43.4616815, -5.0536046 43.4616642, -5.0537977 43.4616377, -5.0538943 43.4616541, -5.0539572 43.461679)",,,
245072703,,residential,,False,True,59.615,,Calle Maestro Valeriano Díaz Sastre,"LINESTRING (-5.0577525 43.460287, -5.0584708 43.4604119)",,,
500801502,,unclassified,,True,False,51.897000000000006,,,"LINESTRING (-5.054633 43.4603419, -5.0547548 43.4603048, -5.0551086 43.4601346, -5.0551578 43.460083)",,,
500801505,,unclassified,,True,False,20.654,,,"LINESTRING (-5.054633 43.4603419, -5.0546566 43.4603043, -5.0546684 43.4602715, -5.0546572 43.4602116, -5.0546068 43.4601774)",,,
1054340457,AS-379,tertiary,,False,False,17.588,,Carretera de la Estación,"LINESTRING (-5.0546068 43.4601774, -5.0543895 43.4601656)",,,
500801503,,unclassified,,True,False,22.455,,,"LINESTRING (-5.0546068 43.4601774, -5.0545157 43.4602782, -5.0544358 43.4603353)",,,
1054340457,AS-379,tertiary,,False,True,46.05,,Carretera de la Estación,"LINESTRING (-5.0546068 43.4601774, -5.0548062 43.4601642, -5.0549875 43.4601344, -5.0551578 43.460083)",,,
500801501,,unclassified,,True,False,15.222999999999999,,,"LINESTRING (-5.0544358 43.4603353, -5.0543709 43.4603616, -5.0542622 43.4603872)",,,
234663273,,residential,,False,True,129.469,,Avenida del Fuerte,"LINESTRING (-5.058983 43.4598166, -5.0590053 43.4597652, -5.0588672 43.4595168, -5.0586039 43.459043, -5.0584329 43.4587354)",,,
545742786,AS-379,tertiary,,False,False,20.064,,Carretera de la Estación,"LINESTRING (-5.058983 43.4598166, -5.0589505 43.4598061, -5.0587963 43.4597637, -5.0587504 43.4597532)",,,
"[545742786, 7464518]",AS-379,tertiary,,False,True,300.304,2,Carretera de la Estación,"LINESTRING (-5.058983 43.4598166, -5.0590504 43.4598462, -5.0592106 43.4599076, -5.0593416 43.4599669, -5.059519 43.4600519, -5.0596403 43.4601051, -5.0597665 43.4601442, -5.0599415 43.460165, -5.060109 43.4601719, -5.0601852 43.4601755, -5.0603069 43.4601548, -5.060419 43.4601145, -5.0604955 43.4600647, -5.0605939 43.4599737, -5.0607179 43.459859, -5.0608172 43.4597672, -5.0608608 43.4597218, -5.0609115 43.459667, -5.0609596 43.4595958, -5.0609953 43.4595232, -5.0610067 43.45949, -5.0610453 43.4593732, -5.0610829 43.4592595, -5.0611174 43.4591549, -5.0611443 43.4590736, -5.0611438 43.4590129, -5.0611185 43.4589096, -5.0611218 43.4588624, -5.0611677 43.458829, -5.0612492 43.4588221, -5.0613086 43.4588238)",,,
106529765,,residential,,True,False,5.8580000000000005,2,,"LINESTRING (-5.0577536 43.4637587, -5.0577209 43.4637701, -5.0576934 43.4637873)",roundabout,,
614454117,,residential,,False,True,38.3,,Calle Pico Monfrechu,"LINESTRING (-5.060249 43.4603835, -5.0602553 43.4604525, -5.0606335 43.4604319)",,,
106529765,,residential,,True,False,11.555,2,,"LINESTRING (-5.057739 43.4639456, -5.0577851 43.4639544, -5.0578327 43.4639513, -5.0578759 43.4639366)",roundabout,,
106529771,,residential,,True,False,26.821,,Calle de Manuel Caso de la Villa,"LINESTRING (-5.057739 43.4639456, -5.0578099 43.4640929, -5.0578948 43.4641517)",,,
624052870,,residential,,False,False,47.649,,Calle Vapor Alberto,"LINESTRING (-5.0584017 43.465334, -5.0585792 43.4651591, -5.0588131 43.4650333)",,,
106536043,,residential,,True,False,84.648,,Avenida de Villar y Valle,"LINESTRING (-5.0563156 43.4626789, -5.0564035 43.4624794, -5.0564278 43.4624314, -5.0564778 43.4623796, -5.0565513 43.4623214, -5.0569174 43.4620808)",,,
624105063,,residential,,False,True,91.232,,Calle del Rey Alfonso Covián,"LINESTRING (-5.0563156 43.4626789, -5.0564032 43.4626474, -5.0566156 43.462458, -5.0568292 43.4622717, -5.0569402 43.462238, -5.0571559 43.4621585)",,,
