osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,bridge,access,junction
94456305,False,2,CL-610,Avenida del Regimiento de Artillería,primary,False,14.238,"LINESTRING (-4.9108707 41.3048379, -4.9108979 41.3049643)",,,,
"[46885881, 153191479]",False,,,"['Calle de Maldonado', 'Callejón de San Francisco']",living_street,"[False, True]",102.364,"LINESTRING (-4.9135076 41.3100185, -4.9135597 41.3099637, -4.9139164 41.3095887, -4.9135482 41.3093104)",,,,
49998993,True,,,Calle de Maldonado,residential,False,31.615,"LINESTRING (-4.9135076 41.3100185, -4.9134059 41.31007, -4.9131938 41.3101775)",30,,,
334701024,True,1,CL-610,Avenida de Lope de Vega,primary,False,84.941,"LINESTRING (-4.9135076 41.3100185, -4.9133001 41.3098498, -4.9128503 41.309436)",,,,
418269859,False,1,CL-610,,primary,False,51.418000000000006,"LINESTRING (-4.9135076 41.3100185, -4.9135653 41.3100884, -4.913832 41.3104115)",,,,
24685704,False,2,CL-602,Calle de Cuenca,primary,False,85.096,"LINESTRING (-4.9139611 41.3108226, -4.9148259 41.3112272)",,,,
418269859,False,1,CL-610,,primary,True,47.137,"LINESTRING (-4.9139611 41.3108226, -4.9139488 41.310756, -4.9139239 41.3106543, -4.9138909 41.3105294, -4.913832 41.3104115)",,,,
"[607488208, 82962909, 82962880]",False,"['1', '3']",CL-610,"['Calle de Valladolid', 'Puente de San Miguel']",primary,False,65.138,"LINESTRING (-4.9139611 41.3108226, -4.9138368 41.3109634, -4.9135398 41.3112636, -4.9135073 41.3112988)",,yes,,
153202394,False,,,Ronda del Apóstol Santiago,secondary,True,24.108,"LINESTRING (-4.9202658 41.3117289, -4.9202041 41.3115171)",,,,
153207530,False,,CL-602,Calle de Rodrigo de Dueñas,primary,True,18.559,"LINESTRING (-4.9202658 41.3117289, -4.9200505 41.3116876)",,,,
153202437,False,2,,Calle de Mondragón,tertiary,False,31.711,"LINESTRING (-4.9202658 41.3117289, -4.9202767 41.3118465, -4.9202771 41.3119251, -4.9202623 41.3120131)",,,,
687766674,False,,CL-602,Calle de Álvar Fáñez,primary,False,30.174000000000003,"LINESTRING (-4.9202658 41.3117289, -4.9203817 41.3117437, -4.9204984 41.3117389, -4.920619 41.3117094)",,,,
687766674,False,,CL-602,Calle de Álvar Fáñez,primary,True,30.174,"LINESTRING (-4.920619 41.3117094, -4.9204984 41.3117389, -4.9203817 41.3117437, -4.9202658 41.3117289)",,,,
387681202,True,2,,Calle de las Farolas,residential,False,8.262,"LINESTRING (-4.9129234 41.3067979, -4.9130019 41.3068431)",,,,
94576904,False,2,,Calle de las Farolas,residential,True,223.543,"LINESTRING (-4.9129234 41.3067979, -4.912892 41.3067732, -4.9111531 41.3054048, -4.9110462 41.3053787)",,,,
"[153196563, 49998861]",True,,,"['Calle de Bravo', 'Calle de Simón Ruiz']",residential,False,282.33400000000006,"LINESTRING (-4.9155424 41.3069915, -4.9154215 41.3072226, -4.9153572 41.3073029, -4.9152831 41.3073373, -4.9151739 41.3073561, -4.9150656 41.3074065, -4.9150107 41.3074611, -4.9149607 41.3075286, -4.9149351 41.3075939, -4.9149284 41.3078497, -4.914914 41.3078882, -4.9148815 41.3079162, -4.9148295 41.3079237, -4.9147929 41.3079173, -4.9146931 41.3078722, -4.9143137 41.3076999, -4.9139016 41.3074785, -4.9134077 41.3071712, -4.9133552 41.307134)",,,yes,
153197081,False,,,Corralillo de San Julián,residential,True,25.666,"LINESTRING (-4.9155424 41.3069915, -4.9156127 41.3070093, -4.9158335 41.3070654)",,,,
46885875,True,,,Calle de Gerardo Moraleja,residential,False,75.9,"LINESTRING (-4.9156936 41.3065231, -4.9165872 41.3066469)",,,,
49998859,False,,,Plaza de Segovia,residential,False,43.173,"LINESTRING (-4.9156936 41.3065231, -4.9156452 41.3065605, -4.9155914 41.3065776, -4.915522 41.3065822, -4.9152202 41.3065038)",,,,
49998861,True,,,Calle de Bravo,residential,False,53.623999999999995,"LINESTRING (-4.9156936 41.3065231, -4.9156515 41.3066867, -4.9155424 41.3069915)",,,,
94576860,True,,,Calle de Rafael Giraldo,residential,False,64.73299999999999,"LINESTRING (-4.9165872 41.3066469, -4.9166089 41.3064765, -4.916624 41.3063584, -4.916666 41.3061609, -4.9166374 41.3060711)",,,,
94576892,False,2,,Calle de Artillería,secondary,False,72.643,"LINESTRING (-4.9166374 41.3060711, -4.9171072 41.3062667, -4.9173337 41.3064496)",,,,
94576892,False,2,,Calle de Artillería,secondary,True,54.807,"LINESTRING (-4.9166374 41.3060711, -4.9165635 41.3060539, -4.9160107 41.3059251)",,,,
153222735,False,2,VP-8904,Calle de Carreras,tertiary,True,111.38499999999999,"LINESTRING (-4.9166374 41.3060711, -4.9166259 41.3059764, -4.9167666 41.3052492, -4.9168028 41.3050796)",,,,
94576875,True,,,Calle de Gamazo,residential,False,123.96600000000001,"LINESTRING (-4.9173337 41.3064496, -4.9172888 41.3064995, -4.9165023 41.3073731)",,,,
94576892,False,2,,Calle de Artillería,secondary,True,72.643,"LINESTRING (-4.9173337 41.3064496, -4.9171072 41.3062667, -4.9166374 41.3060711)",,,,
153202279,False,2,,Ronda de Gracia,secondary,False,95.73899999999999,"LINESTRING (-4.9173337 41.3064496, -4.917663 41.3068594, -4.9178126 41.3070604, -4.9179114 41.3071931)",,,,
335042844,True,1,,Avenida de Portugal,tertiary,False,97.10799999999999,"LINESTRING (-4.9173337 41.3064496, -4.9174341 41.30634, -4.9179926 41.3057301)",,,,
153202279,False,2,,Ronda de Gracia,secondary,False,51.281,"LINESTRING (-4.9179114 41.3071931, -4.9182236 41.3075902)",,,,
24685706,True,,,Calle de la Cerradilla,residential,False,58.127,"LINESTRING (-4.9179114 41.3071931, -4.9178743 41.3072311, -4.9174996 41.3076145)",,,,
153202279,False,2,,Ronda de Gracia,secondary,True,95.739,"LINESTRING (-4.9179114 41.3071931, -4.9178126 41.3070604, -4.917663 41.3068594, -4.9173337 41.3064496)",,,,
49998857,True,,,Calle de las Cuestas,residential,False,26.5,"LINESTRING (-4.9173831 41.3077341, -4.9177001 41.3077437)",,,,
49998817,True,,,Calle del Rey,residential,False,28.635,"LINESTRING (-4.9180325 41.307804, -4.9181692 41.307651, -4.9182236 41.3075902)",,,,
94576846,True,,,Calle de Mondragón,tertiary,False,10.761,"LINESTRING (-4.9202286 41.3120891, -4.9203141 41.3120167)",,,,
156978229,False,,,Calle de Mondragón,tertiary,False,93.54,"LINESTRING (-4.9202286 41.3120891, -4.9195214 41.3127414)",,,,
451480985,False,2,,Calle de Mondragón,tertiary,True,8.907,"LINESTRING (-4.9202286 41.3120891, -4.9202623 41.3120131)",,,,
335042844,True,1,,Avenida de Portugal,tertiary,False,131.99099999999999,"LINESTRING (-4.9181137 41.3055968, -4.9183307 41.3053079, -4.9190301 41.3046922, -4.9190698 41.3046573)",,,,
335274095,False,2,,Calle de Zamora,tertiary,True,116.736,"LINESTRING (-4.9181137 41.3055968, -4.9181864 41.3056496, -4.9183732 41.3057852, -4.9186482 41.3061601, -4.9188339 41.3063642, -4.9189392 41.3064309)",,,,
94576860,True,,,Calle de Rafael Giraldo,residential,False,27.656,"LINESTRING (-4.9163355 41.3075297, -4.9164036 41.3072863)",,,,
337792179,False,,,Calle de Gamazo,residential,False,32.49,"LINESTRING (-4.9163355 41.3075297, -4.916148 41.3077857)",,,,
334577863,False,2,,Calle de José Zorrilla,residential,True,167.45600000000002,"LINESTRING (-4.9201431 41.3070971, -4.9200996 41.3071695, -4.9200397 41.3072694, -4.9193367 41.308402, -4.9192988 41.308463)",,,,
335274095,False,2,,Calle de Zamora,tertiary,False,60.114999999999995,"LINESTRING (-4.9201431 41.3070971, -4.9200814 41.3070734, -4.9195562 41.3067852)",,,,
335274096,False,2,,Calle de José Zorrilla,residential,False,149.043,"LINESTRING (-4.9201431 41.3070971, -4.9201833 41.3070133, -4.9203675 41.3066297, -4.920515 41.3063053, -4.920718 41.3059096, -4.9207547 41.3058381)",,,,
46886903,False,2,,Calle de Francisco Lobato,residential,False,49.268,"LINESTRING (-4.9150791 41.3056719, -4.9151404 41.3056061, -4.9154175 41.305309)",,,,
156978206,True,,,Plaza del Carmen,secondary,False,46.488,"LINESTRING (-4.9150791 41.3056719, -4.9150142 41.3056512, -4.9146624 41.3055392, -4.9145667 41.3055087)",,,,
153201192,True,,,Calle de Tejada,residential,False,148.59699999999998,"LINESTRING (-4.9140906 41.3053486, -4.9141411 41.3052861, -4.9145579 41.30477, -4.914561 41.3047549, -4.914551 41.3047418, -4.9145315 41.3047304, -4.9143852 41.304658, -4.9143649 41.304639, -4.9143545 41.3046152, -4.9143132 41.3044927, -4.914307 41.3044745, -4.9142684 41.3044362, -4.9139933 41.3043213)",,,,
335042825,True,,,Calle de Ravé,secondary,False,92.18,"LINESTRING (-4.9140906 41.3053486, -4.9139198 41.305237, -4.9133405 41.3047422)",,,,
156978206,True,,,Plaza del Carmen,secondary,False,10.386,"LINESTRING (-4.9151797 41.3057268, -4.9150791 41.3056719)",,,,
94576892,False,2,,Calle de Artillería,secondary,False,72.831,"LINESTRING (-4.9151797 41.3057268, -4.9152444 41.3057422, -4.9160107 41.3059251)",,,,
46885874,True,,,Plaza del Carmen,residential,False,9.245,"LINESTRING (-4.9145667 41.3055087, -4.9145492 41.3055908)",,,,
335042825,True,,,Calle de Ravé,secondary,False,16.093,"LINESTRING (-4.9145667 41.3055087, -4.9143895 41.3054519)",,,,
418064998,True,,,Plaza del Carmen,secondary,False,42.777,"LINESTRING (-4.9145492 41.3055908, -4.9147887 41.3058543, -4.914838 41.3059085)",,,,
94576878,True,,,Ronda de Santa Ana,residential,False,10.859000000000002,"LINESTRING (-4.914838 41.3059085, -4.9148118 41.3059234, -4.9147343 41.3059674)",,,,
418064998,True,,,Plaza del Carmen,secondary,False,34.969,"LINESTRING (-4.914838 41.3059085, -4.9150871 41.305776, -4.9151797 41.3057268)",,,,
46885880,True,,,Calle de los Monstenses,residential,False,117.33999999999999,"LINESTRING (-4.9111413 41.306794, -4.9112566 41.3067849, -4.91143 41.3067711, -4.9123446 41.3072495)",,,,
153209442,False,2,CL-610,Avenida de Lope de Vega,primary,True,110.071,"LINESTRING (-4.9111413 41.306794, -4.9109007 41.306395, -4.9108502 41.3062204, -4.9108093 41.3060799, -4.9107945 41.3058508)",,,,
334701026,True,1,CL-610,,primary,False,173.518,"LINESTRING (-4.9111413 41.306794, -4.9112091 41.3069526, -4.9118425 41.3080475, -4.9119487 41.308231)",,,,
156978205,False,,,Plaza de San Agustín,residential,True,16.716,"LINESTRING (-4.9192513 41.3090359, -4.9194449 41.3089978)",,,,
153202394,False,,,Ronda del Apóstol Santiago,secondary,False,66.175,"LINESTRING (-4.9192513 41.3090359, -4.9193216 41.3092364, -4.9194536 41.3096113)",,,,
153204311,True,,,Calle de San Martín,residential,False,110.994,"LINESTRING (-4.9192513 41.3090359, -4.919167 41.3090538, -4.9185956 41.3091748, -4.9180435 41.3093308, -4.9179895 41.3093461)",,,,
620269538,False,2,,Ronda de Gracia,secondary,True,42.671,"LINESTRING (-4.9192513 41.3090359, -4.9191637 41.3088031, -4.9191124 41.3086666)",,,,
49998874,True,,,Plaza del Teatro,residential,False,20.405,"LINESTRING (-4.9166679 41.3097737, -4.9167674 41.3096061)",,,,
334577871,False,,,Plaza del Teatro,residential,False,14.525,"LINESTRING (-4.9166679 41.3097737, -4.9165632 41.3096694)",,,,
153204311,True,,,Calle de San Martín,residential,False,53.776,"LINESTRING (-4.9166679 41.3097737, -4.9161405 41.3099335, -4.9160708 41.3099546)",,,,
334536041,True,,,Plaza del Marqués de la Ensenada,residential,False,10.551,"LINESTRING (-4.9173604 41.3104133, -4.9172343 41.3104077)",,,,
46885884,True,,,Calle de Santa Teresa de Jesús,residential,False,249.92799999999997,"LINESTRING (-4.9173604 41.3104133, -4.9176334 41.3104548, -4.9178495 41.3105169, -4.9181242 41.3106414, -4.9184965 41.3108263, -4.918988 41.3110685, -4.9196767 41.3115263, -4.9198199 41.3116394)",,,,
46885871,False,2,,Plaza de San Agustín,residential,False,27.476,"LINESTRING (-4.9191124 41.3086666, -4.9192988 41.308463)",,,,
153202279,False,2,,Ronda de Gracia,secondary,True,140.84400000000002,"LINESTRING (-4.9191124 41.3086666, -4.9182384 41.3076079, -4.9182236 41.3075902)",,,,
620269538,False,2,,Ronda de Gracia,secondary,False,42.671,"LINESTRING (-4.9191124 41.3086666, -4.9191637 41.3088031, -4.9192513 41.3090359)",,,,
334695694,True,,,Plaza del Marqués de la Ensenada,residential,False,18.104,"LINESTRING (-4.917127 41.3105267, -4.917159 41.3105392, -4.917195 41.310542, -4.9172297 41.3105346, -4.9172584 41.310518, -4.9172768 41.3104947, -4.9172825 41.3104679)",,,,roundabout
334536054,True,,,Plaza del Marqués de la Ensenada,residential,False,33.058,"LINESTRING (-4.9167732 41.3103036, -4.9170433 41.3104049, -4.9170909 41.3104657)",,,,
334577870,False,,,Plaza del Marqués de la Ensenada,residential,True,40.249,"LINESTRING (-4.9167732 41.3103036, -4.9165982 41.3102518, -4.9163311 41.3101599)",,,,
