osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,access
275813295,2,NA-8607,Avenida de Tudela,tertiary,20,False,False,7.726,"LINESTRING (-1.6770295 42.5236574, -1.6770129 42.5237258)",,,
300716072,,,Calle Barranquiel,residential,,True,False,58.574,"LINESTRING (-1.6770295 42.5236574, -1.6772056 42.5235202, -1.6772943 42.5234511, -1.6775819 42.5233327)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,False,34.3,"LINESTRING (-1.6740601 42.5279182, -1.6738555 42.5281873)",,,
4306160,,,Calle Diputación Foral,residential,,False,True,138.746,"LINESTRING (-1.6740601 42.5279182, -1.6738393 42.5277861, -1.6734711 42.526784)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,True,177.401,"LINESTRING (-1.6740601 42.5279182, -1.6747859 42.5271228, -1.6750235 42.5268055, -1.6751828 42.5265574)",,,
4306160,,,Calle Diputación Foral,residential,,False,False,138.746,"LINESTRING (-1.6734711 42.526784, -1.6738393 42.5277861, -1.6740601 42.5279182)",,,
51910594,,,Paseo Ereta,residential,,False,False,152.737,"LINESTRING (-1.6734711 42.526784, -1.6729885 42.5268759, -1.6728332 42.5268849, -1.6726864 42.526874, -1.672316 42.526841, -1.6716487 42.5267146)",,,
51910594,,,Paseo Ereta,residential,,False,True,93.493,"LINESTRING (-1.6734711 42.526784, -1.6739707 42.5265691, -1.6744111 42.5263113)",,,
4306203,,NA-8608,Acceso a Tafalla oeste / Tafallako mendebaldeko sarbidea,tertiary,,False,True,5.737,"LINESTRING (-1.6786336 42.5263561, -1.6785689 42.5263364)",,,
4306203,,NA-8608,Acceso a Tafalla oeste / Tafallako mendebaldeko sarbidea,tertiary,,False,False,71.745,"LINESTRING (-1.6786336 42.5263561, -1.6788965 42.5264174, -1.6790973 42.5264728, -1.6792211 42.5265162, -1.679329 42.5265638, -1.679428 42.526617)",,,
18956465,,,Calle Miranda de Arga,residential,,True,False,146.216,"LINESTRING (-1.6786336 42.5263561, -1.6790745 42.5262667, -1.6792188 42.526218, -1.6801763 42.5257247)",,,
49723031,,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,False,179.504,"LINESTRING (-1.6737055 42.5261946, -1.6715916 42.5257715)",,,
4308735,,,Calle Martinez de Espronceda,residential,,True,False,188.505,"LINESTRING (-1.6737055 42.5261946, -1.6736759 42.5261346, -1.6733107 42.5253943, -1.6731487 42.5249795, -1.6729876 42.5245849)",,,
"[49723033, 51910572, 49723031]",2,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,True,59.427,"LINESTRING (-1.6737055 42.5261946, -1.6738779 42.5262057, -1.6742591 42.5262819, -1.6744111 42.5263113)",yes,,
49723031,,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,True,179.504,"LINESTRING (-1.6715916 42.5257715, -1.6737055 42.5261946)",,,
4308733,,,Paseo de las Ruedas,residential,,False,False,49.169,"LINESTRING (-1.6715916 42.5257715, -1.6714985 42.5259644, -1.6714217 42.526195)",,,
131028906,,NA-132,Carretera Estella - Tafalla - Sangüesa / Lizarra - Tafalla - Zangoza errepidea,primary,,False,False,195.90699999999998,"LINESTRING (-1.6715916 42.5257715, -1.6719313 42.5245593, -1.6720258 42.5240399)",,,
4308733,,,Paseo de las Ruedas,residential,,False,True,49.169,"LINESTRING (-1.6714217 42.526195, -1.6714985 42.5259644, -1.6715916 42.5257715)",,,
24486610,,,Paseo de las Ruedas,residential,,True,False,205.213,"LINESTRING (-1.6714217 42.526195, -1.6717384 42.5261791, -1.6719662 42.526181, -1.6719938 42.5261812, -1.672389 42.5263032, -1.6726124 42.5263674, -1.6729019 42.5264189, -1.6731862 42.5264249, -1.6735563 42.5263732, -1.6736405 42.5263271, -1.6736876 42.526289, -1.6737055 42.5261946)",,,
4306203,,NA-8608,Acceso a Tafalla oeste / Tafallako mendebaldeko sarbidea,tertiary,,False,True,9.199,"LINESTRING (-1.6805333 42.5272838, -1.6804471 42.5272308)",,,
655475407,2,NA-6030,Carretera de Artajona,tertiary,,False,False,49.006,"LINESTRING (-1.6805333 42.5272838, -1.680444 42.5277077, -1.6804415 42.5277193)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,False,57.45,"LINESTRING (-1.6730693 42.529826, -1.6728964 42.5303267)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,True,44.261,"LINESTRING (-1.6730693 42.529826, -1.6732216 42.5294441)",,,
10650284,,,Calle de Sansoain,residential,,True,False,128.983,"LINESTRING (-1.6730693 42.529826, -1.672118 42.5297298, -1.6715093 42.5296713)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,True,115.19,"LINESTRING (-1.6724018 42.5318934, -1.6727173 42.5308839)",,,
4520232,,,Calle Olleta,residential,30,False,True,55.915,"LINESTRING (-1.6711836 42.5317493, -1.6712599 42.5312496)",,,
441718688,,,Calle Benegorri,residential,30,False,False,65.382,"LINESTRING (-1.6711836 42.5317493, -1.6703912 42.5316802)",,,
4520228,,,Calle Benegorri,residential,30,True,False,102.196,"LINESTRING (-1.6711836 42.5317493, -1.67229 42.5318389, -1.6723489 42.5318653, -1.6724018 42.5318934)",,,
441718689,,,Calle Olleta,residential,30,False,False,59.987,"LINESTRING (-1.6711836 42.5317493, -1.67109 42.5322299, -1.6710796 42.5322833)",,,
4520231,,,Calle Olleta,residential,30,False,False,94.147,"LINESTRING (-1.6715093 42.5296713, -1.6711155 42.5288759)",,,
4520232,,,Calle Olleta,residential,30,False,False,59.243,"LINESTRING (-1.6715093 42.5296713, -1.6714267 42.5302006)",,,
10650284,,,Calle de Sansoain,residential,,True,False,74.929,"LINESTRING (-1.6715093 42.5296713, -1.6706036 42.5295785)",,,
4520231,,,Calle Olleta,residential,30,False,True,94.147,"LINESTRING (-1.6711155 42.5288759, -1.6715093 42.5296713)",,,
10650245,,,Calle Arturo Monzón,residential,,False,False,37.098,"LINESTRING (-1.6727173 42.5308839, -1.6731597 42.5309548)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,False,115.19,"LINESTRING (-1.6727173 42.5308839, -1.6724018 42.5318934)",,,
51910570,2,NA-8607,Avenida Severino Fernández,tertiary,30,False,True,63.672,"LINESTRING (-1.6727173 42.5308839, -1.6728964 42.5303267)",,,
290065980,,,Calle Maquirriain,residential,30,True,False,114.138,"LINESTRING (-1.6727173 42.5308839, -1.6719392 42.530808, -1.671336 42.5307516)",,,
10650245,,,Calle Arturo Monzón,residential,,False,False,51.969,"LINESTRING (-1.6742115 42.5311314, -1.6748291 42.5312377)",,,
