osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge,lanes,maxspeed,access
185902897,C-1410z,Carrer de Salvador Vancells,tertiary,False,True,129.655,"LINESTRING (1.7506295 41.8333725, 1.7505471 41.8345369)",,,,,
185902897,C-1410z,Carrer de Salvador Vancells,tertiary,False,False,29.192,"LINESTRING (1.7506295 41.8333725, 1.7506171 41.8332163, 1.7505928 41.8331118)",,,,,
229501080,,Carrer de Sant Jaume,residential,False,True,60.12,"LINESTRING (1.7494799 41.8363673, 1.7495982 41.8364206, 1.749724 41.8362623, 1.7498121 41.836187, 1.7499693 41.8360873)",,,,,
232683731,C-1410z,Carrer d'Àngel Guimerà,tertiary,False,False,50.196,"LINESTRING (1.7494799 41.8363673, 1.7496874 41.8361179, 1.7497991 41.8359836)",,,,,
185904461,BP-4313,Carretera de Balsareny,tertiary,False,True,44.792,"LINESTRING (1.7534661 41.8296322, 1.7538194 41.8299371)",,,,,
548971385,C-1410z,Carrer González Solesio,tertiary,False,True,48.165,"LINESTRING (1.7534661 41.8296322, 1.7530252 41.8299145)",,,,,
185902893,C-1410z,Carretera de Manresa,secondary,False,False,76.493,"LINESTRING (1.7534661 41.8296322, 1.7537829 41.8294294, 1.7541486 41.8291693)",,,,,
185904461,BP-4313,Carretera de Balsareny,tertiary,False,False,51.569,"LINESTRING (1.7550448 41.8309945, 1.754638 41.8306435)",,,,,
111178442,B-423,Carrer de Tarragona,tertiary,False,False,130.154,"LINESTRING (1.7550448 41.8309945, 1.7549599 41.831056, 1.7544872 41.8313378, 1.7539452 41.8314648, 1.7537332 41.8315999)",,,,,
185904461,BP-4313,Carretera de Balsareny,tertiary,False,True,145.317,"LINESTRING (1.7550448 41.8309945, 1.7550921 41.8310353, 1.7552178 41.831274, 1.7557956 41.8316634, 1.7561187 41.8320027)",,,,,
206665344,,Carretera de la Mina,residential,False,True,45.001000000000005,"LINESTRING (1.7550448 41.8309945, 1.7553489 41.8308513, 1.7555157 41.8307945)",,,,,
111177720,,Carrer de l'Onze de Setembre,residential,False,True,30.409,"LINESTRING (1.7537804 41.8340837, 1.7541225 41.8341828)",,,,,
1244656260,,Avinguda de Santa Bàrbara,residential,False,True,27.591,"LINESTRING (1.7537804 41.8340837, 1.7538484 41.8338408)",,,,,
111178442,B-423,Carrer de Tarragona,tertiary,False,False,94.75,"LINESTRING (1.7537804 41.8340837, 1.7541481 41.8345899, 1.7542532 41.8347904, 1.7542717 41.8348501)",,,,,
111178442,B-423,Carrer de Tarragona,tertiary,False,True,255.514,"LINESTRING (1.7537804 41.8340837, 1.753493 41.8340286, 1.7532074 41.8339452, 1.7530675 41.8338683, 1.752843 41.8337289, 1.7525343 41.8335233, 1.7522427 41.8332909, 1.7521665 41.8330977, 1.7522124 41.8329397, 1.7525002 41.8326661, 1.7526389 41.8325392)",,,,,
111177724,,Carrer de les Vinyes,residential,False,False,66.126,"LINESTRING (1.746835 41.8352047, 1.7476329 41.8352199)",,,,,
191679532,,Carrer de Sant Mateu de Bages,residential,False,False,67.426,"LINESTRING (1.746835 41.8352047, 1.7467888 41.8358101)",,,,,
