osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,junction
145427406,Rúa do Párroco Alonso,residential,False,True,128.632,"LINESTRING (-7.0699036 43.1256545, -7.0712766 43.1261359, -7.0713323 43.1261554)",,,,
368016026,Avenida de Galicia,residential,False,False,21.218,"LINESTRING (-7.0699036 43.1256545, -7.069822 43.1256891, -7.0696775 43.1257503)",LU-730,50,yes,
368016026,Avenida de Galicia,residential,False,True,27.101,"LINESTRING (-7.0699036 43.1256545, -7.0700982 43.1255497, -7.0701519 43.1254951)",LU-730,50,yes,
60366084,Avenida de Asturias,residential,False,True,125.15299999999999,"LINESTRING (-7.0662292 43.1273016, -7.066491 43.1267948, -7.0665943 43.1265947, -7.0667731 43.1262484)",LU-530,,yes,
145427407,Rúa da Penela,residential,False,True,53.816,"LINESTRING (-7.0662292 43.1273016, -7.0664306 43.1272734, -7.0668509 43.1271405)",,,,
790193668,Avenida de Asturias,residential,False,False,79.88,"LINESTRING (-7.0662292 43.1273016, -7.0661771 43.1274268, -7.0661412 43.1275521, -7.0661464 43.1280116)",LU-530,,yes,
292304035,Rúa de Burón,residential,False,False,171.95000000000002,"LINESTRING (-7.0676 43.1282604, -7.0675965 43.1276449, -7.0675142 43.1271085, -7.067492 43.1269966, -7.067364 43.1267347)",,,,
1167764642,,tertiary,False,False,84.98400000000001,"LINESTRING (-7.0676 43.1282604, -7.0677954 43.1284989, -7.067993 43.1287467, -7.0681343 43.1289177)",,,,
145427407,Rúa da Penela,residential,False,False,62.977,"LINESTRING (-7.067364 43.1267347, -7.0672353 43.1268518, -7.0671181 43.1270114, -7.0669799 43.1270929, -7.0668509 43.1271405)",,,,
292304035,Rúa de Burón,residential,False,True,171.95,"LINESTRING (-7.067364 43.1267347, -7.067492 43.1269966, -7.0675142 43.1271085, -7.0675965 43.1276449, -7.0676 43.1282604)",,,,
790193667,Rúa de Burón,residential,False,False,79.349,"LINESTRING (-7.067364 43.1267347, -7.0674107 43.1265158, -7.0674068 43.1263882, -7.0673787 43.1262509, -7.0672996 43.1260328)",,,,
60366084,Avenida de Asturias,residential,False,False,50.668000000000006,"LINESTRING (-7.0672996 43.1260328, -7.0671917 43.1260409, -7.0671319 43.126054, -7.0670792 43.1260722, -7.0669287 43.1261329, -7.0668584 43.1261737, -7.066804 43.1262183, -7.0667731 43.1262484)",LU-530,,yes,
160944899,Avenida de Galicia,tertiary,False,True,18.521,"LINESTRING (-7.0672996 43.1260328, -7.0674505 43.126027, -7.0675275 43.126024)",LU-730,,,
376494033,Rúa da Fonte,residential,False,True,34.861,"LINESTRING (-7.0672996 43.1260328, -7.0672535 43.1259737, -7.0670872 43.1257603)",LU-530,,,
790193667,Rúa de Burón,residential,False,True,79.34899999999999,"LINESTRING (-7.0672996 43.1260328, -7.0673787 43.1262509, -7.0674068 43.1263882, -7.0674107 43.1265158, -7.067364 43.1267347)",,,,
160944935,,primary,False,False,41.659,"LINESTRING (-7.0697798 43.1211875, -7.069628 43.1214812, -7.0695899 43.1215352)",LU-530,80,yes,
790193668,Avenida de Asturias,residential,False,True,68.256,"LINESTRING (-7.0660606 43.128613, -7.0661007 43.1285583, -7.0661327 43.1284878, -7.0661529 43.1283921, -7.0661582 43.1282719, -7.0661464 43.1280116)",LU-530,,yes,
145427401,Rúa Maior,residential,False,False,42.651,"LINESTRING (-7.0675275 43.126024, -7.0675585 43.1256411)",,,,
160944899,Avenida de Galicia,tertiary,False,False,18.521,"LINESTRING (-7.0675275 43.126024, -7.0674505 43.126027, -7.0672996 43.1260328)",LU-730,,,
368016026,Avenida de Galicia,residential,False,True,180.183,"LINESTRING (-7.0675275 43.126024, -7.0685813 43.1259984, -7.068929 43.1259827, -7.0691303 43.1259449, -7.069349 43.1258801, -7.0695449 43.1258035, -7.0696775 43.1257503)",LU-730,50,yes,
376490919,,tertiary,False,False,21.691,"LINESTRING (-7.0694499 43.1216978, -7.06929 43.1218541)",LU-740,80,yes,
376490919,,tertiary,False,True,21.354,"LINESTRING (-7.0694499 43.1216978, -7.0694874 43.1216542, -7.0695899 43.1215352)",LU-740,80,yes,
1225056167,Avenida de Galicia,tertiary,True,False,25.313,"LINESTRING (-7.0694499 43.1216978, -7.0693326 43.1217658, -7.0692346 43.12182, -7.0692264 43.1218245, -7.0692023 43.1218361)",,,,
160944935,,primary,False,True,41.659,"LINESTRING (-7.0695899 43.1215352, -7.069628 43.1214812, -7.0697798 43.1211875)",LU-530,80,yes,
368016028,Rúa Maior,residential,False,False,50.996,"LINESTRING (-7.0695899 43.1215352, -7.069441 43.1216125, -7.0694133 43.1216278, -7.0692874 43.121707, -7.0691254 43.1218026, -7.0690981 43.1218201)",LU-530,,,
376490919,,tertiary,False,False,21.354,"LINESTRING (-7.0695899 43.1215352, -7.0694874 43.1216542, -7.0694499 43.1216978)",LU-740,80,yes,
129895747,Estrada A Fonsagrada - Vilabol de Suarna,tertiary,False,True,985.3030000000002,"LINESTRING (-7.061692 43.1230493, -7.06202 43.122924, -7.0621667 43.1228669, -7.0622921 43.122836, -7.062458 43.1228169, -7.0626577 43.122781, -7.0628478 43.1227261, -7.0631469 43.1226092, -7.0633176 43.1225557, -7.0634045 43.1225529, -7.0634807 43.1225684, -7.0635482 43.1226106, -7.0636466 43.1227015, -7.0637122 43.1227768, -7.063855 43.1228521, -7.0639997 43.1228895, -7.0641232 43.1229043, -7.0642882 43.1229014, -7.0644706 43.1228867, -7.0646394 43.1229134, -7.0647725 43.1229627, -7.0648372 43.1230148, -7.0648565 43.1230719, -7.0648478 43.1231359, -7.0648027 43.1232443, -7.0644937 43.1238572, -7.0644545 43.1239892, -7.0644741 43.1241003, -7.0645329 43.1241972, -7.0646791 43.1243303, -7.0647439 43.1244139, -7.064762 43.1244865, -7.0647469 43.1245603, -7.0646323 43.1246813, -7.0645449 43.1247968, -7.0643301 43.1251221, -7.0642645 43.1252369, -7.0642462 43.125313, -7.0642481 43.1254066, -7.0642896 43.1255242, -7.0643745 43.1256453, -7.0644729 43.1257397, -7.0645599 43.1257928, -7.0645906 43.1258115, -7.0647016 43.1258594, -7.0647903 43.1258784, -7.0648781 43.1258854, -7.0652351 43.1258714, -7.0656239 43.1258376, -7.0657416 43.125839, -7.0658159 43.1258615, -7.0658574 43.1258995, -7.0658834 43.1259587, -7.0658854 43.1261664, -7.0658856 43.1265147, -7.0659374 43.1269427, -7.0659398 43.1270923, -7.0659233 43.1271903, -7.0658008 43.1275204, -7.0657914 43.1277009, -7.0658762 43.1278539, -7.0660081 43.1279484, -7.0661464 43.1280116)",LU-721,60,yes,
