osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,junction
"[180427702, 28002335]",True,1,"['Calle de la Fuente', 'Travesía de Pinto']","['residential', 'tertiary']",40,yes,False,101.733,"LINESTRING (-3.7896193 40.2821667, -3.7896711 40.2821254, -3.7897985 40.2820237, -3.7899938 40.2818902, -3.7901148 40.2818257, -3.7902592 40.2817573, -3.7900556 40.2815712, -3.7900284 40.2815464)",
179948074,True,1,Calle de la Constitución,residential,40,,False,32.57,"LINESTRING (-3.7896193 40.2821667, -3.7894276 40.2820856, -3.7892906 40.2820158)",
28087358,True,,Calle del Ferial,residential,40,yes,False,36.83,"LINESTRING (-3.7937503 40.2803661, -3.7936943 40.2804671, -3.7935813 40.2806712)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,False,73.506,"LINESTRING (-3.7937503 40.2803661, -3.7938651 40.2804083, -3.7939294 40.2804233, -3.7939964 40.280439, -3.7941205 40.2804503, -3.7941848 40.2804507, -3.7942545 40.2804449, -3.7943929 40.280432, -3.7944295 40.2804248, -3.7945893 40.2803931)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,True,44.923,"LINESTRING (-3.7937503 40.2803661, -3.793657 40.2803289, -3.7933241 40.2801282)",
28087363,True,,Calle de Lourdes,residential,40,yes,False,12.979,"LINESTRING (-3.7963844 40.2800542, -3.7964523 40.2801588)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,False,102.965,"LINESTRING (-3.7963844 40.2800542, -3.7970044 40.2800091, -3.7975942 40.2799807)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,True,88.34899999999999,"LINESTRING (-3.7963844 40.2800542, -3.7962269 40.2800758, -3.7957164 40.2801671, -3.795476 40.2802147, -3.795371 40.2802363)",
88735304,True,2,Plaza de Francisco Escolar,residential,40,yes,False,22.298,"LINESTRING (-3.7911013 40.2824239, -3.7908476 40.2823714)",
178677651,False,2,Plaza de Francisco Escolar,residential,40,yes,False,12.804,"LINESTRING (-3.7911013 40.2824239, -3.7912038 40.2824597, -3.7912411 40.282466)",
88735235,True,1,Calle de la Paz,tertiary,40,yes,False,55.857,"LINESTRING (-3.7929092 40.2848452, -3.7929797 40.2850699, -3.7930143 40.2853399)",
179636506,True,1,Avenida de Francisco Javier Sauquillo,secondary,40,yes,False,238.734,"LINESTRING (-3.7864487 40.2830615, -3.7865771 40.283146, -3.7866876 40.2831957, -3.7868653 40.2832461, -3.7870174 40.2832755, -3.7874903 40.283374, -3.7876661 40.2834159, -3.787699 40.2834224, -3.7877497 40.2834339, -3.7882745 40.283553, -3.7886805 40.2836448, -3.7889748 40.2837057, -3.7891029 40.2837326)",
179636506,True,1,Avenida de Francisco Javier Sauquillo,secondary,40,yes,False,65.472,"LINESTRING (-3.7866081 40.2824858, -3.7865367 40.282693, -3.7864487 40.2830615)",
28087401,True,1,Calle del Doctor Miguel Aguado,residential,40,yes,False,51.873000000000005,"LINESTRING (-3.7890401 40.2832686, -3.7890963 40.2836621, -3.7891029 40.2837326)",
180323877,True,1,Calle de los Mártires de Fuenlabrada,residential,40,yes,False,20.849,"LINESTRING (-3.7912132 40.2814343, -3.7914527 40.2814764)",
28087369,False,,Calle de los Mártires de Fuenlabrada,residential,40,yes,True,40.653999999999996,"LINESTRING (-3.7912132 40.2814343, -3.7911494 40.2811332, -3.7911429 40.2810728)",
312626611,False,2,Calle de Pozuelo,residential,40,yes,False,54.370999999999995,"LINESTRING (-3.7968946 40.2867471, -3.796654 40.2867055, -3.7965269 40.2866814, -3.7962713 40.2866331)",
123800369,True,1,Calle de Aravaca,residential,40,yes,False,41.804,"LINESTRING (-3.7939776 40.2861421, -3.7938255 40.2864997)",
65864808,True,1,Calle de Pozuelo,residential,40,yes,False,83.286,"LINESTRING (-3.7939776 40.2861421, -3.7930893 40.2859584, -3.793029 40.2859491)",
28068983,True,1,Calle de Polvoranca,residential,40,yes,False,10.318999999999999,"LINESTRING (-3.793029 40.2859491, -3.7929625 40.2859275, -3.7929171 40.2859127)",
28087355,False,2,Calle de Santa Juana,residential,40,yes,False,223.466,"LINESTRING (-3.7946557 40.2792547, -3.7946184 40.2792104, -3.7945978 40.279186, -3.7944471 40.2790069, -3.7942935 40.2788558, -3.7941038 40.2787666, -3.7939191 40.2786797, -3.7936475 40.2785555, -3.7935987 40.2785426, -3.7933426 40.2784702, -3.7931463 40.2784614, -3.7926013 40.2784551, -3.7924267 40.2784531)",
175877566,False,4,Calle de la Comunidad de Madrid,tertiary,30,,False,131.595,"LINESTRING (-3.7946557 40.2792547, -3.7945035 40.2793287, -3.7938158 40.2796098, -3.7932977 40.2798261)",
177187625,False,4,Calle de la Comunidad de Madrid,tertiary,40,,True,102.838,"LINESTRING (-3.7946557 40.2792547, -3.7947002 40.2792288, -3.7947542 40.2791975, -3.794866 40.2791327, -3.7952638 40.2788773, -3.795577 40.2786546)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,True,21.218,"LINESTRING (-3.7929805 40.279915, -3.7927713 40.2798104)",
60650676,False,4,Calle de Extremadura,secondary,40,yes,False,37.584,"LINESTRING (-3.7929805 40.279915, -3.793082 40.2799834, -3.7933241 40.2801282)",
294402473,True,1,Calle de la Comunidad de Madrid,tertiary,30,,False,29.122999999999998,"LINESTRING (-3.7929805 40.279915, -3.7930934 40.2799029, -3.7932173 40.2798675, -3.7932977 40.2798261)",
280488769,False,3,Calle de Luis Sauquillo,primary,40,yes,True,69.183,"LINESTRING (-3.7980864 40.2814513, -3.7979922 40.2815452, -3.7978232 40.2817373, -3.7976928 40.2818575, -3.7975781 40.2819345)",
179636493,False,2,Calle de Luis Sauquillo,primary,40,yes,False,32.757,"LINESTRING (-3.7968778 40.2824287, -3.7970147 40.282314, -3.7971381 40.2822111)",
179636493,False,2,Calle de Luis Sauquillo,primary,40,yes,True,126.06,"LINESTRING (-3.7968778 40.2824287, -3.7963409 40.2828554, -3.7958987 40.2832799)",
319619339,True,1,Calle de la Luna,residential,40,yes,False,43.432,"LINESTRING (-3.7968778 40.2824287, -3.7969243 40.2824869, -3.797103 40.2827791)",
123800390,True,1,Calle de la Luna,residential,40,yes,False,48.552,"LINESTRING (-3.7974546 40.2837928, -3.7979762 40.283613)",
28068788,True,1,Calle de la Luna,residential,40,yes,False,116.61700000000002,"LINESTRING (-3.7974546 40.2837928, -3.7972654 40.2832845, -3.7971702 40.2829885, -3.797103 40.2827791)",
28068788,True,1,Calle de la Luna,residential,40,yes,False,33.372,"LINESTRING (-3.7974501 40.2840929, -3.7974546 40.2837928)",
28068793,True,1,Calle de Delicias,residential,40,yes,False,60.861,"LINESTRING (-3.7974501 40.2840929, -3.7967626 40.2839363)",
28068795,True,1,Paseo de la Estación,residential,40,yes,False,47.413,"LINESTRING (-3.797103 40.2827791, -3.7973254 40.2828581, -3.7976097 40.2829591)",
179636493,False,2,Calle de Luis Sauquillo,primary,40,yes,True,17.62,"LINESTRING (-3.7975781 40.2819345, -3.7974966 40.2819876, -3.7974151 40.2820325)",
280488769,False,3,Calle de Luis Sauquillo,primary,40,yes,False,69.183,"LINESTRING (-3.7975781 40.2819345, -3.7976928 40.2818575, -3.7978232 40.2817373, -3.7979922 40.2815452, -3.7980864 40.2814513)",
28069114,False,2,Calle de Miguel de Unamuno,residential,40,yes,True,35.425,"LINESTRING (-3.7911952 40.2842762, -3.7910897 40.2844348, -3.7910133 40.2845629)",
179636462,True,1,Avenida de Francisco Javier Sauquillo,secondary,40,yes,False,33.307,"LINESTRING (-3.7911952 40.2842762, -3.7913735 40.2843451, -3.7914789 40.284409, -3.7915263 40.2844347)",
179636494,False,2,Calle de Miguel de Unamuno,residential,40,yes,False,26.925,"LINESTRING (-3.7911952 40.2842762, -3.7913589 40.2841455, -3.7914177 40.2841036)",
88735298,False,,Calle de la Harina,residential,40,yes,False,64.456,"LINESTRING (-3.7914177 40.2841036, -3.7913963 40.2840269, -3.7912591 40.2835367)",
179636494,False,2,Calle de Miguel de Unamuno,residential,40,yes,False,80.15400000000001,"LINESTRING (-3.7914177 40.2841036, -3.7920882 40.2837117, -3.7921601 40.2836584)",
179636494,False,2,Calle de Miguel de Unamuno,residential,40,yes,True,26.925,"LINESTRING (-3.7914177 40.2841036, -3.7913589 40.2841455, -3.7911952 40.2842762)",
88735235,True,1,Calle de la Paz,tertiary,40,yes,False,33.591,"LINESTRING (-3.7921601 40.2836584, -3.7922049 40.2837338, -3.7923349 40.2839294)",
174142840,True,1,Calle de la Paz,tertiary,40,yes,False,36.974000000000004,"LINESTRING (-3.7921601 40.2836584, -3.7921045 40.2835743, -3.7919722 40.2833584)",
179636494,False,2,Calle de Miguel de Unamuno,residential,40,yes,True,80.15400000000001,"LINESTRING (-3.7921601 40.2836584, -3.7920882 40.2837117, -3.7914177 40.2841036)",
28002317,True,,Calle de la Harina,residential,40,yes,False,139.95499999999998,"LINESTRING (-3.7906831 40.2831557, -3.7905994 40.2831648, -3.789929 40.2832044, -3.7894823 40.2832397, -3.7891184 40.283262, -3.7890401 40.2832686)",
"[28069116, 180427701]",True,1,"['Plaza de Francisco Escolar', 'Calle de Castillejos']",residential,40,yes,False,89.82100000000001,"LINESTRING (-3.7906831 40.2831557, -3.7906909 40.2829307, -3.7907041 40.2827473, -3.790709 40.2826647, -3.7907257 40.2825761, -3.7907462 40.2825201, -3.7907947 40.2824287, -3.7908476 40.2823714)",
179636506,True,1,Avenida de Francisco Javier Sauquillo,secondary,40,yes,False,73.114,"LINESTRING (-3.7903938 40.2840342, -3.7905122 40.2840715, -3.7909756 40.2842084, -3.7911952 40.2842762)",
180427701,True,1,Calle de Castillejos,residential,40,yes,False,100.851,"LINESTRING (-3.7903938 40.2840342, -3.7904047 40.283985, -3.7906612 40.2832802, -3.7906831 40.2831557)",
28069114,False,2,Calle de Miguel de Unamuno,residential,40,yes,False,28.596,"LINESTRING (-3.7898484 40.2855614, -3.7901242 40.2854135)",
28069114,False,2,Calle de Miguel de Unamuno,residential,40,yes,True,21.512,"LINESTRING (-3.7898484 40.2855614, -3.7896435 40.2856754)",
180427701,True,1,Calle de Castillejos,residential,40,yes,False,176.036,"LINESTRING (-3.7898484 40.2855614, -3.7899324 40.2853353, -3.7899639 40.2852202, -3.790175 40.284646, -3.7903644 40.2841082, -3.7903938 40.2840342)",
818737285,False,2,Calle de Venezuela,residential,40,yes,False,22.446,"LINESTRING (-3.7872995 40.2867047, -3.7870376 40.2867336)",
"[312296307, 28069118]",False,2,Calle de Venezuela,residential,40,yes,True,33.559,"LINESTRING (-3.7872995 40.2867047, -3.7874175 40.286684, -3.7874718 40.2866767, -3.7875878 40.2866623, -3.7876886 40.2866509)",
818737286,False,2,Calle de La Habana,residential,40,yes,True,18.086,"LINESTRING (-3.7872995 40.2867047, -3.7872863 40.2867408, -3.7872224 40.2868561)",
177187621,False,2,Calle de Luis Sauquillo,primary,40,yes,False,28.133,"LINESTRING (-3.7949314 40.2841007, -3.7952041 40.2839567)",
