osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,tunnel
4842428,2,Calle Doctor Calero,residential,20,False,False,84.93299999999999,"LINESTRING (-3.8685677 40.473803, -3.8686782 40.4738062, -3.8687887 40.4738093, -3.8690394 40.47382, -3.8695704 40.4738428)",,,
511151118,2,,tertiary,50,True,False,18.558,"LINESTRING (-3.8685677 40.473803, -3.8685647 40.4737697, -3.8685513 40.4737379, -3.8685283 40.4737095, -3.868497 40.4736861, -3.8684593 40.473669)",roundabout,,
29023848,1,Calle Nicaragua,residential,40,True,False,168.55700000000002,"LINESTRING (-3.8667236 40.4759426, -3.8667943 40.4758536, -3.8670663 40.4755138, -3.8673666 40.4751381, -3.8675529 40.474905, -3.8675553 40.4748999, -3.8676213 40.4747574, -3.8676847 40.4746206)",,,
152099017,2,Calle Costa Rica,residential,20,False,False,163.85000000000002,"LINESTRING (-3.8667236 40.4759426, -3.8677087 40.4762734, -3.8684006 40.4765222, -3.8684452 40.4765347, -3.8684898 40.4765471)",,,
23410193,2,,tertiary,50,True,False,27.487000000000002,"LINESTRING (-3.8684898 40.4765471, -3.8684793 40.4765959, -3.8684914 40.4766445, -3.8685247 40.4766869, -3.8685752 40.4767181, -3.8686366 40.4767342)",roundabout,,
152099017,2,Calle Costa Rica,residential,20,False,True,163.85000000000002,"LINESTRING (-3.8684898 40.4765471, -3.8684452 40.4765347, -3.8684006 40.4765222, -3.8677087 40.4762734, -3.8667236 40.4759426)",,,
511151994,2,,tertiary,50,True,False,14.535,"LINESTRING (-3.8687826 40.4767047, -3.8688212 40.4766725, -3.8688452 40.4766329, -3.8688522 40.4765897)",roundabout,,
23410233,2,Avenida de España,tertiary,50,True,False,89.866,"LINESTRING (-3.8687543 40.4764692, -3.8687286 40.4763471, -3.8687263 40.4762773, -3.868697 40.475663)",,,
511151993,2,,tertiary,50,True,False,12.995000000000001,"LINESTRING (-3.8687543 40.4764692, -3.8687063 40.4764556, -3.8686553 40.4764524, -3.868605 40.4764599)",roundabout,,
23410233,2,Avenida de España,tertiary,50,True,False,104.66799999999999,"LINESTRING (-3.868697 40.475663, -3.8686764 40.4755174, -3.8686576 40.4753714, -3.8686271 40.4751336, -3.8685979 40.4749067, -3.8685811 40.4747259)",,,
26665011,,Calle de la Argentina,residential,50,True,False,31.653,"LINESTRING (-3.868697 40.475663, -3.8687672 40.4756413, -3.8688962 40.4756574, -3.8690544 40.4756998)",,,
511151107,,,tertiary,50,True,False,3.116,"LINESTRING (-3.8723159 40.4751673, -3.8723236 40.4751947)",roundabout,,
26665034,,Calle de Colombia,residential,50,True,False,74.19,"LINESTRING (-3.8723159 40.4751673, -3.8722187 40.4752046, -3.8721214 40.4751949, -3.8718197 40.4751483, -3.8714631 40.4750998)",,,
511151989,2,,tertiary,50,True,False,12.714,"LINESTRING (-3.8675348 40.4695033, -3.8675451 40.4695599, -3.8675794 40.4696108)",roundabout,,
24419279,2,Avenida de España,tertiary,50,True,False,170.89600000000002,"LINESTRING (-3.8677027 40.469674, -3.8677243 40.4697802, -3.8677296 40.4698063, -3.867888 40.4709207, -3.8679279 40.4712012)",,,
511151988,2,,tertiary,50,True,False,15.040999999999999,"LINESTRING (-3.8677027 40.469674, -3.8677615 40.4696796, -3.8678202 40.4696733, -3.8678747 40.4696556)",roundabout,,
23410261,2,,tertiary,50,True,False,17.208,"LINESTRING (-3.8678747 40.4696556, -3.8679271 40.4696228, -3.8679643 40.4695797, -3.8679829 40.4695301)",roundabout,,
1080867961,1,Plaza de Cristóbal Colón,residential,20,True,False,8.827,"LINESTRING (-3.8706712 40.4691864, -3.8707131 40.4692591)",,,
93310421,2,Calle de Santa Bárbara,residential,20,True,False,236.40800000000004,"LINESTRING (-3.8706712 40.4691864, -3.8705327 40.4690991, -3.8704804 40.4691057, -3.8698605 40.4691835, -3.8693768 40.4692454, -3.8692007 40.4692683, -3.8691841 40.4692705, -3.868855 40.4693133, -3.8683055 40.4693763, -3.868137 40.4693997, -3.8680446 40.4694097, -3.8679522 40.4694197)",,,
