osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,bridge,maxspeed,access
35544760,PO-340,primary,roundabout,True,False,9.123999999999999,"LINESTRING (-8.7644669 42.1116847, -8.7644935 42.1116903, -8.7645207 42.1116868, -8.7645431 42.1116747, -8.7645561 42.1116566)",,,,,
1005307396,PO-331,primary,,False,True,45.772999999999996,"LINESTRING (-8.7644669 42.1116847, -8.764359 42.1117881, -8.7641272 42.1120102)",Avenida do Campo da Feira,,,,
35544673,PO-340,primary,,False,False,65.56400000000001,"LINESTRING (-8.7645561 42.1116566, -8.7649358 42.111684, -8.7652982 42.1117115, -8.7653472 42.111713)",Avenida do Tranvía,2,,,
35544760,PO-340,primary,roundabout,True,False,8.550999999999998,"LINESTRING (-8.7645561 42.1116566, -8.7645574 42.1116374, -8.7645479 42.1116195, -8.7645293 42.1116061, -8.764505 42.1115995)",,,,,
35544760,PO-340,primary,roundabout,True,False,8.572,"LINESTRING (-8.764505 42.1115995, -8.7644791 42.111601, -8.7644563 42.1116103, -8.7644407 42.1116257, -8.7644351 42.1116445)",,,,,
35544958,PO-340,primary,,False,False,79.172,"LINESTRING (-8.764505 42.1115995, -8.7645161 42.1113598, -8.7645466 42.1110914, -8.7645606 42.1109673, -8.7645695 42.1108893)",Avenida de Curros Enríquez,,,,
35544760,PO-340,primary,roundabout,True,False,5.413,"LINESTRING (-8.7644351 42.1116445, -8.7644389 42.1116605, -8.7644499 42.1116745, -8.7644669 42.1116847)",,,,,
738618756,,residential,,False,True,35.188,"LINESTRING (-8.7644351 42.1116445, -8.7643501 42.1116496, -8.764212 42.111647, -8.7640098 42.1116323)",Avenida de Elduayen,,,,
35544805,PO-340,primary,roundabout,True,False,16.333,"LINESTRING (-8.7643542 42.1089841, -8.7643655 42.1088918, -8.7643185 42.1088503)",,,,,
"[35544958, 1005307397, 1005307398]",PO-340,primary,,False,True,221.251,"LINESTRING (-8.7643542 42.1089841, -8.7645799 42.1091818, -8.7646811 42.1093579, -8.7647225 42.1095186, -8.7647157 42.1096793, -8.7647 42.1098052, -8.7646695 42.110051, -8.7646458 42.110239, -8.764629 42.1103738, -8.7645695 42.1108893)","['Avenida Curros Enríquez', 'Avenida de Curros Enríquez']",,yes,,
35544805,PO-340,primary,roundabout,True,False,17.543,"LINESTRING (-8.7643185 42.1088503, -8.7642153 42.1088371, -8.7641311 42.1088872)",,,,,
"[576441088, 576441090]",,residential,,True,False,81.48299999999999,"LINESTRING (-8.7643185 42.1088503, -8.7643532 42.1087631, -8.7643471 42.1082143, -8.76434 42.1081214)",Camiño da Pousada,1,,30,
35544805,PO-340,primary,roundabout,True,False,31.228,"LINESTRING (-8.7641311 42.1088872, -8.7641174 42.1089324, -8.7641467 42.1089913, -8.7642304 42.1090256, -8.7643542 42.1089841)",,,,,
35544995,PO-340,primary,,False,True,288.615,"LINESTRING (-8.7641311 42.1088872, -8.7630073 42.1087185, -8.7624556 42.1086326, -8.7622211 42.1085987, -8.7611564 42.1084418, -8.7607004 42.1083783)",Avenida de don Diego Sarmiento de Acuña,,,,
35544929,PO-340,primary,roundabout,True,False,8.151,"LINESTRING (-8.760649 42.1084409, -8.7607004 42.1083783)",,,,,
"[466067209, 466067210]",,residential,,False,True,83.256,"LINESTRING (-8.760649 42.1084409, -8.7604808 42.1089242, -8.7604471 42.1090152, -8.7603776 42.1091616)",Avenida Conde de Gondomar,,yes,,
35544929,PO-340,primary,roundabout,True,False,10.332,"LINESTRING (-8.7607004 42.1083783, -8.7606915 42.1083323, -8.7606526 42.1082959)",,,,,
35544995,PO-340,primary,,False,False,288.615,"LINESTRING (-8.7607004 42.1083783, -8.7611564 42.1084418, -8.7622211 42.1085987, -8.7624556 42.1086326, -8.7630073 42.1087185, -8.7641311 42.1088872)",Avenida de don Diego Sarmiento de Acuña,,,,
35544929,PO-340,primary,roundabout,True,False,15.129,"LINESTRING (-8.7606526 42.1082959, -8.7605637 42.1082794, -8.760485 42.1083144)",,,,,
35545458,,residential,,False,False,53.881,"LINESTRING (-8.7606526 42.1082959, -8.7610257 42.1081438, -8.7611233 42.1079914)",Rúa Jenaro de la Fuente,,,30,
35544929,PO-340,primary,roundabout,True,False,26.781000000000002,"LINESTRING (-8.760485 42.1083144, -8.7604667 42.1083935, -8.7605417 42.1084514, -8.760649 42.1084409)",,,,,
35545416,PO-340,primary,,False,False,73.717,"LINESTRING (-8.760485 42.1083144, -8.7602309 42.108085, -8.7599725 42.1079016, -8.7598907 42.1078212)",,,,,
35545416,PO-340,primary,,False,True,101.961,"LINESTRING (-8.7594399 42.106969, -8.7595749 42.107249, -8.759688 42.1074834, -8.7597548 42.107622, -8.7598379 42.1077529, -8.7598907 42.1078212)",,,,,
35545424,,residential,,False,False,125.793,"LINESTRING (-8.7594399 42.106969, -8.7601674 42.1067958, -8.760927 42.106764)",Rúa do Pazo,,,,
35545458,,residential,,False,False,112.78599999999999,"LINESTRING (-8.7611233 42.1079914, -8.7615817 42.1079674, -8.7623479 42.1079389, -8.7624883 42.1079349)",Rúa Jenaro de la Fuente,,,30,
35545458,,residential,,False,True,53.881,"LINESTRING (-8.7611233 42.1079914, -8.7610257 42.1081438, -8.7606526 42.1082959)",Rúa Jenaro de la Fuente,,,30,
35545545,,residential,,False,True,84.521,"LINESTRING (-8.7611233 42.1079914, -8.7610416 42.1075296, -8.7610035 42.1072366)",,,,30,
35545458,,residential,,False,False,154.157,"LINESTRING (-8.7624883 42.1079349, -8.7631401 42.1080039, -8.7632186 42.1080122, -8.76434 42.1081214)",Rúa Jenaro de la Fuente,,,30,
35545458,,residential,,False,True,112.786,"LINESTRING (-8.7624883 42.1079349, -8.7623479 42.1079389, -8.7615817 42.1079674, -8.7611233 42.1079914)",Rúa Jenaro de la Fuente,,,30,
35545461,,residential,,False,False,179.67700000000002,"LINESTRING (-8.7624883 42.1079349, -8.7625226 42.1078012, -8.7627372 42.1076356, -8.7630033 42.1075083, -8.7632202 42.1074449, -8.7632865 42.1074255, -8.7633145 42.1074246, -8.7634925 42.1074191, -8.764341 42.1075123)",,,,30,
576441088,,residential,,True,False,67.729,"LINESTRING (-8.76434 42.1081214, -8.764341 42.1075123)",,1,,30,
