osmid,oneway,lanes,highway,reversed,length,geometry,name,junction,access
439749774,True,1,tertiary,False,24.634999999999998,"LINESTRING (-3.6099609 38.2711279, -3.6099588 38.2709625, -3.6099562 38.2709387, -3.6099463 38.2709074)",,,
613097965,False,,tertiary,True,22.395,"LINESTRING (-3.6099609 38.2711279, -3.6099743 38.2712055, -3.609992 38.2713278)",,,
80207111,True,,residential,False,37.241,"LINESTRING (-3.6114151 38.2762429, -3.6113836 38.2761885, -3.611371 38.2761667, -3.6112988 38.276105, -3.6112058 38.2760641, -3.6111011 38.276048)",Plaza de Las Delicias,roundabout,
80207114,True,,residential,False,125.024,"LINESTRING (-3.6114151 38.2762429, -3.6114495 38.2761565, -3.6115487 38.2761159, -3.6117005 38.2760499, -3.6118654 38.2759781, -3.6125356 38.2757, -3.6126107 38.2756689)",Calle Madrid,,
80539114,False,,residential,False,55.894999999999996,"LINESTRING (-3.6112688 38.2746995, -3.6113671 38.2746464, -3.6118229 38.2744483)",Avenida de Juan Carlos I,,
125418987,False,,residential,True,102.955,"LINESTRING (-3.6112688 38.2746995, -3.6112219 38.2747689, -3.6110437 38.2756046)",Calle Rotonda Derecha,,
80207104,True,,residential,False,19.827,"LINESTRING (-3.6151075 38.2730147, -3.6149982 38.2728584)",Paseo del Molino de Viento,,
80538780,False,,residential,False,23.616,"LINESTRING (-3.6151075 38.2730147, -3.6153443 38.272912)",Avenida de Las Huertas,,
"[80538780, 395549437]",False,,residential,True,17.654,"LINESTRING (-3.6151075 38.2730147, -3.6149769 38.2730699, -3.6149286 38.2730887)","['Avenida de Juan Carlos I', 'Avenida de Las Huertas']",,
80207111,True,,residential,False,18.619,"LINESTRING (-3.6108213 38.2761515, -3.6107705 38.2762251, -3.6107515 38.2763075)",Plaza de Las Delicias,roundabout,
80207108,False,,residential,True,82.415,"LINESTRING (-3.6106025 38.2765102, -3.6097845 38.2768803)",Avenida de Madrid,,
80538999,True,,residential,False,33.792,"LINESTRING (-3.6106025 38.2765102, -3.6106835 38.2765127, -3.6107289 38.2765226, -3.6108456 38.2765482, -3.6108839 38.2765528, -3.6109818 38.2765645)",,,
80207111,True,,residential,False,27.926,"LINESTRING (-3.6111011 38.276048, -3.6109953 38.2760583, -3.6109353 38.2760805, -3.6108988 38.276094, -3.6108213 38.2761515)",Plaza de Las Delicias,roundabout,
80228993,True,,residential,False,38.932,"LINESTRING (-3.6111011 38.276048, -3.6110576 38.2760159, -3.6110162 38.2759497, -3.6109939 38.2758865, -3.6109896 38.2757226)",Calle Rotonda Derecha,,
80539114,False,,residential,False,57.935,"LINESTRING (-3.6118229 38.2744483, -3.6124035 38.2741959)",Avenida de Juan Carlos I,,
80539114,False,,residential,True,55.894999999999996,"LINESTRING (-3.6118229 38.2744483, -3.6113671 38.2746464, -3.6112688 38.2746995)",Avenida de Juan Carlos I,,
395549437,False,,residential,True,28.078,"LINESTRING (-3.6149286 38.2730887, -3.6146482 38.2732124)",Avenida de Juan Carlos I,,
"[80538780, 395549437]",False,,residential,False,17.654,"LINESTRING (-3.6149286 38.2730887, -3.6149769 38.2730699, -3.6151075 38.2730147)","['Avenida de Juan Carlos I', 'Avenida de Las Huertas']",,
80207109,False,,residential,True,21.564,"LINESTRING (-3.6101325 38.2710053, -3.6103025 38.271146)",Avenida de Vilches,,
439749779,True,1,residential,False,24.057000000000002,"LINESTRING (-3.6101325 38.2710053, -3.6100925 38.2709604, -3.6100762 38.2709371, -3.6100544 38.270912, -3.6100249 38.2708765, -3.6100071 38.2708519, -3.6099831 38.2708237)",Avenida de Vilches,,
125418987,False,,residential,False,13.945,"LINESTRING (-3.6109896 38.2757226, -3.6110437 38.2756046)",Calle Rotonda Derecha,,
80207105,True,,residential,False,49.903000000000006,"LINESTRING (-3.6109896 38.2757226, -3.6108494 38.2760799, -3.6108213 38.2761515)",Calle Rotonda Derecha,,
80207109,False,,residential,False,137.697,"LINESTRING (-3.6124035 38.2741959, -3.6116587 38.2731043)",Avenida de Vilches,,
80539114,False,,residential,True,57.935,"LINESTRING (-3.6124035 38.2741959, -3.6118229 38.2744483)",Avenida de Juan Carlos I,,
395549438,False,,residential,False,20.148,"LINESTRING (-3.6124035 38.2741959, -3.6126054 38.2741081)",Avenida de Juan Carlos I,,
80653600,False,,residential,False,79.685,"LINESTRING (-3.6135277 38.2770994, -3.6143431 38.2767772)",Calle Juez Braulio Sena,,
80653600,False,,residential,True,58.229,"LINESTRING (-3.6135277 38.2770994, -3.612931 38.2773335)",Calle Juez Braulio Sena,,
123086616,True,,residential,False,48.706,"LINESTRING (-3.6135277 38.2770994, -3.6132762 38.2767084)",Calle San Carlos,,
80207112,True,,residential,False,102.348,"LINESTRING (-3.611917 38.2767813, -3.6108665 38.2771901)",Calle Muzqui,,
439749747,False,,residential,False,52.573,"LINESTRING (-3.611917 38.2767813, -3.612418 38.2770437)",Calle 5 de Julio,,
439749747,False,,residential,True,24.254,"LINESTRING (-3.611917 38.2767813, -3.6116859 38.2766602)",Calle 5 de Julio,,
80207113,True,,residential,False,83.969,"LINESTRING (-3.612931 38.2773335, -3.6120832 38.2776903)",Calle de Floridablanca,,
80653600,False,,residential,False,58.229,"LINESTRING (-3.612931 38.2773335, -3.6135277 38.2770994)",Calle Juez Braulio Sena,,
297061322,False,,residential,True,86.609,"LINESTRING (-3.612931 38.2773335, -3.613393 38.2780228)",Calle Polo Alcocer,,
439749747,False,,residential,True,55.169,"LINESTRING (-3.612931 38.2773335, -3.612418 38.2770437)",Calle 5 de Julio,,
123399009,False,,residential,True,92.619,"LINESTRING (-3.612931 38.2773335, -3.6132021 38.2774205, -3.6135458 38.2779598)",,,no
123398575,False,,residential,True,21.158,"LINESTRING (-3.6200363 38.272531, -3.6199213 38.2723635)",Calle Linares,,
123398575,False,,residential,False,53.166,"LINESTRING (-3.6200363 38.272531, -3.6202667 38.272867, -3.620325 38.272952)",Calle Linares,,
80653602,True,,residential,False,48.944,"LINESTRING (-3.6167054 38.2739431, -3.6171987 38.2737339)",Calle de Olavide,,
122748986,True,,residential,False,44.606,"LINESTRING (-3.6167054 38.2739431, -3.6164716 38.2735864)",Calle del Cuartel,,
80538780,False,,residential,False,59.226,"LINESTRING (-3.6163512 38.2724833, -3.6169446 38.2722251)",Avenida de Las Huertas,,
80538780,False,,residential,True,46.804,"LINESTRING (-3.6163512 38.2724833, -3.6158823 38.2726874)",Avenida de Las Huertas,,
80653586,True,,residential,False,71.451,"LINESTRING (-3.6163512 38.2724833, -3.6167356 38.2730506)",Calle Ondeanos,,
123399008,True,,residential,False,181.108,"LINESTRING (-3.6163512 38.2724833, -3.6154191 38.2710282)",Calle de O'Donnell,,
80228991,False,,residential,True,77.393,"LINESTRING (-3.615821 38.2746651, -3.6160351 38.2745787, -3.6166095 38.2743469)",Calle Olozaga,,
80538780,False,,residential,False,53.193,"LINESTRING (-3.6153443 38.272912, -3.6158823 38.2726874)",Avenida de Las Huertas,,
80538780,False,,residential,True,23.616,"LINESTRING (-3.6153443 38.272912, -3.6151075 38.2730147)",Avenida de Las Huertas,,
122929843,True,,residential,False,30.795,"LINESTRING (-3.6153443 38.272912, -3.6149982 38.2728584)",Plaza de España,,
80207113,True,,residential,False,90.69300000000001,"LINESTRING (-3.6107372 38.278257, -3.6103922 38.2784019, -3.6101715 38.2784947, -3.6098213 38.2786421)",Calle de Floridablanca,,
80229017,False,,residential,True,54.828,"LINESTRING (-3.6107372 38.278257, -3.610703 38.2782076, -3.6104372 38.2778238)",Calle Thurriegel,,
122921742,False,,residential,False,48.325,"LINESTRING (-3.6190886 38.2739763, -3.6188186 38.2735969)",Calle Carlos III,,
122921742,False,,residential,True,44.19,"LINESTRING (-3.6190886 38.2739763, -3.6193204 38.2743296)",Calle Carlos III,,
122921745,True,,residential,False,133.767,"LINESTRING (-3.6190886 38.2739763, -3.6177055 38.2744942)",Calle Numancia,,
80229007,False,,residential,True,79.501,"LINESTRING (-3.6158499 38.2761817, -3.6162817 38.2768112)",Calle Eulogio Muñoa Navarrete,,
389413182,False,,residential,False,11.025,"LINESTRING (-3.6158499 38.2761817, -3.6159627 38.2761371)",Calle Juez Braulio Sena,,
389413182,False,,residential,True,19.201,"LINESTRING (-3.6158499 38.2761817, -3.6156534 38.2762593)",Calle Juez Braulio Sena,,
80229002,False,,residential,False,50.603,"LINESTRING (-3.6162534 38.2732535, -3.6157311 38.2734509)",Calle del Refugio,,
80229002,False,,residential,True,47.759,"LINESTRING (-3.6162534 38.2732535, -3.6167356 38.2730506)",Calle del Refugio,,
122748986,True,,residential,False,70.795,"LINESTRING (-3.6162534 38.2732535, -3.6159354 38.2727684, -3.6158823 38.2726874)",Calle del Cuartel,,
80228987,True,,residential,False,83.282,"LINESTRING (-3.6200109 38.2740568, -3.6208631 38.2737201)",Calle Maestro Carlos Sánchez-Batalla,,
122927432,False,,residential,False,47.762,"LINESTRING (-3.6200109 38.2740568, -3.6202745 38.2744332)",Calle Socorro,,
122927432,False,,residential,True,46.298,"LINESTRING (-3.6200109 38.2740568, -3.6197689 38.2736863)",Calle Socorro,,
122921746,True,,residential,False,50.386,"LINESTRING (-3.6151877 38.2759624, -3.6157033 38.2757587)",Calle Prim,,
389413183,True,,residential,False,47.994,"LINESTRING (-3.6151877 38.2759624, -3.6149394 38.2755773)",Calle Santa Teresa,,
122748983,True,,residential,False,46.262,"LINESTRING (-3.6147375 38.2743046, -3.6149818 38.2746738)",Calle Párroco Jacinto Muela,,
80538780,False,,residential,True,68.531,"LINESTRING (-3.6183162 38.2716282, -3.6176296 38.271927)",Avenida de Las Huertas,,
80538780,False,,residential,False,84.528,"LINESTRING (-3.6183162 38.2716282, -3.6190371 38.2713145, -3.6191631 38.2712597)",Avenida de Las Huertas,,
122927432,False,,residential,False,76.94800000000001,"LINESTRING (-3.6183162 38.2716282, -3.6183705 38.2717057, -3.6187411 38.2722345)",Calle Socorro,,
80229016,True,,residential,False,47.782,"LINESTRING (-3.6157033 38.2757587, -3.6159627 38.2761371)",Calle San Juan de la Cruz,,
122921746,True,,residential,False,29.267,"LINESTRING (-3.6157033 38.2757587, -3.6160028 38.2756404)",Calle Prim,,
122921760,False,,residential,False,138.165,"LINESTRING (-3.6186002 38.2758635, -3.6200041 38.2752897)",Calle del Teniente Escobedo,,
122921760,False,,residential,True,48.041,"LINESTRING (-3.6186002 38.2758635, -3.6181121 38.2760631)",Calle del Teniente Escobedo,,
154720684,False,,residential,False,70.164,"LINESTRING (-3.6186002 38.2758635, -3.6189716 38.2764231)",Calle Espartero,,
154720684,False,,residential,True,76.344,"LINESTRING (-3.6186002 38.2758635, -3.6182068 38.2752503)",Calle Espartero,,
122921746,True,,residential,False,79.883,"LINESTRING (-3.6132762 38.2767084, -3.6140983 38.2763928)",Calle Prim,,
123086616,True,,residential,False,47.749,"LINESTRING (-3.6132762 38.2767084, -3.6130306 38.2763247)",Calle San Carlos,,
80642563,True,,residential,False,47.844,"LINESTRING (-3.6120699 38.2748324, -3.6118229 38.2744483)",Calle Moraleda,,
122921746,True,,residential,False,39.444,"LINESTRING (-3.6160028 38.2756404, -3.6164064 38.2754809)",Calle Prim,,
122921753,False,,residential,False,47.778,"LINESTRING (-3.6160028 38.2756404, -3.6157338 38.2752662)",Calle de la Iglesia,,
122921753,False,,residential,True,47.768,"LINESTRING (-3.6160028 38.2756404, -3.6162524 38.2760227)",Calle de la Iglesia,,
