osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,width,ref,access,bridge
1014419695,True,Carrer de Lluís Companys,residential,False,5.672,,"LINESTRING (2.1409538 41.4909342, 2.1409713 41.4908849)",,,,,
770980954,False,Carrer de Lluís Companys,residential,True,50.771,50,"LINESTRING (2.1409538 41.4909342, 2.1409456 41.4909562, 2.1408336 41.4912585, 2.14082 41.4912953, 2.1407785 41.491371)",,,,,
28234718,True,Carrer de Sant Casimir,residential,False,44.463,,"LINESTRING (2.1355297 41.4901752, 2.1353574 41.4905113, 2.1353525 41.490521, 2.1353387 41.4905486)",,,,,
"[399430187, 1107278763]",True,Carrer de Sant Ramon,living_street,False,119.295,20,"LINESTRING (2.1355297 41.4901752, 2.1355022 41.4901681, 2.1341809 41.4898144)",,,,,
32261079,True,Carrer de Felicià Xarau,residential,False,32.861,,"LINESTRING (2.135491 41.4919604, 2.1355168 41.4919793, 2.1355808 41.4920262, 2.1357731 41.492167)",,,,,
172637108,True,Carrer de Sant Daniel,residential,False,67.621,,"LINESTRING (2.135491 41.4919604, 2.1355404 41.4919232, 2.1359918 41.4915837, 2.1360639 41.4915295)",,,,,
32261079,True,Carrer de Felicià Xarau,residential,False,34.884,,"LINESTRING (2.1357731 41.492167, 2.1360038 41.4923359, 2.1360726 41.4923863)",,,,,
348686477,True,Carrer Camèlies,residential,False,58.165000000000006,50,"LINESTRING (2.1414638 41.495066, 2.1409858 41.4949506, 2.1409205 41.4949348, 2.1408001 41.4949033)",,,,,
779419693,True,Carrer Camèlies,residential,False,90.87599999999999,50,"LINESTRING (2.1394403 41.4946085, 2.1392132 41.494479, 2.1390736 41.4943026, 2.1390742 41.4941244, 2.1391086 41.4939057)",1,,,,
194183209,True,Carrer Camelies,residential,False,52.926,50,"LINESTRING (2.1391086 41.4939057, 2.1391573 41.4936885, 2.1391944 41.4935522, 2.1391913 41.4934356)",,,,,
779419693,True,Carrer Camèlies,residential,False,52.34,50,"LINESTRING (2.1391086 41.4939057, 2.1392413 41.4936976, 2.1393269 41.4935465, 2.1393825 41.493483)",1,,,,
720479766,True,Carrer del Foment,residential,False,167.821,50,"LINESTRING (2.1393825 41.493483, 2.1395797 41.4932952, 2.139812 41.4931191, 2.1409474 41.492551)",,,,,
32763595,True,Carrer del Francolí,residential,False,33.291,,"LINESTRING (2.1343509 41.4923287, 2.1344118 41.4926246)",,,,,
568370787,False,Carrer de Sant Casimir,residential,False,47.974,,"LINESTRING (2.1343509 41.4923287, 2.1341531 41.4927339)",,,,,
568370787,False,Carrer de Sant Casimir,residential,True,80.40199999999999,,"LINESTRING (2.1343509 41.4923287, 2.1345606 41.4919663, 2.1345833 41.4919271, 2.1345906 41.4919144, 2.1347286 41.4916633)",,,,,
31889053,True,Carrer Sant Domènec,residential,False,72.869,,"LINESTRING (2.1434311 41.4937436, 2.1433621 41.4937872, 2.1428088 41.4941367, 2.1427623 41.4941661)",,,,,
296926376,True,Carrer Sant Francesc,residential,False,43.789,,"LINESTRING (2.1427623 41.4941661, 2.1424779 41.4939373, 2.142404 41.4938779)",,,,,
333149115,False,Carrer de la Providència,residential,True,45.418,,"LINESTRING (2.135343 41.487006, 2.1354215 41.4870478, 2.1354849 41.487082, 2.1357347 41.4872157, 2.1357866 41.4872435)",,,,,
831117834,True,Carrer d'Anselm Clavé,residential,False,146.68900000000002,,"LINESTRING (2.135343 41.487006, 2.1352474 41.4871015, 2.1350855 41.4872632, 2.1344086 41.4880097, 2.1343755 41.4880462, 2.1343333 41.4880864)",,,,,
831117835,True,Carrer de Sant Enric,residential,False,90.781,,"LINESTRING (2.1338024 41.488592, 2.1338867 41.4886422, 2.1346557 41.4890999)",,,,,
831117836,True,Carrer d'Anselm Clavé,residential,False,122.53300000000002,,"LINESTRING (2.1338024 41.488592, 2.1337209 41.4886744, 2.1330261 41.4893769, 2.1329958 41.4894076, 2.1329373 41.4894827)",,,,,
172637113,True,Passatge dels Codonyers,residential,False,131.07,,"LINESTRING (2.1323975 41.4892785, 2.1324334 41.489245, 2.1328487 41.4888582, 2.1333121 41.4884439, 2.1333969 41.4883681)",,,,,
738669306,False,Carrer de Sant Ramon,tertiary,True,43.012,30,"LINESTRING (2.1323975 41.4892785, 2.1320941 41.4891718, 2.1320437 41.4891541, 2.1320201 41.4891458, 2.1319288 41.4891162)",,,,,
1014419696,False,Carrer de Sant Ramon,tertiary,False,50.41,30,"LINESTRING (2.1323975 41.4892785, 2.1327925 41.4894209, 2.1328408 41.4894383, 2.1329373 41.4894827)",,,,,
31980782,True,Carrer de Sant Camil,tertiary,False,50.043,,"LINESTRING (2.1327029 41.4898541, 2.1326431 41.4898941, 2.1322687 41.4901651)",1,,,,
31989791,True,Carrer de Zurbano,residential,False,92.13399999999999,30,"LINESTRING (2.1327029 41.4898541, 2.1326377 41.489829, 2.1318031 41.4895358, 2.1317026 41.4895005)",,,,,
720342836,True,Carrer del Camp,residential,False,50.348000000000006,,"LINESTRING (2.1318347 41.4904919, 2.1319034 41.4905147, 2.1323199 41.490653, 2.1323846 41.4906795)",,,,,
294829079,True,Carrer Diagonal,residential,False,13.071,,"LINESTRING (2.1328631 41.4915382, 2.1328587 41.4916557)",,,,,
720342828,True,Carrer de Portugal,residential,False,39.294999999999995,,"LINESTRING (2.1328631 41.4915382, 2.1328176 41.4915219, 2.1328082 41.4915186, 2.1325207 41.491416, 2.1324372 41.4913862)",,,,,
32763594,True,Carrer de Portugal,residential,False,24.345,,"LINESTRING (2.134062 41.4923385, 2.1342003 41.4923196, 2.1342843 41.4923195, 2.134301 41.4923218, 2.1343509 41.4923287)",,,,,
"[1063477267, 720342828]",True,Carrer de Portugal,residential,False,120.608,,"LINESTRING (2.134062 41.4923385, 2.1340126 41.4922839, 2.1339861 41.4922547, 2.1338068 41.4920554, 2.1335703 41.4918799, 2.1334732 41.4918173, 2.1334356 41.4917905, 2.1330227 41.4916085)",,,,,
568370787,False,Carrer de Sant Casimir,residential,True,47.974,,"LINESTRING (2.1341531 41.4927339, 2.1343509 41.4923287)",,,,,
1188582892,False,Carrer de Sant Casimir,residential,False,5.624,,"LINESTRING (2.1341531 41.4927339, 2.1341285 41.492781)",,,,,
