osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,width
41135182,2,Calle de Costa Rica,secondary,40,False,False,76.573,"LINESTRING (-4.5043137 36.6276566, -4.5042262 36.6276375, -4.5041166 36.6276256, -4.5040116 36.6276404, -4.5038906 36.6276646, -4.5037798 36.6277139, -4.5035998 36.6278127, -4.5035281 36.6278425)",,,
1201369785,2,Calle Loma del Colegial,residential,30,False,True,190.541,"LINESTRING (-4.5043137 36.6276566, -4.50444 36.6275406, -4.5045068 36.6274868, -4.5045377 36.6274619, -4.5047321 36.6273312, -4.5048596 36.6271968, -4.5048902 36.6270625, -4.5048833 36.6268744, -4.5048773 36.6267306, -4.5048673 36.6264881, -4.5050023 36.6261398)",,,
116193856,4,Avenida de los Manantiales,secondary,50,False,False,79.48,"LINESTRING (-4.5025568 36.6269146, -4.5029414 36.6274601, -4.5029954 36.6275367)",,,
358306786,4,Avenida Isabel Manoja,secondary,50,False,False,130.945,"LINESTRING (-4.5025568 36.6269146, -4.5025028 36.6265498, -4.5025187 36.6264873, -4.5027052 36.625756)",,,
41110703,1,Calle Skal,residential,30,True,False,78.943,"LINESTRING (-4.4977209 36.6203514, -4.4977073 36.6204053, -4.4976606 36.6205912, -4.4975458 36.6210473)",,,
44166328,1,Calle Danza Invisible,residential,30,True,False,77.711,"LINESTRING (-4.4975458 36.6210473, -4.4976264 36.6210618, -4.4978133 36.6210955, -4.4982369 36.6212872, -4.4983318 36.6213323)",,,
44166329,1,Calle Santos Arcángeles,residential,30,False,False,54.373,"LINESTRING (-4.4975458 36.6210473, -4.4975176 36.6211524, -4.4974174 36.6215253)",,,
41110704,,Calle del Bajondillo,residential,,True,False,179.323,"LINESTRING (-4.495019 36.6245696, -4.4950607 36.624494, -4.4951127 36.6244217, -4.4951945 36.624322, -4.4952844 36.6242396, -4.4956034 36.6240069, -4.4957924 36.6238234, -4.4958723 36.6237072, -4.4959007 36.6234898, -4.4960225 36.623225)",,,
594676567,2,Calle del Bajondillo,residential,30,False,False,319.93600000000004,"LINESTRING (-4.495019 36.6245696, -4.4950054 36.6246051, -4.4950001 36.6246461, -4.4949959 36.6247337, -4.4950162 36.6248071, -4.495151 36.6254082, -4.4951446 36.6255406, -4.4951252 36.6259455, -4.4951516 36.6262918, -4.4951635 36.6264474, -4.4951676 36.6265004, -4.4952386 36.6274303)",,,
41110711,2,Avenida del Lido,residential,30,False,False,12.288,"LINESTRING (-4.4952792 36.6279614, -4.4954152 36.6279787)",,,
41110711,2,Avenida del Lido,residential,30,False,True,132.795,"LINESTRING (-4.4952792 36.6279614, -4.4950212 36.6278582, -4.4939472 36.6274289)",,,
594676567,2,Calle del Bajondillo,residential,30,False,True,59.166,"LINESTRING (-4.4952792 36.6279614, -4.4952717 36.6278638, -4.4952386 36.6274303)",,,
48831530,2,Paseo Marítimo,residential,30,False,True,99.633,"LINESTRING (-4.4960211 36.620591, -4.4958599 36.6208581, -4.4955452 36.6213504, -4.4955187 36.6213911)",,,
534886770,1,Paseo Marítimo,residential,30,True,False,38.80199999999999,"LINESTRING (-4.4960211 36.620591, -4.4961406 36.6204502, -4.4962239 36.620352, -4.4962513 36.6202964)",,,
187635698,1,Paseo Marítimo,residential,30,True,False,16.586,"LINESTRING (-4.4960947 36.6202649, -4.496125 36.6202987, -4.4961642 36.6203134, -4.4962024 36.6203116, -4.4962513 36.6202964)",,,
770855652,1,Paseo Marítimo,residential,30,True,False,36.853,"LINESTRING (-4.4960947 36.6202649, -4.4960533 36.6204388, -4.4960211 36.620591)",,,
358306779,1,Calle de la Cruz,residential,30,True,False,58.891,"LINESTRING (-4.4980363 36.6264512, -4.4978752 36.6269648)",,,
