osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,junction,tunnel
32781456,False,N-340a,Rambla de Nostra Senyora,tertiary,50,False,194.85,"LINESTRING (1.7012787 41.3457482, 1.701013 41.3456635, 1.7008973 41.3456254, 1.7007584 41.3455599, 1.7004834 41.3454156, 1.6998501 41.3450746, 1.6993281 41.3447963)",,,
275664894,False,,Carrer de Santa Clara,tertiary,,True,29.199,"LINESTRING (1.7012787 41.3457482, 1.7012266 41.3457698, 1.7011474 41.3458192, 1.7010922 41.345874, 1.7010585 41.3459413)",,,
275664896,False,C-244,Avinguda de Barcelona,tertiary,50,True,40.150999999999996,"LINESTRING (1.7012787 41.3457482, 1.7015244 41.3457979, 1.7017428 41.345843)",,,
380113997,False,N-340a,Avinguda de Tarragona,tertiary,50,False,18.283,"LINESTRING (1.6986028 41.3444274, 1.6984451 41.3443133)",,,
"[166614283, 166614284]",False,BP-2121,Rambla de Sant Francesc,tertiary,50,"[False, True]",30.26,"LINESTRING (1.6986028 41.3444274, 1.6984431 41.3445813, 1.6983771 41.3446403)",,,
1258856876,False,N-340a,Avinguda de Tarragona,tertiary,50,True,5.729,"LINESTRING (1.6986028 41.3444274, 1.6986271 41.3444396, 1.6986598 41.3444561)",,,
259747262,False,BP-2121,Carrer d'Hermenegild Clascar,tertiary,50,False,45.629,"LINESTRING (1.6951006 41.346619, 1.6946281 41.3468253)",2,,
152534704,True,,Carrer del Marquès d'Alfarràs,residential,,False,105.848,"LINESTRING (1.6951006 41.346619, 1.6955449 41.3469803, 1.6958585 41.3473186, 1.6958949 41.3473581)",,,
"[166614546, 166614547, 259747262]",False,BP-2121,"['Rambla de Sant Francesc', ""Carrer d'Hermenegild Clascar"", 'Carrer del General Prim']",tertiary,50,True,227.70000000000002,"LINESTRING (1.6951006 41.346619, 1.696378 41.3460011, 1.6969824 41.3457668, 1.6970955 41.3456879, 1.6973595 41.3454896)",2,,
259747262,False,BP-2121,Carrer d'Hermenegild Clascar,tertiary,50,True,45.629,"LINESTRING (1.6946281 41.3468253, 1.6951006 41.346619)",2,,
256788838,True,,Carrer de Ponent,residential,50,False,130.424,"LINESTRING (1.6946281 41.3468253, 1.6945919 41.3471012, 1.6945109 41.347384, 1.6945459 41.3475486, 1.6947949 41.3478136, 1.6948919 41.3479032)",1,,
259806904,False,,Carrer d'Igualada,tertiary,50,True,136.017,"LINESTRING (1.7024694 41.3475837, 1.7034246 41.3485747)",,,
259808183,True,,Carrer de Pines,residential,,False,64.438,"LINESTRING (1.7024694 41.3475837, 1.7018866 41.3479637)",,,
259808185,False,,Carrer de Santa Clara,tertiary,50,False,193.47000000000003,"LINESTRING (1.7024694 41.3475837, 1.7015958 41.3465498, 1.7014401 41.3463656, 1.7012239 41.3461164)",,,
32781042,True,,Carrer del Cid,residential,,False,48.272,"LINESTRING (1.7042664 41.3464405, 1.7038391 41.346733)",,,
570780825,False,N-340a,Avinguda de Barcelona,tertiary,50,False,35.388,"LINESTRING (1.7042664 41.3464405, 1.7041395 41.3463799, 1.7038751 41.3463273)",,,
570780825,False,N-340a,Avinguda de Barcelona,tertiary,50,True,59.598,"LINESTRING (1.7042664 41.3464405, 1.7048303 41.3465647, 1.70495 41.3465949)",,,
275667223,False,N-340a,Avinguda de Barcelona,tertiary,50,False,67.689,"LINESTRING (1.702512 41.3460356, 1.7017428 41.345843)",,,
570780825,False,N-340a,Avinguda de Barcelona,tertiary,50,True,118.322,"LINESTRING (1.702512 41.3460356, 1.7026208 41.3460583, 1.7038751 41.3463273)",,,
32781465,True,,Carrer del Mísser Rufet,residential,,False,48.854,"LINESTRING (1.702782 41.3456458, 1.702512 41.3460356)",,,
32781465,True,,Carrer del Mísser Rufet,residential,,False,63.322,"LINESTRING (1.7031703 41.3451566, 1.702782 41.3456458)",,,
32781462,True,,Plaça de l'Estació,residential,,False,94.45899999999999,"LINESTRING (1.7031703 41.3451566, 1.7030903 41.3451005, 1.702618 41.3445218, 1.7026099 41.3444334)",,,
256788514,False,,Carrer del bisbe Pañelles,residential,,True,83.208,"LINESTRING (1.7026099 41.3444334, 1.7018487 41.3439503)",,,
275667221,True,,Plaça de l'Estació,residential,,False,97.486,"LINESTRING (1.7026099 41.3444334, 1.7027365 41.3444847, 1.7030896 41.3449216, 1.703195 41.345061, 1.7031703 41.3451566)",,,
256788514,False,,Carrer del bisbe Pañelles,residential,,False,83.208,"LINESTRING (1.7018487 41.3439503, 1.7026099 41.3444334)",,,
275664916,False,,Carrer d'Amalia Soler,residential,,True,61.818,"LINESTRING (1.7018487 41.3439503, 1.7012184 41.3436585)",,,
256788513,False,C-244,Carrer de santa Digna,tertiary,50,False,133.392,"LINESTRING (1.7018487 41.3439503, 1.7018308 41.3449088, 1.7018263 41.3451498)",,,
"[750210416, 744933878]",False,C-244,Carrer de santa Digna,tertiary,50,True,93.027,"LINESTRING (1.7018487 41.3439503, 1.7018542 41.3432486, 1.7018553 41.3431137)",,,
1258854227,True,,Carrer de la Mare Ràfols,residential,,False,83.999,"LINESTRING (1.7023945 41.3428962, 1.7032402 41.3424869)",,,
32781454,False,,Carrer de la Mare Ràfols,residential,,False,19.772,"LINESTRING (1.7023945 41.3428962, 1.7022862 41.3429453, 1.7021905 41.3429865)",,,
32781457,False,,Carrer de Pasteur,residential,,True,84.27,"LINESTRING (1.702763 41.3433423, 1.7036253 41.3429483)",,,
32781460,True,,Carrer del Comerç,living_street,,False,58.369,"LINESTRING (1.702763 41.3433423, 1.7023945 41.3428962)",,,
32781457,False,,Carrer de Pasteur,residential,,False,83.291,"LINESTRING (1.7044776 41.3425589, 1.7036253 41.3429483)",,,
32781457,False,,Carrer de Pasteur,residential,,True,86.499,"LINESTRING (1.7044776 41.3425589, 1.7053624 41.3421541)",,,
275664907,True,,Carrer de Melió,residential,,False,54.654,"LINESTRING (1.7044776 41.3425589, 1.7048284 41.3429739)",,,
256788513,False,C-244,Carrer de santa Digna,tertiary,50,True,77.395,"LINESTRING (1.7017428 41.345843, 1.7018263 41.3451498)",,,
275667223,False,N-340a,Avinguda de Barcelona,tertiary,50,True,67.689,"LINESTRING (1.7017428 41.345843, 1.702512 41.3460356)",,,
275664896,False,C-244,Avinguda de Barcelona,tertiary,50,False,40.150999999999996,"LINESTRING (1.7017428 41.345843, 1.7015244 41.3457979, 1.7012787 41.3457482)",,,
259746968,True,,Carrer del Parlament,residential,,False,70.373,"LINESTRING (1.6971996 41.3425965, 1.6978716 41.3429786)",,,
40573103,False,N-340a,Avinguda de Tarragona,tertiary,50,False,83.936,"LINESTRING (1.6959161 41.3424845, 1.695192 41.3419608)",2,,
152534576,False,,Carrer de Verdaguer,residential,,True,64.565,"LINESTRING (1.6959161 41.3424845, 1.6953764 41.3429004)",,,
1258856877,False,N-340a,Avinguda de Tarragona,tertiary,50,True,157.147,"LINESTRING (1.6959161 41.3424845, 1.6972719 41.3434649)",,,
275664927,False,,Carrer de Sant Jordi,residential,,True,72.585,"LINESTRING (1.6954383 41.3482695, 1.6949441 41.3488066)",,,
209564555,False,,Carrer de la Beneficiència,residential,50,False,91.46000000000001,"LINESTRING (1.6954383 41.3482695, 1.6960441 41.3482984, 1.6965303 41.348335)",,,
152534639,False,,Carrer de Sant Pau,residential,,True,20.913,"LINESTRING (1.6965303 41.348335, 1.6965195 41.3481471)",,,
209564551,True,,Carrer de Sant Pau,residential,50,False,81.699,"LINESTRING (1.6965303 41.348335, 1.6962825 41.3490458)",,,
275667208,False,,Carrer de la Beneficiència,residential,50,False,66.885,"LINESTRING (1.6965303 41.348335, 1.69733 41.3483725)",,,
209564555,False,,Carrer de la Beneficiència,residential,50,True,91.46000000000001,"LINESTRING (1.6965303 41.348335, 1.6960441 41.3482984, 1.6954383 41.3482695)",,,
209564551,True,,Carrer de Sant Pau,residential,50,False,74.187,"LINESTRING (1.6962825 41.3490458, 1.6960645 41.3496926)",,,
152534617,True,,carrer de l'Escorxador,residential,50,False,80.62299999999999,"LINESTRING (1.6962825 41.3490458, 1.6970437 41.3492074, 1.6972119 41.3492431)",,,
264798133,False,,Carrer de Baldomer Lostau,residential,50,False,89.821,"LINESTRING (1.6984185 41.3502253, 1.699446 41.3499854)",,,
275664928,False,,carrer de l'Escorxador,residential,50,False,49.7,"LINESTRING (1.6984185 41.3502253, 1.6985651 41.3506585)",,,
264798133,False,,Carrer de Baldomer Lostau,residential,50,True,89.821,"LINESTRING (1.699446 41.3499854, 1.6984185 41.3502253)",,,
275664929,True,,Carrer de Baldomer Lostau,residential,,False,89.77199999999999,"LINESTRING (1.699446 41.3499854, 1.7001067 41.3498167, 1.7004736 41.3497497)",,,
275667207,True,,Carrer d'Antoni Mestres Jané,residential,,False,81.15899999999999,"LINESTRING (1.699446 41.3499854, 1.6992729 41.3496233, 1.6991354 41.3494602, 1.6990244 41.3493329)",,,
402533768,False,,Plaça de les Clotes,residential,,False,46.446,"LINESTRING (1.699446 41.3499854, 1.6991311 41.3498843, 1.699042 41.3498736, 1.6989783 41.349794)",,,
34414864,True,,Carrer de Santa Magdalena,residential,,False,47.741,"LINESTRING (1.7006777 41.3503564, 1.7006579 41.350569, 1.7006378 41.3507847)",,,
34414859,True,,Plaça de l'Era Enrajolada,residential,50,False,32.251000000000005,"LINESTRING (1.6942999 41.3467012, 1.6945654 41.3467568, 1.6946281 41.3468253)",,,
34414859,True,,Plaça de l'Era Enrajolada,residential,50,False,40.177,"LINESTRING (1.6940184 41.3464116, 1.6942137 41.3466449, 1.6942999 41.3467012)",,,
