osmid,name,highway,oneway,reversed,length,geometry,width,maxspeed,access
181781228,Calle Parra,residential,False,False,53.126,"LINESTRING (-4.5550175 37.0198155, -4.5555091 37.0200879)",,,
1200862294,Calle Carrera de Madre Carmen,residential,False,False,43.89,"LINESTRING (-4.5550175 37.0198155, -4.554617 37.0200469)",,,
1200862294,Calle Carrera de Madre Carmen,residential,False,True,108.12899999999999,"LINESTRING (-4.5550175 37.0198155, -4.5555606 37.0191865, -4.5557198 37.0190213)",,,
1200862294,Calle Carrera de Madre Carmen,residential,False,False,24.923,"LINESTRING (-4.5558755 37.0188348, -4.5557198 37.0190213)",,,
32524049,Calle Carrera de Madre Carmen,residential,False,True,224.989,"LINESTRING (-4.5558755 37.0188348, -4.5564905 37.0175889, -4.5566136 37.0173795, -4.5570463 37.0171909, -4.5571121 37.0171635)",,,
45860429,Calle Calzada,tertiary,True,False,54.06,"LINESTRING (-4.5571121 37.0171635, -4.5574107 37.0175872)",3,,
32431957,Plaza de las Descalzas,residential,False,False,47.269,"LINESTRING (-4.5571121 37.0171635, -4.5570697 37.0171349, -4.5568316 37.0169743, -4.5567847 37.0168587, -4.5567797 37.0168491)",,,
32524049,Calle Carrera de Madre Carmen,residential,False,False,224.989,"LINESTRING (-4.5571121 37.0171635, -4.5570463 37.0171909, -4.5566136 37.0173795, -4.5564905 37.0175889, -4.5558755 37.0188348)",,,
133076391,Alameda de Andalucía,tertiary,False,False,44.652,"LINESTRING (-4.5651135 37.0215301, -4.5647053 37.0212955)",,,
544406668,Calle Infante don Fernando,tertiary,True,False,32.112,"LINESTRING (-4.5598695 37.01698, -4.5596951 37.016727)",,,
221116418,Calle Infante don Fernando,tertiary,False,True,72.598,"LINESTRING (-4.5598695 37.01698, -4.5600295 37.0171437, -4.5604382 37.0174466)",,,
181781258,Calle Fresca,residential,True,False,65.124,"LINESTRING (-4.556308 37.0165371, -4.5559456 37.0170463)",,,
224738127,Cuesta de los Rojas,residential,False,False,93.663,"LINESTRING (-4.556308 37.0165371, -4.5562032 37.0164319, -4.5561073 37.0163399, -4.5558378 37.0161192, -4.5556155 37.0159988, -4.5555389 37.0159754)",,,
224738128,Cuesta de los Rojas,residential,False,True,54.738,"LINESTRING (-4.556308 37.0165371, -4.5566504 37.0167944, -4.5567797 37.0168491)",,,
181781258,Calle Fresca,residential,True,False,192.63,"LINESTRING (-4.5559456 37.0170463, -4.5558084 37.0172568, -4.5555643 37.0176663, -4.5553935 37.0179693, -4.5552746 37.0181205, -4.5549057 37.018562)",,,
32431968,Calle Barbacana,residential,True,False,41.27,"LINESTRING (-4.5567797 37.0168491, -4.5569293 37.0164977)",,,
32431957,Plaza de las Descalzas,residential,False,True,47.269,"LINESTRING (-4.5567797 37.0168491, -4.5567847 37.0168587, -4.5568316 37.0169743, -4.5570697 37.0171349, -4.5571121 37.0171635)",,,
224738128,Cuesta de los Rojas,residential,False,False,54.738,"LINESTRING (-4.5567797 37.0168491, -4.5566504 37.0167944, -4.556308 37.0165371)",,,
