osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,access,lanes,width,ref
363039073,Plaça de Modest Cuixart,tertiary,roundabout,True,False,2.953,"LINESTRING (3.1571994 41.9159057, 3.1572339 41.9159125)",,,,,
577518720,Plaça de Modest Cuixart,tertiary,roundabout,True,False,18.98,"LINESTRING (3.1569819 41.915937, 3.1570568 41.9159074, 3.1570982 41.9159003, 3.1571407 41.9158987, 3.1571703 41.9159009, 3.1571994 41.9159057)",,,,,
42113319,Plaça de Modest Cuixart,tertiary,roundabout,True,False,8.261,"LINESTRING (3.1569238 41.9161751, 3.1568927 41.9161164, 3.1568927 41.9161052)",,,,,
363044424,Carrer d'Ernest Lluch,residential,,True,False,13.292000000000002,"LINESTRING (3.1569238 41.9161751, 3.1568769 41.9161635, 3.1568137 41.916164, 3.1567657 41.916163)",,,,,
42113319,Plaça de Modest Cuixart,tertiary,roundabout,True,False,22.967,"LINESTRING (3.1573332 41.9161828, 3.1572739 41.9162279, 3.1571744 41.9162591, 3.1570896 41.9162591)",,,,,
"[167677042, 167657870]",Carrer de Torroella,tertiary,,True,False,111.907,"LINESTRING (3.1573332 41.9161828, 3.1572768 41.9162402, 3.157259 41.9162778, 3.1572556 41.916313, 3.1572612 41.9163575, 3.1572655 41.9163735, 3.1572665 41.9163861, 3.1572927 41.9165177, 3.1573218 41.9166605, 3.15738 41.9169715, 3.1574073 41.9170931, 3.157423 41.9171639)",,,,,
176352009,Plaça de Modest Cuixart,tertiary,roundabout,True,False,14.029,"LINESTRING (3.1573452 41.915992, 3.1573729 41.9160516, 3.1573715 41.9161147)",,,,,
32072703,Carrer de Pals,residential,,True,False,90.741,"LINESTRING (3.1620183 41.9228193, 3.1622727 41.9220255)",,,,,
167677227,Carrer de l'Escala,residential,,False,False,73.893,"LINESTRING (3.1620183 41.9228193, 3.1629113 41.922831)",,,,,
71885783,Carrer de Begur,tertiary,,True,False,13.979,"LINESTRING (3.1673964 41.9194193, 3.1675607 41.9194486)",,,,,
167657835,Carrer del Terme,tertiary,,True,False,19.758999999999997,"LINESTRING (3.1673964 41.9194193, 3.1674983 41.9194612, 3.1675468 41.9195039, 3.1675627 41.919537)",,,,,
176351994,Carrer de la Lluna,residential,,True,False,10.778,"LINESTRING (3.1678591 41.9166848, 3.1679104 41.9166224, 3.1679279 41.9166025)",,,,,
367352116,Carrer de Sant Sebastià,residential,,False,True,122.66499999999999,"LINESTRING (3.1678591 41.9166848, 3.1668682 41.9166518, 3.1663781 41.9166352)",,,,,
167657925,Carrer de la Caritat,living_street,,True,False,31.147,"LINESTRING (3.1623353 41.9171174, 3.1623353 41.9171967, 3.1623331 41.9173975)",20,no,,,
167657928,Carrer del Mestre Sagrera,residential,,True,False,35.159000000000006,"LINESTRING (3.1568755 41.918211, 3.1569009 41.918134, 3.1568904 41.9180849, 3.1568767 41.9180422, 3.1568414 41.9180129, 3.1568285 41.9180022, 3.15672 41.9179634)",,,,,
"[424980008, 168134937]",Carrer del Mestre Sagrera,tertiary,,True,False,24.847,"LINESTRING (3.1568755 41.918211, 3.1569089 41.9181719, 3.1569709 41.9181228, 3.1570269 41.9180881, 3.1570865 41.9180547)",,,2,,
167657775,Carrer de Manuel Viusà,residential,,False,True,7.041,"LINESTRING (3.1666595 41.9203737, 3.1667446 41.9203737)",,,,,
167657883,Carrer de Joan Capri,residential,,True,False,95.054,"LINESTRING (3.1666595 41.9203737, 3.1666534 41.92, 3.1666722 41.9199741, 3.1667124 41.9199661, 3.1667446 41.9199821, 3.1667499 41.92001, 3.1667446 41.9203737)",,,,,
167657838,Carrer de la Força,residential,,False,False,48.743,"LINESTRING (3.1647698 41.9196775, 3.1653543 41.9197323)",,,,,
171477044,Carrer de Pi i Margall,residential,,True,False,58.605,"LINESTRING (3.1647698 41.9196775, 3.1647531 41.9202044)",,,,,
167657882,Carrer Matlleria i Riera,residential,,False,True,55.554,"LINESTRING (3.1659225 41.9203381, 3.1652586 41.9202634)",,,,,
168134918,Carrer de la Garriga,residential,,True,False,60.931,"LINESTRING (3.1659225 41.9203381, 3.1659268 41.9201864, 3.1659372 41.9198643, 3.1659433 41.9197904)",,,,,
167657788,Carrer del Pi Verd,residential,,False,True,12.283999999999999,"LINESTRING (3.1675353 41.9197236, 3.1674902 41.9197366, 3.1674449 41.9197573, 3.1674098 41.9197805)",,,,,
167657835,Carrer del Terme,tertiary,,True,False,69.411,"LINESTRING (3.1675353 41.9197236, 3.167509 41.9199022, 3.1675063 41.9199721, 3.1675197 41.920024, 3.1676547 41.9203297)",,,,,
167657813,Carrer Constància,living_street,,False,False,83.316,"LINESTRING (3.1623331 41.9173975, 3.1625407 41.9174034, 3.1627694 41.9174119, 3.1630807 41.9174265, 3.1633385 41.9174383)",,,,,
167657925,Carrer de la Caritat,living_street,,True,False,98.60100000000001,"LINESTRING (3.1623331 41.9173975, 3.1623219 41.917524, 3.1623216 41.9177029, 3.1623192 41.9178174, 3.1623246 41.9179372, 3.1623353 41.9180809, 3.1623373 41.9181106, 3.162349 41.9182834)",20,no,,,
167657773,Carrer de Girona,residential,,True,False,15.946,"LINESTRING (3.1594806 41.9191608, 3.1594825 41.9193042)",,,,,
547722337,Carrer de Girona,residential,,True,False,55.809,"LINESTRING (3.1594806 41.9191608, 3.1594764 41.9191419, 3.159464 41.9191143, 3.1594607 41.9190959, 3.1594496 41.9186609)",,,,,
176351994,Carrer de la Lluna,residential,,True,False,69.509,"LINESTRING (3.1675607 41.9194486, 3.1675672 41.9193865, 3.1676263 41.9188254)",,,,,
168134918,Carrer de la Garriga,residential,,True,False,100.39,"LINESTRING (3.1658192 41.9220795, 3.1658942 41.9211784)",,,,,
575047341,Carrer de les Manufactures del Suro,residential,,False,False,63.723,"LINESTRING (3.1658192 41.9220795, 3.1665893 41.9220889)",30,,,,
851432686,Carrer de les Manufactures del Suro,residential,,False,True,91.246,"LINESTRING (3.1658192 41.9220795, 3.1651508 41.9220649, 3.1647168 41.9220555)",30,,,,
168134909,Carrer de Calderón de la Barca,residential,,False,True,20.174,"LINESTRING (3.1606471 41.9203502, 3.1604226 41.920421)",,,,,
168134907,Carrer de Pals,residential,,False,True,53.166999999999994,"LINESTRING (3.1606471 41.9203502, 3.1608837 41.9205046, 3.1610959 41.9206466, 3.1611313 41.9206641)",,,,,
168134953,Carrer de Francesc Alsius,residential,,False,False,31.404,"LINESTRING (3.1606471 41.9203502, 3.1607089 41.9203312, 3.1609725 41.9202474, 3.1609957 41.9202386)",,,,,
167657948,Carrer Nou,residential,,True,False,4.529,"LINESTRING (3.1594001 41.9171573, 3.1593454 41.9171588)",,,,,
367351201,Carrer de Girona,residential,,True,False,155.255,"LINESTRING (3.1594001 41.9171573, 3.1593991 41.9171368, 3.159409 41.9162527, 3.1594195 41.9158906, 3.1594054 41.915857, 3.1593659 41.9158327, 3.1592955 41.9158127)",,,,,
167657918,Carrer de la Font,residential,,True,False,5.708,"LINESTRING (3.1627125 41.9157804, 3.1626444 41.9157722)",,,,,
