osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,junction,tunnel
1242593651,True,1,Calle de Juan de la Cosa,tertiary,False,5.719,"LINESTRING (-6.8919017 37.2244664, -6.8918871 37.2244163)",,,,
43201486,False,,Calle de Juan de la Cosa,tertiary,False,27.409,"LINESTRING (-6.8919017 37.2244664, -6.8919802 37.2246264, -6.892007 37.224698)",,,,
43201486,False,,Calle de Juan de la Cosa,tertiary,True,27.409,"LINESTRING (-6.892007 37.224698, -6.8919802 37.2246264, -6.8919017 37.2244664)",,,,
619503700,False,1,Calle del Río Tinto,tertiary,True,47.615,"LINESTRING (-6.892007 37.224698, -6.8920873 37.2246706, -6.8922091 37.2246066, -6.8923049 37.2245255, -6.8923966 37.2244166)",,,,
842131786,False,,Calle de Martín Alonso Pinzón,tertiary,False,156.89700000000002,"LINESTRING (-6.892007 37.224698, -6.8919994 37.2247577, -6.8919508 37.2250055, -6.8919239 37.2252276, -6.8919011 37.2254611, -6.8918874 37.225618, -6.8918549 37.2261029)",,,,
237108481,True,,Calle de Cristóbal Colón,tertiary,False,26.709,"LINESTRING (-6.8932381 37.2285704, -6.893 37.2287179)",,,,
237108480,False,,Plaza del Comandante Ramón Franco,tertiary,True,26.153,"LINESTRING (-6.8932381 37.2285704, -6.8933213 37.2285248, -6.8934705 37.2284256)",,,,
842115382,True,,Avenida del Ingeniero Montenegro,tertiary,False,62.729,"LINESTRING (-6.8954134 37.2297783, -6.8950206 37.2296544, -6.8947569 37.2295662)",,,,
237091560,False,,Calle del Faro,tertiary,False,47.367,"LINESTRING (-6.8981229 37.2307095, -6.8986579 37.2307064)",,,,
978109517,False,,Avenida del Plus Ultra,tertiary,False,23.605,"LINESTRING (-6.8981229 37.2307095, -6.8978792 37.2306234)",,,,
237108483,False,,Avenida del Plus Ultra,residential,True,63.766,"LINESTRING (-6.8981229 37.2307095, -6.8982068 37.2307569, -6.8983448 37.2308567, -6.8985897 37.2310752, -6.8986327 37.231112)",,,,
26651586,True,1,Calle de Juan de la Cosa,secondary,False,69.07399999999998,"LINESTRING (-6.8916391 37.2241875, -6.8915962 37.2241598, -6.8915078 37.2240898, -6.8914497 37.2240325, -6.8914051 37.2239699, -6.8913693 37.2238976, -6.8913203 37.2237786, -6.8912731 37.2236548)",A-5026,30,,
43201501,True,2,,secondary,False,23.73,"LINESTRING (-6.8916391 37.2241875, -6.891591 37.2241853, -6.8915441 37.224194, -6.8915022 37.2242133, -6.8914691 37.2242412, -6.8914473 37.2242754, -6.8914409 37.2242962)",A-5025,,roundabout,
1242593663,True,2,,secondary,False,4.776,"LINESTRING (-6.8914409 37.2242962, -6.8914387 37.2243176, -6.8914409 37.224339)",A-5025,,roundabout,
237095180,True,1,Carretera de A-494 a La Rábida,secondary,False,55.99,"LINESTRING (-6.8914409 37.224339, -6.8913709 37.2244369, -6.8912816 37.2245335, -6.8911513 37.2246658, -6.8910687 37.2247448)",A-5025,,,
