osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,tunnel
263086147,,Calle Alcalde de Zalamea,residential,False,True,41.197,"LINESTRING (-3.8669568 40.31971, -3.8668803 40.3196777, -3.8667744 40.3196456, -3.8666277 40.319632, -3.8664917 40.3196428)",,,
174123564,2,Paseo de Arroyomolinos,residential,True,False,50.712,"LINESTRING (-3.8665294 40.3206836, -3.8665641 40.3206177, -3.8667269 40.3202532)",,,
899269415,2,Plaza de Cuatro Caminos,residential,True,False,16.859,"LINESTRING (-3.8665294 40.3206836, -3.8664635 40.3206778, -3.8664013 40.3206953, -3.8663561 40.3207322)",,roundabout,
406441496,,Calle Juan XXIII,residential,False,True,12.322,"LINESTRING (-3.8634749 40.3198239, -3.8635326 40.3198128, -3.8636168 40.3198255)",,,
945868961,2,,residential,True,False,12.325,"LINESTRING (-3.8634749 40.3198239, -3.8634612 40.3198044, -3.8634377 40.3197913, -3.8634091 40.3197872, -3.863381 40.3197929, -3.8633589 40.3198073)",,,
24256636,2,Calle Mariblanca,residential,False,False,16.547,"LINESTRING (-3.8615831 40.3228502, -3.8615007 40.3229851)",,,
27930749,,Calle del Empecinado,residential,False,False,58.566,"LINESTRING (-3.8615831 40.3228502, -3.8609655 40.3226142)",,,
24256636,2,Calle Mariblanca,residential,False,True,131.59900000000002,"LINESTRING (-3.8615831 40.3228502, -3.8616254 40.3227657, -3.8616473 40.32267, -3.8616569 40.3225901, -3.8617323 40.3218003, -3.8617433 40.3216768)",,,
27930749,,Calle del Empecinado,residential,False,False,49.882,"LINESTRING (-3.8609655 40.3226142, -3.8603796 40.3225729)",,,
27930749,,Calle del Empecinado,residential,False,True,58.566,"LINESTRING (-3.8609655 40.3226142, -3.8615831 40.3228502)",,,
152747526,,Calle de la Isla Gomera,residential,False,False,46.915,"LINESTRING (-3.8609655 40.3226142, -3.860972 40.3225493, -3.8610056 40.3221934)",,,
27930749,,Calle del Empecinado,residential,False,True,38.202,"LINESTRING (-3.8593945 40.3225035, -3.8595088 40.3225116, -3.8598432 40.3225351)",,,
1111498177,,Calle de Las Palmas,residential,False,False,134.116,"LINESTRING (-3.8593945 40.3225035, -3.8594071 40.3225918, -3.8595372 40.3236265, -3.8595803 40.3236971)",,,
1111498177,,Calle de Las Palmas,residential,False,True,50.102000000000004,"LINESTRING (-3.8593945 40.3225035, -3.8593712 40.3223927, -3.8593079 40.3220578)",,,
28685463,,Calle Canarias,residential,False,False,18.123,"LINESTRING (-3.8595803 40.3236971, -3.8597667 40.3237769)",,,
342382147,,Calle Camino de Leganés,residential,True,False,100.189,"LINESTRING (-3.8595803 40.3236971, -3.86076 40.3236432)",,,
1111498177,,Calle de Las Palmas,residential,False,True,134.116,"LINESTRING (-3.8595803 40.3236971, -3.8595372 40.3236265, -3.8594071 40.3225918, -3.8593945 40.3225035)",,,
166728244,,Calle de Las Palmas,residential,True,False,49.423,"LINESTRING (-3.8599071 40.3241952, -3.8597393 40.3238169, -3.8597667 40.3237769)",,,
323270429,,Calle Barcelona,residential,False,True,44.068,"LINESTRING (-3.8599071 40.3241952, -3.8601171 40.3241409, -3.8603633 40.3240128)",,,
29471129,,Calle San Marcial,residential,True,False,80.942,"LINESTRING (-3.8615538 40.325518, -3.8611562 40.3251777, -3.8609847 40.3250761, -3.8608701 40.325015)",,,
29471129,,Calle San Marcial,residential,True,False,41.661,"LINESTRING (-3.8618901 40.3257912, -3.8615538 40.325518)",,,
224096141,1,Avenida de la Constitución,living_street,True,False,22.59,"LINESTRING (-3.8618901 40.3257912, -3.8619822 40.3257291, -3.8621082 40.3256767)",,,
166881587,2,Paseo de Goya,residential,False,True,7.862,"LINESTRING (-3.8628244 40.3270956, -3.8628498 40.3271636)",,,
"[224105512, 1173394389]",2,Paseo de Goya,residential,False,False,120.749,"LINESTRING (-3.8628244 40.3270956, -3.8627609 40.3269299, -3.8627265 40.326837, -3.8625903 40.3264694, -3.8624357 40.3260509)",30,,
"[1173394390, 224105511]",2,Avenida de Portugal,primary,True,False,208.20899999999997,"LINESTRING (-3.8628244 40.3270956, -3.8619874 40.3272458, -3.8606605 40.3274974, -3.8605502 40.3275206, -3.8604398 40.3275438)",40,,
166881587,2,Paseo de Goya,residential,False,False,7.862,"LINESTRING (-3.8628498 40.3271636, -3.8628244 40.3270956)",,,
"[946023352, 207320363, 943326911]",2,Avenida de Portugal,primary,True,False,262.18499999999995,"LINESTRING (-3.8628498 40.3271636, -3.8630725 40.3271201, -3.8637845 40.3269823, -3.8642807 40.3268905, -3.8656111 40.326634, -3.8657404 40.3266092, -3.8658497 40.32659)",40,,
27930759,,Paseo de Goya,residential,True,False,22.784,"LINESTRING (-3.8629837 40.3275812, -3.8629181 40.3273825)",,,
203185005,,Calle Manuel de Falla,residential,False,False,145.678,"LINESTRING (-3.8629837 40.3275812, -3.8629014 40.3276109, -3.8628212 40.3277184, -3.8627453 40.3278202, -3.8624453 40.3276511, -3.862346 40.3276563, -3.86189 40.3281932)",,,
27930777,,Calle Villaamil,residential,True,False,36.581,"LINESTRING (-3.8695809 40.3215662, -3.8699654 40.3214169)",,,
28051040,,Calle de Logroño,residential,True,False,40.386,"LINESTRING (-3.8695809 40.3215662, -3.8696015 40.3214885, -3.8695867 40.3212048)",,,
28051030,,Calle de Huesca,residential,True,False,87.162,"LINESTRING (-3.8695517 40.3203341, -3.869467 40.3195529)",,,
260656478,2,Avenida Dos de Mayo,tertiary,True,False,188.87900000000002,"LINESTRING (-3.8695517 40.3203341, -3.8689904 40.3204327, -3.8686033 40.3205004, -3.8681251 40.3205843, -3.8673805 40.3207149)",40,,
127112203,,Calle de Zaragoza,residential,True,False,39.981,"LINESTRING (-3.870573 40.3226751, -3.8702942 40.3223851)",,,
282723023,,Calle de Zaragoza,residential,False,False,5.228,"LINESTRING (-3.870573 40.3226751, -3.8706189 40.3227065)",,,
127112203,,Calle de Zaragoza,residential,True,False,43.147,"LINESTRING (-3.870201 40.3222808, -3.8698949 40.3219708)",,,
152460737,2,Calle Cartaya,residential,False,False,21.293,"LINESTRING (-3.8623726 40.3208304, -3.8622356 40.3209909)",,,
152460737,2,Calle Cartaya,residential,False,True,38.606,"LINESTRING (-3.8623726 40.3208304, -3.862559 40.3206586, -3.8626629 40.3205629)",,,
28051128,,Calle de Castellón,residential,True,False,89.204,"LINESTRING (-3.8591494 40.3193768, -3.8600646 40.3197726)",,,
28051128,,Calle de Castellón,residential,True,False,174.978,"LINESTRING (-3.8605991 40.3200255, -3.862292 40.3207938, -3.8623726 40.3208304)",,,
28051129,,Calle de Guadalajara,residential,True,False,40.192,"LINESTRING (-3.8605991 40.3200255, -3.8606383 40.3199737, -3.8608362 40.3197125)",,,
28051130,,Calle Valladolid,residential,True,False,67.406,"LINESTRING (-3.8626629 40.3205629, -3.862588 40.3205286, -3.8619844 40.3202469)",,,
152460737,2,Calle Cartaya,residential,False,False,38.606,"LINESTRING (-3.8626629 40.3205629, -3.862559 40.3206586, -3.8623726 40.3208304)",,,
152460737,2,Calle Cartaya,residential,False,True,90.859,"LINESTRING (-3.8626629 40.3205629, -3.8632864 40.3199824, -3.8633458 40.3199333)",,,
24256636,2,Calle Mariblanca,residential,False,True,16.547,"LINESTRING (-3.8615007 40.3229851, -3.8615831 40.3228502)",,,
24256636,2,Calle Mariblanca,residential,False,False,44.117000000000004,"LINESTRING (-3.8615007 40.3229851, -3.8614205 40.3230748, -3.8614049 40.3230922, -3.861388 40.3231051, -3.8611577 40.3232815)",,,
224096137,,Calle Simón Hernández,residential,False,True,10.36,"LINESTRING (-3.8628171 40.3219397, -3.862706 40.3219009)",,,
28051147,,Calle Independencia,residential,True,False,77.744,"LINESTRING (-3.8628171 40.3219397, -3.8627534 40.3220651, -3.8625931 40.3223807, -3.862486 40.3225917)",,,
151549050,1,Calle Simón Hernández,living_street,True,False,110.914,"LINESTRING (-3.8628171 40.3219397, -3.8629409 40.3219965, -3.8635743 40.3224667, -3.8636456 40.3225106, -3.8637384 40.3225341, -3.8638269 40.3225479)",,,
28051140,1,Calle San Antonio,living_street,False,False,199.68,"LINESTRING (-3.862486 40.3225917, -3.8625795 40.3225969, -3.8630539 40.322623, -3.8631232 40.3226641, -3.8631408 40.3230139, -3.8631655 40.3235707, -3.8632226 40.3236403, -3.8635946 40.3237537)",,,
28051147,,Calle Independencia,residential,True,False,157.571,"LINESTRING (-3.862486 40.3225917, -3.8624291 40.3229683, -3.8624689 40.3231438, -3.8624843 40.3232118, -3.8624975 40.3232403, -3.8626467 40.3235125, -3.8627141 40.3236037, -3.862811 40.3237273, -3.8629679 40.3239083)",,,
69487308,,Calle Ricardo Médem,residential,True,False,46.645,"LINESTRING (-3.8633391 40.3242266, -3.8634615 40.3242275, -3.863889 40.324215)",,,
"[69481946, 28051157]",,"['Calle de Andrés Torrejón', 'Paseo de la Estación']",residential,True,False,81.77199999999999,"LINESTRING (-3.8670245 40.3239407, -3.867278 40.324244, -3.8672463 40.3243228, -3.8670908 40.3245911)",,,
69481948,,Calle de Andrés Torrejón,residential,True,False,48.557,"LINESTRING (-3.8670245 40.3239407, -3.8670222 40.3238797, -3.8670079 40.3235042)",,,
224096145,1,Calle de Agustina de Aragón,residential,True,False,19.293,"LINESTRING (-3.864619 40.3208767, -3.8646711 40.3207078)",20,,
166704103,,,residential,True,False,43.07000000000001,"LINESTRING (-3.864619 40.3208767, -3.8645753 40.3208001, -3.8645504 40.3207564, -3.8644589 40.3206636, -3.8644069 40.3206333, -3.8643625 40.320621, -3.8642982 40.320598)",,,
28685732,1,Calle Alcalde de Zalamea,residential,True,False,84.202,"LINESTRING (-3.8650104 40.3201537, -3.8650782 40.3201253, -3.8658811 40.3197894)",,,
945868962,2,,residential,True,False,8.214,"LINESTRING (-3.8650104 40.3201537, -3.864992 40.3201335, -3.8649663 40.3201185, -3.8649358 40.3201105)",,roundabout,
27912202,2,Calle Juan de Ocaña,residential,False,True,104.633,"LINESTRING (-3.8670093 40.3233293, -3.8672046 40.3233697, -3.8681931 40.3235954)",30,,
28051155,,Calle de Andrés Torrejón,residential,False,True,19.448999999999998,"LINESTRING (-3.8670093 40.3233293, -3.8670085 40.3234319, -3.8670079 40.3235042)",,,
28685133,2,Calle del Cristo,residential,True,False,119.357,"LINESTRING (-3.8670093 40.3233293, -3.8669737 40.3231665, -3.8669685 40.3231428, -3.8668185 40.3222659)",40,,
27912170,2,Avenida de Portugal,primary,True,False,193.33599999999996,"LINESTRING (-3.8682649 40.3260203, -3.8679358 40.3261129, -3.8673892 40.3262257, -3.8672437 40.3262547, -3.8661812 40.3264493, -3.8660615 40.3264596)",40,,
35148414,1,Calle Daoíz,residential,True,False,24.383000000000003,"LINESTRING (-3.8682649 40.3260203, -3.8682175 40.3259255, -3.8681635 40.3258151)",30,,
69424364,,Calle Gran Capitán,residential,False,True,92.685,"LINESTRING (-3.8682636 40.3260785, -3.8683472 40.3262753, -3.8683841 40.3263541, -3.8686031 40.3268708)",,,
"[1111489424, 169349744]",2,Avenida de Portugal,primary,True,False,47.113,"LINESTRING (-3.8682636 40.3260785, -3.8684408 40.3260284, -3.868773 40.3259099)",40,,
28691219,2,Calle de Santander,residential,False,True,75.571,"LINESTRING (-3.8633258 40.3260144, -3.8625865 40.3260414, -3.8624357 40.3260509)",,,
300536715,1,Calle de Santander,residential,True,False,138.342,"LINESTRING (-3.8633258 40.3260144, -3.8642243 40.3259603, -3.8648616 40.325922, -3.8649527 40.3259169)",,,
29471129,,Calle San Marcial,residential,True,False,58.399,"LINESTRING (-3.8602185 40.3246334, -3.860015 40.3245145, -3.8599071 40.3241952)",,,
28107820,,Calle de la Paz,residential,True,False,67.902,"LINESTRING (-3.8608701 40.325015, -3.8602361 40.3253882)",,,
29471129,,Calle San Marcial,residential,True,False,29.906,"LINESTRING (-3.8608701 40.325015, -3.8605885 40.324853)",,,
28107823,,Calle de los Reyes Católicos,residential,True,False,58.911,"LINESTRING (-3.8642982 40.320598, -3.8639185 40.3209369, -3.86385 40.3210028)",,,
263086152,1,Calle Camino de Humanes,residential,True,False,109.526,"LINESTRING (-3.8642982 40.320598, -3.863418 40.3199961, -3.8633458 40.3199333)",,,
28107823,,Calle de los Reyes Católicos,residential,True,False,24.055,"LINESTRING (-3.8631531 40.3215471, -3.8629525 40.3217001)",,,
151554754,,Travesía de Castellón,residential,False,True,99.375,"LINESTRING (-3.8631531 40.3215471, -3.8622356 40.3209909)",,,
28107823,,Calle de los Reyes Católicos,residential,True,False,30.583,"LINESTRING (-3.8629525 40.3217001, -3.8628095 40.3218153, -3.862706 40.3219009)",,,
172317734,,Calle de los Reyes Católicos,residential,True,False,29.014,"LINESTRING (-3.8629525 40.3217001, -3.8628785 40.3218254, -3.8628171 40.3219397)",,,
"[169349744, 1111489418]",2,Avenida de Portugal,primary,True,False,127.59800000000001,"LINESTRING (-3.8697176 40.3253064, -3.8698367 40.3252093, -3.8703895 40.3247613, -3.8706435 40.3245516, -3.8707159 40.3245127, -3.8707658 40.3244859)",40,,
27912202,2,Calle Juan de Ocaña,residential,False,False,92.438,"LINESTRING (-3.8705958 40.3241811, -3.8705549 40.3241697, -3.8704713 40.3241464, -3.8697169 40.3239751, -3.8695533 40.323938)",30,,
639476731,3,,primary,True,False,26.473999999999997,"LINESTRING (-3.8705958 40.3241811, -3.8705862 40.32425, -3.8706072 40.324344, -3.8706523 40.3244089)",40,roundabout,
639476730,3,,primary,True,False,12.88,"LINESTRING (-3.8706523 40.3244089, -3.8707658 40.3244859)",40,roundabout,
"[1111489416, 27912170]",2,Avenida de Portugal,primary,True,False,130.113,"LINESTRING (-3.8706523 40.3244089, -3.8705742 40.3245161, -3.8701754 40.3248344, -3.8700302 40.3249501, -3.8697709 40.3251602, -3.8696288 40.3252762)",40,,
69487308,,Calle Ricardo Médem,residential,True,False,44.666000000000004,"LINESTRING (-3.8645708 40.3242048, -3.8649814 40.324172, -3.8650948 40.3241629)",,,
28685132,,Calle de América,residential,True,False,72.599,"LINESTRING (-3.8646711 40.3248532, -3.8645708 40.3242048)",,,
69487312,,Calle de la Rejilla,residential,True,False,59.276,"LINESTRING (-3.8646711 40.3248532, -3.8639947 40.3249883)",,,
69487309,,Calle de la Rejilla,residential,False,True,94.783,"LINESTRING (-3.8646711 40.3248532, -3.8654488 40.3247532, -3.8657756 40.3247218)",,,
28685132,,Calle de América,residential,True,False,120.66300000000001,"LINESTRING (-3.8649527 40.3259169, -3.8649059 40.3257403, -3.8646711 40.3248532)",,,
300536715,1,Calle de Santander,residential,True,False,114.428,"LINESTRING (-3.8649527 40.3259169, -3.8655726 40.3258921, -3.8656144 40.3258933, -3.8658438 40.3259002, -3.8662257 40.3259116, -3.8662957 40.3259331)",,,
27930777,,Calle Villaamil,residential,True,False,85.488,"LINESTRING (-3.8668002 40.3221401, -3.8677545 40.3218917)",,,
28685133,2,Calle del Cristo,residential,True,False,26.785,"LINESTRING (-3.8668002 40.3221401, -3.8667515 40.3219021)",40,,
69424365,2,Calle del Pintor Murillo,residential,False,False,28.908,"LINESTRING (-3.8670111 40.3282586, -3.86685 40.3283014, -3.8666891 40.3283442)",,,
69424365,2,Calle del Pintor Murillo,residential,False,True,84.509,"LINESTRING (-3.8670111 40.3282586, -3.8677481 40.3280436, -3.8679422 40.327987)",,,
24256636,2,Calle Mariblanca,residential,False,True,53.178,"LINESTRING (-3.8603633 40.3240128, -3.8604668 40.3239325, -3.8605792 40.3238266, -3.86076 40.3236432)",,,
169154046,,Calle Canarias,residential,False,False,159.027,"LINESTRING (-3.8603633 40.3240128, -3.8604825 40.3240899, -3.861098 40.3245522, -3.8613299 40.3247445, -3.8613831 40.3247857, -3.8615833 40.324943, -3.8616693 40.3250108, -3.8616875 40.3250248)",,,
323270429,,Calle Barcelona,residential,False,False,44.068,"LINESTRING (-3.8603633 40.3240128, -3.8601171 40.3241409, -3.8599071 40.3241952)",,,
342382145,,Calle Canarias,residential,False,True,56.974000000000004,"LINESTRING (-3.8603633 40.3240128, -3.8602437 40.3239655, -3.8597667 40.3237769)",,,
28051147,,Calle Independencia,residential,True,False,47.871,"LINESTRING (-3.8629679 40.3239083, -3.8632449 40.324183, -3.8633391 40.3242266)",,,
28685466,1,Calle Luis Jiménez de Asúa,residential,True,False,164.955,"LINESTRING (-3.8616875 40.3250248, -3.8617804 40.3249467, -3.8619751 40.3247802, -3.8622277 40.3245577, -3.8628819 40.3239719, -3.8629679 40.3239083)",,,
169154046,,Calle Canarias,residential,False,False,70.638,"LINESTRING (-3.8616875 40.3250248, -3.8618005 40.32511, -3.8621687 40.325391, -3.8622488 40.3254907)",,,
169154046,,Calle Canarias,residential,False,True,159.02700000000002,"LINESTRING (-3.8616875 40.3250248, -3.8616693 40.3250108, -3.8615833 40.324943, -3.8613831 40.3247857, -3.8613299 40.3247445, -3.861098 40.3245522, -3.8604825 40.3240899, -3.8603633 40.3240128)",,,
24256636,2,Calle Mariblanca,residential,False,False,52.481,"LINESTRING (-3.8611577 40.3232815, -3.86076 40.3236432)",,,
24256636,2,Calle Mariblanca,residential,False,True,44.117,"LINESTRING (-3.8611577 40.3232815, -3.861388 40.3231051, -3.8614049 40.3230922, -3.8614205 40.3230748, -3.8615007 40.3229851)",,,
28685467,,Calle de la Malvarrosa,residential,True,False,300.666,"LINESTRING (-3.8611577 40.3232815, -3.8598105 40.3233547, -3.859759 40.323021, -3.8613008 40.3229372, -3.8613917 40.3229602, -3.8615007 40.3229851)",,,
263086147,,Calle Alcalde de Zalamea,residential,False,False,50.577,"LINESTRING (-3.8658811 40.3197894, -3.8664495 40.3196513)",,,
263086147,,Calle Alcalde de Zalamea,residential,False,True,3.7,"LINESTRING (-3.8664917 40.3196428, -3.8664495 40.3196513)",,,
27949788,1,Calle Moraleja de Enmedio,residential,False,True,87.668,"LINESTRING (-3.8664917 40.3196428, -3.8663858 40.3201418, -3.8667269 40.3202532)",,,
263086147,,Calle Alcalde de Zalamea,residential,False,False,41.197,"LINESTRING (-3.8664917 40.3196428, -3.8666277 40.319632, -3.8667744 40.3196456, -3.8668803 40.3196777, -3.8669568 40.31971)",,,
152748604,,Calle del Pilar,residential,True,False,32.689,"LINESTRING (-3.8691494 40.3222141, -3.8687955 40.3223308)",,,
152749238,,Calle de Navarra,residential,True,False,57.112,"LINESTRING (-3.8691494 40.3222141, -3.8692346 40.3227236)",,,
152748604,,Calle del Pilar,residential,True,False,40.549,"LINESTRING (-3.8684785 40.3223998, -3.868002 40.3224314)",,,
166868211,,,residential,False,False,70.174,"LINESTRING (-3.8684785 40.3223998, -3.8682951 40.3217844)",,,
127110271,,Calle Montero,residential,True,False,107.279,"LINESTRING (-3.868002 40.3224314, -3.8680661 40.3228782, -3.8681862 40.3232417, -3.8682099 40.323381)",,,
127110271,,Calle Montero,residential,True,False,23.883,"LINESTRING (-3.8682099 40.323381, -3.8681931 40.3235954)",,,
166868201,,Calle de la Inmaculada,residential,True,False,70.511,"LINESTRING (-3.8682099 40.323381, -3.8687305 40.3232753, -3.8690022 40.3231917)",,,
483759607,2,Paseo de Goya,residential,False,False,14.768,"LINESTRING (-3.8624357 40.3260509, -3.8623883 40.3259231)",30,,
28691219,2,Calle de Santander,residential,False,False,75.571,"LINESTRING (-3.8624357 40.3260509, -3.8625865 40.3260414, -3.8633258 40.3260144)",,,
"[224105512, 1173394389]",2,Paseo de Goya,residential,False,True,120.749,"LINESTRING (-3.8624357 40.3260509, -3.8625903 40.3264694, -3.8627265 40.326837, -3.8627609 40.3269299, -3.8628244 40.3270956)",30,,
30137770,2,Calle Echegaray,residential,True,False,17.67,"LINESTRING (-3.8602889 40.3277727, -3.8604401 40.3278157, -3.8604823 40.3278316)",,,
639650771,2,,primary,True,False,24.577,"LINESTRING (-3.8602889 40.3277727, -3.8603654 40.3277486, -3.8604049 40.3277227, -3.8604442 40.3276753, -3.8604603 40.3276144)",40,roundabout,
27912167,2,Avenida de Portugal,primary,True,False,61.126000000000005,"LINESTRING (-3.860038 40.3275832, -3.859926 40.3276824, -3.8594806 40.3279276)",40,,
639650769,2,,primary,True,False,14.413,"LINESTRING (-3.860038 40.3275832, -3.8600355 40.327631, -3.860048 40.3276709, -3.8600731 40.3277069)",40,roundabout,
28691243,,Calle Burgos,residential,False,True,39.051,"LINESTRING (-3.8597633 40.3268014, -3.8594387 40.3265522)",,,
827010534,,Calle Burgos,residential,True,False,59.72,"LINESTRING (-3.8597633 40.3268014, -3.8602436 40.3271943)",,,
28051546,,Calle Badajoz,residential,True,False,133.424,"LINESTRING (-3.8597633 40.3268014, -3.8606327 40.3261927, -3.8609169 40.3259852)",,,
224096141,1,Avenida de la Constitución,living_street,True,False,132.847,"LINESTRING (-3.8602436 40.3271943, -3.8612817 40.3262993)",,,
"[169155344, 29470822]",1,Avenida de la Constitución,residential,False,"[False, True]",34.816,"LINESTRING (-3.8602436 40.3271943, -3.8601191 40.3272881, -3.860161 40.3274649)",,,
27930759,,Paseo de Goya,residential,True,False,60.842,"LINESTRING (-3.863185 40.3281064, -3.8631402 40.3279876, -3.8629837 40.3275812)",,,
172317733,1,Calle de los Mártires,living_street,True,False,50.141,"LINESTRING (-3.8654566 40.3216279, -3.8654165 40.321601, -3.865328 40.3215418, -3.8649452 40.3214095)",20,,
151549050,1,Calle Simón Hernández,living_street,True,False,29.93,"LINESTRING (-3.8638269 40.3225479, -3.8641694 40.3226132)",,,
28685142,,Calle de Ávila,residential,True,False,39.985,"LINESTRING (-3.8598424 40.3248504, -3.8602185 40.3246334)",,,
32012203,,Calle de Cáceres,residential,False,True,30.301,"LINESTRING (-3.8594411 40.3258488, -3.8592149 40.3256378)",,,
28107820,,Calle de la Paz,residential,True,False,39.561,"LINESTRING (-3.8594411 40.3258488, -3.8591026 40.3260424, -3.8590678 40.3260623)",,,
29471129,,Calle San Marcial,residential,True,False,39.751,"LINESTRING (-3.8605885 40.324853, -3.8602185 40.3246334)",,,
32012203,,Calle de Cáceres,residential,False,False,30.301,"LINESTRING (-3.8592149 40.3256378, -3.8594411 40.3258488)",,,
32012214,,Calle de la Concordia,residential,True,False,145.515,"LINESTRING (-3.8592149 40.3256378, -3.8605885 40.324853)",,,
169154047,,Calle de la Concordia,residential,False,False,27.467,"LINESTRING (-3.8590678 40.3260623, -3.8592341 40.3262743)",,,
32012214,,Calle de la Concordia,residential,True,False,62.463,"LINESTRING (-3.8590678 40.3260623, -3.8589419 40.3259422, -3.858934 40.3258077, -3.8592149 40.3256378)",,,
32012219,,Calle de las Mercedes,residential,False,False,33.871,"LINESTRING (-3.8592341 40.3262743, -3.8595626 40.3261009)",,,
169154047,,Calle de la Concordia,residential,False,True,27.467,"LINESTRING (-3.8592341 40.3262743, -3.8590678 40.3260623)",,,
"[28691243, 169154047]",,"['Calle de la Concordia', 'Calle Burgos']",residential,False,False,36.634,"LINESTRING (-3.8592341 40.3262743, -3.8592534 40.32638, -3.8594387 40.3265522)",,,
32012219,,Calle de las Mercedes,residential,False,True,33.871,"LINESTRING (-3.8595626 40.3261009, -3.8592341 40.3262743)",,,
28051128,,Calle de Castellón,residential,True,False,53.331,"LINESTRING (-3.8600646 40.3197726, -3.8605991 40.3200255)",,,
28051130,,Calle Valladolid,residential,True,False,37.91,"LINESTRING (-3.861588 40.3200678, -3.8612076 40.3198886)",,,
28051130,,Calle Valladolid,residential,True,False,37.079,"LINESTRING (-3.8612076 40.3198886, -3.8608362 40.3197125)",,,
32012304,,Calle de Gerona,residential,True,False,112.05499999999999,"LINESTRING (-3.8629977 40.3195999, -3.8629281 40.3196429, -3.8619844 40.3202469)",,,
28051130,,Calle Valladolid,residential,True,False,39.064,"LINESTRING (-3.8619844 40.3202469, -3.861588 40.3200678)",,,
32012298,,Calle de Cuenca,residential,True,False,58.669,"LINESTRING (-3.8605727 40.3194144, -3.8600646 40.3197726)",,,
224096137,,Calle Simón Hernández,residential,False,False,10.36,"LINESTRING (-3.862706 40.3219009, -3.8628171 40.3219397)",,,
224096137,,Calle Simón Hernández,residential,False,True,85.345,"LINESTRING (-3.862706 40.3219009, -3.8626337 40.3218813, -3.8619101 40.3217176, -3.8617433 40.3216768)",,,
28051548,1,Calle Baleares,residential,True,False,38.441,"LINESTRING (-3.8594806 40.3279276, -3.8594056 40.3278586, -3.859282 40.3277444, -3.8591856 40.3276652)",,,
263086149,1,Calle Antonio Hernández,living_street,True,False,31.705,"LINESTRING (-3.8651401 40.3228857, -3.8654922 40.3229818)",,,
35148244,1,Calle del sitio de Zaragoza,living_street,True,False,28.146,"LINESTRING (-3.8649932 40.3231127, -3.8651401 40.3228857)",,,
35148244,1,Calle del sitio de Zaragoza,living_street,True,False,98.468,"LINESTRING (-3.8639549 40.3231261, -3.8645165 40.3232974, -3.8646852 40.3232694, -3.864892 40.3232102, -3.8649932 40.3231127)",,,
263086146,1,Avenida de la Constitución,living_street,True,False,76.18299999999999,"LINESTRING (-3.8639549 40.3231261, -3.8637649 40.3234673, -3.8635946 40.3237537)",,,
35148247,1,Travesía de Ricardo Médem,living_street,True,False,46.068,"LINESTRING (-3.8650013 40.3237353, -3.865 40.323321)",,,
69487305,1,Travesía de Ricardo Médem,living_street,True,False,48.203,"LINESTRING (-3.8650013 40.3237353, -3.8650948 40.3241629)",,,
