osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,service,junction,width
374568956,True,1,Avenida Rey Don Jaime,residential,30,False,20.514,"LINESTRING (-0.0398887 39.9870443, -0.0398769 39.9870831, -0.0397936 39.9872129)",,,,
33884248,True,1,Calle Maestro Chapí,living_street,,False,169.738,"LINESTRING (-0.0388276 39.9867933, -0.039315 39.9853132)",,,,
22193275,True,1,Carrer dels Cavallers,living_street,,False,57.297,"LINESTRING (-0.0369745 39.9863386, -0.0369519 39.9863696, -0.0366471 39.9867887)",,,,
33884252,False,1,Carrer d'Ausiàs March,living_street,,False,57.448,"LINESTRING (-0.0365708 39.9862341, -0.0365603 39.986251, -0.0365529 39.986263, -0.0362783 39.9866996)",,,,
33884212,True,2,Plaça de la Porta del Sol / Plaza Puerta del Sol,residential,,False,9.242,"LINESTRING (-0.0391052 39.9845428, -0.0391265 39.9844613)",CV-1540,,,
"[677106456, 22193270, 677106455]",True,"['1', '2']","['Plaça de la Porta del Sol / Plaza Puerta del Sol', 'Carrer de Ruiz Zorrilla / Calle Ruiz Zorrilla']",living_street,20,False,77.956,"LINESTRING (-0.0391052 39.9845428, -0.0392015 39.9845717, -0.0393286 39.9846186, -0.0394455 39.9846567, -0.0399569 39.9847976)",,bus,,
33884241,True,1,Calle José Pascual Tirado,living_street,,False,70.043,"LINESTRING (-0.0388762 39.9852306, -0.0380777 39.9850807)",,,,
21616798,True,1,Carrer d'Enmig,living_street,10,False,78.929,"LINESTRING (-0.0388762 39.9852306, -0.0390925 39.9845811, -0.0391052 39.9845428)",,,,
33884249,True,1,Calle Poeta Guimerá,living_street,,False,40.805,"LINESTRING (-0.0380207 39.9873083, -0.0384681 39.9874393)",,,,
21616798,True,1,Carrer d'Enmig,living_street,10,False,243.094,"LINESTRING (-0.0380207 39.9873083, -0.0383903 39.9866899, -0.0386044 39.9860468, -0.0388762 39.9852306)",,,,
21616798,True,1,Carrer d'Enmig,living_street,10,False,118.992,"LINESTRING (-0.0374393 39.9882813, -0.0380207 39.9873083)",,,,
21616798,True,1,Carrer d'Enmig,living_street,10,False,35.428,"LINESTRING (-0.0371808 39.9886877, -0.0373667 39.9884027)",,,,
33884254,True,2,Carrer de Sant Lluís / Calle San Luis,tertiary,,False,72.23299999999999,"LINESTRING (-0.0371808 39.9886877, -0.0370932 39.9886579, -0.0363546 39.9885496)",,,,
374568994,True,2,Carrer de Gasset,living_street,,False,68.185,"LINESTRING (-0.0376935 39.9840583, -0.0377206 39.9840993, -0.0378066 39.9841521, -0.0383285 39.9843091, -0.0383931 39.9843286)",,,,
867042323,True,1,Carrer Major,living_street,,False,59.68,"LINESTRING (-0.0376935 39.9840583, -0.0376229 39.9841447, -0.037343 39.9845229)",CV-1540,,,
33884238,True,,Calle Isaac Peral,living_street,,False,45.145,"LINESTRING (-0.037343 39.9845229, -0.0378397 39.9846643)",,,,
867042323,True,1,Carrer Major,living_street,,False,16.874,"LINESTRING (-0.037343 39.9845229, -0.0372453 39.9846549)",CV-1540,,,
"[867042321, 867042323]",True,1,Carrer Major,living_street,,False,48.64,"LINESTRING (-0.0372453 39.9846549, -0.0370655 39.9848997, -0.0370465 39.9849243, -0.0370315 39.9849438, -0.0369637 39.9850354)",CV-1540,,,
"[867042321, 21616799]",True,1,Carrer Major,living_street,,False,34.452,"LINESTRING (-0.0369637 39.9850354, -0.0368418 39.9852001, -0.0368161 39.9852345, -0.0367642 39.9853049)",CV-1540,,,
21616799,True,1,Carrer Major,living_street,,False,23.993,"LINESTRING (-0.0367642 39.9853049, -0.0366253 39.9854926)",CV-1540,,,
33884264,True,,Carrer Caçadors / Calle Cazadores,living_street,,False,64.163,"LINESTRING (-0.0366253 39.9854926, -0.0359396 39.985254)",,,,
21616799,True,1,Carrer Major,living_street,,False,23.662000000000003,"LINESTRING (-0.0366253 39.9854926, -0.0366157 39.9855056, -0.0364883 39.9856777)",CV-1540,,,
21616799,True,1,Carrer Major,living_street,,False,3.876,"LINESTRING (-0.0364883 39.9856777, -0.0364658 39.985708)",CV-1540,,,
"[33884234, 33884235]",True,1,Plaza Cardona Vives,living_street,,False,72.268,"LINESTRING (-0.0362664 39.9859804, -0.0362093 39.9859777, -0.036109 39.9859846, -0.0359335 39.9859691, -0.0358938 39.9859268, -0.0358024 39.9858813, -0.0355168 39.9857447)",CV-1540,,,
"[508494483, 386998519]",True,1,Calle Mayor,living_street,,False,49.152,"LINESTRING (-0.0362664 39.9859804, -0.0361606 39.986125, -0.0359762 39.9863624)",,,,
507835288,True,1,Calle de Cervantes,living_street,,False,37.488,"LINESTRING (-0.0358265 39.9865684, -0.036237 39.9866898)",,,,
644337881,True,1,Calle Mayor,living_street,,False,56.925,"LINESTRING (-0.0358265 39.9865684, -0.0355015 39.9870157)",,,,
644337881,True,1,Calle Mayor,living_street,,False,59.68900000000001,"LINESTRING (-0.0355015 39.9870157, -0.0353562 39.9872135, -0.0351579 39.9874835)",,,,
33884183,True,1,Calle de la Enseñanza,living_street,,False,74.969,"LINESTRING (-0.0351579 39.9874835, -0.0359964 39.987688)",,,,
644337881,True,1,Calle Mayor,living_street,,False,39.209,"LINESTRING (-0.0351579 39.9874835, -0.0349322 39.9877908)",,,,
33884176,True,1,Calle Núñez de Arce,living_street,,False,120.185,"LINESTRING (-0.0351579 39.9874835, -0.0350815 39.9874592, -0.0337773 39.9872676)",,,,
33884188,False,1,Calle Domingo Briau,living_street,,True,41.669,"LINESTRING (-0.0349322 39.9877908, -0.0353896 39.9879235)",,,,
644337881,True,1,Calle Mayor,living_street,,False,54.654,"LINESTRING (-0.0349322 39.9877908, -0.0346584 39.9882353)",,,,
556458883,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,20.719,"LINESTRING (-0.0346584 39.9882353, -0.0345486 39.9882186, -0.0344179 39.9882278)",,,roundabout,
22127718,True,2,Carrer Governador Bermúdez de Castro / Calle Gobernador Bermúdez de Castro,secondary,,False,115.851,"LINESTRING (-0.0344179 39.9882278, -0.0342547 39.9881426, -0.0341392 39.9880338, -0.0340894 39.9879609, -0.0340153 39.9878525, -0.0338148 39.987532, -0.0337759 39.9873441)",,,,
556458887,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,18.32,"LINESTRING (-0.0344179 39.9882278, -0.0343309 39.9882688, -0.0342506 39.9883296)",,,roundabout,
29244202,True,1,Calle Madrid,residential,,False,87.91600000000001,"LINESTRING (-0.0342506 39.9883296, -0.0340676 39.9882991, -0.033407 39.9881891, -0.0332422 39.9881617)",,,,
556458887,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,30.476,"LINESTRING (-0.0342506 39.9883296, -0.0342117 39.9884166, -0.0341939 39.9885982)",,,roundabout,
578224311,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,10.524,"LINESTRING (-0.0343314 39.9887456, -0.0344544 39.9887544)",,,roundabout,
21616803,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,23.598,"LINESTRING (-0.0345768 39.9887324, -0.0347483 39.9886875, -0.0348215 39.9886402)",,,roundabout,
59836065,True,1,Carrer de l'Alcalde Tàrrega / Calle Alcalde Tárrega,residential,,False,154.132,"LINESTRING (-0.0345768 39.9887324, -0.0345949 39.9888422, -0.034786 39.9900004, -0.0348037 39.9901076)",,,,
209788917,False,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,True,6.907,"LINESTRING (-0.0348215 39.9886402, -0.0348938 39.9886683)",,,,
556458884,True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,36.760999999999996,"LINESTRING (-0.0348215 39.9886402, -0.0348551 39.9885842, -0.0348679 39.9884067, -0.0348402 39.988318)",,,roundabout,
"[706195715, 556458886]",True,2,Plaça de Maria Agustina / Plaza María Agustina,secondary,,False,18.218,"LINESTRING (-0.0348402 39.988318, -0.0347924 39.9882831, -0.0346584 39.9882353)",,,roundabout,
34073947,True,,Calle Padre Vela,residential,,False,121.792,"LINESTRING (-0.0435911 39.9883808, -0.0435717 39.9884233, -0.0431618 39.9893229, -0.0431199 39.9894149)",,,,
644332279,True,1,Passeig de Ribalta / Paseo Ribalta,tertiary,,False,38.271,"LINESTRING (-0.0432204 39.9881864, -0.0435911 39.9883808)",,,,
34073951,True,,Calle Aragón,residential,,False,130.87800000000001,"LINESTRING (-0.0432204 39.9881864, -0.0431949 39.9882421, -0.0427487 39.9892186, -0.0427128 39.9892973)",,,,
33884283,True,,Calle Pintor Orient,living_street,,False,71.42,"LINESTRING (-0.0435747 39.9868846, -0.042792 39.9866546)",,,,
"[644337858, 34073674]",True,2,Ronda de la Magdalena,secondary,,False,25.436999999999998,"LINESTRING (-0.0423641 39.9876072, -0.0423427 39.9876363, -0.0423033 39.9876788, -0.0421985 39.9877974)",,,,
208427334,True,1,Carrer de Saragossa / Calle Zaragoza,living_street,20,False,34.548,"LINESTRING (-0.0423641 39.9876072, -0.042301 39.9875992, -0.0422484 39.9875872, -0.0421874 39.9875711, -0.0419769 39.9875167)",,,,
644337861,True,1,Carrer de Saragossa / Calle Zaragoza,living_street,20,False,36.641,"LINESTRING (-0.0419769 39.9875167, -0.041573 39.9874035)",,,,
33884290,True,,Calle Amadeo I,residential,,False,37.323,"LINESTRING (-0.041573 39.9874035, -0.0417776 39.9871067)",,,,
644337866,True,,Carrer de Saragossa / Calle Zaragoza,living_street,20,False,70.021,"LINESTRING (-0.041573 39.9874035, -0.040903 39.9872333, -0.0407928 39.9872055)",,,,
33884230,True,,Calle Juan José Breva,living_street,,False,42.882,"LINESTRING (-0.0355168 39.9857447, -0.0357666 39.9854099)",,,,
33884234,True,1,Plaza Cardona Vives,living_street,,False,39.253,"LINESTRING (-0.0355168 39.9857447, -0.0352606 39.9856088, -0.0351304 39.9855531)",,,,
644337883,True,2,Plaza Cardona Vives,living_street,,False,33.063,"LINESTRING (-0.0350851 39.9855337, -0.034852 39.9854339, -0.0347463 39.9853887)",,,,
296250735,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,45.402,"LINESTRING (-0.0347463 39.9853887, -0.0350123 39.9850349)",,,,
470978335,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,8.507,"LINESTRING (-0.0337759 39.9873441, -0.0337773 39.9872676)",,,,
470978337,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,126.202,"LINESTRING (-0.0337801 39.9872517, -0.0339128 39.9868694, -0.0339793 39.9866778, -0.0342261 39.9861708)",,,,
470978337,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,16.569,"LINESTRING (-0.0342261 39.9861708, -0.0343026 39.9860338)",,,,
29245869,True,1,Carrer de les Adoberies / Calle Tenerías,residential,,False,92.767,"LINESTRING (-0.0342261 39.9861708, -0.0341549 39.9861549, -0.0332468 39.9859528, -0.0331805 39.985938)",,,,
33884182,True,1,Calle Ruiz Vila,living_street,10,False,48.051,"LINESTRING (-0.0343026 39.9860338, -0.0348154 39.9862137)",,,,
470978337,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,29.144,"LINESTRING (-0.0343026 39.9860338, -0.0343948 39.9859004, -0.034463 39.9858023)",,,,
296250735,True,3,Calle Gobernador Bermúdez de Castro,secondary,,False,105.46800000000002,"LINESTRING (-0.0350123 39.9850349, -0.0352314 39.9846708, -0.0353683 39.9844078, -0.0354142 39.9842098, -0.0354124 39.9841465)",,,,
22127719,True,2,Calle Guitarrista Tárrega,secondary,,False,101.568,"LINESTRING (-0.0354124 39.9841465, -0.0354174 39.9840484, -0.0354518 39.9839161, -0.0354762 39.9838204, -0.0354917 39.9837718, -0.0355379 39.9836035, -0.0355892 39.9833808, -0.0356253 39.983249)",,,,
33884219,True,1,Calle Campoamor,living_street,,False,39.986000000000004,"LINESTRING (-0.0354124 39.9841465, -0.0354815 39.9841657, -0.0357117 39.9842295, -0.0357831 39.9842493, -0.0358537 39.9842689)",,,,
"[467803626, 705754431]",False,3,Avinguda dels Germans Bou,tertiary,,True,111.917,"LINESTRING (-0.0354124 39.9841465, -0.035252 39.9841039, -0.0345945 39.9839293, -0.0343366 39.9838602, -0.034171 39.9838175)",,,,
467813715,True,3,Plaça de Fadrell / Plaza Fadrell,secondary,,False,51.444,"LINESTRING (-0.0358158 39.9824726, -0.03593 39.9820183)",,,,
474028625,True,1,Calle Maestro Ripollés,residential,,False,159.824,"LINESTRING (-0.0358158 39.9824726, -0.034864 39.9821571, -0.0340942 39.9819019)",,,,
33888111,False,,Carrer de Sant Doménec / Calle Santo Domingo,living_street,,False,70.898,"LINESTRING (-0.0356896 39.982954, -0.0356379 39.9829392, -0.0349244 39.9827036)",,,,
467813716,True,3,Calle Guitarrista Tárrega,secondary,,False,54.598,"LINESTRING (-0.0356896 39.982954, -0.0357837 39.9825952, -0.0358158 39.9824726)",,,,
467813716,True,3,Calle Guitarrista Tárrega,secondary,,False,33.257,"LINESTRING (-0.0356253 39.983249, -0.0356896 39.982954)",,,,
22127721,True,2,Avinguda de Casalduch / Avenida Casalduch,secondary,,False,47.569,"LINESTRING (-0.03593 39.9820183, -0.0359722 39.9818906, -0.0360169 39.981776, -0.0360447 39.9817046, -0.036084 39.9816072)",,,,
33968792,True,1,Carrer de Moyano,residential,,False,90.562,"LINESTRING (-0.03593 39.9820183, -0.0360863 39.9820481, -0.0367681 39.9823398, -0.0368737 39.982385)",,,,
471914403,False,1,Carrer de Navarra / Calle Navarra,tertiary,30,True,11.839,"LINESTRING (-0.0411381 39.9843194, -0.0412692 39.9843547)",CV-1540,,,
22193272,True,1,Carrer de Navarra / Calle Navarra,tertiary,30,False,34.51,"LINESTRING (-0.0411381 39.9843194, -0.0408196 39.9843754, -0.0407433 39.9843888)",CV-1540,,,
296175377,False,1,Carrer de Navarra / Calle Navarra,living_street,,False,60.906000000000006,"LINESTRING (-0.0411381 39.9843194, -0.0408691 39.9842408, -0.0407264 39.9842045, -0.0404639 39.9841377)",,,,
471914403,False,1,Carrer de Navarra / Calle Navarra,tertiary,30,False,11.839,"LINESTRING (-0.0412692 39.9843547, -0.0411381 39.9843194)",CV-1540,,,
33996787,True,,Calle San Francisco,residential,,False,54.721000000000004,"LINESTRING (-0.0412692 39.9843547, -0.0412894 39.9842898, -0.0413525 39.98409, -0.0413368 39.9838705)",,,,
192130472,True,,Calle del Filósofo Balmes,living_street,,False,53.405,"LINESTRING (-0.0422329 39.9845852, -0.0424249 39.984128)",,,,
22130861,True,1,Carrer de Navarra / Calle Navarra,tertiary,30,False,86.02000000000001,"LINESTRING (-0.0422329 39.9845852, -0.0420186 39.9845347, -0.0413691 39.9843817, -0.0412917 39.9843608, -0.0412692 39.9843547)",CV-1540,,,
"[205939488, 208958477, 675593151]",True,1,Calle Ruiz Zorrilla,residential,,False,34.454,"LINESTRING (-0.0405773 39.9849977, -0.0406421 39.9850583, -0.0406767 39.985104, -0.0406975 39.9851547, -0.0407394 39.9852088, -0.0407999 39.9852509)",,bus,,
33884288,False,2,Avenida Rey Don Jaime,residential,,False,10.691,"LINESTRING (-0.0394627 39.9877284, -0.0395863 39.987745)",,,,
644337875,True,1,Avenida Rey Don Jaime,residential,30,False,166.99100000000004,"LINESTRING (-0.0394627 39.9877284, -0.0394305 39.9877781, -0.0392663 39.9880316, -0.039056 39.9883564, -0.0388469 39.9886792, -0.0386901 39.9889214, -0.0386404 39.9889982, -0.0385915 39.9890737)",,,,
193580829,False,3,Calle Arrufat Alonso,tertiary,,True,10.201,"LINESTRING (-0.0385915 39.9890737, -0.0386905 39.9891253)",,,,
"[22193280, 53160809]",False,"['2', '3']",Plaça de Clavé,tertiary,,False,55.341,"LINESTRING (-0.0385915 39.9890737, -0.0385051 39.9890402, -0.0380514 39.9889301, -0.0380075 39.9889212, -0.0379771 39.9889151)",,,,
33884200,True,,Avenida Rey Don Jaime,residential,,False,31.544999999999998,"LINESTRING (-0.0385915 39.9890737, -0.0385401 39.9891481, -0.0384182 39.9893244)",,,,
33884200,True,,Avenida Rey Don Jaime,residential,,False,13.724,"LINESTRING (-0.0384182 39.9893244, -0.0383111 39.9894166)",,,,
53160815,True,,Avenida Rey Don Jaime,living_street,,False,52.406,"LINESTRING (-0.0383111 39.9894166, -0.038909 39.9895274)",,,,
53160808,True,,Avenida Rey Don Jaime,residential,,False,31.822,"LINESTRING (-0.038909 39.9895274, -0.0389944 39.9892488)",,,,
33884318,False,2,Calle Arrufat Alonso,tertiary,,False,29.307,"LINESTRING (-0.0389944 39.9892488, -0.0386905 39.9891253)",,,,
