osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes
168577713,False,LU-P-1502,Rúa de Vilaestrofe,tertiary,True,158.471,"LINESTRING (-7.3648427 43.6569476, -7.36502 43.6570854, -7.3653893 43.6574024, -7.3656869 43.657679, -7.3659586 43.6581079)",,
173089007,False,,Rúa de Vilaestrofe,residential,False,38.345,"LINESTRING (-7.3648427 43.6569476, -7.3646888 43.6568113, -7.3645256 43.6566906)",,
189131311,False,LU-P-1502,Rúa do Cancelo,residential,False,305.788,"LINESTRING (-7.3648427 43.6569476, -7.364773 43.6569786, -7.3647156 43.6570096, -7.3643542 43.6572343, -7.3642852 43.6572889, -7.3642568 43.6573502, -7.3642509 43.6574316, -7.364319 43.6575971, -7.3644489 43.6578159, -7.3645115 43.657981, -7.3645608 43.6583476, -7.3645851 43.6587643, -7.3645845 43.6589466, -7.3645627 43.6591196, -7.3644463 43.65946)",30,
168577713,False,LU-P-1502,Rúa de Vilaestrofe,tertiary,True,9.399,"LINESTRING (-7.3684205 43.6606197, -7.368537 43.6606262)",,
168577713,False,LU-P-1502,Rúa de Vilaestrofe,tertiary,False,389.52299999999997,"LINESTRING (-7.3684205 43.6606197, -7.3677463 43.6605687, -7.3671776 43.6603658, -7.3669462 43.6602739, -7.3667333 43.660093, -7.366559 43.6598693, -7.3664832 43.6596279, -7.3665689 43.6593454, -7.3665355 43.6589951, -7.3661179 43.6583322, -7.3659586 43.6581079)",,
1201652649,False,,Camiño de Pron,residential,False,148.961,"LINESTRING (-7.3684205 43.6606197, -7.3681205 43.6606831, -7.367762 43.6606936, -7.3674203 43.6606065, -7.3670618 43.6604986, -7.3666535 43.6604014)",,
352145793,False,,,unclassified,False,127.818,"LINESTRING (-7.3660065 43.6595827, -7.3657597 43.6595351, -7.3654898 43.6594793, -7.3652238 43.6594774, -7.3647869 43.65951, -7.3644463 43.65946)",,
463967503,False,,Camiño de Cancelo,residential,False,171.78499999999997,"LINESTRING (-7.3660065 43.6595827, -7.3660808 43.6594272, -7.3661773 43.6592798, -7.366231 43.6591944, -7.3662578 43.6591206, -7.3662524 43.6590391, -7.3662202 43.6589382, -7.3661505 43.6588567, -7.3660861 43.6587597, -7.3660593 43.6586588, -7.3660164 43.6584609, -7.3659842 43.6582668, -7.3659586 43.6581079)",,
463967503,False,,Camiño de Cancelo,residential,True,112.072,"LINESTRING (-7.3660065 43.6595827, -7.3659804 43.6597976, -7.3660612 43.6599395, -7.366242 43.6601482, -7.3664535 43.6603013, -7.3666535 43.6604014)",,
189131466,False,,Rúa de Folgueirosa,residential,True,176.196,"LINESTRING (-7.3666535 43.6604014, -7.3668266 43.6606185, -7.3669497 43.6608022, -7.3670036 43.6609107, -7.3669353 43.6612918, -7.3668439 43.6615057, -7.3668401 43.6617562, -7.366869 43.6619106)",,
463967503,False,,Camiño de Cancelo,residential,False,112.072,"LINESTRING (-7.3666535 43.6604014, -7.3664535 43.6603013, -7.366242 43.6601482, -7.3660612 43.6599395, -7.3659804 43.6597976, -7.3660065 43.6595827)",,
1201652649,False,,Camiño de Pron,residential,True,148.96099999999998,"LINESTRING (-7.3666535 43.6604014, -7.3670618 43.6604986, -7.3674203 43.6606065, -7.367762 43.6606936, -7.3681205 43.6606831, -7.3684205 43.6606197)",,
168577713,False,LU-P-1502,Rúa de Vilaestrofe,tertiary,False,9.399,"LINESTRING (-7.368537 43.6606262, -7.3684205 43.6606197)",,
173089009,False,,,residential,False,11.793,"LINESTRING (-7.368537 43.6606262, -7.3685826 43.660727)",,
173089009,False,,,residential,True,11.793,"LINESTRING (-7.3685826 43.660727, -7.368537 43.6606262)",,
463967501,True,,Rúa de Cordón,residential,False,162.499,"LINESTRING (-7.3685826 43.660727, -7.3685345 43.6608898, -7.3682634 43.6614784, -7.3681749 43.6616871, -7.3682114 43.6617859, -7.3682018 43.6618638, -7.3681787 43.6619306, -7.3680999 43.6619862, -7.3679325 43.6620252)",,
189131466,False,,Rúa de Folgueirosa,residential,False,176.19599999999997,"LINESTRING (-7.366869 43.6619106, -7.3668401 43.6617562, -7.3668439 43.6615057, -7.3669353 43.6612918, -7.3670036 43.6609107, -7.3669497 43.6608022, -7.3668266 43.6606185, -7.3666535 43.6604014)",,
189131466,False,,Rúa de Folgueirosa,residential,True,57.36600000000001,"LINESTRING (-7.366869 43.6619106, -7.3669786 43.662008, -7.3673652 43.6621792, -7.3674482 43.6621962)",,
463967502,False,,,residential,True,58.765,"LINESTRING (-7.366869 43.6619106, -7.3668549 43.6620531, -7.3670738 43.6624047)",,
463967499,True,,Rúa do Río Ouro,residential,False,144.86700000000002,"LINESTRING (-7.3679325 43.6620252, -7.3682765 43.6621123, -7.3684801 43.6621022, -7.3687232 43.6620058, -7.3691762 43.6616782, -7.3693169 43.6615396, -7.3693198 43.661484)",,1
463967500,False,,,residential,False,48.834,"LINESTRING (-7.3679325 43.6620252, -7.3676979 43.6620377, -7.3674998 43.6620906, -7.3674709 43.6621101, -7.3674482 43.6621962)",,
189131466,False,,Rúa de Folgueirosa,residential,False,57.366,"LINESTRING (-7.3674482 43.6621962, -7.3673652 43.6621792, -7.3669786 43.662008, -7.366869 43.6619106)",,
189131466,False,,Rúa de Folgueirosa,residential,True,62.448,"LINESTRING (-7.3674482 43.6621962, -7.3675883 43.6622251, -7.3680326 43.6623642, -7.368171 43.662399)",,
463967500,False,,,residential,True,48.834,"LINESTRING (-7.3674482 43.6621962, -7.3674709 43.6621101, -7.3674998 43.6620906, -7.3676979 43.6620377, -7.3679325 43.6620252)",,
189131306,False,,Avenida de Arcadio Pardiñas,residential,True,8.735,"LINESTRING (-7.3637611 43.6623113, -7.36382 43.6623773)",,
173089019,False,,Rúa do Barridal,residential,False,24.182999999999996,"LINESTRING (-7.3661979 43.6623408, -7.3663666 43.6623291, -7.3664611 43.6623059, -7.3664917 43.6623009)",,
173089019,False,,Rúa do Barridal,residential,True,193.888,"LINESTRING (-7.3661979 43.6623408, -7.3659066 43.6622783, -7.3657198 43.6622536, -7.3656053 43.6622608, -7.3654024 43.6622884, -7.3650769 43.6623509, -7.3646771 43.6623742, -7.3638985 43.6623729, -7.36382 43.6623773)",,
189131306,False,,Avenida de Arcadio Pardiñas,residential,False,8.735,"LINESTRING (-7.36382 43.6623773, -7.3637611 43.6623113)",,
