osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,width,access
31110129,N-150,primary,30,roundabout,True,False,9.109,"LINESTRING (2.1249753 41.5192305, 2.1249527 41.5191932, 2.1249465 41.5191525)",,,,
31110129,N-150,primary,30,roundabout,True,False,13.254999999999999,"LINESTRING (2.1249465 41.5191525, 2.1249604 41.5191064, 2.1250167 41.5190481)",,,,
124907584,,residential,,,True,False,21.156,"LINESTRING (2.1249465 41.5191525, 2.1248921 41.519094, 2.124872 41.5190723, 2.124852 41.5190542, 2.1248422 41.5190468, 2.1247871 41.5190051)",Carrer del Pintor Fortuny,,,
31110129,N-150,primary,30,roundabout,True,False,6.96,"LINESTRING (2.1250167 41.5190481, 2.1250528 41.5190368, 2.1250955 41.5190275)",,,,
31119710,,tertiary,,roundabout,True,False,6.076,"LINESTRING (2.1293437 41.5207489, 2.1293249 41.5206961)",,,,
31119710,,tertiary,,roundabout,True,False,13.384999999999998,"LINESTRING (2.1294653 41.5205838, 2.1295228 41.52059, 2.1295665 41.5206083, 2.1296009 41.5206381)",,,,
43891693,,tertiary,,,True,False,178.29399999999998,"LINESTRING (2.1294653 41.5205838, 2.1295265 41.5204926, 2.1304261 41.5191508)",Ronda de Santa Maria,1,,
31119716,,tertiary,,roundabout,True,False,4.817,"LINESTRING (2.1320073 41.5167473, 2.1319968 41.5167047)",,,,
31119716,,tertiary,,roundabout,True,False,13.994,"LINESTRING (2.1319881 41.5166696, 2.132015 41.5166124, 2.1320779 41.5165673)",,,,
124659799,,tertiary,,,True,False,13.451000000000002,"LINESTRING (2.1319881 41.5166696, 2.1319475 41.5166245, 2.1319232 41.5166022, 2.1319009 41.516591, 2.1318838 41.5165788)",Ronda de la Indústria,1,,
31119716,,tertiary,,roundabout,True,False,13.559999999999999,"LINESTRING (2.1321653 41.5165493, 2.1322493 41.5165637, 2.1322881 41.5165834, 2.1323066 41.5166009)",,,,
31119710,,tertiary,,roundabout,True,False,4.335,"LINESTRING (2.1296009 41.5206381, 2.1296192 41.5206746)",,,,
31119710,,tertiary,,roundabout,True,False,13.859,"LINESTRING (2.1294828 41.5208056, 2.1294514 41.5208046, 2.1294097 41.5207951, 2.1293707 41.520775, 2.1293437 41.5207489)",,,,
31119716,,tertiary,,roundabout,True,False,7.547,"LINESTRING (2.1320779 41.5165673, 2.1321653 41.5165493)",,,,
124659811,,tertiary,,roundabout,True,False,11.678,"LINESTRING (2.1256839 41.5136363, 2.1256584 41.5136458, 2.1256412 41.5136523, 2.1256002 41.5136566, 2.12555 41.5136494)",,,,
124659805,,tertiary,,,True,False,97.95400000000001,"LINESTRING (2.1254761 41.5135951, 2.1254494 41.5135644, 2.1254172 41.5135322, 2.1254036 41.5135282, 2.1253488 41.5135118, 2.1250924 41.5134276, 2.1247879 41.5133277, 2.1246998 41.5132895, 2.1245534 41.5132195, 2.1244626 41.5131701)",Avinguda d'Urgell,1,,
124659811,,tertiary,,roundabout,True,False,18.782,"LINESTRING (2.1254761 41.5135951, 2.1254649 41.5135604, 2.1254709 41.513523, 2.1254928 41.5134913, 2.1255152 41.513474, 2.1255569 41.5134566)",,,,
124659811,,tertiary,,roundabout,True,False,3.749,"LINESTRING (2.1255569 41.5134566, 2.1256013 41.513451)",,,,
124659811,,tertiary,,roundabout,True,False,8.794,"LINESTRING (2.12555 41.5136494, 2.1255257 41.5136393, 2.1254912 41.5136146, 2.1254761 41.5135951)",,,,
124669509,,residential,,,False,True,110.49799999999999,"LINESTRING (2.12555 41.5136494, 2.1254869 41.5137527, 2.1250514 41.5144662, 2.1249983 41.5145532)",Passeig del Doctor Moragas,,,
124659798,,tertiary,,,True,False,88.831,"LINESTRING (2.125732 41.513521, 2.1257659 41.5135583, 2.1258007 41.5135744, 2.1258732 41.5135945, 2.1265806 41.5138375, 2.126629 41.5138541, 2.1266808 41.5138717)",Ronda de l'Est,1,,
124659811,,tertiary,,roundabout,True,False,14.22,"LINESTRING (2.125732 41.513521, 2.1257367 41.5135735, 2.1257056 41.5136212, 2.1256839 41.5136363)",,,,
124659811,,tertiary,,roundabout,True,False,11.652000000000001,"LINESTRING (2.1256013 41.513451, 2.1256483 41.513457, 2.1256995 41.5134815, 2.125716 41.5135016)",,,,
124909726,,residential,,,True,False,71.34,"LINESTRING (2.1256013 41.513451, 2.1256318 41.5134237, 2.1256622 41.5133666, 2.1258608 41.5130107, 2.1258768 41.5129821, 2.1259426 41.5128642)",Passeig del Doctor Moragas,1,,
166482828,N-150,primary,,roundabout,True,False,6.346,"LINESTRING (2.1275735 41.5142865, 2.1276467 41.5142706)",,,,
166482828,N-150,primary,,roundabout,True,False,4.752,"LINESTRING (2.1276732 41.5145047, 2.1276162 41.5145026)",,,,
166482836,N-150,primary,,,True,False,15.609,"LINESTRING (2.127796 41.5142036, 2.1278187 41.514244, 2.1278201 41.5142681, 2.1277943 41.5143379)",Carretera de Barcelona,,,
166804598,N-150,primary,50,,False,False,14.75,"LINESTRING (2.127796 41.5142036, 2.1278079 41.5141881, 2.127821 41.5141711, 2.1278461 41.5141368, 2.1278845 41.5140887)",Carretera de Barcelona,4,15,
166482828,N-150,primary,,roundabout,True,False,5.135,"LINESTRING (2.1275027 41.5144238, 2.1274959 41.5143779)",,,,
124907594,N-150,primary,50,,False,False,28.488,"LINESTRING (2.1271525 41.5150169, 2.1270184 41.5152526)",Carretera de Barcelona,4,15,
168323772,N-150,primary,,,True,False,73.19200000000001,"LINESTRING (2.1271525 41.5150169, 2.1271471 41.5149561, 2.1272568 41.5147803, 2.1274067 41.5145917, 2.1274228 41.5145713, 2.1274315 41.5145604, 2.1274716 41.5145037, 2.1275027 41.5144238)",,,,
124669515,,residential,,,True,False,46.756,"LINESTRING (2.1229415 41.5144741, 2.1228697 41.5144497, 2.1224301 41.5143004)",Carrer de Joaquim Ruyra,,,
124669516,,residential,,,True,False,67.045,"LINESTRING (2.1229415 41.5144741, 2.1229007 41.5145099, 2.1224805 41.5148795, 2.1224195 41.5149332)",Avinguda de la Verge de Montserrat,1,,
124669511,,residential,,roundabout,True,False,5.531000000000001,"LINESTRING (2.1228049 41.5183437, 2.1227751 41.5183617, 2.1227489 41.5183694)",,,,
124669508,,residential,,,True,False,237.80400000000003,"LINESTRING (2.1227489 41.5183694, 2.1227216 41.5183865, 2.1227028 41.5184045, 2.122676 41.5184367, 2.121595 41.5202361, 2.1215808 41.5202697, 2.1215842 41.5203125)",Passeig del Doctor Moragas,,,
