osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,lanes,junction,bridge,tunnel
"[757726409, 757726411]",False,C-1413a,secondary,90,False,44.275000000000006,"LINESTRING (2.0284839 41.4912852, 2.0284892 41.4913898, 2.0285039 41.4916831)",,,,,
757726412,True,C-1413a,secondary,90,False,186.53199999999998,"LINESTRING (2.0284839 41.4912852, 2.0284509 41.4911836, 2.0284392 41.4909433, 2.0284299 41.490655, 2.0284311 41.4904095, 2.0284509 41.4901727, 2.028466 41.4898984, 2.0284789 41.4896809, 2.0285116 41.4896163)",,,,,
98232168,True,C-1413a,secondary,40,False,30.512999999999998,"LINESTRING (2.0285039 41.4916831, 2.0285459 41.4917703, 2.028594 41.4918258, 2.0286295 41.4918508, 2.0286651 41.4918757, 2.0286976 41.4919106)",,,,,
"[757726409, 757726411]",False,C-1413a,secondary,90,True,44.275000000000006,"LINESTRING (2.0285039 41.4916831, 2.0284892 41.4913898, 2.0284839 41.4912852)",,,,,
98232172,True,,residential,,False,21.313000000000002,"LINESTRING (2.028732 41.4918989, 2.0287402 41.4918592, 2.0287523 41.4918117, 2.0287496 41.4917683, 2.0287495 41.4917086)",Carrer d'Espoz i Mina,,,,
746937375,True,C-1413a,secondary,40,False,12.17,"LINESTRING (2.028732 41.4918989, 2.02881 41.4918936, 2.0288763 41.4919042)",,2,roundabout,,
48836381,True,C-1413a,secondary,40,False,20.245,"LINESTRING (2.0288763 41.4919042, 2.028932 41.4919259, 2.0289862 41.4919646, 2.0290309 41.4920361)",,2,roundabout,,
51427234,True,,secondary_link,40,False,32.656,"LINESTRING (2.0290309 41.4920361, 2.0290788 41.4920462, 2.029147 41.4920748, 2.0291908 41.4921048, 2.0292866 41.4921948, 2.029293 41.4922328)",Carrer del Gimnàs,,,,
746937372,True,C-1413a,secondary,40,False,13.094000000000001,"LINESTRING (2.0290309 41.4920361, 2.0290355 41.4920949, 2.0290149 41.4921517)",,2,roundabout,,
746937373,True,C-1413a,secondary,40,False,13.496,"LINESTRING (2.0290149 41.4921517, 2.0289484 41.4922168, 2.0289045 41.4922385)",,2,roundabout,,
48836382,True,C-1413a,secondary,,False,42.056000000000004,"LINESTRING (2.0289045 41.4922385, 2.0287698 41.4923668, 2.0287145 41.4924393, 2.0286781 41.4925091, 2.0286305 41.492553)",,,,,
"[778359519, 747747743]",True,C-1413a,secondary,40,False,22.996000000000002,"LINESTRING (2.0289045 41.4922385, 2.0288387 41.4922555, 2.0287629 41.4922575, 2.0287019 41.4922457, 2.0286432 41.4922205)",,2,roundabout,,
746937371,True,C-1413a,secondary,40,False,20.037999999999997,"LINESTRING (2.0286432 41.4922205, 2.0285704 41.4921515, 2.0285492 41.4920883, 2.0285494 41.4920612)",,2,roundabout,,
48836380,True,C-1413a,secondary,40,False,42.862,"LINESTRING (2.0285494 41.4920612, 2.0285162 41.4919936, 2.0284973 41.4919148, 2.0284889 41.4918349, 2.0284852 41.4917531, 2.0285039 41.4916831)",,,,,
746937374,True,C-1413a,secondary,40,False,21.929000000000002,"LINESTRING (2.0285494 41.4920612, 2.0285651 41.4920099, 2.0286001 41.4919637, 2.0286549 41.4919251, 2.0286976 41.4919106)",,2,roundabout,,
48836379,False,C-1413a,secondary,90,False,120.167,"LINESTRING (2.0286305 41.492553, 2.0286167 41.4926429, 2.0286337 41.4928717, 2.0286593 41.4931345, 2.0287208 41.4936299)",,,,,
747747744,True,C-1413a,secondary,,False,37.631,"LINESTRING (2.0286305 41.492553, 2.0286255 41.4924949, 2.0286697 41.4923535, 2.0286652 41.4923115, 2.0286606 41.4922696, 2.0286432 41.4922205)",,,,,
48836379,False,C-1413a,secondary,90,True,120.16699999999999,"LINESTRING (2.0287208 41.4936299, 2.0286593 41.4931345, 2.0286337 41.4928717, 2.0286167 41.4926429, 2.0286305 41.492553)",,,,,
"[1125056011, 757726407]",True,C-1413a,secondary,90,False,163.905,"LINESTRING (2.0287208 41.4936299, 2.0287656 41.4937677, 2.0287987 41.4938878, 2.0288469 41.4940629, 2.0289065 41.4942327, 2.0289446 41.4943858, 2.0290403 41.4947217, 2.0291022 41.4949207, 2.0291315 41.4950708)",,,,,
51352009,True,,residential,,False,71.963,"LINESTRING (2.0286616 41.4892777, 2.0286192 41.4899241)",Passeig de la Riera,,,,
685201108,True,GR 96,residential,,False,74.34,"LINESTRING (2.02963 41.4892285, 2.0297374 41.4898922)",Carrer de Sant Sebastià,,,,
51340650,True,,residential,,False,39.777,"LINESTRING (2.0291381 41.489254, 2.0286616 41.4892777)",Carrer de Llobateres,,,,
1132766511,True,,residential,,False,41.07,"LINESTRING (2.0291381 41.489254, 2.02963 41.4892285)",Carrer de Llobateres,,,,
51352013,False,,residential,,True,48.374,"LINESTRING (2.0297374 41.4898922, 2.0291657 41.4899688)",Carrer de José Torrijos,,,,
604675358,False,GR 96,residential,,False,81.67399999999999,"LINESTRING (2.0297374 41.4898922, 2.0297802 41.4900299, 2.0298048 41.4902873, 2.0298132 41.4905749, 2.0298445 41.4906161)",Carrer de Sant Sebastià,,,,
"[51352011, 51352012]",False,,residential,,False,123.569,"LINESTRING (2.0277073 41.4906143, 2.0277425 41.4906149, 2.0287017 41.4906302, 2.0290097 41.4906244, 2.0290613 41.4906239, 2.029113 41.4906233, 2.0291905 41.490622)",Carrer de Sant Joan,,,yes,
747747750,True,,residential,,False,22.71,"LINESTRING (2.0277073 41.4906143, 2.027609 41.4906521, 2.0275729 41.4907066, 2.0275783 41.4907671)",Carrer de les Casetes de Can Fatjó,,,,
747747751,False,,residential,,True,25.656,"LINESTRING (2.0277073 41.4906143, 2.0274496 41.4905981, 2.0274018 41.4905887)",Avinguda de Castellbisbal,,,,
"[51352011, 51352012]",False,,residential,,True,123.56899999999999,"LINESTRING (2.0291905 41.490622, 2.029113 41.4906233, 2.0290613 41.4906239, 2.0290097 41.4906244, 2.0287017 41.4906302, 2.0277425 41.4906149, 2.0277073 41.4906143)",Carrer de Sant Joan,,,yes,
746937381,True,,residential,,False,72.662,"LINESTRING (2.0291905 41.490622, 2.0291883 41.4905649, 2.0291657 41.4899688)",Carrer Santa Llúcia,,,,
51352013,False,,residential,,False,45.514,"LINESTRING (2.0286226 41.4900139, 2.0291657 41.4899688)",Carrer de José Torrijos,,,,
746937377,True,,residential,,False,165.257,"LINESTRING (2.0286226 41.4900139, 2.028616 41.4900987, 2.0286055 41.4902332, 2.0285794 41.4907093, 2.0285894 41.4913165, 2.0286351 41.4913892, 2.0286821 41.491421, 2.0287551 41.4914267)",Passeig de la Riera,,,,
51352013,False,,residential,,False,48.374,"LINESTRING (2.0291657 41.4899688, 2.0297374 41.4898922)",Carrer de José Torrijos,,,,
51352013,False,,residential,,True,45.514,"LINESTRING (2.0291657 41.4899688, 2.0286226 41.4900139)",Carrer de José Torrijos,,,,
746937381,True,,residential,,False,79.51499999999999,"LINESTRING (2.0291657 41.4899688, 2.0291474 41.4894952, 2.0291398 41.4892976, 2.0291381 41.489254)",Carrer Santa Llúcia,,,,
117070372,False,,residential,,True,32.318,"LINESTRING (2.0287551 41.4914267, 2.0287175 41.4915406, 2.0287064 41.4915783, 2.0287119 41.4916141, 2.0287388 41.4916763, 2.0287495 41.4917086)",Carrer d'Espoz i Mina,2,,,
746937376,False,,residential,,False,37.620000000000005,"LINESTRING (2.0287551 41.4914267, 2.0287927 41.491428, 2.0289325 41.4914362, 2.0289712 41.4914397, 2.0290481 41.4914444, 2.029129 41.4914558, 2.0291991 41.4914765)",Carrer de la Riera,2,,,
604675358,False,GR 96,residential,,True,81.674,"LINESTRING (2.0298445 41.4906161, 2.0298132 41.4905749, 2.0298048 41.4902873, 2.0297802 41.4900299, 2.0297374 41.4898922)",Carrer de Sant Sebastià,,,,
746937380,True,,residential,,False,54.477,"LINESTRING (2.0298445 41.4906161, 2.0293228 41.4906208, 2.0292423 41.4906215, 2.0291905 41.490622)",Carrer de Sant Joan,,,,
51427278,True,,residential,,False,96.698,"LINESTRING (2.0341022 41.4897729, 2.0342085 41.4899328, 2.0345647 41.4905702)",Carrer del Torrent de l'Alba,,,,
604671158,True,,residential,,False,125.66300000000001,"LINESTRING (2.0341022 41.4897729, 2.0343097 41.4898295, 2.0347003 41.4899531, 2.0354215 41.4901812, 2.0354727 41.4902282)",Carrer del Mestre Magí Ramentol,,,,
51362869,True,,residential,,False,23.074,"LINESTRING (2.036266 41.489708, 2.036144 41.4895217)",Carrer de Lluís Ribas,,,,
51520759,True,,residential,,False,73.499,"LINESTRING (2.036266 41.489708, 2.0371021 41.4897045, 2.0371483 41.4897067)",Carrer de Torres Oriol,,,,
"[747141931, 51665461]",False,,residential,,False,138.877,"LINESTRING (2.0354727 41.4902282, 2.0355207 41.4903051, 2.035551 41.4903535, 2.0356732 41.4905133, 2.0356808 41.4905233, 2.035964 41.4908479, 2.0359865 41.4908736, 2.0362587 41.4912422, 2.0363073 41.491308)",Carrer de Calderón de la Barca,,,,
747141934,True,,residential,,False,89.322,"LINESTRING (2.0354727 41.4902282, 2.0355517 41.490165, 2.0356728 41.4900365, 2.0357331 41.4899763, 2.0358188 41.4899153, 2.0358638 41.4898833, 2.0360382 41.4897959, 2.0361711 41.4897446, 2.036266 41.489708)",Carrer de Magallanes,,,,
