osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction,bridge,access,maxspeed
38038154,False,Ronda del Poeta Calzada,residential,False,13.537,"LINESTRING (-0.0832022 39.8917517, -0.0832874 39.891649)",,,,,,
22735504,True,Ronda de la Panderola,tertiary,False,29.821,"LINESTRING (-0.0900713 39.8908594, -0.0899695 39.8907311, -0.0899163 39.8906204)",,,,,,
"[580530721, 37961757]",True,Plaça de l'Estacioneta,"['residential', 'tertiary']",False,24.551000000000002,"LINESTRING (-0.0900713 39.8908594, -0.0900481 39.8908619, -0.0900011 39.8908669, -0.0899294 39.8908746, -0.0897863 39.8908899)",,,,,,
22735504,True,Ronda de la Panderola,tertiary,False,28.702,"LINESTRING (-0.0899163 39.8906204, -0.0898836 39.8903635)",,,,,,
22735504,True,Ronda de la Panderola,tertiary,False,40.473,"LINESTRING (-0.0898836 39.8903635, -0.0898525 39.8900003)",,,,,,
22735504,True,Ronda de la Panderola,tertiary,False,56.778,"LINESTRING (-0.0898525 39.8900003, -0.0900338 39.889509)",,,,,,
205939501,False,Camí d'Artana,residential,False,67.791,"LINESTRING (-0.0898525 39.8900003, -0.0891372 39.8900663, -0.08907 39.8900903)",,,,,,
22735504,True,Ronda de la Panderola,tertiary,False,60.377,"LINESTRING (-0.0900338 39.889509, -0.0903614 39.8890277)",,,,,,
38001778,True,Carrer de Vinaralls,residential,False,39.127,"LINESTRING (-0.0900338 39.889509, -0.089692 39.8892744)",,,,,,
38001781,True,Carrer de Salvador Giner,residential,False,64.946,"LINESTRING (-0.0903614 39.8890277, -0.0902406 39.8890213, -0.089692 39.8892744)",,,,,,
37961807,True,Avinguda de Nules,residential,False,37.879,"LINESTRING (-0.090445 39.8864691, -0.0900608 39.8866398)",CV-1855,,,,,
37961813,True,Avinguda de Pere IV,tertiary,False,90.742,"LINESTRING (-0.090445 39.8864691, -0.0902302 39.886245, -0.0900206 39.8861145, -0.0898077 39.886055, -0.0896081 39.8860209)",,,,,,
37961826,True,Carrer d'Ausiàs March,residential,False,32.728,"LINESTRING (-0.0795568 39.8894653, -0.0797537 39.8892127)",,,,,,
755837411,True,Carrer de la Mare de Déu de la Misericòrdia,residential,False,76.073,"LINESTRING (-0.0795568 39.8894653, -0.078878 39.8890217)",,1,,,,
38038172,True,Carrer de Maria Rosa Molas,residential,False,37.956,"LINESTRING (-0.079974 39.8897374, -0.0803106 39.8895142)",,,,,,
755837411,True,Carrer de la Mare de Déu de la Misericòrdia,residential,False,46.716,"LINESTRING (-0.079974 39.8897374, -0.0795568 39.8894653)",,1,,,,
755837411,True,Carrer de la Mare de Déu de la Misericòrdia,residential,False,155.785,"LINESTRING (-0.0813787 39.8906323, -0.0807677 39.8902551, -0.079974 39.8897374)",,1,,,,
1252630902,True,El Pla de Sant Blai,residential,False,18.992,"LINESTRING (-0.0813787 39.8906323, -0.0813133 39.8906379, -0.0812815 39.8906608, -0.0812747 39.8907038, -0.0812901 39.8907457)",CV-1860,,,,,
386998587,True,El Pla,residential,False,15.777,"LINESTRING (-0.0847132 39.8896642, -0.084875 39.8895955)",CV-1852,,,,,
22735511,True,El Pla,residential,False,38.855,"LINESTRING (-0.084875 39.8895955, -0.0847565 39.8893876, -0.0846544 39.8892934)",,,,,,
37961773,False,Carrer del Raval,residential,False,69.92599999999999,"LINESTRING (-0.084875 39.8895955, -0.0850006 39.8895392, -0.0851052 39.8894925, -0.0855839 39.8892799)",CV-1852,,,,,
37961775,False,El Pla,residential,False,13.588,"LINESTRING (-0.0846544 39.8892934, -0.0845347 39.889374)",,,,,,
22735511,True,El Pla,residential,False,43.84,"LINESTRING (-0.0846544 39.8892934, -0.0845215 39.8891959, -0.0844038 39.8891507, -0.0842199 39.8890937)",,,,,,
37982150,True,Carrer de Sant Jaume,living_street,False,123.644,"LINESTRING (-0.0846544 39.8892934, -0.0847402 39.8892438, -0.0856195 39.8885321, -0.0856162 39.8884833)",,,,,,
37961776,False,El Pla,residential,True,7.032,"LINESTRING (-0.0841896 39.8890972, -0.0841583 39.8891557)",,,,,,
22735511,True,El Pla,residential,False,41.816,"LINESTRING (-0.0841896 39.8890972, -0.0838027 39.8890074, -0.0838004 39.8890166, -0.0837863 39.8890721)",,,,,,
38038161,True,Carrer la Carrera,living_street,False,142.292,"LINESTRING (-0.0837863 39.8890721, -0.0822179 39.888637)",,,,,,
22735511,True,El Pla,residential,False,33.071999999999996,"LINESTRING (-0.0837863 39.8890721, -0.0837995 39.8890751, -0.0841583 39.8891557)",,,,,,
38038167,True,Carrer el Barranquet,residential,False,103.718,"LINESTRING (-0.0837863 39.8890721, -0.0836822 39.8891152, -0.0835934 39.889126, -0.0834159 39.8891395, -0.0832261 39.8891718, -0.0829001 39.8892478, -0.0826263 39.8893299)",,,,,,
37961776,False,El Pla,residential,False,7.032,"LINESTRING (-0.0841583 39.8891557, -0.0841896 39.8890972)",,,,,,
22735511,True,El Pla,residential,False,40.399,"LINESTRING (-0.0841583 39.8891557, -0.0843398 39.8892419, -0.0845347 39.889374)",,,,,,
37961775,False,El Pla,residential,True,13.588,"LINESTRING (-0.0845347 39.889374, -0.0846544 39.8892934)",,,,,,
22735511,True,El Pla,residential,False,35.848,"LINESTRING (-0.0845347 39.889374, -0.0846139 39.8894792, -0.0846733 39.889566, -0.0847132 39.8896642)",,,,,,
