osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,width,junction
"[103484587, 105441605]","['Calle Gran Canaria', 'Calle Isla de Lanzarote']",residential,False,False,53.127,"LINESTRING (-16.3708282 28.3525528, -16.3708211 28.3527072, -16.3704554 28.3526769)",,,,,,
152342703,Calle Santa Ana,residential,True,False,113.30799999999999,"LINESTRING (-16.3708282 28.3525528, -16.3710057 28.3522124, -16.3710812 28.352096, -16.3711263 28.3519985, -16.3711283 28.351936, -16.3711276 28.3518904, -16.3710681 28.351598)",,,,,,
"[26127789, 559562542]",Calle Antón Guanche,residential,True,False,120.21100000000001,"LINESTRING (-16.3704281 28.3520405, -16.3704928 28.3519006, -16.3705998 28.3516456, -16.3706696 28.351475, -16.3706745 28.3514402, -16.3706688 28.3514026, -16.3707006 28.3512864, -16.370716 28.351249, -16.3707385 28.3512005, -16.3707749 28.3511441, -16.370842 28.3510711, -16.370868 28.3510467)",,,,,,
108148888,,residential,True,False,17.26,"LINESTRING (-16.3704281 28.3520405, -16.3704062 28.3520208, -16.3703875 28.3520122, -16.3703615 28.3520066, -16.3703229 28.3519998, -16.3702662 28.3519898)",,,,,,
94550822,Calle Santa Ana,residential,True,False,29.927,"LINESTRING (-16.3717441 28.352615, -16.371439 28.3525965)",,,,,,
26127793,Calle Marrubial,residential,False,False,55.717,"LINESTRING (-16.3717441 28.352615, -16.3717358 28.3527391, -16.3717244 28.3527538, -16.3715185 28.3527934, -16.3714233 28.3528069, -16.3713234 28.3528181)",,,,,,
26127793,Calle Marrubial,residential,False,False,58.815,"LINESTRING (-16.3712032 28.3528444, -16.3710773 28.3529055, -16.3710337 28.3529191, -16.3709895 28.3529255, -16.3708233 28.3529337, -16.3706236 28.3529378)",,,,,,
26127793,Calle Marrubial,residential,False,True,12.141,"LINESTRING (-16.3712032 28.3528444, -16.3712738 28.3528258, -16.3713234 28.3528181)",,,,,,
26127794,Calle San Roque,residential,False,False,93.474,"LINESTRING (-16.371856 28.3518402, -16.3717324 28.3520653, -16.3716351 28.3522424, -16.371439 28.3525965)",,,,,,
26127794,Calle San Roque,residential,False,True,93.47399999999999,"LINESTRING (-16.371439 28.3525965, -16.3716351 28.3522424, -16.3717324 28.3520653, -16.371856 28.3518402)",,,,,,
94550822,Calle Santa Ana,residential,True,False,21.501,"LINESTRING (-16.371439 28.3525965, -16.3712758 28.3525865, -16.3712197 28.352585)",,,,,,
26127795,Calle Isla de Tenerife,residential,False,False,36.035,"LINESTRING (-16.3712408 28.3522767, -16.3712208 28.352331, -16.3712022 28.3523844, -16.3711189 28.3525824)",,,,,,
26127795,Calle Isla de Tenerife,residential,False,True,36.035000000000004,"LINESTRING (-16.3711189 28.3525824, -16.3712022 28.3523844, -16.3712208 28.352331, -16.3712408 28.3522767)",,,,,,
