osmid,oneway,name,highway,reversed,length,lanes,geometry,ref,junction,maxspeed,access
21389684,True,Carrer Major Sant Doménec,living_street,False,11.423,,"LINESTRING (-0.1021479 39.936356, -0.1020535 39.9364289)",,,,
40948279,False,Calle Climent,living_street,True,56.235,,"LINESTRING (-0.1021479 39.936356, -0.1025058 39.9367808)",,,,
40948280,False,Carrer Torre Motxa,living_street,False,52.946,,"LINESTRING (-0.1020535 39.9364289, -0.1017048 39.9360349)",,,,
21389684,True,Carrer Major Sant Doménec,living_street,False,49.317,,"LINESTRING (-0.1020535 39.9364289, -0.1016576 39.936693, -0.1016171 39.93672)",,,,
40753225,False,Avinguda França,tertiary,False,78.66199999999999,2,"LINESTRING (-0.0946548 39.9358729, -0.0951406 39.9353579, -0.0951955 39.9352997)",,,,
40753225,False,Avinguda França,tertiary,False,65.522,2,"LINESTRING (-0.0951955 39.9352997, -0.0956458 39.9348222)",,,,
40753225,False,Avinguda França,tertiary,True,78.66199999999999,2,"LINESTRING (-0.0951955 39.9352997, -0.0951406 39.9353579, -0.0946548 39.9358729)",,,,
376713159,True,,tertiary,False,6.036,1,"LINESTRING (-0.0957806 39.9347275, -0.0958472 39.9347091)",,roundabout,,
1104521733,True,Avinguda del Cedre,tertiary,False,118.88900000000001,1,"LINESTRING (-0.0957806 39.9347275, -0.0958488 39.9348281, -0.0964904 39.9355409, -0.0965528 39.9356168)",,,,
40778538,True,Calle Peñíscola,residential,False,122.472,,"LINESTRING (-0.0960608 39.9343853, -0.096912 39.9352725)",,,,
376713097,False,Avinguda França,tertiary,True,16.957,2,"LINESTRING (-0.0960608 39.9343853, -0.0959427 39.934508)",,,,
376713097,False,Avinguda França,tertiary,False,44.269000000000005,2,"LINESTRING (-0.0960608 39.9343853, -0.0963055 39.9341154, -0.0963579 39.9340588)",,,,
376713097,False,Avinguda França,tertiary,False,80.829,2,"LINESTRING (-0.0963579 39.9340588, -0.096906 39.9334657)",,,,
376713097,False,Avinguda França,tertiary,True,44.269000000000005,2,"LINESTRING (-0.0963579 39.9340588, -0.0963055 39.9341154, -0.0960608 39.9343853)",,,,
21872538,True,Passeig de l'Estació,residential,False,131.319,,"LINESTRING (-0.0969796 39.9334159, -0.0970458 39.9334955, -0.0978084 39.9344113)",,,30,
"[40753352, 470381883]",True,Avinguda França,tertiary,False,81.697,"['1', '2']","LINESTRING (-0.0969796 39.9334159, -0.0971448 39.9332267, -0.097523 39.9328108)",,,,
40778554,False,Carrer Indústria,residential,True,81.751,,"LINESTRING (-0.097523 39.9328108, -0.0979747 39.9334593)",,,,
40984933,True,Plaça Colom,residential,False,28.378,,"LINESTRING (-0.1010152 39.9387184, -0.1012536 39.9385403)",,,,
"[40984936, 679736892]",True,"['Carrer Doctor Font', 'Plaça Colom']","['residential', 'living_street']",False,105.21000000000001,,"LINESTRING (-0.1010152 39.9387184, -0.1008635 39.9388118, -0.1007911 39.938826, -0.100725 39.9388288, -0.0999101 39.9391191)",,,,
21644749,True,Carrer Ermita,residential,False,73.585,,"LINESTRING (-0.1016232 39.9391881, -0.1010152 39.9387184)",,,,
40778444,True,Carrer Mare de Déu dels Àngels,residential,False,77.906,,"LINESTRING (-0.1016232 39.9391881, -0.1022966 39.9387145)",,,,
21644749,True,Carrer Ermita,residential,False,66.47,,"LINESTRING (-0.1020493 39.9396887, -0.1016232 39.9391881)",,,,
40984909,True,Carrer Buenos Aires,residential,False,88.497,,"LINESTRING (-0.1020493 39.9396887, -0.1027652 39.9391124)",,,,
21644749,True,Carrer Ermita,residential,False,52.164,,"LINESTRING (-0.1023711 39.9400877, -0.1020493 39.9396887)",,,,
40984900,True,Carrer Vázquez de Mella,residential,False,87.841,,"LINESTRING (-0.1023711 39.9400877, -0.1015966 39.9406087)",,,,
21644749,True,Carrer Ermita,residential,False,66.257,,"LINESTRING (-0.1027288 39.9406167, -0.1023711 39.9400877)",,,,
21867617,True,Carrer Joan Baptista Llorens,residential,False,73.85600000000001,1,"LINESTRING (-0.1027288 39.9406167, -0.102183 39.9410277, -0.102104 39.9410763)",,,,
40753430,True,Carrer Ermita,residential,False,77.797,1,"LINESTRING (-0.1027288 39.9406167, -0.1027794 39.9406862, -0.1031513 39.9411969, -0.1031736 39.9412276)",,,,
40984911,True,Carrer Escultor Amorós,residential,False,60.152,,"LINESTRING (-0.1031736 39.9412276, -0.1036966 39.9408645)",,,,
40778528,True,Carrer Gamboa,residential,False,94.589,,"LINESTRING (-0.1029482 39.9336992, -0.1028928 39.9337387, -0.1021357 39.9342784)",,,,
529022278,True,Carrer Cardenal Tarancón,residential,False,58.651,1,"LINESTRING (-0.1029482 39.9336992, -0.1030405 39.9337931, -0.1032595 39.9340115, -0.1032971 39.934049, -0.1034068 39.9340715)",,,,
1013125609,False,Carrer Cardenal Tarancón,residential,True,16.32,,"LINESTRING (-0.1029482 39.9336992, -0.1030232 39.933695, -0.103122 39.9337419)",,,,
21874111,True,Carrer Onda,residential,False,76.421,1,"LINESTRING (-0.1037145 39.9399455, -0.1043091 39.9404598)",CV-2295,,,
21867612,True,Carrer Vicente Sanchiz,residential,False,52.428999999999995,1,"LINESTRING (-0.1037145 39.9399455, -0.1032995 39.9402281, -0.1032547 39.9402586)",,,,
40778457,True,Carrer Creus Velles,residential,False,85.466,,"LINESTRING (-0.1041837 39.9396261, -0.1035173 39.9390519)",,,,
21867612,True,Carrer Vicente Sanchiz,residential,False,53.492999999999995,1,"LINESTRING (-0.1041837 39.9396261, -0.1038234 39.9398714, -0.1037145 39.9399455)",,,,
702929911,True,Carrer Zumalacárregui,residential,False,75.067,,"LINESTRING (-0.1053511 39.9388312, -0.1059709 39.9393107)",,,,
21867612,True,Carrer Vicente Sanchiz,residential,False,133.11,1,"LINESTRING (-0.1053511 39.9388312, -0.1042787 39.9395614, -0.1041837 39.9396261)",,,,
40948272,True,Carrer Santa Llúcia,residential,False,79.915,1,"LINESTRING (-0.1056053 39.9386581, -0.1050173 39.9380984)",,,,
21867612,True,Carrer Vicente Sanchiz,residential,False,28.985999999999997,1,"LINESTRING (-0.1056053 39.9386581, -0.1053942 39.9388019, -0.1053511 39.9388312)",,,,
21872542,True,Carrer Sant Joaquim,residential,False,73.62,,"LINESTRING (-0.102104 39.9410763, -0.1026893 39.9415631)",,,,
21867617,True,Carrer Joan Baptista Llorens,residential,False,42.507,1,"LINESTRING (-0.102104 39.9410763, -0.1020032 39.9411521, -0.1017285 39.9413274)",,,,
21867625,True,Plaça Sant Pasqual,residential,False,96.51700000000001,,"LINESTRING (-0.0977479 39.9406937, -0.0979021 39.9406443, -0.09862 39.9401499)",,,,
22074011,True,Carrer Bayarri,residential,False,56.719,,"LINESTRING (-0.0991879 39.9384918, -0.0996255 39.938876)",,,,
21867637,True,Raval Sant Pasqual,residential,False,59.513,,"LINESTRING (-0.0991879 39.9384918, -0.099132 39.9385337, -0.098691 39.9388677)",,,,
21872541,True,Carrer Santa Anna,residential,False,93.585,,"LINESTRING (-0.0999101 39.9391191, -0.1006015 39.9397728)",,,,
1013412355,False,Carrer Bayarri,residential,True,3.359,,"LINESTRING (-0.0999101 39.9391191, -0.0998708 39.9391169)",,,,
21867633,True,Carrer Pere III,residential,False,50.891,,"LINESTRING (-0.098838 39.938121, -0.0991879 39.9384918)",,,,
40984938,True,Carrer Cova Santa,living_street,False,189.734,,"LINESTRING (-0.098838 39.938121, -0.09911 39.9379169, -0.099203 39.937846, -0.0993118 39.9377783, -0.0996154 39.9375459, -0.0999494 39.9373021, -0.1001111 39.9371882, -0.1001478 39.9371526, -0.1004192 39.9369651, -0.1004484 39.9369449)",,,,
21867625,True,Plaça Sant Pasqual,residential,False,67.975,,"LINESTRING (-0.0979637 39.9401053, -0.097938 39.9401636, -0.0977479 39.9406937)",,,,
40984924,True,Carrer Polo de Bernabé,residential,False,55.377,,"LINESTRING (-0.0979637 39.9401053, -0.0978994 39.9400599, -0.097859 39.9400651, -0.0973449 39.9401307)",,,,
40778519,True,Carrer Torrehermosa,living_street,False,54.265,,"LINESTRING (-0.0982454 39.9392051, -0.0978585 39.9388176)",,,,
"[589639185, 21867637]",True,"['Plaça Sant Pasqual', 'Raval Sant Pasqual']",residential,False,109.357,,"LINESTRING (-0.0982454 39.9392051, -0.0981027 39.9393132, -0.0979949 39.9393949, -0.0979595 39.9395149, -0.0979602 39.9396108, -0.0979637 39.9401053)",,,,
21867637,True,Raval Sant Pasqual,residential,False,49.779,,"LINESTRING (-0.098691 39.9388677, -0.0982756 39.9391823)",,,,
40778518,True,Carrer Sant Miquel,residential,False,53.211,,"LINESTRING (-0.098691 39.9388677, -0.0983619 39.9384611)",,,,
40778535,True,Avinguda del Cedre,tertiary,False,100.22899999999998,1,"LINESTRING (-0.0965528 39.9356168, -0.0966742 39.9357533, -0.0971747 39.9363142, -0.0972163 39.9363609)",,,,
1104521734,True,Carrer Pare Luis María Llop,residential,False,73.284,,"LINESTRING (-0.0965528 39.9356168, -0.0964904 39.9356766, -0.0960611 39.936088, -0.0960158 39.9361314)",,,,
21902945,True,Carrer Carlos Sarthou,residential,False,5.863,,"LINESTRING (-0.0972163 39.9363609, -0.0972542 39.9363169)",,,,
40778535,True,Avinguda del Cedre,tertiary,False,31.28,1,"LINESTRING (-0.0972163 39.9363609, -0.0974234 39.9365931)",,,,
21872538,True,Passeig de l'Estació,residential,False,108.57399999999998,,"LINESTRING (-0.0978084 39.9344113, -0.0978676 39.9344825, -0.0984552 39.9351882, -0.0985054 39.9352271)",,,30,
47850365,True,Carrer Pare Luis María Llop,residential,False,81.83200000000001,,"LINESTRING (-0.0978084 39.9344113, -0.0977753 39.9344431, -0.0972432 39.934955, -0.0972102 39.9349868)",,,,
21872538,True,Passeig de l'Estació,residential,False,135.176,,"LINESTRING (-0.0985054 39.9352271, -0.098567 39.9352748, -0.0988321 39.9354781, -0.0993938 39.9359154, -0.0995555 39.9360408, -0.0996398 39.93607)",,,30,
21902945,True,Carrer Carlos Sarthou,residential,False,68.128,,"LINESTRING (-0.0985054 39.9352271, -0.0990233 39.9348299, -0.0990609 39.9347878)",,,,
40753325,True,Carrer Isabel Clara Simó,residential,False,54.666,,"LINESTRING (-0.0999384 39.9331995, -0.1000004 39.9331428, -0.1003062 39.9328629, -0.1003502 39.9328227)",,,,
529022274,True,Carrer Furs de València,tertiary,False,49.934999999999995,1,"LINESTRING (-0.0999384 39.9331995, -0.0997004 39.9328631, -0.0996516 39.9328083)",,,,
40753323,True,Carrer Benicarló,residential,False,68.539,,"LINESTRING (-0.1002882 39.9336675, -0.1004459 39.9335291, -0.1007111 39.9332964, -0.1008172 39.9332034)",,,,
"[529022273, 40753333]",True,Carrer Furs de València,tertiary,False,59.98,"['1', '2']","LINESTRING (-0.1002882 39.9336675, -0.1001894 39.9335354, -0.0999384 39.9331995)",,,,
40753333,True,Carrer Furs de València,tertiary,False,46.265,1,"LINESTRING (-0.1012091 39.934939, -0.1009622 39.9345685)",,,,
40778528,True,Carrer Gamboa,residential,False,78.113,,"LINESTRING (-0.1012091 39.934939, -0.1005381 39.9354173)",,,,
40985660,True,Calle San Juan de Ribera,residential,False,79.446,,"LINESTRING (-0.1014304 39.9352014, -0.1007433 39.935684)",,,,
40753333,True,Carrer Furs de València,tertiary,False,34.791,1,"LINESTRING (-0.1014304 39.9352014, -0.1012568 39.9349842, -0.1012091 39.934939)",,,,
21872542,True,Carrer Sant Joaquim,residential,False,74.575,,"LINESTRING (-0.1006015 39.9397728, -0.1011897 39.9402692)",,,,
589901570,True,Carrer Aviador Franco,residential,False,108.775,,"LINESTRING (-0.1006015 39.9397728, -0.1007696 39.9396868, -0.1009386 39.9396017, -0.1016232 39.9391881)",,,,
40984911,True,Carrer Escultor Amorós,residential,False,55.646,,"LINESTRING (-0.1026893 39.9415631, -0.1031736 39.9412276)",,,,
21872542,True,Carrer Sant Joaquim,residential,False,67.637,,"LINESTRING (-0.1015966 39.9406087, -0.102104 39.9410763)",,,,
40984900,True,Carrer Vázquez de Mella,residential,False,43.833,,"LINESTRING (-0.1015966 39.9406087, -0.1012155 39.9408733)",,,,
21872542,True,Carrer Sant Joaquim,residential,False,51.269,,"LINESTRING (-0.1011897 39.9402692, -0.1015966 39.9406087)",,,,
40984908,True,Carrer Santa Isabel,residential,False,97.659,,"LINESTRING (-0.1011897 39.9402692, -0.1020493 39.9396887)",,,,
40753417,True,Carrer Comte Albay,living_street,False,43.536,,"LINESTRING (-0.1011779 39.9377338, -0.1014976 39.9380391)",CV-2295,,,
40948296,True,Carrer Sant Antoni,living_street,False,95.86500000000001,,"LINESTRING (-0.1011779 39.9377338, -0.1015939 39.9374315, -0.1019958 39.9371422)",,,,
40753417,True,Carrer Comte Albay,living_street,False,50.247,,"LINESTRING (-0.1014976 39.9380391, -0.1018937 39.9383737)",CV-2295,,,
668473282,True,Carrer Comte Albay,living_street,False,17.839,,"LINESTRING (-0.1018937 39.9383737, -0.1020274 39.9384971)",CV-2295,,,
668473283,True,Carrer Comte Albay,living_street,False,33.336,,"LINESTRING (-0.1020274 39.9384971, -0.1021036 39.9385564, -0.1022966 39.9387145)",CV-2295,,,
21874108,True,Carrer Comunió,residential,False,59.613,,"LINESTRING (-0.1022966 39.9387145, -0.1027652 39.9391124)",CV-2295,,,
40778445,True,Carrer Mare de Déu dels Àngels,residential,False,34.078,,"LINESTRING (-0.1022966 39.9387145, -0.1025694 39.9384905)",,,,
702929912,True,Carrer Comunió,residential,False,15.824,,"LINESTRING (-0.1031071 39.9394156, -0.1032275 39.9395239)",CV-2295,,,
702929912,True,Carrer Comunió,residential,False,44.568,,"LINESTRING (-0.1027652 39.9391124, -0.1031071 39.9394156)",CV-2295,,,
702929913,True,Carrer Buenos Aires,living_street,False,44.329,,"LINESTRING (-0.1027652 39.9391124, -0.1030864 39.9387989)",,,,
40984912,True,Carrer Santa Cristina,residential,False,58.536,,"LINESTRING (-0.1043091 39.9404598, -0.1048237 39.9401113)",,,,
21874111,True,Carrer Onda,residential,False,63.088,1,"LINESTRING (-0.1043091 39.9404598, -0.1043656 39.9405089, -0.1047986 39.9408853)",CV-2295,,,
21874111,True,Carrer Onda,residential,False,78.505,1,"LINESTRING (-0.1047986 39.9408853, -0.1054325 39.9413974)",CV-2295,,,
40753445,True,Carrer Comte de Ribagorça,residential,False,64.745,1,"LINESTRING (-0.1054325 39.9413974, -0.1060685 39.9410792)",,,,
40984929,True,Carrer Joan Fuster,residential,False,78.822,,"LINESTRING (-0.0974207 39.9391187, -0.0967222 39.9395831)",,,,
668459469,True,Carrer Joan Fuster,residential,False,50.141999999999996,,"LINESTRING (-0.0974207 39.9391187, -0.0975537 39.9390267, -0.0978585 39.9388176)",,,,
21902945,True,Carrer Carlos Sarthou,residential,False,57.9,,"LINESTRING (-0.095725 39.9376747, -0.095773 39.9376321, -0.0961363 39.9373097, -0.096169 39.9372807)",,,,
"[589681441, 21898276]",True,Carrer Ausiàs March,residential,False,153.45899999999997,,"LINESTRING (-0.095725 39.9376747, -0.0957674 39.9377114, -0.0962551 39.9381339, -0.096312 39.9381855, -0.0968602 39.9386581, -0.0969181 39.938708)",,,,
589681441,True,Carrer Ausiàs March,residential,False,89.16300000000001,,"LINESTRING (-0.0950321 39.9370741, -0.0951112 39.9371427, -0.0954315 39.9374203, -0.095725 39.9376747)",,,,
40753278,True,Carrer Rei En Jaume,residential,False,65.188,,"LINESTRING (-0.1057427 39.9354209, -0.1061997 39.9358909)",,,,
40948311,True,Carrer Exèrcit,residential,False,77.469,,"LINESTRING (-0.1057427 39.9354209, -0.1050791 39.9358968)",,,,
40753278,True,Carrer Rei En Jaume,residential,False,50.541,,"LINESTRING (-0.1053884 39.9350565, -0.1057427 39.9354209)",,,,
21898326,True,Carrer Hospital,residential,False,14.231,,"LINESTRING (-0.1047761 39.9344268, -0.1046532 39.9345134)",,,,
40753278,True,Carrer Rei En Jaume,residential,False,53.938,,"LINESTRING (-0.1047761 39.9344268, -0.1051542 39.9348157)",,,,
21898326,True,Carrer Hospital,residential,False,20.889,,"LINESTRING (-0.1056899 39.9337206, -0.1055261 39.9338603)",,,,
1013125622,True,Plaça Aliaga,residential,False,37.529,1,"LINESTRING (-0.1056899 39.9337206, -0.1060211 39.9334983)",,,,
21901468,True,Carrer Soledat,residential,False,53.466,,"LINESTRING (-0.1035173 39.9390519, -0.1031071 39.9394156)",,,,
40778457,True,Carrer Creus Velles,residential,False,46.271,,"LINESTRING (-0.1035173 39.9390519, -0.1030864 39.9387989)",,,,
21901468,True,Carrer Soledat,residential,False,131.005,,"LINESTRING (-0.1047034 39.9383029, -0.1035173 39.9390519)",,,,
702929911,True,Carrer Zumalacárregui,residential,False,80.624,,"LINESTRING (-0.1047034 39.9383029, -0.1053511 39.9388312)",,,,
21901470,True,Carrer l'Assumpció,residential,False,109.098,,"LINESTRING (-0.1060065 39.937476, -0.1050173 39.9380984)",,,,
21901470,True,Carrer l'Assumpció,residential,False,35.118,,"LINESTRING (-0.1050173 39.9380984, -0.1047034 39.9383029)",,,,
40948272,True,Carrer Santa Llúcia,residential,False,67.015,1,"LINESTRING (-0.1050173 39.9380984, -0.1045491 39.9376143)",,,,
689278839,False,Plaça Betxí,residential,False,31.83,,"LINESTRING (-0.1056761 39.9372003, -0.1054134 39.9374037)",,,,
695685374,True,Carrer Betxí,residential,False,41.633,,"LINESTRING (-0.1056761 39.9372003, -0.1060065 39.937476)",,,,
40778454,True,Carrer Sant Pere,residential,False,102.371,,"LINESTRING (-0.1054475 39.9370035, -0.1045491 39.9376143)",,,,
695685374,True,Carrer Betxí,residential,False,29.304,,"LINESTRING (-0.1054475 39.9370035, -0.1056761 39.9372003)",,,,
589617456,True,Carrer Crist de la Penitència,residential,False,46.351,,"LINESTRING (-0.1050481 39.9366643, -0.1054702 39.9364016)",,,,
695685374,True,Carrer Betxí,residential,False,50.852999999999994,,"LINESTRING (-0.1050481 39.9366643, -0.1050513 39.9366651, -0.1051702 39.9367672, -0.1054475 39.9370035)",,,,
40948285,True,Carrer Sant Joan,residential,False,93.825,,"LINESTRING (-0.1046899 39.9363586, -0.1039216 39.9369627)",,,,
695685374,True,Carrer Betxí,residential,False,45.696,,"LINESTRING (-0.1046899 39.9363586, -0.1050481 39.9366643)",,,,
40948298,True,Carrer Salvador,residential,False,88.503,,"LINESTRING (-0.1042269 39.9359636, -0.1034747 39.9365121)",,,,
