osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
149319973,OU-540,Rúa Médico Francisco González Rey,primary,False,False,24.216,"LINESTRING (-7.9551049 42.1537021, -7.9550323 42.1537522, -7.9549366 42.1538127, -7.9548839 42.1538455)",,,
169659957,OU-540,Avenida de San Rosendo,primary,False,True,73.803,"LINESTRING (-7.9551049 42.1537021, -7.9551382 42.1536349, -7.9551548 42.1535925, -7.9551523 42.15354, -7.9551313 42.1533286, -7.9551226 42.1532253, -7.9551203 42.1531177, -7.9551119 42.1530456)",,,
758248616,,Rúa de Mourillós,tertiary,False,True,137.796,"LINESTRING (-7.9551049 42.1537021, -7.9549961 42.1536578, -7.954909 42.1536215, -7.953558 42.1532362)",2,30,
314390279,OU-531,Rúa da Encarnación,primary,False,True,1.804,"LINESTRING (-7.9586052 42.1482919, -7.9586107 42.1482762)",,,
39577784,OU-540,Avenida de San Rosendo,primary,True,False,83.189,"LINESTRING (-7.9586052 42.1482919, -7.9583382 42.1485722, -7.9581089 42.1488385, -7.9580423 42.1489126)",,,
169659960,OU-531,Rúa da Encarnación,primary,False,True,81.598,"LINESTRING (-7.9586052 42.1482919, -7.9585897 42.1483464, -7.9585782 42.1483944, -7.958537 42.1484829, -7.9584688 42.1486562, -7.9583467 42.1489997)",2,,
149319973,OU-540,Rúa Médico Francisco González Rey,primary,False,False,17.056,"LINESTRING (-7.9524826 42.1561211, -7.952369 42.1562493)",,,
77661696,,Rúa Miguel Ángel Blanco,residential,False,False,110.59700000000001,"LINESTRING (-7.9524826 42.1561211, -7.9525677 42.1561582, -7.9526382 42.1561912, -7.9531854 42.1564738, -7.9535122 42.1566516, -7.9535826 42.1566899)",,,
149319973,OU-540,Rúa Médico Francisco González Rey,primary,False,True,128.24800000000002,"LINESTRING (-7.9524826 42.1561211, -7.952592 42.1560088, -7.9532734 42.1552455, -7.9533475 42.1551625)",,,
306830294,OU-531,Rúa da Encarnación,primary,False,False,58.904,"LINESTRING (-7.9578253 42.151256, -7.9578048 42.1511503, -7.9577667 42.1509333, -7.957755 42.1508665, -7.9577399 42.1507302)",,,
1232272795,OU-531,Rúa de Cesáreo Fernández Losada,primary,False,True,31.549,"LINESTRING (-7.9578253 42.151256, -7.957795 42.1514286, -7.9577828 42.1515379)",,,
1233542500,,Rúa de Cesáreo Fernández Losada,residential,True,False,60.82300000000001,"LINESTRING (-7.9578253 42.151256, -7.9578768 42.1511792, -7.9579195 42.1511343, -7.9579565 42.1509613, -7.9579674 42.1509339, -7.9579765 42.1509105, -7.9579977 42.1508578, -7.9580494 42.1507407)",1,,
