osmid,name,highway,oneway,reversed,length,lanes,ref,junction,geometry,bridge,tunnel
45899993,Ibaiondo kalea,residential,False,True,212.82,,,,"LINESTRING (-2.0701943 43.1400932, -2.0702498 43.1401368, -2.0703479 43.1401253, -2.0703675 43.140067, -2.0701933 43.1396146, -2.0701671 43.1395397, -2.0701721 43.1395109, -2.0702188 43.1394798, -2.0702919 43.1395032, -2.0708086 43.1400917, -2.0708193 43.1401544, -2.0708207 43.1401895, -2.0708236 43.1402123, -2.0708273 43.140242, -2.0708208 43.1402786, -2.0708657 43.140332, -2.070923 43.1403432, -2.0709884 43.1403517)",,
45899994,Arramele kalea,residential,False,False,65.953,,,,"LINESTRING (-2.0714215 43.1412112, -2.0713413 43.1411946, -2.0706395 43.1410493)",,
"[32872176, 202295229]",Larramendi kalea,residential,False,False,31.822,,,,"LINESTRING (-2.0714215 43.1412112, -2.0714687 43.1410971, -2.0714881 43.1410501, -2.0715708 43.1409488)",,
202295229,Larramendi kalea,residential,False,True,98.65299999999999,,,,"LINESTRING (-2.0714215 43.1412112, -2.0712543 43.1416157, -2.0712808 43.14208)",,
"[46690979, 436289183]",,unclassified,False,False,1063.1619999999996,,,,"LINESTRING (-2.0670129 43.137761, -2.0671013 43.1376835, -2.0671544 43.1376147, -2.067178 43.13752, -2.0671957 43.1374425, -2.0672075 43.1373479, -2.0672665 43.1372962, -2.0673195 43.1372618, -2.0673903 43.1372016, -2.0674375 43.137137, -2.0674257 43.1370596, -2.0673962 43.136995, -2.0673077 43.1369175, -2.0672016 43.1368315, -2.0671485 43.1367497, -2.0671013 43.1366938, -2.0670777 43.1366249, -2.0670954 43.1365518, -2.067178 43.1364356, -2.0672193 43.1363667, -2.0672606 43.136272, -2.0673077 43.1362032, -2.0673372 43.1361429, -2.0673372 43.1359622, -2.0672959 43.1358718, -2.067153 43.1358035, -2.0671383 43.1357437, -2.0671781 43.1356959, -2.0672621 43.1356981, -2.0676926 43.1358879, -2.0678783 43.135996, -2.0679505 43.1360923, -2.0680286 43.1361154, -2.0681333 43.1360526, -2.06821 43.1359665, -2.0683221 43.1358331, -2.068381 43.1357384, -2.0684105 43.1355835, -2.0684371 43.1353199, -2.0685285 43.1352005, -2.0687046 43.1350762, -2.0688882 43.1348734, -2.0691875 43.1349718, -2.0692215 43.1349444, -2.0694573 43.1347668, -2.0695369 43.1346669, -2.0695428 43.1345507, -2.0696017 43.1345119, -2.0696666 43.1344947, -2.0697669 43.1344861, -2.0698907 43.1345119, -2.0700322 43.1345593, -2.0701443 43.1346023, -2.0702622 43.1346841, -2.0704156 43.1347702, -2.0704686 43.1349036, -2.0705099 43.1350714, -2.070445 43.1351747, -2.0699851 43.1359665, -2.0694692 43.1367304, -2.0691978 43.1373221, -2.0691182 43.1375308, -2.0690572 43.1376858, -2.0689795 43.1378833, -2.0689901 43.1380415)",,
436289149,Izaskungo aldapa,tertiary,False,False,42.971000000000004,,GI-3421,,"LINESTRING (-2.0670129 43.137761, -2.0669921 43.1377206, -2.0669142 43.1376586, -2.0667632 43.1376712, -2.0666804 43.1377251, -2.0666397 43.1377855)",,
"[85975091, 436289149]",Izaskungo aldapa,tertiary,False,True,1387.4780000000003,,GI-3421,,"LINESTRING (-2.0670129 43.137761, -2.0670006 43.137802, -2.0669148 43.1379586, -2.0667861 43.138159, -2.0666539 43.1384519, -2.0665114 43.1387603, -2.0663998 43.1389732, -2.0663091 43.1393074, -2.0662872 43.1395591, -2.0662871 43.1399684, -2.0662736 43.1401409, -2.0662717 43.140292, -2.0663873 43.1405245, -2.0664961 43.1407262, -2.0666134 43.1409322, -2.066726 43.1410588, -2.0668118 43.141184, -2.0668719 43.1413719, -2.0668547 43.1416224, -2.0667689 43.141898, -2.0666659 43.1420984, -2.0664942 43.1422925, -2.0662648 43.1425394, -2.0661509 43.142662, -2.0658763 43.1430253, -2.0655759 43.1433634, -2.0652263 43.1437066, -2.0648595 43.1439517, -2.0644081 43.1441309, -2.0641549 43.1442314, -2.0640139 43.1443269, -2.0639475 43.144415, -2.0639545 43.1444838, -2.0640353 43.1445554, -2.0642411 43.1445725, -2.064387 43.1445412, -2.0645415 43.1444723, -2.0656588 43.1438892, -2.0658076 43.1437642, -2.066035 43.143585, -2.0663912 43.1434511, -2.0666285 43.1433436, -2.0668287 43.14323, -2.0668945 43.1431818, -2.066975 43.1431229, -2.0672667 43.1429501, -2.06755 43.1427998, -2.0677302 43.1426495, -2.067962 43.1424491, -2.0680649 43.1422737, -2.0681594 43.1421172, -2.0682846 43.1418488, -2.0684843 43.1417373, -2.0687423 43.1418228)",,
41382258,Izaskungo aldapa,tertiary,False,True,341.843,,,,"LINESTRING (-2.0689901 43.1380415, -2.0694554 43.1378646, -2.0695241 43.1378208, -2.0696528 43.1376579, -2.069773 43.1375264, -2.0698331 43.1374701, -2.0699961 43.1373886, -2.0701421 43.1372759, -2.0702536 43.1371569, -2.0705354 43.1366475, -2.0705621 43.1366038, -2.0706313 43.1365055, -2.0707171 43.1364617, -2.0708287 43.1364241, -2.0709832 43.1364241, -2.0712321 43.1364617, -2.0716698 43.1365494, -2.071996 43.1366558)",,
436289151,Izaskungo aldapa,tertiary,False,False,180.336,,,,"LINESTRING (-2.0689901 43.1380415, -2.0688889 43.1381402, -2.0688546 43.1382529, -2.0688374 43.1393177, -2.068862 43.1396354)",,
"[46690979, 436289183]",,unclassified,False,True,1063.162,,,,"LINESTRING (-2.0689901 43.1380415, -2.0689795 43.1378833, -2.0690572 43.1376858, -2.0691182 43.1375308, -2.0691978 43.1373221, -2.0694692 43.1367304, -2.0699851 43.1359665, -2.070445 43.1351747, -2.0705099 43.1350714, -2.0704686 43.1349036, -2.0704156 43.1347702, -2.0702622 43.1346841, -2.0701443 43.1346023, -2.0700322 43.1345593, -2.0698907 43.1345119, -2.0697669 43.1344861, -2.0696666 43.1344947, -2.0696017 43.1345119, -2.0695428 43.1345507, -2.0695369 43.1346669, -2.0694573 43.1347668, -2.0692215 43.1349444, -2.0691875 43.1349718, -2.0688882 43.1348734, -2.0687046 43.1350762, -2.0685285 43.1352005, -2.0684371 43.1353199, -2.0684105 43.1355835, -2.068381 43.1357384, -2.0683221 43.1358331, -2.06821 43.1359665, -2.0681333 43.1360526, -2.0680286 43.1361154, -2.0679505 43.1360923, -2.0678783 43.135996, -2.0676926 43.1358879, -2.0672621 43.1356981, -2.0671781 43.1356959, -2.0671383 43.1357437, -2.067153 43.1358035, -2.0672959 43.1358718, -2.0673372 43.1359622, -2.0673372 43.1361429, -2.0673077 43.1362032, -2.0672606 43.136272, -2.0672193 43.1363667, -2.067178 43.1364356, -2.0670954 43.1365518, -2.0670777 43.1366249, -2.0671013 43.1366938, -2.0671485 43.1367497, -2.0672016 43.1368315, -2.0673077 43.1369175, -2.0673962 43.136995, -2.0674257 43.1370596, -2.0674375 43.137137, -2.0673903 43.1372016, -2.0673195 43.1372618, -2.0672665 43.1372962, -2.0672075 43.1373479, -2.0671957 43.1374425, -2.067178 43.13752, -2.0671544 43.1376147, -2.0671013 43.1376835, -2.0670129 43.137761)",,
46840420,Zuloaga auzoa,residential,False,True,151.202,,,,"LINESTRING (-2.0738604 43.1427034, -2.0738438 43.1424392, -2.073823 43.1423117, -2.0737897 43.1422054, -2.0737564 43.1421326, -2.0737106 43.1420961, -2.0736191 43.1420901, -2.0735483 43.1421326, -2.0735026 43.1422388, -2.0734818 43.1423785, -2.0734402 43.142588, -2.0734282 43.1427219)",,
46840421,Alberto Perez Rexil kalea,residential,False,True,58.296,,,,"LINESTRING (-2.0733739 43.1415006, -2.0733766 43.1414987, -2.0732766 43.1420151)",,
46840433,,residential,False,True,37.19,,,,"LINESTRING (-2.0732766 43.1420151, -2.0728308 43.1419373)",,
46840421,Alberto Perez Rexil kalea,residential,False,False,58.296,,,,"LINESTRING (-2.0732766 43.1420151, -2.0733766 43.1414987, -2.0733739 43.1415006)",,
46840421,Alberto Perez Rexil kalea,residential,False,True,71.843,,,,"LINESTRING (-2.0732766 43.1420151, -2.0731609 43.1426529, -2.0731582 43.1426548)",,
46840433,,residential,False,False,37.19,,,,"LINESTRING (-2.0728308 43.1419373, -2.0732766 43.1420151)",,
28047302,Belate,residential,False,False,86.106,,,,"LINESTRING (-2.0728308 43.1419373, -2.0728537 43.1423431, -2.0728714 43.1427111)",,
28047302,Belate,residential,False,True,42.626,,,,"LINESTRING (-2.0728308 43.1419373, -2.0728059 43.1418562, -2.0727591 43.141663, -2.072731 43.141561)",,
46840416,Zuloaga auzoa,residential,False,True,4.068,,,,"LINESTRING (-2.0734282 43.1427219, -2.0733785 43.1427171)",,
46840420,Zuloaga auzoa,residential,False,False,151.202,,,,"LINESTRING (-2.0734282 43.1427219, -2.0734402 43.142588, -2.0734818 43.1423785, -2.0735026 43.1422388, -2.0735483 43.1421326, -2.0736191 43.1420901, -2.0737106 43.1420961, -2.0737564 43.1421326, -2.0737897 43.1422054, -2.073823 43.1423117, -2.0738438 43.1424392, -2.0738604 43.1427034)",,
46840421,Alberto Perez Rexil kalea,residential,False,False,71.843,,,,"LINESTRING (-2.0731582 43.1426548, -2.0731609 43.1426529, -2.0732766 43.1420151)",,
46925192,,tertiary,True,False,34.556,,,roundabout,"LINESTRING (-2.068862 43.1396354, -2.0688184 43.1396383, -2.0687785 43.1396514, -2.0687467 43.1396733, -2.0687263 43.1397015, -2.0687196 43.1397331, -2.0687274 43.1397645, -2.0687488 43.1397923, -2.0687781 43.139812, -2.0688142 43.1398245, -2.0688537 43.1398285)",,
436289151,Izaskungo aldapa,tertiary,False,True,180.33599999999998,,,,"LINESTRING (-2.068862 43.1396354, -2.0688374 43.1393177, -2.0688546 43.1382529, -2.0688889 43.1381402, -2.0689901 43.1380415)",,
41698475,,residential,False,False,14.878,,,,"LINESTRING (-2.0689469 43.1397993, -2.0690042 43.1399264)",,
46925192,,tertiary,True,False,24.272000000000002,,,roundabout,"LINESTRING (-2.0689469 43.1397993, -2.0689714 43.1397738, -2.0689835 43.1397438, -2.0689819 43.1397127, -2.0689668 43.1396835, -2.0689397 43.1396594, -2.0689035 43.1396428, -2.068862 43.1396354)",,
46925191,Izaskungo aldapa,tertiary,False,False,233.743,,,,"LINESTRING (-2.0688537 43.1398285, -2.0688402 43.1401172, -2.0688059 43.1403176, -2.0687372 43.140493, -2.0686207 43.1408792, -2.0686148 43.1410511, -2.0686453 43.1411666, -2.0687107 43.14129, -2.0689227 43.1416054, -2.0688433 43.1417536, -2.0687423 43.1418228)",,
46925192,,tertiary,True,False,8.421,,,roundabout,"LINESTRING (-2.0688537 43.1398285, -2.0688879 43.1398249, -2.0689197 43.1398149, -2.0689469 43.1397993)",,
40890673,,residential,True,False,23.047,,,,"LINESTRING (-2.0740681 43.1379093, -2.0737883 43.1378736)",,
40112797,,unclassified,False,False,729.5350000000002,,,,"LINESTRING (-2.0776923 43.1419356, -2.0770616 43.1418719, -2.0767956 43.141922, -2.0764179 43.1420786, -2.0763578 43.1420786, -2.0763149 43.142066, -2.0762892 43.1420347, -2.0762806 43.1419909, -2.0763836 43.1418406, -2.0767415 43.141661, -2.0772087 43.1414714, -2.0776391 43.1413886, -2.0778949 43.1413498, -2.0780053 43.1413018, -2.0780557 43.1412652, -2.0780575 43.1412209, -2.078046 43.1411853, -2.0779283 43.1411437, -2.0777483 43.1411329, -2.0765981 43.1410264, -2.0761604 43.1409387, -2.0759716 43.1409262, -2.0757999 43.140945, -2.0756111 43.1409888, -2.0754823 43.141064, -2.0752935 43.1413771, -2.0752163 43.1414335, -2.0751905 43.141446, -2.0751304 43.1414397, -2.0750961 43.1414084, -2.0750961 43.1413583, -2.075139 43.1412519, -2.0752249 43.1404377, -2.0752592 43.1403438, -2.0754051 43.1401747, -2.0754137 43.1401433, -2.0753965 43.140112)",,
47394814,,unclassified,False,False,93.44400000000002,,,,"LINESTRING (-2.0776923 43.1419356, -2.0776821 43.1419613, -2.0776364 43.1419828, -2.0774044 43.1420352, -2.0773783 43.1420543, -2.077326 43.1421139, -2.0771953 43.1422236, -2.07713 43.1422593, -2.0770843 43.1422784, -2.0770516 43.1422998, -2.0770287 43.1423451, -2.0770451 43.1424023, -2.0771006 43.1424357, -2.0771888 43.1424333)",,
47394814,,unclassified,False,True,93.44399999999999,,,,"LINESTRING (-2.0771888 43.1424333, -2.0771006 43.1424357, -2.0770451 43.1424023, -2.0770287 43.1423451, -2.0770516 43.1422998, -2.0770843 43.1422784, -2.07713 43.1422593, -2.0771953 43.1422236, -2.077326 43.1421139, -2.0773783 43.1420543, -2.0774044 43.1420352, -2.0776364 43.1419828, -2.0776821 43.1419613, -2.0776923 43.1419356)",,
"[163916832, 163916833]",San Joan plaza,living_street,True,False,104.765,,,,"LINESTRING (-2.0712808 43.14208, -2.071176 43.1420837, -2.0712152 43.1427422, -2.0712236 43.1429486)",,
202295229,Larramendi kalea,residential,False,False,98.65299999999999,,,,"LINESTRING (-2.0712808 43.14208, -2.0712543 43.1416157, -2.0714215 43.1412112)",,
47459827,,residential,False,False,52.44,,,,"LINESTRING (-2.0743712 43.1368793, -2.0742519 43.1373428)",,
45376083,Soldadu kalea,residential,True,False,29.016,,,,"LINESTRING (-2.0743712 43.1368793, -2.0742005 43.1367683, -2.0741254 43.1366918)",,
47459827,,residential,False,True,52.44,,,,"LINESTRING (-2.0742519 43.1373428, -2.0743712 43.1368793)",,
42792572,Emeterio Arrese kalea,residential,False,True,50.774,,,,"LINESTRING (-2.0755424 43.134814, -2.07605 43.134547)",,
80708146,,residential,False,False,17.394,,,,"LINESTRING (-2.074772 43.1372955, -2.0749373 43.1371959)",,
438883261,Soldadu kalea,residential,False,False,27.18,,,,"LINESTRING (-2.074772 43.1372955, -2.074748 43.1372623, -2.0746802 43.1371687, -2.0746058 43.1370835)",,
"[438883261, 40505919]",Soldadu kalea,residential,False,True,78.919,,,,"LINESTRING (-2.074772 43.1372955, -2.0748617 43.1374195, -2.0749939 43.1376169, -2.0750164 43.1376506, -2.0750397 43.1376816, -2.0751595 43.1379085, -2.075178 43.1379395)",,
80708146,,residential,False,True,17.394,,,,"LINESTRING (-2.0749373 43.1371959, -2.074772 43.1372955)",,
"[438883261, 40505919]",Soldadu kalea,residential,False,False,78.919,,,,"LINESTRING (-2.075178 43.1379395, -2.0751595 43.1379085, -2.0750397 43.1376816, -2.0750164 43.1376506, -2.0749939 43.1376169, -2.0748617 43.1374195, -2.074772 43.1372955)",,
"[438883389, 40505917, 40505919]",Soldadu kalea,"['residential', 'unclassified']",False,True,47.12,,,,"LINESTRING (-2.075178 43.1379395, -2.0752028 43.1379812, -2.0753715 43.1381232, -2.0753906 43.1381543, -2.0754526 43.1382557, -2.0754554 43.1383009)",yes,
40112797,,unclassified,False,True,266.201,,,,"LINESTRING (-2.0754554 43.1383009, -2.0754566 43.1383208, -2.0752506 43.1386527, -2.0752334 43.1387216, -2.0752334 43.1388218, -2.0751921 43.1392986, -2.0751819 43.1394168, -2.0750961 43.1395045, -2.0749845 43.1395985, -2.0748644 43.1396674, -2.0748043 43.1397801, -2.0747785 43.1399617, -2.0746584 43.1403187, -2.0746069 43.1405442)",,
80709887,,unclassified,False,False,71.69200000000001,,,,"LINESTRING (-2.0754554 43.1383009, -2.0758057 43.1383437, -2.0759007 43.1383493, -2.0759546 43.1383268, -2.0759752 43.13828, -2.0759521 43.1382219, -2.0758819 43.1380692)",,
"[40505917, 438883389, 40505919]",Soldadu kalea,"['unclassified', 'residential']",False,False,47.12,,,,"LINESTRING (-2.0754554 43.1383009, -2.0754526 43.1382557, -2.0753906 43.1381543, -2.0753715 43.1381232, -2.0752028 43.1379812, -2.075178 43.1379395)",yes,
80709887,,unclassified,False,True,71.692,,,,"LINESTRING (-2.0758819 43.1380692, -2.0759521 43.1382219, -2.0759752 43.13828, -2.0759546 43.1383268, -2.0759007 43.1383493, -2.0758057 43.1383437, -2.0754554 43.1383009)",,
45899990,Ibaiondo kalea,residential,False,True,38.127,,,,"LINESTRING (-2.0704757 43.1413282, -2.0705392 43.141336, -2.0706395 43.1410493)",,
248785246,,living_street,False,False,110.511,,,,"LINESTRING (-2.0712236 43.1429486, -2.0714 43.1429427, -2.0713889 43.142775, -2.0713665 43.1424368, -2.0713428 43.1420787)",,
"[230172548, 230172550]",Monteskue Auzoa,unclassified,False,True,168.78600000000003,,,,"LINESTRING (-2.0762303 43.1394806, -2.0762613 43.139562, -2.0762859 43.1396072, -2.0763172 43.1396692, -2.0763624 43.1397527, -2.076415 43.1398539, -2.0764332 43.1399393, -2.0764235 43.1400252, -2.0763824 43.140122, -2.0763304 43.1401991, -2.0762529 43.140253, -2.0761732 43.1402801, -2.07606 43.1402962, -2.0759369 43.1402908, -2.075829 43.1402773, -2.0757129 43.1402587, -2.0755966 43.1402311, -2.0755462 43.1402036, -2.0754906 43.1401729, -2.0753965 43.140112)",,
230172551,Monteskue Auzoa,unclassified,False,True,86.768,,,,"LINESTRING (-2.0742128 43.1408372, -2.0742041 43.1409164, -2.0742012 43.140969, -2.0742038 43.1410136, -2.0742066 43.1410304, -2.0742264 43.1410361, -2.0742508 43.1410307, -2.0742787 43.1410008, -2.0743192 43.1409454, -2.0743382 43.140919, -2.0743768 43.1408569, -2.0744121 43.140796, -2.0744637 43.1407179, -2.0745346 43.1406336, -2.0746069 43.1405442)",,
248785246,,living_street,False,True,110.511,,,,"LINESTRING (-2.0713428 43.1420787, -2.0713665 43.1424368, -2.0713889 43.142775, -2.0714 43.1429427, -2.0712236 43.1429486)",,
386492300,,secondary,True,False,37.02,2,GI-2130,,"LINESTRING (-2.0721166 43.1344824, -2.0722487 43.1346944, -2.072345 43.1347656)",,
1183324363,Oria kalea,residential,False,True,26.91,,,,"LINESTRING (-2.0774156 43.1342283, -2.0772496 43.1343256, -2.0771589 43.1343815)",,
32872852,Santa Clara kalea,residential,False,True,19.135,,,,"LINESTRING (-2.0724853 43.135019, -2.0724745 43.1348471)",,
32872852,Santa Clara kalea,residential,False,False,187.93,,,,"LINESTRING (-2.0724853 43.135019, -2.0724861 43.1350313, -2.0724942 43.135329, -2.0724624 43.1355483, -2.0724053 43.135726, -2.0723037 43.1359886, -2.0721111 43.1363855, -2.0720285 43.1365734, -2.071996 43.1366558)",,
1265293604,,residential,True,False,26.410999999999998,,,,"LINESTRING (-2.0724853 43.135019, -2.072589 43.1349329, -2.0727073 43.1348784, -2.0727314 43.1348673)",,
