osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed
25761659,True,carrer del Campello,residential,False,98.214,"LINESTRING (-0.4428514 38.4112373, -0.4418353 38.4116197)",,,
694487937,False,avinguda d'Alacant,tertiary,True,42.302,"LINESTRING (-0.4428514 38.4112373, -0.4426276 38.4108997)",,,
25760329,True,carrer d'Elx,residential,False,55.138,"LINESTRING (-0.4428514 38.4112373, -0.4428628 38.4112329, -0.4434181 38.4110166)",,,
25760480,True,Avinguda de Carlos Soler,residential,False,63.908,"LINESTRING (-0.4428514 38.4112373, -0.442901 38.4114245, -0.4430237 38.4117958)",,,
25684716,True,Plaça Nova,tertiary,False,42.725,"LINESTRING (-0.4451303 38.4137106, -0.4448841 38.4133783)",,,
25760432,True,Plaça Nova,residential,False,30.668,"LINESTRING (-0.4451303 38.4137106, -0.4451396 38.4137055, -0.4454181 38.4135518)",,,
25684721,True,carrer Mestre Salamarco,tertiary,False,123.772,"LINESTRING (-0.445531 38.4147669, -0.4454955 38.4146184, -0.445439 38.4142612, -0.44532 38.4140139, -0.4451531 38.4137503, -0.4451303 38.4137106)",,,
25740114,True,calle del Salvador,residential,False,128.888,"LINESTRING (-0.445531 38.4147669, -0.4455423 38.4147563, -0.4459435 38.4143792, -0.4465872 38.4139623)",,,
25684661,True,carrer de Felipe Antón,tertiary,False,166.69,"LINESTRING (-0.4448841 38.4133783, -0.4437216 38.4121877)",,,
822517833,True,carrer del Mar,residential,False,98.767,"LINESTRING (-0.4448841 38.4133783, -0.4447807 38.4133528, -0.4446064 38.4133486, -0.4445137 38.4132947, -0.4444452 38.4132807, -0.4440139 38.4132542, -0.4437949 38.4133141)",,,
822507368,True,Avinguda d'Espanya,residential,False,33.867,"LINESTRING (-0.4465977 38.4174387, -0.4462694 38.4176018)",,,
"[663167091, 25684740, 25684733]",True,"['placeta de Sant Roc', 'carrer Manuel Antón', 'carrer de la Constitució']",tertiary,False,256.93,"LINESTRING (-0.4465977 38.4174387, -0.4462743 38.4166604, -0.4461308 38.4162779, -0.4461039 38.4161318, -0.4460731 38.4159803, -0.4460289 38.4156146, -0.4457671 38.4152423)",,,
947834034,True,,tertiary,False,12.061,"LINESTRING (-0.4466604 38.4175354, -0.4465977 38.4174387)",,,
25761693,True,Avinguda d'Espanya,residential,False,160.225,"LINESTRING (-0.4466604 38.4175354, -0.44678 38.4174813, -0.4470181 38.4173736, -0.4479511 38.4168226, -0.4481698 38.4167158)",,,
25739791,True,carrer del Puig Campana,residential,False,81.435,"LINESTRING (-0.4500682 38.4099705, -0.4496514 38.409315)",1,,
25739699,False,carrer de la Carrasqueta,residential,False,175.3,"LINESTRING (-0.4500682 38.4099705, -0.4487673 38.4104247, -0.4482877 38.4106909)",,,
25739699,False,carrer de la Carrasqueta,residential,True,64.312,"LINESTRING (-0.4477097 38.4110506, -0.4482877 38.4106909)",,,
25740070,False,calle de la Sierra del Castellet,residential,False,28.841,"LINESTRING (-0.4477097 38.4110506, -0.4475398 38.410828)",,,
25740070,False,calle de la Sierra del Castellet,residential,True,10.649,"LINESTRING (-0.4477097 38.4110506, -0.4477709 38.4111335)",,,
"[607483522, 607483525]",False,avinguda d'Alacant,tertiary,False,104.02799999999999,"LINESTRING (-0.4416108 38.4092915, -0.4416159 38.4094411, -0.4418083 38.4097178, -0.4420852 38.4101356)",,,
607483527,True,,residential,False,15.005,"LINESTRING (-0.4416108 38.4092915, -0.4416526 38.4092833, -0.44169 38.4092666, -0.4417201 38.4092426, -0.4417409 38.409213)",,roundabout,
25739791,True,carrer del Puig Campana,residential,False,32.931,"LINESTRING (-0.4496514 38.409315, -0.4495964 38.4091563, -0.4495454 38.4090308)",1,,
25740074,False,carrer de la Pesseta,residential,False,225.48000000000002,"LINESTRING (-0.4496514 38.409315, -0.4494797 38.4092948, -0.4492308 38.4093352, -0.4473429 38.4101576)",,,
25739799,False,carrer del Montgó,residential,False,145.622,"LINESTRING (-0.4495454 38.4090308, -0.449595 38.4089696, -0.4502663 38.408668, -0.4503453 38.4086723, -0.4506885 38.4091734)",1,,
25739799,False,carrer del Montgó,residential,True,145.622,"LINESTRING (-0.4506885 38.4091734, -0.4503453 38.4086723, -0.4502663 38.408668, -0.449595 38.4089696, -0.4495454 38.4090308)",1,,
25740012,True,,residential,False,11.841000000000001,"LINESTRING (-0.447478 38.4107058, -0.4474549 38.410717, -0.4474376 38.4107334, -0.4474278 38.4107533, -0.4474267 38.4107746, -0.4474344 38.410795)",,roundabout,
25740013,False,Carrer del Camí de la Rula,residential,True,62.111,"LINESTRING (-0.447478 38.4107058, -0.4474112 38.4104785, -0.4473429 38.4101576)",2,,30
25740070,False,calle de la Sierra del Castellet,residential,False,164.555,"LINESTRING (-0.4485646 38.4124715, -0.4481923 38.4117093, -0.447872 38.4112706, -0.4477709 38.4111335)",,,
246299361,True,,residential,False,15.847,"LINESTRING (-0.4485646 38.4124715, -0.4485577 38.4124706, -0.4485396 38.412478, -0.4484996 38.4124942, -0.4484545 38.4125314, -0.4484364 38.4125628)",,roundabout,
25740013,False,Carrer del Camí de la Rula,residential,True,13.624,"LINESTRING (-0.4473429 38.4101576, -0.4473095 38.4100379)",2,,30
25740013,False,Carrer del Camí de la Rula,residential,False,62.111,"LINESTRING (-0.4473429 38.4101576, -0.4474112 38.4104785, -0.447478 38.4107058)",2,,30
25740074,False,carrer de la Pesseta,residential,True,225.48000000000002,"LINESTRING (-0.4473429 38.4101576, -0.4492308 38.4093352, -0.4494797 38.4092948, -0.4496514 38.409315)",,,
25740013,False,Carrer del Camí de la Rula,residential,False,100.21000000000001,"LINESTRING (-0.4470983 38.4091522, -0.4471425 38.4093807, -0.4473095 38.4100379)",2,,30
25739699,False,carrer de la Carrasqueta,residential,False,64.312,"LINESTRING (-0.4482877 38.4106909, -0.4477097 38.4110506)",,,
25740083,False,carrer del Lazarillo de Tormes,residential,False,172.936,"LINESTRING (-0.4482877 38.4106909, -0.4495078 38.4119176)",,,
25739699,False,carrer de la Carrasqueta,residential,True,175.3,"LINESTRING (-0.4482877 38.4106909, -0.4487673 38.4104247, -0.4500682 38.4099705)",,,
25740114,True,calle del Salvador,residential,False,15.631,"LINESTRING (-0.4478793 38.4129715, -0.44801 38.4128752)",,,
25740097,False,camí de la Rula,residential,False,391.49899999999997,"LINESTRING (-0.4478793 38.4129715, -0.4479434 38.4136731, -0.447909 38.4138816, -0.4478635 38.4139573, -0.4477717 38.4141102, -0.4477631 38.4143389, -0.4480292 38.4154216, -0.448175 38.4161271, -0.448238 38.4164316)",,,
25740097,False,camí de la Rula,residential,True,391.49899999999997,"LINESTRING (-0.448238 38.4164316, -0.448175 38.4161271, -0.4480292 38.4154216, -0.4477631 38.4143389, -0.4477717 38.4141102, -0.4478635 38.4139573, -0.447909 38.4138816, -0.4479434 38.4136731, -0.4478793 38.4129715)",,,
947834033,True,,residential,False,27.907000000000004,"LINESTRING (-0.448238 38.4164316, -0.4481751 38.416441, -0.4481198 38.4164664, -0.4480787 38.4165049, -0.4480563 38.4165519, -0.4480553 38.4166021)",,roundabout,
25740083,False,carrer del Lazarillo de Tormes,residential,True,172.936,"LINESTRING (-0.4495078 38.4119176, -0.4482877 38.4106909)",,,
25740114,True,calle del Salvador,residential,False,50.728,"LINESTRING (-0.4465872 38.4139623, -0.446922 38.4136798, -0.4469864 38.4136303)",,,
246299361,True,,residential,False,5.621,"LINESTRING (-0.4485879 38.4127752, -0.448652 38.4127695)",,roundabout,
652034092,True,carrer de Felipe Antón,tertiary,False,65.69,"LINESTRING (-0.4437216 38.4121877, -0.4432812 38.4117082)",,,
652034093,True,Calle Hnos. Pérez Lledó,residential,False,39.007,"LINESTRING (-0.4437216 38.4121877, -0.4433169 38.4123377)",,,
25760248,True,,residential,False,28.613,"LINESTRING (-0.4458023 38.4091331, -0.4458629 38.409386)",,,
25760022,True,,residential,False,8.631,"LINESTRING (-0.4458023 38.4091331, -0.4458339 38.4091406, -0.4458669 38.4091409, -0.4458987 38.4091339)",,roundabout,
25760022,True,,residential,False,20.723,"LINESTRING (-0.4459275 38.4089802, -0.4458934 38.4089644, -0.4458545 38.4089584, -0.4458153 38.4089629, -0.4457802 38.4089775, -0.4457534 38.4090003, -0.4457379 38.4090289)",,roundabout,
25760251,True,,residential,False,26.45,"LINESTRING (-0.445969 38.4093653, -0.4458987 38.4091339)",,,
25760023,True,,residential,False,9.908,"LINESTRING (-0.445969 38.4093653, -0.4459313 38.4093624, -0.4458945 38.4093696, -0.4458629 38.409386)",,roundabout,
25760023,True,,residential,False,15.582000000000003,"LINESTRING (-0.4458629 38.409386, -0.4458411 38.4094082, -0.4458294 38.4094347, -0.4458289 38.4094627, -0.4458398 38.4094894, -0.4458608 38.4095121)",,roundabout,
25760262,False,carrer de la Grana,residential,False,186.658,"LINESTRING (-0.4459896 38.4095282, -0.4464766 38.4111629)",,,
25760023,True,,residential,False,7.471,"LINESTRING (-0.4459896 38.4095282, -0.4460133 38.4095157, -0.4460322 38.4094989, -0.4460451 38.4094789)",,roundabout,
25760023,True,,residential,False,12.086,"LINESTRING (-0.4458608 38.4095121, -0.4458889 38.409528, -0.4459219 38.4095364, -0.4459566 38.4095365, -0.4459896 38.4095282)",,roundabout,
25760023,True,,residential,False,15.933,"LINESTRING (-0.4460451 38.4094789, -0.4460514 38.4094507, -0.4460458 38.4094224, -0.4460288 38.409397, -0.4460023 38.4093773, -0.445969 38.4093653)",,roundabout,
25760254,False,carrer de la Serra d'Almudaina,residential,False,127.183,"LINESTRING (-0.4460451 38.4094789, -0.4462068 38.409509, -0.4464236 38.4096086, -0.4472212 38.4100041, -0.4473095 38.4100379)",,,
25760022,True,,residential,False,20.516,"LINESTRING (-0.4458987 38.4091339, -0.4459315 38.409117, -0.4459553 38.4090925, -0.4459674 38.4090633, -0.4459665 38.4090326, -0.4459527 38.4090038, -0.4459275 38.4089802)",,roundabout,
25759958,True,carrer de la Pau,residential,False,52.18,"LINESTRING (-0.4464766 38.4111629, -0.4459324 38.4113588)",,,
25760262,False,carrer de la Grana,residential,True,186.658,"LINESTRING (-0.4464766 38.4111629, -0.4459896 38.4095282)",,,
25760252,True,carrer de Barrella,residential,False,40.412,"LINESTRING (-0.4453391 38.4103579, -0.4455923 38.4100534)",,,
25760423,True,carrer d'Oriola,residential,False,122.715,"LINESTRING (-0.4453391 38.4103579, -0.4459324 38.4113588)",,,
25760327,True,carrer de la Serra d'Aitana,residential,False,123.83,"LINESTRING (-0.4441284 38.4100227, -0.4437764 38.4094375, -0.4437822 38.4093321, -0.4439939 38.4091064, -0.4440798 38.4090612)",,,
25760342,True,carrer de la Serra del Cavall Vert,residential,False,106.23500000000001,"LINESTRING (-0.4441284 38.4100227, -0.4438262 38.410088, -0.4429792 38.4103395)",,,
25760351,True,carrer de la Serra de Cantacuc,residential,False,104.491,"LINESTRING (-0.4443458 38.4089794, -0.444911 38.4098082)",,,
25760327,True,carrer de la Serra d'Aitana,residential,False,124.746,"LINESTRING (-0.4443458 38.4089794, -0.4446465 38.4089234, -0.4449687 38.4088905, -0.44533 38.4089232, -0.4455665 38.4089593, -0.4457379 38.4090289)",,,
25760022,True,,residential,False,13.863,"LINESTRING (-0.4457379 38.4090289, -0.4457355 38.40906, -0.4457465 38.40909, -0.4457696 38.4091153, -0.4458023 38.4091331)",,roundabout,
25760252,True,carrer de Barrella,residential,False,65.658,"LINESTRING (-0.4455923 38.4100534, -0.445655 38.4099409, -0.4457785 38.4095783, -0.4458608 38.4095121)",,,
25760342,True,carrer de la Serra del Cavall Vert,residential,False,73.77000000000001,"LINESTRING (-0.4455923 38.4100534, -0.4451498 38.4097431, -0.444911 38.4098082)",,,
25760353,True,carrer del Pintor Gastón Castelló,residential,False,55.209,"LINESTRING (-0.4429792 38.4103395, -0.4428903 38.4101439, -0.442844 38.4100421, -0.4427665 38.4098718)",,,30
25760342,True,carrer de la Serra del Cavall Vert,residential,False,72.24,"LINESTRING (-0.444911 38.4098082, -0.4441284 38.4100227)",,,
25760329,True,carrer d'Elx,residential,False,76.869,"LINESTRING (-0.4434181 38.4110166, -0.444221 38.4107301)",,,
25760354,True,carrer del Pintor Gastón Castelló,residential,False,84.445,"LINESTRING (-0.4434181 38.4110166, -0.4430902 38.4105108, -0.4429792 38.4103395)",,,
25760376,True,calle San Isidro,residential,False,133.309,"LINESTRING (-0.4434181 38.4110166, -0.4437507 38.4112093, -0.4441884 38.4115859, -0.4443484 38.4119291)",,,
25739730,False,carrer dels Oms,residential,True,60.513000000000005,"LINESTRING (-0.4424046 38.4091127, -0.4420175 38.4092229, -0.4419609 38.4092389, -0.4417409 38.409213)",,,30
25760353,True,carrer del Pintor Gastón Castelló,residential,False,90.10799999999999,"LINESTRING (-0.4427665 38.4098718, -0.4424234 38.409155, -0.4424133 38.4091327, -0.4424046 38.4091127)",,,30
25760357,True,carrer de la Serra de Mariola,residential,False,66.214,"LINESTRING (-0.4420852 38.4101356, -0.4427665 38.4098718)",,,
607483522,False,avinguda d'Alacant,tertiary,False,97.239,"LINESTRING (-0.4420852 38.4101356, -0.4422593 38.4103961, -0.4423889 38.4105733, -0.4425079 38.4107361, -0.4426276 38.4108997)",,,
"[607483522, 607483525]",False,avinguda d'Alacant,tertiary,True,104.02799999999999,"LINESTRING (-0.4420852 38.4101356, -0.4418083 38.4097178, -0.4416159 38.4094411, -0.4416108 38.4092915)",,,
694044236,True,,residential,False,17.741,"LINESTRING (-0.4416612 38.4090581, -0.4416122 38.4090472, -0.4415614 38.4090492, -0.441514 38.4090638, -0.4414751 38.4090895)",,roundabout,
25759958,True,carrer de la Pau,residential,False,61.720000000000006,"LINESTRING (-0.4443484 38.4119291, -0.4437333 38.4121829, -0.4437216 38.4121877)",,,
