osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,ref,maxspeed,tunnel
23628891,2,Plaça d'Espanya,tertiary,roundabout,True,False,11.087,"LINESTRING (-0.4246981 39.4680462, -0.4247566 39.4680251, -0.4248031 39.4679905)",,,
23628891,2,Plaça d'Espanya,tertiary,roundabout,True,False,17.124,"LINESTRING (-0.4244832 39.4678102, -0.4244475 39.4678821, -0.4244618 39.4679583)",,,
23628891,2,Plaça d'Espanya,tertiary,roundabout,True,False,6.361,"LINESTRING (-0.4248395 39.4679255, -0.4248384 39.4678683)",,,
41413889,1,Calle de Vicente Lladró Sena,residential,,True,False,67.121,"LINESTRING (-0.4248395 39.4679255, -0.4249431 39.4680345, -0.4252347 39.4684453)",,,
23628891,2,Plaça d'Espanya,tertiary,roundabout,True,False,3.126,"LINESTRING (-0.4247978 39.4678022, -0.4247722 39.4677822)",,,
29658416,2,,residential,roundabout,True,False,21.342,"LINESTRING (-0.4318646 39.4675012, -0.4318564 39.4675648, -0.4318767 39.4676269, -0.4319231 39.4676799)",,,
186184940,1,Avenida de la Paz,residential,,True,False,42.195,"LINESTRING (-0.4318646 39.4675012, -0.4317535 39.4675668, -0.4316075 39.4676189, -0.4314335 39.4676794)",,,
29658416,2,,residential,roundabout,True,False,27.285999999999998,"LINESTRING (-0.4320764 39.4677361, -0.4321813 39.4677247, -0.4322698 39.4676796, -0.4323245 39.4676096)",,,
29658417,2,,unclassified,,True,False,62.027,"LINESTRING (-0.4320764 39.4677361, -0.4322719 39.4678809, -0.4324693 39.4681945)",,,
29658416,2,,residential,roundabout,True,False,27.572000000000003,"LINESTRING (-0.4323364 39.4675616, -0.4323275 39.4675, -0.4322929 39.4674441, -0.4322363 39.4674001, -0.4321641 39.4673729)",,,
186184946,1,Avenida de la Paz,residential,,True,False,41.107,"LINESTRING (-0.4323364 39.4675616, -0.4323961 39.4674593, -0.4324371 39.4673953, -0.4325065 39.4673323, -0.4325907 39.4672519)",,,
29658416,2,,residential,roundabout,True,False,24.860000000000003,"LINESTRING (-0.4321154 39.467366, -0.4320432 39.46737, -0.4319758 39.4673904, -0.4319193 39.4674253, -0.4318788 39.4674717)",,,
186184954,1,Avenida de la Virgen de los Desamparados,residential,,True,False,35.103,"LINESTRING (-0.4321154 39.467366, -0.4320021 39.4673307, -0.4319414 39.4672921, -0.4318585 39.4672391, -0.4317894 39.4671828)",,,
11694753,2,,secondary,roundabout,True,False,36.82,"LINESTRING (-0.4326896 39.4679243, -0.4325313 39.468036, -0.4324693 39.4681945)",CV-4036,,
29658420,2,,unclassified,,True,False,50.001000000000005,"LINESTRING (-0.4326896 39.4679243, -0.4325366 39.4678717, -0.4324137 39.4677969, -0.4323245 39.4676096)",,,
34693796,2,Avinguda de la Virge dels Desamparats,residential,,False,False,3.111,"LINESTRING (-0.4317894 39.4671828, -0.4317734 39.4671577)",,,
186184951,1,Avenida de la Virgen de los Desamparados,residential,,True,False,33.033,"LINESTRING (-0.4317894 39.4671828, -0.4318252 39.4673005, -0.4318508 39.4673901, -0.4318788 39.4674717)",,,
143573538,1,Carrer de la Carretera de Torrent,tertiary,,True,False,10.501,"LINESTRING (-0.4249201 39.4678042, -0.4247978 39.4678022)",CV-4031,,
186184957,2,Avinguda del Camí Nou,tertiary,,False,True,62.022,"LINESTRING (-0.4249201 39.4678042, -0.4255631 39.4675498)",CV-4031,30,
36968764,,Carrer d'Art Major de la Seda,residential,,True,False,35.611000000000004,"LINESTRING (-0.4339176 39.4627716, -0.4337113 39.4628328, -0.4335175 39.462834)",,,
166180388,,Calle del Arte Mayor de la Seda,residential,,True,False,26.479,"LINESTRING (-0.4336957 39.462937, -0.4339176 39.4627716)",,,
36968765,,Carrer d'Art Major de la Seda,residential,,True,False,93.97800000000001,"LINESTRING (-0.4336957 39.462937, -0.4344495 39.4626999, -0.4347095 39.4626181)",,,
36968753,,Carrer de Manuel Sánchis Guarner,residential,,False,False,91.005,"LINESTRING (-0.4347095 39.4626181, -0.43518 39.4633515)",,,
34693794,2,Avinguda del Camí Nou,tertiary,,False,False,91.509,"LINESTRING (-0.4344055 39.4641841, -0.4334487 39.4645469)",CV-4031,,
41417407,,Carrer del Poble saharaui,residential,,True,False,53.014,"LINESTRING (-0.4344055 39.4641841, -0.4343829 39.4641488, -0.4341216 39.4637607)",,,
