osmid,name,highway,oneway,reversed,length,geometry,ref,junction,bridge,maxspeed
5704008,Arana kalea,residential,False,False,125.181,"LINESTRING (-2.2709651 43.1806555, -2.2706386 43.18081, -2.2697145 43.1813148)",,,,
"[789033595, 791074326]",,primary,True,False,38.266,"LINESTRING (-2.2709651 43.1806555, -2.2710117 43.180691, -2.2710685 43.1807175, -2.2711323 43.1807335, -2.2711994 43.1807382, -2.2712661 43.1807312, -2.2713287 43.1807129, -2.2713836 43.1806844)",GI-631,roundabout,,
28326756,,unclassified,False,False,56.462999999999994,"LINESTRING (-2.2713836 43.1806844, -2.2714251 43.1807627, -2.2717727 43.1811024)",,,,
791074329,,primary,True,False,20.922,"LINESTRING (-2.2713836 43.1806844, -2.2714262 43.180649, -2.2714566 43.1806076, -2.2714736 43.1805622, -2.271476 43.1805152)",GI-631,roundabout,,
"[5704002, 791074325]",Jose Artetxe kalea,residential,False,False,77.925,"LINESTRING (-2.2691119 43.1800987, -2.2689583 43.1802513, -2.2689218 43.1803073, -2.2689108 43.1803241, -2.2688071 43.1805047, -2.2687277 43.1805975, -2.26868 43.1806447, -2.2686238 43.1806978)",,,,
791074324,,primary,True,False,25.183999999999997,"LINESTRING (-2.2691119 43.1800987, -2.2691801 43.1801257, -2.2692567 43.1801352, -2.2693334 43.1801262, -2.2694019 43.1800996)",GI-631,roundabout,,
48897741,Arana kalea,residential,False,True,106.89600000000002,"LINESTRING (-2.2689029 43.1818419, -2.2685675 43.1820728, -2.2679832 43.182475, -2.2679433 43.1825011)",,,,
48897742,1766ko Matxinada kalea,residential,True,False,206.12,"LINESTRING (-2.2689029 43.1818419, -2.2683838 43.1819959, -2.2674998 43.1823352, -2.2667176 43.182769)",,,,
48897744,Arana kalea,residential,False,True,64.289,"LINESTRING (-2.2689029 43.1818419, -2.2689298 43.1818233, -2.2694871 43.181451)",,,,
"[30339344, 30339345, 30339343]",,residential,False,True,41.208,"LINESTRING (-2.2667176 43.182769, -2.2666975 43.1827309, -2.2665153 43.1825348, -2.2664162 43.1824764)",,,yes,
30618269,,residential,True,False,57.917,"LINESTRING (-2.2667176 43.182769, -2.2666901 43.1831679, -2.2667109 43.1832884)",,,,
48278926,,primary,True,False,32.121,"LINESTRING (-2.271476 43.1805152, -2.27156 43.1803494, -2.2716502 43.1802586)",GI-631,,,
789033599,,primary,True,False,23.988,"LINESTRING (-2.271476 43.1805152, -2.2714654 43.1804727, -2.271443 43.1804328, -2.2714098 43.1803971, -2.2713671 43.1803672, -2.2713169 43.1803444)",GI-631,roundabout,,
48278929,Loiolako Ignazio etorbidea,primary,True,False,132.641,"LINESTRING (-2.2694019 43.1800996, -2.2695036 43.1800808, -2.2695926 43.180087, -2.2708547 43.1804845, -2.2709091 43.1805127)",GI-631,,,
789033593,Loiolako Ignazio etorbidea,primary,True,False,20.029,"LINESTRING (-2.2694019 43.1800996, -2.2694576 43.1800554, -2.2694893 43.18, -2.2694931 43.17994)",GI-631,roundabout,,
441636904,,primary,True,False,40.125,"LINESTRING (-2.2691274 43.1798174, -2.2686412 43.1797502)",GI-631,,,
8083920,,primary,True,False,17.913,"LINESTRING (-2.2691274 43.1798174, -2.2690728 43.1798535, -2.2690361 43.1799, -2.2690206 43.1799525)",GI-631,roundabout,,
789033594,,primary,True,False,18.533,"LINESTRING (-2.2690206 43.1799525, -2.2690243 43.1799941, -2.2690416 43.1800338, -2.2690713 43.1800694, -2.2691119 43.1800987)",GI-631,roundabout,,
789033593,Loiolako Ignazio etorbidea,primary,True,False,21.261,"LINESTRING (-2.2694931 43.17994, -2.2694758 43.1798939, -2.2694419 43.179853, -2.2693939 43.1798204, -2.2693356 43.1797986)",GI-631,roundabout,,
790730628,,residential,False,True,26.826,"LINESTRING (-2.2693356 43.1797986, -2.2694108 43.1796756, -2.2695011 43.1795918)",,,,
790730629,,primary,True,False,17.552,"LINESTRING (-2.2693356 43.1797986, -2.2692646 43.1797891, -2.269193 43.1797955, -2.2691274 43.1798174)",GI-631,roundabout,,
790730630,,residential,False,True,23.319,"LINESTRING (-2.2695011 43.1795918, -2.269738 43.1794729)",,,,
790730628,,residential,False,False,26.826,"LINESTRING (-2.2695011 43.1795918, -2.2694108 43.1796756, -2.2693356 43.1797986)",,,,
790730630,,residential,False,False,23.319,"LINESTRING (-2.269738 43.1794729, -2.2695011 43.1795918)",,,,
28326757,,residential,True,False,25.73,"LINESTRING (-2.2712375 43.1803261, -2.2711843 43.1802263, -2.2711765 43.1801795, -2.271166 43.1801027)",,,,
789033597,,primary,True,False,14.023,"LINESTRING (-2.2712375 43.1803261, -2.2711799 43.1803237, -2.2711229 43.1803298, -2.2710687 43.1803441)",GI-631,roundabout,,
791074327,,primary,True,False,16.849,"LINESTRING (-2.2709091 43.1805127, -2.2709115 43.1805632, -2.2709305 43.1806117, -2.2709651 43.1806555)",GI-631,roundabout,,
4612597,,primary,True,False,6.752,"LINESTRING (-2.2713169 43.1803444, -2.2712375 43.1803261)",GI-631,roundabout,,
789033598,,residential,False,False,9.226,"LINESTRING (-2.271166 43.1801027, -2.2710529 43.1801118)",,,,
789033598,,residential,False,True,9.226,"LINESTRING (-2.2710529 43.1801118, -2.271166 43.1801027)",,,,
28326758,,residential,True,False,25.968,"LINESTRING (-2.2710529 43.1801118, -2.2710671 43.1801885, -2.2710763 43.1802469, -2.2710687 43.1803441)",,,,
789033598,,residential,False,False,128.167,"LINESTRING (-2.2710529 43.1801118, -2.2709817 43.1801175, -2.2704908 43.1801569, -2.2704518 43.18016, -2.2698283 43.1799726, -2.2699313 43.1798036, -2.2699786 43.1797979)",,,,
789033596,,primary,True,False,4.515000000000001,"LINESTRING (-2.2710687 43.1803441, -2.2710443 43.1803538, -2.2710212 43.1803652)",GI-631,roundabout,,
789033598,,residential,False,True,128.167,"LINESTRING (-2.2699786 43.1797979, -2.2699313 43.1798036, -2.2698283 43.1799726, -2.2704518 43.18016, -2.2704908 43.1801569, -2.2709817 43.1801175, -2.2710529 43.1801118)",,,,
30373629,Bustinzuriko Errebala,residential,True,False,134.005,"LINESTRING (-2.2667109 43.1832884, -2.2669309 43.1832101, -2.267103 43.183125, -2.2673281 43.1829631, -2.2677361 43.1826397, -2.2679433 43.1825011)",,,,
"[48897740, 50118222]",Goiko kalea,residential,False,True,115.42999999999999,"LINESTRING (-2.2667109 43.1832884, -2.2663995 43.1835491, -2.2661254 43.1837105, -2.2659948 43.183787, -2.2656653 43.1839881)",,,,
"[48897740, 50118222]",Goiko kalea,residential,False,False,115.43,"LINESTRING (-2.2656653 43.1839881, -2.2659948 43.183787, -2.2661254 43.1837105, -2.2663995 43.1835491, -2.2667109 43.1832884)",,,,
